clean_line1,clean_line2,line3,city,zip_code,label,phone,year,major_city,state,chain,address_standardized_ON_parenthesis,address_standardized_OFF_parenthesis,Address_Type,Exit_Number,Exit_From_Address,Exit_From_Label,Flagged,Flag_Reason,Is_Unclear_OCR,Main_Road,Secondary_Road,Exit_Number_2,Exit_Number_3,Tertiary_Road
"Richfield , 84701 Top Stop ( Sinclair )","435-896-8338 I-70 Exit 40 ( S to US 89 , 7 blks NE )",24 S <U+2610> <U+2610>,Richfield,84701,Top Stop ( Sinclair ),435-896-8338,2007,Richfield,UT,Sinclair,"( S to US 89 , 7 blks NE )",I-70 Exit 40 ,Exit,40,40,,False,,False,I-70,,,,
"Richfield , 84701 Top Stop ( Sinclair )","435-896-8338 I-70 Exit 40 ( S to US 89 , 7 blks NE )",24 23 S <U+2610> <U+2610> <U+2610>,Richfield,84701,Top Stop ( Sinclair ),435-896-8338,2008,Richfield,UT,Sinclair,"( S to US 89 , 7 blks NE )",I-70 Exit 40 ,Exit,40,40,,False,,False,I-70,,,,
G Richfield ( 84701 ) Top Stop # 83 ( Chevron ),"3 435-896-8338 I-70 Exit 40 ( S to US 89 , 7 blks NE )",24 <U+2610> <U+25A1> <U+25A1> <U+25A1>,Richfield,84701,Top Stop # 83 ( Chevron ),435-896-8338,2014,Richfield,UT,Chevron,"( S to US 89 , 7 blks NE )",I-70 Exit 40 ,Exit,40,40,,False,,False,I-70,,,,
Richfield ( 84701 ) Top Stop # 83 ( Chevron ),"3 435-896-8338 I-70 Exit 40 ( S to US 89 , 7 blks NE )",24 <U+25A1>,Richfield,84701,Top Stop # 83 ( Chevron ),435-896-8338,2015,Richfield,UT,Chevron,"( S to US 89 , 7 blks NE )",I-70 Exit 40 ,Exit,40,40,,False,,False,I-70,,,,
Richfield ( 84701 ) Top Stop # 83 ( Chevron ),"435-896-8338 I-70 Exit 40 ( S to US 89 , 7 blks NE )",24 <U+2610> <U+25A1> D,Richfield,84701,Top Stop # 83 ( Chevron ),435-896-8338,2016,Richfield,UT,Chevron,"( S to US 89 , 7 blks NE )",I-70 Exit 40 ,Exit,40,40,,False,,False,I-70,,,,
"Beaver , 84713 Eagle's Landing Truck Plaza ( Shell )",435-438-5191 I-15 Exit 112 ( W ),24,Beaver,84713,Eagle's Landing Truck Plaza ( Shell ),435-438-5191,2006,Beaver,UT,Shell,( W ),I-15 Exit 112 ,Exit,112,112,,False,,False,I-15,,,,
"Beaver , 84713 Eagle's Landing Truck Plaza ( Texaco )",435-438-5191 I-15 Exit 112 ( W ),) 24 FS L,Beaver,84713,Eagle's Landing Truck Plaza ( Texaco ),435-438-5191,2007,Beaver,UT,Texaco,( W ),I-15 Exit 112 ,Exit,112,112,,False,,False,I-15,,,,
"Beaver , 84713",435-438-5191 Eagle's I-15 Exit Landing 112 ( W ) Truck Plaza ( Texaco ),24 HR3 L <U+2610> <U+2610> <U+2610> <U+2610> <U+2610>,Beaver,84713,,435-438-5191,2008,Beaver,UT,,( W ) Truck Plaza ( Texaco ),Eagle's I-15 Exit Landing 112 ,Exit,,,,True,unclear address_standardized_OFF_parenthesis,True,I-15,,,,
Beaver ( 84713 ) Eagle's Landing ( Flying J # 509 ),3 435-438-5191 I-15 Exit 112 ( W ),,Beaver,84713,Eagle's Landing ( Flying J # 509 ),435-438-5191,2014,Beaver,UT,Flying J,( W ),I-15 Exit 112 ,Exit,112,112,,False,,False,I-15,,,,
Beaver ( 84713 ) Eagle's Landing ( Flying J # 509 ),435-438-5191 I-15 Exit 112 ( W ),FLYING J 24 <U+2610> LO <U+2610> <U+2610> <U+2610>,Beaver,84713,Eagle's Landing ( Flying J # 509 ),435-438-5191,2015,Beaver,UT,Flying J,( W ),I-15 Exit 112 ,Exit,112,112,,False,,False,I-15,,,,
Beaver ( 84713 ) Eagle's Landing ( Flying J # 509 ) J,3 435-438-5191 I-15 Exit 112 ( W ) FLYING,J 24 <U+2610>,Beaver,84713,Eagle's Landing ( Flying J # 509 ) J,435-438-5191,2016,Beaver,UT,Flying J,( W ) FLYING,I-15 Exit 112 ,Exit,112,112,,False,,False,I-15,,,,
"Beaver , 84713 Ernie's Truck Plaza ( Sinclair )",435-438-5846 I-15 Exit 112 ( 3/4 mi E - 1035 UT 160 N ),N ) 24 48 MO,Beaver,84713,Ernie's Truck Plaza ( Sinclair ),435-438-5846,2006,Beaver,UT,Sinclair,( 3/4 mi E - 1035 UT 160 N ),I-15 Exit 112 ,Exit,112,112,,False,,False,I-15,,,,
"Beaver , 84713 Ernie's Truck Plaza ( Sinclair ) .",435-438-5846 I-15 Exit 112 ( 3/4 mi E 1035 UT 160 N ),N ) 24 <U+2610> M,Beaver,84713,Ernie's Truck Plaza ( Sinclair ) .,435-438-5846,2007,Beaver,UT,Sinclair,( 3/4 mi E 1035 UT 160 N ),I-15 Exit 112 ,Exit,112,112,,False,,False,I-15,,,,
"Beaver , 84713 Ernie's Truck Plaza ( Sinclair )",435-438-5846 I-15 Exit 112 ( 3/4 mi E - 1035 UT 160 N ),N ) 24 M <U+2610><U+2610><U+2610><U+2610>,Beaver,84713,Ernie's Truck Plaza ( Sinclair ),435-438-5846,2008,Beaver,UT,Sinclair,( 3/4 mi E - 1035 UT 160 N ),I-15 Exit 112 ,Exit,112,112,,False,,False,I-15,,,,
Beaver ( 84713 ) Ernie's Truck Plaza ( Sinclair ),435-438-5846 I-15 Exit 112 ( 3/4 mi SE on UT 160 ),24 M,Beaver,84713,Ernie's Truck Plaza ( Sinclair ),435-438-5846,2014,Beaver,UT,Sinclair,( 3/4 mi SE on UT 160 ),I-15 Exit 112 ,Exit,112,112,,False,,False,I-15,,,,
Beaver ( 84713 ) Ernie's Truck Plaza ( Sinclair ),435-438-5846 I-15 Exit 112 ( 3/4 mi SE on UT 160 ),24 38 M,Beaver,84713,Ernie's Truck Plaza ( Sinclair ),435-438-5846,2015,Beaver,UT,Sinclair,( 3/4 mi SE on UT 160 ),I-15 Exit 112 ,Exit,112,112,,False,,False,I-15,,,,
Beaver ( 84713 ) Ernie's Truck Plaza ( Sinclair ),435-438-5846 I-15 Exit 112 ( 3/4 mi SE on UT 160 ),24 <U+2610> MOO,Beaver,84713,Ernie's Truck Plaza ( Sinclair ),435-438-5846,2016,Beaver,UT,Sinclair,( 3/4 mi SE on UT 160 ),I-15 Exit 112 ,Exit,112,112,,False,,False,I-15,,,,
"Cedar City , 84720 JR's Truck Stop ( Texaco )",435-586-0498 I-15 Exit 62 ( N Interchange ),MO,Cedar City,84720,JR's Truck Stop ( Texaco ),435-586-0498,2006,Cedar City,UT,Texaco,( N Interchange ),I-15 Exit 62 ,Exit,62,62,,False,,False,I-15,,,,
"Cedar City , 84720 JR's Truck Stop ( Shell )",435-586-0498 I-15 Exit 62 ( N Interchange ),<U+2610> MO,Cedar City,84720,JR's Truck Stop ( Shell ),435-586-0498,2007,Cedar City,UT,Shell,( N Interchange ),I-15 Exit 62 ,Exit,62,62,,False,,False,I-15,,,,
"Cedar City , 84720 JR's Truck Stop ( Shell ) )",435-586-0498 I-15 Exit 62 ( N Interchange ),HRS 24 M,Cedar City,84720,JR's Truck Stop ( Shell ) ),435-586-0498,2008,Cedar City,UT,Shell,( N Interchange ),I-15 Exit 62 ,Exit,62,62,,False,,False,I-15,,,,
Cedar City ( 84720 ) JR's Truck Stop ( Shell ),435-586-0498 I-15 Exit 62 ( N Interchange ),24 MO <U+2610>,Cedar City,84720,JR's Truck Stop ( Shell ),435-586-0498,2014,Cedar City,UT,Shell,( N Interchange ),I-15 Exit 62 ,Exit,62,62,,False,,False,I-15,,,,
Cedar City ( 84720 ) JR's Truck Stop ( Shell ),435-586-0498 I-15 Exit 62 ( N Interchange ),24 MO,Cedar City,84720,JR's Truck Stop ( Shell ),435-586-0498,2015,Cedar City,UT,Shell,( N Interchange ),I-15 Exit 62 ,Exit,62,62,,False,,False,I-15,,,,
Cedar City ( 84720 ) JR's Truck Stop ( Shell ),2 435-586-0498 I-15 Exit 62 ( N Interchange ),24 <U+2610> M D,Cedar City,84720,JR's Truck Stop ( Shell ),435-586-0498,2016,Cedar City,UT,Shell,( N Interchange ),I-15 Exit 62 ,Exit,62,62,,False,,False,I-15,,,,
"Enterprise , 84725 Cottonwood Sinclair",435-878-2603 UT 18 & Main St,,Enterprise,84725,Cottonwood Sinclair,435-878-2603,2006,Enterprise,UT,Sinclair,,UT 18 & Main St,empty,,,,False,,False,UT 18,Main St,,,
"Enterprise , 84725 Cottonwood Sinclair",| 1435-878-2603 UT 18 & Main St,S O,Enterprise,84725,Cottonwood Sinclair,435-878-2603,2007,Enterprise,UT,Sinclair,,UT 18 & Main St,empty,,,,False,,False,UT 18,Main St,,,
"Enterprise , 84725 Cottonwood Sinclair N )",435-878-2603 UT 18 & Main St,<U+2610> S D <U+2610> <U+2610> <U+2610> <U+2610>,Enterprise,84725,Cottonwood Sinclair N ),435-878-2603,2008,Enterprise,UT,Sinclair,,UT 18 & Main St,empty,,,,False,,False,UT 18,Main St,,,
Enterprise ( 84725 ) Cottonwood Sinclair,435-878-2603 UT 18 & Main St,<U+2610>,Enterprise,84725,Cottonwood Sinclair,435-878-2603,2014,Enterprise,UT,Sinclair,,UT 18 & Main St,empty,,,,False,,False,UT 18,Main St,,,
Enterprise ( 84725 ) Cottonwood Sinclair,435-878-2603 UT 18 & Main St,<U+2610> <U+2610>,Enterprise,84725,Cottonwood Sinclair,435-878-2603,2015,Enterprise,UT,Sinclair,,UT 18 & Main St,empty,,,,False,,False,UT 18,Main St,,,
Enterprise ( 84725 ) Cottonwood Sinclair,435-878-2603 UT 18 & Main St,<U+2610> <U+2610>,Enterprise,84725,Cottonwood Sinclair,435-878-2603,2016,Enterprise,UT,Sinclair,,UT 18 & Main St,empty,,,,False,,False,UT 18,Main St,,,
"Hurricane , 84737 Little Creek Station ( Chevron )",435-877-1101 4105 UT 59 S,<U+2610>,Hurricane,84737,Little Creek Station ( Chevron ),435-877-1101,2006,Hurricane,UT,Chevron,,4105 UT 59 S,Proper,,,,False,,False,UT 59,,,,
"Hurricane , 84737 Little Creek Station ( Chevron )",435-877-1101 4105 UT 59 S,,Hurricane,84737,Little Creek Station ( Chevron ),435-877-1101,2007,Hurricane,UT,Chevron,,4105 UT 59 S,Proper,,,,False,,False,UT 59,,,,
"Hurricane , 84737 Little Creek Station ( Chevron jct US 189 )",2 435-877-1101 4105 UT 59 S ),<U+2610> SO <U+25A1> <U+2610>,Hurricane,84737,Little Creek Station ( Chevron jct US 189 ),435-877-1101,2008,Hurricane,UT,Chevron,,4105 UT 59 S ,Proper,,,,False,,False,UT 59,,,,
Apple Valley ( 84737 ) Little Creek Station ( Chevron ),435-877-1101 4105 UT 59 S,<U+2610> S <U+25A1>,Apple Valley,84737,Little Creek Station ( Chevron ),435-877-1101,2014,Hurricane,UT,Chevron,,4105 UT 59 S,Proper,,,,False,,False,UT 59,,,,
Apple Valley ( 84737 ) Little Creek Station ( Chevron ),435-877-1101 4105 UT 59 S,S,Apple Valley,84737,Little Creek Station ( Chevron ),435-877-1101,2015,Hurricane,UT,Chevron,,4105 UT 59 S,Proper,,,,False,,False,UT 59,,,,
Apple Valley ( 84737 ) Little Creek Station ( Chevron ),435-877-1101 4105 UT 59 S,<U+2610> SO <U+2610>,Apple Valley,84737,Little Creek Station ( Chevron ),435-877-1101,2016,Hurricane,UT,Chevron,,4105 UT 59 S,Proper,,,,False,,False,UT 59,,,,
"Mount Carmel , 84755 Ramsay Oil Co ( Texaco )",435-648-2326 US 89 & UT 9,S,Mount Carmel,84755,Ramsay Oil Co ( Texaco ),435-648-2326,2006,Mount Carmel,UT,Texaco,,US 89 & UT 9,empty,,,,False,,False,US 89,UT 9,,,
"Mount Carmel , 84755 Ramsay Oil Co ( Shell )",H 2435-648-2326 US 89 & UT 9,,Mount Carmel,84755,Ramsay Oil Co ( Shell ),435-648-2326,2007,Mount Carmel,UT,Shell,,US 89 & UT 9,empty,,,,False,,False,US 89,UT 9,,,
"Mount Carmel , 84755 Ramsay Oil Co ( Shell )",2 435-648-2326 US 89 & UT 9,<U+2610> <U+2610><U+2610> <U+25A1> <U+25A1> <U+25A1>,Mount Carmel,84755,Ramsay Oil Co ( Shell ),435-648-2326,2008,Mount Carmel,UT,Shell,,US 89 & UT 9,empty,,,,False,,False,US 89,UT 9,,,
Mount Carmel ( 84755 ) Ramsay Oil Co ( Shell ),2 435-648-2326 US 89 & UT 9,D D <U+2610> <U+2610>,Mount Carmel,84755,Ramsay Oil Co ( Shell ),435-648-2326,2014,Mount Carmel,UT,Shell,,US 89 & UT 9,empty,,,,False,,False,US 89,UT 9,,,
1 Mount Carmel ( 84755 ) Ramsay Oil Co ( Shell ),2 435-648-2326 US 89 & UT 9,S D,Mount Carmel,84755,Ramsay Oil Co ( Shell ),435-648-2326,2015,Mount Carmel,UT,Shell,,US 89 & UT 9,empty,,,,False,,False,US 89,UT 9,,,
Mount Carmel ( 84755 ) Ramsay Oil Co ( Shell ),435-648-2326 US 89 & UT 9,<U+2610> S,Mount Carmel,84755,Ramsay Oil Co ( Shell ),435-648-2326,2016,Mount Carmel,UT,Shell,,US 89 & UT 9,empty,,,,False,,False,US 89,UT 9,,,
"Panguitch , 84759 KB Express ( 66 ) 39 )",435-676-8730 195 US 89 N ( in town ),,Panguitch,84759,KB Express ( 66 ) 39 ),435-676-8730,2006,Panguitch,UT,,( in town ),195 US 89 N,Proper,,,,False,,False,US 89,,,,
"Panguitch , KB Express ( 66 )",J3435-676-8730 84759 195 US 89 N ( in town ),24 M,Panguitch,84759,,435-676-8730,2007,Panguitch,UT,,( in town ),84759 195 US 89 N,Proper,,,,False,,False,US 89,,,,
"Panguitch , 84759 KB Express ( 66 )",435-676-8730 195 US 89 N ( in town ),<U+2610> <U+2610> DO,Panguitch,84759,KB Express ( 66 ),435-676-8730,2008,Panguitch,UT,,( in town ),195 US 89 N,Proper,,,,False,,False,US 89,,,,
Panguitch ( 84759 ) KB Express ( 66 ) ( UT 39 W ),3 435-676-8730 195 US 89 N ( in town ),<U+25A1>,Panguitch,84759,KB Express ( 66 ) ( UT 39 W ),435-676-8730,2014,Panguitch,UT,,( in town ),195 US 89 N,Proper,,,,False,,False,US 89,,,,
Panguitch ( 84759 ) KB Express ( 66 ),435-676-8730 195 US 89 N ( in town ),D,Panguitch,84759,KB Express ( 66 ),435-676-8730,2015,Panguitch,UT,,( in town ),195 US 89 N,Proper,,,,False,,False,US 89,,,,
H Panguitch ( 84759 ) KB Express ( 66 ),435-676-8730 195 US 89 N ( in town ),<U+25A1> <U+25A1> <U+25A1>,Panguitch,84759,KB Express ( 66 ),435-676-8730,2016,Panguitch,UT,,( in town ),195 US 89 N,Proper,,,,False,,False,US 89,,,,
"Panguitch , 84759 Big 4 Travel Center ( in town ( Conoco )",435-676-8986 445 US 89 S ),24 <U+2610> M,Panguitch,84759,Big 4 Travel Center ( in town ( Conoco ),435-676-8986,2006,Panguitch,UT,Conoco,,445 US 89 S ,Proper,,,,False,,False,US 89,,,,
"Panguitch , 84759 Big 4 Travel Center ( Conoco )",435-676-8986 445 US 89 S,24 M,Panguitch,84759,Big 4 Travel Center ( Conoco ),435-676-8986,2007,Panguitch,UT,Conoco,,445 US 89 S,Proper,,,,False,,False,US 89,,,,
"Panguitch , 84759 Big 4 Travel Center ( Conoco )",3 435-676-8986 445 US 89 S,24 HAS M <U+2610><U+2610><U+2610><U+2610><U+2610>,Panguitch,84759,Big 4 Travel Center ( Conoco ),435-676-8986,2008,Panguitch,UT,Conoco,,445 US 89 S,Proper,,,,False,,False,US 89,,,,
Panguitch ( 84759 ) Owens ' Travel Center ),3 435-676-8986 445 US 89 S,24 M <U+25A1>,Panguitch,84759,Owens ' Travel Center ),435-676-8986,2014,Panguitch,UT,,,445 US 89 S,Proper,,,,False,,False,US 89,,,,
Panguitch ( 84759 ) Junction Market # 17,435-676-8986 445 US 89 S,24 M 24,Panguitch,84759,Junction Market # 17,435-676-8986,2015,Panguitch,UT,,,445 US 89 S,Proper,,,,False,,False,US 89,,,,
Panguitch ( 84759 ) Junction Market # 17,435-676-8986 445 US 89 S,<U+2610> M <U+25A1>,Panguitch,84759,Junction Market # 17,435-676-8986,2016,Panguitch,UT,,,445 US 89 S,Proper,,,,False,,False,US 89,,,,
"Parowan , 84761 TravelCenters of America",435-477-3311 I-15 Exit 78,,Parowan,84761,TravelCenters of America,435-477-3311,2006,Parowan,UT,TravelCenters,,I-15 Exit 78,Exit,78,78,,False,,False,I-15,,,,
"Parowan , 84761 TravelCenters of America",435-477-3311 I-15 Exit 78 TA,24 24,Parowan,84761,TravelCenters of America,435-477-3311,2007,Parowan,UT,TravelCenters,,I-15 Exit 78 TA,Exit,78,78,,False,,False,I-15,,,,
"Parowan , 84761 TravelCenters of America",435-477-3311 I-15 Exit 78,<U+2610> <U+2610><U+2610><U+2610> <U+2610> <U+2610>,Parowan,84761,TravelCenters of America,435-477-3311,2008,Parowan,UT,TravelCenters,,I-15 Exit 78,Exit,78,78,,False,,False,I-15,,,,
H Parowan ( 84761 ) TA Parowan # 186 ( Shell ),2 435-477-3311 I-15 Exit 78,ZA 24,Parowan,84761,TA Parowan # 186 ( Shell ),435-477-3311,2014,Parowan,UT,Shell,,I-15 Exit 78,Exit,78,78,,False,,False,I-15,,,,
Parowan ( 84761 ) TA Parowan # 186 ( Shell ),435-477-3311 I-15 Exit 78 TA,TA 24,Parowan,84761,TA Parowan # 186 ( Shell ),435-477-3311,2015,Parowan,UT,Shell,,I-15 Exit 78 TA,Exit,78,78,,False,,False,I-15,,,,
Parowan ( 84761 ) TA Parowan # 186 ( Shell ),435-477-3311 I-15 Exit 78,24,Parowan,84761,TA Parowan # 186 ( Shell ),435-477-3311,2016,Parowan,UT,Shell,,I-15 Exit 78,Exit,78,78,,False,,False,I-15,,,,
"Washington , 84780 Freeway Chevron",435-673-3675 I-15 Exit 10,S <U+25A1>,Washington,84780,Freeway Chevron,435-673-3675,2006,Washington,UT,Chevron,,I-15 Exit 10,Exit,10,10,,False,,False,I-15,,,,
Freeway Chevron,"435-673-3675 Washington , 84780 I-15 Exit 10",S D,,84780,,435-673-3675,2007,Washington,UT,,,"Washington , 84780 I-15 Exit 10",Exit,10,10,,False,,False,I-15,,,,
"Washington , 84780 Freeway Chevron",435-673-3675 I-15 Exit 10,24 S <U+2610><U+2610>,Washington,84780,Freeway Chevron,435-673-3675,2008,Washington,UT,Chevron,,I-15 Exit 10,Exit,10,10,,False,,False,I-15,,,,
Washington ( 84780 ) Freeway Chevron,435-673-3675 I-15 Exit 10,24 S,Washington,84780,Freeway Chevron,435-673-3675,2014,Washington,UT,Chevron,,I-15 Exit 10,Exit,10,10,,False,,False,I-15,,,,
Washington ( 84780 ) Freeway Chevron,435-673-3675 I-15 Exit 10,24 S <U+25A1>,Washington,84780,Freeway Chevron,435-673-3675,2015,Washington,UT,Chevron,,I-15 Exit 10,Exit,10,10,,False,,False,I-15,,,,
Washington ( 84780 ) Freeway Chevron,435-673-3675 I-15 Exit 10,24 S <U+25A1>,Washington,84780,Freeway Chevron,435-673-3675,2016,Washington,UT,Chevron,,I-15 Exit 10,Exit,10,10,,False,,False,I-15,,,,
"Saint George , 84790 Flying J Fuel Stop # 0500101",435-674-7104 I-15 Exit 4 #,24 48 <U+2610> M L <U+2610> <U+25A1> - <U+2610> <U+2610>,Saint George,84790,Flying J Fuel Stop # 0500101,435-674-7104,2006,Saint George,UT,Flying J,,I-15 Exit 4 #,Exit,4,4,,False,,False,I-15,,,,
"Saint George , 84790 Flying J Fuel Stop # 0500101",435-674-7104 I-15 Exit 4,M D,Saint George,84790,Flying J Fuel Stop # 0500101,435-674-7104,2007,Saint George,UT,Flying J,,I-15 Exit 4,Exit,4,4,,False,,False,I-15,,,,
Flying J Fuel Stop # 0500101,"435-674-7104 Saint George , 84790 I-15 Exit 4",24 M,,84790,01,435-674-7104,2008,Saint George,UT,,,"Saint George , 84790 I-15 Exit 4",Exit,4,4,,False,,False,I-15,,,,
J Saint George ( 84790 ) Pilot Travel Center # 775,435-674-7104 I-15 Exit 4,Pilot 24,Saint George,84790,Pilot Travel Center # 775,435-674-7104,2014,Saint George,UT,Pilot,,I-15 Exit 4,Exit,4,4,,False,,False,I-15,,,,
J Saint George ( 84790 ) Pilot Travel Center # 775,435-674-7104 I-15 Exit 4,Plot 24 M,Saint George,84790,Pilot Travel Center # 775,435-674-7104,2015,Saint George,UT,Pilot,,I-15 Exit 4,Exit,4,4,,False,,False,I-15,,,,
Saint George ( 84790 ) Pilot Travel Center # 775,435-674-7104 I-15 Exit 4,Phot 24 MOD <U+2610> <U+2610>,Saint George,84790,Pilot Travel Center # 775,435-674-7104,2016,Saint George,UT,Pilot,,I-15 Exit 4,Exit,4,4,,False,,False,I-15,,,,
"F Phoenix , 85043 Liberty Fuel",602-233-1196 I-10 Exit 138 ( 59th Ave ),) HRS M,Phoenix,85043,Liberty Fuel,602-233-1196,2006,Phoenix,AZ,,( 59th Ave ),I-10 Exit 138 ,Exit,138,138,,False,,False,I-10,,,,
"F Phoenix , 85043 Liberty Fuel",602-233-1196 I-10 Exit 138 ( 59th Ave ),24,Phoenix,85043,Liberty Fuel,602-233-1196,2007,Phoenix,AZ,,( 59th Ave ),I-10 Exit 138 ,Exit,138,138,,False,,False,I-10,,,,
"Phoenix , 85043 Liberty Fuel",4 602-233-1196 I-10 Exit 138 ( 59th Ave ),24 HRS XL $ <U+25A0><U+25A0>,Phoenix,85043,Liberty Fuel,602-233-1196,2008,Phoenix,AZ,,( 59th Ave ),I-10 Exit 138 ,Exit,138,138,,False,,False,I-10,,,,
F Phoenix ( 85043 ) Liberty Fuel,4 602-233-1196 I-10 Exit 138 ( 59th Ave ),38 XL,Phoenix,85043,Liberty Fuel,602-233-1196,2014,Phoenix,AZ,,( 59th Ave ),I-10 Exit 138 ,Exit,138,138,,False,,False,I-10,,,,
F Phoenix ( 85043 ) Liberty Fuel,602-233-1196 I-10 Exit 138 ( 59th Ave ),24 X,Phoenix,85043,Liberty Fuel,602-233-1196,2015,Phoenix,AZ,,( 59th Ave ),I-10 Exit 138 ,Exit,138,138,,False,,False,I-10,,,,
Phoenix ( 85043 ) Liberty Fuel,602-233-1196 I-10 Exit 138 ( 59th Ave ),24 22 X <U+25A1>,Phoenix,85043,Liberty Fuel,602-233-1196,2016,Phoenix,AZ,,( 59th Ave ),I-10 Exit 138 ,Exit,138,138,,False,,False,I-10,,,,
"F Phoenix , 85043 Diamond Shamrock",602-278-5088 5049 W Buckeye Rd,<U+2610> S O,Phoenix,85043,Diamond Shamrock,602-278-5088,2006,Phoenix,AZ,Shamrock,,5049 W Buckeye Rd,Proper,,,,False,,False,W Buckeye Rd,,,,
"F Phoenix , 85043 Diamond Shamrock # 1652",602-278-5088 5049 W Buckeye Rd,,Phoenix,85043,Diamond Shamrock # 1652,602-278-5088,2007,Phoenix,AZ,Shamrock,,5049 W Buckeye Rd,Proper,,,,False,,False,W Buckeye Rd,,,,
"Phoenix , 85043 Diamond Shamrock # 1652",4 602-278-5088 5049 W Buckeye Rd,HRS 24 - <U+2610> <U+2610>,Phoenix,85043,Diamond Shamrock # 1652,602-278-5088,2008,Phoenix,AZ,Shamrock,,5049 W Buckeye Rd,Proper,,,,False,,False,W Buckeye Rd,,,,
Phoenix ( 85043 ) Valero Corner Store # 1652,4 602-278-5088 5049 W Buckeye Rd,24 <U+25A1> D,Phoenix,85043,Valero Corner Store # 1652,602-278-5088,2014,Phoenix,AZ,Valero,,5049 W Buckeye Rd,Proper,,,,False,,False,W Buckeye Rd,,,,
Phoenix ( 85043 ) Corner Store # 1652 ( Valero ),4 602-278-5088 5049 W Buckeye Rd,24 [,Phoenix,85043,Corner Store # 1652 ( Valero ),602-278-5088,2015,Phoenix,AZ,Valero,,5049 W Buckeye Rd,Proper,,,,False,,False,W Buckeye Rd,,,,
Phoenix ( 85043 ) Corner Store # 1652 ( Valero ),602-278-5088 5049 W Buckeye Rd,24 <U+25A1>,Phoenix,85043,Corner Store # 1652 ( Valero ),602-278-5088,2016,Phoenix,AZ,Valero,,5049 W Buckeye Rd,Proper,,,,False,,False,W Buckeye Rd,,,,
"F Phoenix , 85043 Flying J Travel Plaza # 0500006",623-936-1118 I-10 Exit 137 ( 67th Ave ),XL <U+2610>,Phoenix,85043,Flying J Travel Plaza # 0500006,623-936-1118,2006,Phoenix,AZ,Flying J,( 67th Ave ),I-10 Exit 137 ,Exit,137,137,,False,,False,I-10,,,,
"F Phoenix , 85043 Flying J Travel Plaza # 0500006",623-936-1118 I-10 Exit 137 ( 67th Ave ),24 XL 24,Phoenix,85043,Flying J Travel Plaza # 0500006,623-936-1118,2007,Phoenix,AZ,Flying J,( 67th Ave ),I-10 Exit 137 ,Exit,137,137,,False,,False,I-10,,,,
"Phoenix , 85043 Flying J Travel Plaza # 0500006",4 623-936-1118 I-10 Exit 137 ( 67th Ave ),24 <U+25A0><U+25A0> XL 24 49,Phoenix,85043,Flying J Travel Plaza # 0500006,623-936-1118,2008,Phoenix,AZ,Flying J,( 67th Ave ),I-10 Exit 137 ,Exit,137,137,,False,,False,I-10,,,,
Phoenix ( 85043 ) Flying J Travel Plaza # 611,623-936-1118 I-10 Exit 137 ( 67th Ave ),24XL 24 23,Phoenix,85043,Flying J Travel Plaza # 611,623-936-1118,2014,Phoenix,AZ,Flying J,( 67th Ave ),I-10 Exit 137 ,Exit,137,137,,False,,False,I-10,,,,
F Phoenix ( 85043 ) Flying J Travel Plaza # 611,4 623-936-1118 I-10 Exit 137 ( 67th Ave ) FLYING,24XL HRS 24 #R <U+2610>,Phoenix,85043,Flying J Travel Plaza # 611,623-936-1118,2015,Phoenix,AZ,Flying J,( 67th Ave ) FLYING,I-10 Exit 137 ,Exit,137,137,,False,,False,I-10,,,,
Phoenix ( 85043 ) Flying J Travel Plaza # 611,4 623-936-1118 I-10 Exit 137 ( 67th Ave ) . FLYING J,J 24 XL HO 24,Phoenix,85043,Flying J Travel Plaza # 611,623-936-1118,2016,Phoenix,AZ,Flying J,( 67th Ave ) . FLYING J,I-10 Exit 137 ,Exit,137,137,,False,,False,I-10,,,,
"Chandler , 85226 Love's Travel Stop # 328",520-796-1185 I-10 Exit 162,,Chandler,85226,Love's Travel Stop # 328,520-796-1185,2006,Chandler,AZ,Love's,,I-10 Exit 162,Exit,162,162,,False,,False,I-10,,,,
"Chandler , 85226 Love's Travel Stop # 328 )",520-796-1185 I-10 Exit 162,24 M,Chandler,85226,Love's Travel Stop # 328 ),520-796-1185,2007,Chandler,AZ,Love's,,I-10 Exit 162,Exit,162,162,,False,,False,I-10,,,,
"Chandler , 85226 Love's Travel Stop # 328",4 520-796-1185 I-10 Exit 162,M,Chandler,85226,Love's Travel Stop # 328,520-796-1185,2008,Chandler,AZ,Love's,,I-10 Exit 162,Exit,162,162,,False,,False,I-10,,,,
Chandler ( 85226 ) Love's Travel Stop # 328 ),4 520-796-1185 I-10 Exit 162,24 mm LO,Chandler,85226,Love's Travel Stop # 328 ),520-796-1185,2014,Chandler,AZ,Love's,,I-10 Exit 162,Exit,162,162,,False,,False,I-10,,,,
520-796-1185 Chandler ( 85226 ) Love's Travel Stop ( MM # 328 248 ),I-10 Exit 162 3,3 24 DO,Chandler,85226,Love's Travel Stop ( MM # 328 248 ),520-796-1185,2015,Chandler,AZ,Love's,,I-10 Exit 162 3,Exit,162,162,,False,,False,I-10,,,,
Chandler ( 85226 ) Love's Travel Stop # 328,4 / 520-796-1185 I-10 Exit 162,24 LO 24,Chandler,85226,Love's Travel Stop # 328,520-796-1185,2016,Chandler,AZ,Love's,,I-10 Exit 162,Exit,162,162,,False,,False,I-10,,,,
