state_id,state,name,full_url,stop_type,Chain,Latitude,Longitude,Highway,Exit,Street Address,City,State,Postal Code,Phone,Phone 2,Fax,Phone 3,Mile Marker,Phone 4,Mailing Address,Phone 5,Road Name,https,htp,http
5,California,JAYNE TRAVEL CENTER,https://www.truckstopsandservices.com/location_details.php?id=16028,Trucker,shell,36.137562,-120.166413,I-5,325,41027 S GLENN AVE,COALINGA,CA,93210,559-935-3400 (TRAVEL CENTER),559-935-3400 (SUBWAY),559-935-3682,,,,,,,,,
5,California,JEFFRIES OASIS I-5,https://www.truckstopsandservices.com/location_details.php?id=1457,Trucker,ind dealer,35.399102,-119.399526,I-5,257,27736 CA 58,BUTTONWILLOW,CA,93206,661-764-6226 (TRAVEL CENTER),,,,,,,,,,,
5,California,JENSENS TRUCK STOP,https://www.truckstopsandservices.com/location_details.php?id=16050,Trucker,ind dealer,39.169237,-123.212458,US 101,551,1460 N LOVERS LANE,UKIAH,CA,95482,707-467-9999 (TRAVEL CENTER),,,,,,,,,,,
5,California,JOE'S TRAVEL PLAZA,https://www.truckstopsandservices.com/location_details.php?id=1478,Trucker,ind dealer,37.820767,-121.291433,I-5,463,15600 S HARLAN RD,LATHROP,CA,95330,209-982-0341 (TRAVEL CENTER),209-982-0341 (KRISPY KRUNCHY CHICKEN),209-982-0970,,,,,,,,,
5,California,JOE'S TRAVEL PLAZA 11,https://www.truckstopsandservices.com/location_details.php?id=1477,Trucker,ind dealer,37.537373,-121.263112,I-5,441,4415 HOWARD RD,WESTLEY,CA,95387,209-894-3040 (TRAVEL CENTER),209-894-3040 (DENNY'S),209-894-3154,209-894-3040 (DICKIE'S),,,,,,,,
5,California,KC'S CORNER MART (CHEVRON/CFN),https://www.truckstopsandservices.com/location_details.php?id=1593,Trucker,chevron,40.705005,-122.334631,I-5,687,14361 HOLIDAY RD,REDDING,CA,96003,530-275-4375 (TRAVEL CENTER),530-275-4375 (LA FIGATA),,,,,,,,,,
5,California,KELLY'S MARKET & TRUCK STOP (SHELL),https://www.truckstopsandservices.com/location_details.php?id=2949,Trucker,shell,34.828942,-116.693106,I-40,18 (ROUTE 66),44230 NATIONAL TRAILS HWY,NEWBERRY SPRINGS,CA,92365,760-257-3334 (TRAVEL CENTER),760-257-3334 (SUBWAY),760-257-9955,,,,,,,,,
5,California,LA MEDIA TRAVEL CENTER,https://www.truckstopsandservices.com/location_details.php?id=44703,Trucker,chevron,32.568721,-116.962125,CA 905,7,1599 LA MEDIA RD,SAN DIEGO,CA,92154,619-671-0700 (TRAVEL CENTER),619-671-0700 (PIZZA HUT EXPRESS),,,,,,,,,,
5,California,LAKEVIEW VALERO,https://www.truckstopsandservices.com/location_details.php?id=10350,Trucker,valero,33.83696,-117.123293,RAMONA EXPY,LAKEVIEW AVE,19560 LAKEVIEW AVE,LAKEVIEW,CA,92567,951-928-9788 (TRAVEL CENTER),,,,,,,,,,,
5,California,LOST HILLS TRAVEL CENTER,https://www.truckstopsandservices.com/location_details.php?id=44698,Trucker,arco,35.614898,-119.657389,I-5,278,14814 ALOMA ST,LOST HILLS,CA,93249,661-797-2354 (TRAVEL CENTER),661-797-2354 (DAIRY QUEEN),661-797-2399,,,,,,,,,
5,California,Love's Country Stores,https://www.truckstopsandservices.com/location_details.php?id=61998,Trucker,loves travel stops country stores 416x416,35.26768341,-119.0198963,CA 99,18,1500 TAFT HWY,BAKERSFIELD,CA,93307,661-617-5324 (TRAVEL CENTER),661-617-5324 (ARBY'S),,,,,,,,,,
5,California,LOVE'S TRAVEL STOP #207,https://www.truckstopsandservices.com/location_details.php?id=1870,Trucker,loves travel stops country stores 416x416,33.717376,-116.170285,I-10,146,45-761 DILLION RD,COACHELLA,CA,92236,760-775-3401 (TRAVEL CENTER),760-775-3401 (CARL'S JR),760-775-3409,,,,,,,,,
5,California,LOVE'S TRAVEL STOP #223,https://www.truckstopsandservices.com/location_details.php?id=22299,Trucker,loves travel stops country stores 416x416,37.756685,-121.140536,CA 99,237-B,1553 COLONY RD,RIPON,CA,95366,209-599-0740 (TRAVEL CENTER),209-599-0740 (ARBY'S),209-599-3680,,,,,,,,,
5,California,LOVE'S TRAVEL STOP #230,https://www.truckstopsandservices.com/location_details.php?id=14809,Trucker,loves travel stops country stores 416x416,35.618061,-119.659276,I-5,278 (CA 46),21948 CA 46,LOST HILLS,CA,93249,661-797-1800 (TRAVEL CENTER),661-797-1800 (ARBY'S),661-797-1220,,,,,,,,,
5,California,LOVE'S TRAVEL STOP #374,https://www.truckstopsandservices.com/location_details.php?id=15488,Trucker,loves travel stops country stores 416x416,34.856234,-117.092255,I-15,178,2974 LENDWOOD RD,BARSTOW,CA,92311,760-253-4080 (TRAVEL CENTER),760-253-4080 (CHESTER'S FRIED CHICKEN),760-253-4091,760-253-4080 (GODFATHER'S PIZZA),,760-253-4080 (LOVE'S SUB'S),,,,,,
5,California,LOVE'S TRAVEL STOP #382,https://www.truckstopsandservices.com/location_details.php?id=51575,Trucker,loves travel stops country stores 416x416,36.180523,-119.330964,CA 99,85,2700 S BLACKSTONE ST,TULARE,CA,93274,559-686-1400 (TRAVEL CENTER),559-686-1400 (SUBWAY),559-686-3049,559-686-1400 (MCDONALD'S),,,,,,,,
5,California,LOVE'S TRAVEL STOP #392,https://www.truckstopsandservices.com/location_details.php?id=15494,Trucker,loves travel stops country stores 416x416,35.125521,-118.407179,CA 58,151,2000 E TEHACHAPI BLVD,TEHACHAPI,CA,93561,661-823-1484 (TRAVEL CENTER),661-823-1484 (MCDONALD'S),661-823-1486,661-823-1484 (SUBWAY),,,,,,,,
5,California,LOVE'S TRAVEL STOP #410,https://www.truckstopsandservices.com/location_details.php?id=15490,Trucker,loves travel stops country stores 416x416,39.906665,-122.195276,I-5,630,2120 S AVE,CORNING,CA,96021,530-824-8767 (TRAVEL CENTER),530-824-8767 (DENNY'S),530-824-8776,,,,,,,,,
5,California,LOVE'S TRAVEL STOP #441,https://www.truckstopsandservices.com/location_details.php?id=14814,Trucker,loves travel stops country stores 416x416,37.111491,-121.015823,I-5,407 (CA 33),29025 PLAZA DR,SANTA NELLA,CA,95322,209-827-1399 (TRAVEL CENTER),209-827-1399 (DEL TACO),209-827-1033,,,,,,,,,
5,California,LOVE'S TRAVEL STOP #538,https://www.truckstopsandservices.com/location_details.php?id=44697,Trucker,loves travel stops country stores 416x416,38.11803,-121.392979,I-5,485 (CA 12 E),15250 THORNTON RD E,LODI,CA,95242,209-333-9392 (TRAVEL CENTER),209-333-9392 (ARBY'S),209-333-9772,,,,,,,,,
5,California,LOVE'S TRAVEL STOP #652,https://www.truckstopsandservices.com/location_details.php?id=51166,Trucker,loves travel stops country stores 416x416,39.168582,-122.143984,I-5,578,100 MARGUERITE ST,WILLIAMS,CA,95987,530-473-3030 (TRAVEL CENTER),530-473-3030 (ARBY'S),530-473-3038,530-473-3030 (CHESTER'S FRIED CHICKEN),,530-473-3030 (GODFATHER'S PIZZA),,,,,,
5,California,LOVE'S TRAVEL STOP #736,https://www.truckstopsandservices.com/location_details.php?id=52443,Trucker,loves travel stops country stores 416x416,36.995516,-120.096885,CA 99,157,3175 AVE 17,MADERA,CA,93637,559-661-1012 (TRAVEL CENTER),559-661-1012 (ARBY'S),559-661-1023,559-661-1012 (CHESTER'S FRIED CHICKEN),,559-661-1012 (GODFATHER'S PIZZA),,,,,,
5,California,LOVE'S TRAVEL STOP #749,https://www.truckstopsandservices.com/location_details.php?id=51529,Trucker,loves travel stops country stores 416x416,33.037507,-115.628828,CA 78,MARTIN RD,551 W MAIN ST,WESTMORLAND,CA,92281,760-351-8725 (TRAVEL CENTER),760-351-8725 (CHESTER'S FRIED CHICKEN),760-351-8754,760-351-8725 (SUBWAY),,760-351-8725 (GODFATHER'S PIZZA),,,,,,
5,California,LOVE'S TRAVEL STOP #755,https://www.truckstopsandservices.com/location_details.php?id=53609,Trucker,loves travel stops country stores 416x416,35.011261,-117.641426,CA 58,199,27201 BORON FRONTAGE RD,BORON,CA,93516,661-385-6020 (TRAVEL CENTER),661-385-6020 (CARL'S JR),661-385-6021,,,,,,,,,
5,California,LOVE'S TRAVEL STOP #807,https://www.truckstopsandservices.com/location_details.php?id=57863,Trucker,loves travel stops country stores 416x416,37.463254,-121.17298,I-5,434,55 ROGERS ROAD,PATTERSON,CA,95363,209-895-5021 (TRAVEL CENTER),209-895-5021 (ARBY'S),209-895-5022,,,,,,,,,
5,California,LOVE'S TRAVEL STOP #898,https://www.truckstopsandservices.com/location_details.php?id=59431,Trucker,loves travel stops country stores 416x416,36.65887,-121.61821,US 101,326A,1264 DE LA TORRE ST,SALINAS,CA,93905,831-500-6979 (TRAVEL CENTER),831-500-6979 (ARBY'S),831-500-6980,,,,,,,,,
5,California,LUCKY TRAVEL PLAZA,https://www.truckstopsandservices.com/location_details.php?id=44654,Trucker,chevron,39.30922,-120.544622,I-80,165,90 CISCO RD,CISCO GROVE,CA,95728,530-426-0328 (TRAVEL CENTER),530-426-0328 (SUBWAY),,,,,,,,,,
5,California,MAC-VALLEY OIL COMPANY,https://www.truckstopsandservices.com/location_details.php?id=10319,Trucker,ind dealer,34.201987,-119.126051,US 101,59,100 N DE NORTE BLVD,OXNARD,CA,93030,805-485-6900 (TRAVEL CENTER),,,,,,,,,,,
5,California,MAVERIK,https://www.truckstopsandservices.com/location_details.php?id=57041,Trucker,ind dealer,39.49839,-121.573234,CA 70,46,350 OROVILLE DAM BLVD E,OROVILLE,CA,95965,530-764-5073 (TRAVEL CENTER),,,,,,,,,,,
5,California,Maverik #386,https://www.truckstopsandservices.com/location_details.php?id=64175,Trucker,,32.78094,-115.53585,I-8,,,El Centro,CA,92243,442-224-6881,,,,,,,,,,,
5,California,Maverik #654,https://www.truckstopsandservices.com/location_details.php?id=64212,Trucker,,38.57184867,-121.5779173,I-80,,,West Sacramento,CA,95691,916-530-2086,,,,,,,,,,,
5,California,Maverik #658,https://www.truckstopsandservices.com/location_details.php?id=64218,Trucker,,34.486736,-117.333894,I-15,,,Victorville,CA,92395,442-251-7555,,,,,,,,,,,
5,California,MECCA TRAVEL CENTER,https://www.truckstopsandservices.com/location_details.php?id=10056,Trucker,arco,33.57068,-116.08961,CA 111,66TH AVE,90480 66TH AVE,MECCA,CA,92254,760-396-5243 (TRAVEL CENTER),,760-396-5247,,,,,,,,,
5,California,MERCED TRUCK & AUTO PLAZA,https://www.truckstopsandservices.com/location_details.php?id=54693,Trucker,ind dealer,37.170959,-120.311897,CA 99,,8040 RINGNALDA COURT,LE GRAND,CA,95333,559-665-1061 (TRAVEL CENTER),,,,,,,,,,,
5,California,MGM SHELL,https://www.truckstopsandservices.com/location_details.php?id=44705,Trucker,shell,34.017482,-117.464128,CA 60,46,3873 PYRITE ST,RIVERSIDE,CA,92509,951-685-8893 (TRAVEL CENTER),,,,,,,,,,,
5,California,MIKE'S TRUCK STOP,https://www.truckstopsandservices.com/location_details.php?id=48357,Trucker,arco,35.267364,-119.229894,I-5,244,20404 TAFT HWY,BAKERSFIELD,CA,93311,661-473-0841 (TRAVEL CENTER),,855-455-4233,,,,,,,,,
5,California,MODESTO TRUCK PLAZA,https://www.truckstopsandservices.com/location_details.php?id=37791,Trucker,ind dealer,37.612214,-120.982997,CA 99,223,1201 S 7TH ST,MODESTO,CA,95351,209-574-0299 (TRAVEL CENTER),,209-570-0200,,,,,,,,,
5,California,MONTEBELLO CAT SCALE,https://www.truckstopsandservices.com/location_details.php?id=3588,Trucker,ind dealer,33.996744,-118.122827,I-5,128-B,1436 WASHINGTON BLVD,MONTEBELLO,CA,90640,323-278-0808 (TRAVEL CENTER),,323-626-3048,,,,,,,,,
5,California,MOSHEN OIL,https://www.truckstopsandservices.com/location_details.php?id=2056,Trucker,ind dealer,34.900629,-116.886889,I-15,191,35680 DAGGETT YERMO DR,YERMO,CA,92398,760-254-2119 (TRAVEL CENTER),,760-254-4449,,,,,,,,,
5,California,MOUNTAIN VIEW GAS & MART,https://www.truckstopsandservices.com/location_details.php?id=16049,Trucker,shell,36.546912,-119.598815,CA 99,115,13025 S VAN HORN AVE,SELMA,CA,93662,559-891-9191 (TRAVEL CENTER),,,,,,,,,,,
5,California,N-S MINI MART,https://www.truckstopsandservices.com/location_details.php?id=48360,Trucker,ind dealer,36.022193,-119.039211,TEAPOT DOME AVE,,951 W TEAPOT DOME AVE,PORTERSVILLE,CA,93257,559-781-1059 (TRAVEL CENTER),,,,,,,,,,,
5,California,NEWBERRY HIGH DESERT,https://www.truckstopsandservices.com/location_details.php?id=54736,Trucker,mobil oil type,34.819476,-116.610026,I-40,23,48157 MEMORIAL DR,NEWBERRY SPRINGS,CA,92365,760-257-3098 (TRAVEL CENTER),,760-257-3058,,,,,,,,,
5,California,NOIL ENERGY GROUP,https://www.truckstopsandservices.com/location_details.php?id=3005,Trucker,ind dealer,33.783783,-118.208691,I-710,1,1234 W COWLES ST,LONG BEACH,CA,90813,562-491-1228 (TRAVEL CENTER),,,,,,,,,,,
5,California,NOIL ENERGY GROUP,https://www.truckstopsandservices.com/location_details.php?id=10347,Trucker,ind dealer,33.773561,-118.253854,I-110,3-A,710 E D ST,WILMINGTON,CA,90748,323-726-1966 (TRAVEL CENTER),,310-830-6868,,,,,,,,,
5,California,PAIGE TRUCK STOP,https://www.truckstopsandservices.com/location_details.php?id=44710,Trucker,ind dealer,36.181688,-119.327363,CA 99,85,1297 E PAIGE AVE,TULARE,CA,93274,559-687-8090 (TRAVEL CENTER),,559-687-8091,,,,,,,,,
5,California,PCH TRUCK STOP,https://www.truckstopsandservices.com/location_details.php?id=16038,Trucker,ind dealer,33.790118,-118.213896,I-710,2,1603 W PACIFIC COAST HWY,LONG BEACH,CA,90810,562-980-1700 (TRAVEL CENTER),,,,,,,,,,,
5,California,PEARBLOSSOM CHEVRON,https://www.truckstopsandservices.com/location_details.php?id=10304,Trucker,chevron,34.506301,-117.896896,CA 138,131ST ST,13030 PEARBLOSSOM HWY,PEARBLOSSOM,CA,93553,661-944-0455 (TRAVEL CENTER),,,,,,,,,,,
5,California,PEARSONVILLE TRUCK STOP,https://www.truckstopsandservices.com/location_details.php?id=10339,Trucker,shell,35.798871,-117.872216,US 395,PEARSON RD,102 PEARSON RD,PEARSONVILLE,CA,93527,760-377-5353 (TRAVEL CENTER),760-377-5353 (SUBWAY),,,,,,,,,,
5,California,PENRYN 76,https://www.truckstopsandservices.com/location_details.php?id=2203,Trucker,76,38.835556,-121.169103,I-80,112,3142 BOYINGTON RD,PENRYN,CA,95663,916-660-9485 (TRAVEL CENTER),916-660-9485 (KRISPY KRUNCHY CHICKEN),916-660-9461,916-660-9485 (PENRYN GRILL),,,,,,,,
5,California,PETRO STOPPING CENTER #026 - SHAWN HUBBARD,https://www.truckstopsandservices.com/location_details.php?id=44701,Trucker,petro,34.064389,-117.553381,I-10,57,4325 E GUASTI RD,ONTARIO,CA,91761,909-390-7800 (TRAVEL CENTER),909-390-7800 (POPEYE'S),909-390-7298,909-390-7800 (IRON SKILLET),,909-390-7800 (BURGER KING),,,,,,
5,California,PETRO STOPPING CENTER #309,https://www.truckstopsandservices.com/location_details.php?id=2279,Trucker,petro,39.906371,-122.195024,I-5,630,2151 S AVE,CORNING,CA,96021,530-824-4685 (TRAVEL CENTER),530-824-4685 (IRON SKILLET),530-824-1973,,,,,,,,,
5,California,PETRO STOPPING CENTER #327,https://www.truckstopsandservices.com/location_details.php?id=2278,Trucker,petro,34.984006,-118.951154,I-5,219-B,5821 DENNIS MCCARTHY DR,WHEELER RIDGE,CA,93243,661-663-4341 (TRAVEL CENTER),661-663-4341 (ARBY'S),661-663-4348,661-663-4341 (SUBWAY),,661-663-4341 (WENDY'S),,661-663-4341 (BASKIN ROBBINS),,,,
5,California,PETRO STOPPING CENTER #346,https://www.truckstopsandservices.com/location_details.php?id=10307,Trucker,petro,37.053781,-121.016315,I-5,403 CA 152 & CA 33,28991 W GONZAGA RD,SANTA NELLA,CA,95322,209-827-8025 (TRAVEL CENTER),209-827-8025 (BURGER KING),209-826-2730,,,,,,,,,
5,California,Pilot Travel Center,https://www.truckstopsandservices.com/location_details.php?id=64203,Trucker,,34.84657706,-118.370808,I-10,,,Fontana,CA,92337,909-350-3310,,,,,,,,,,,
5,California,PILOT TRAVEL CENTER #1019,https://www.truckstopsandservices.com/location_details.php?id=44702,Trucker,pilot,39.749786,-122.207014,I-5,619,4444 COMMERCE LANE,ORLAND,CA,95963,530-865-0108 (TRAVEL CENTER),530-865-0108 (WENDY'S),530-865-0114,530-865-0108 (CINNABON),,530-865-0108 (AUNTIE ANNE'S),,,,,,
5,California,PILOT TRAVEL CENTER #1132,https://www.truckstopsandservices.com/location_details.php?id=48242,Trucker,pilot,32.977405,-115.503617,CA 111,,1850 MAIN ST,BRAWLEY,CA,92227,760-344-3695 (TRAVEL CENTER),760-344-3695 (WENDY'S),760-351-8653,760-344-3695 (DUNKIN' DONUTS EXPRESS),,,,,,,,
5,California,PILOT TRAVEL CENTER #1328,https://www.truckstopsandservices.com/location_details.php?id=59432,Trucker,pilot,34.13767,-117.42141,CA 210,68,2325 SIERRA LAKES PARKWAY SUITE,RIALTO,CA,92377,909-903-3641 (TRAVEL CENTER),909-903-3641 (CINNABON),909-903-3644,909-903-3641 (ARBY'S),,,,,,,,
5,California,PILOT TRAVEL CENTER #137,https://www.truckstopsandservices.com/location_details.php?id=3515,Trucker,pilot,41.398738,-122.376036,I-5,745,395 E VISTA DR,WEED,CA,96094,530-938-9600 (TRAVEL CENTER),530-938-9600 (SUBWAY),530-938-9700,530-938-9600 (CINNABON),,,,,,,,
5,California,PILOT TRAVEL CENTER #154,https://www.truckstopsandservices.com/location_details.php?id=2580,Trucker,pilot,35.615133,-119.657752,I-5,278 (CA 46),14808 WARREN ST,LOST HILLS,CA,93249,661-797-2122 (TRAVEL CENTER),661-797-1282 (WENDY'S),661-797-9772,,,,,,,,,
5,California,PILOT TRAVEL CENTER #168,https://www.truckstopsandservices.com/location_details.php?id=2588,Trucker,pilot,38.862612,-121.94971,I-5,554 (CO RD 8),30035 CO RD 8,DUNNIGAN,CA,95937,530-724-3060 (TRAVEL CENTER),530-724-3063 (WENDY'S),530-724-3029,530-724-3063 (PJ FRESH),,,,,,,,
5,California,PILOT TRAVEL CENTER #200,https://www.truckstopsandservices.com/location_details.php?id=10331,Trucker,pilot,34.992334,-117.543607,US 395,US 58,5725 HWY 58,BORON,CA,93516,760-762-0041 (TRAVEL CENTER),760-762-1170 (SUBWAY),760-762-5231,760-762-1170 (CINNABON),,,,,,,,
5,California,PILOT TRAVEL CENTER #237,https://www.truckstopsandservices.com/location_details.php?id=10324,Trucker,pilot,36.664858,-121.631226,US 101,326-B,951 WORK ST,SALINAS,CA,93901,831-775-0380 (TRAVEL CENTER),831-775-0380 (SUBWAY),831-775-0360,831-775-0380 (CINNABON),,,,,,,,
5,California,PILOT TRAVEL CENTER #282,https://www.truckstopsandservices.com/location_details.php?id=2591,Trucker,pilot,34.855148,-117.087152,I-15,178,2591 COMMERCE PKWY,BARSTOW,CA,92311,760-253-2861 (TRAVEL CENTER),760-253-2873 (SUBWAY),760-253-2863,,,,,,,,,
5,California,PILOT TRAVEL CENTER #307,https://www.truckstopsandservices.com/location_details.php?id=2589,Trucker,pilot,33.9030662,-116.5461743,I-10,120,6605 N INDIAN CANYON DR,NORTH PALM SPRINGS,CA,58123,760-329-5562 (TRAVEL CENTER),760-329-7493 (WENDY'S),760-329-0083,760-329-7493 (CINNABON),,,,,,,,
5,California,PILOT TRAVEL CENTER #343,https://www.truckstopsandservices.com/location_details.php?id=16070,Trucker,pilot,32.569588,-116.953538,I-805,1-B,1497 PIPER RANCH RD,SAN DIEGO,CA,92154,619-661-9558 (TRAVEL CENTER),619-661-9597 (WENDY'S),619-661-9814,,,,,,,,,
5,California,PILOT TRAVEL CENTER #365,https://www.truckstopsandservices.com/location_details.php?id=16075,Trucker,pilot,37.019399,-120.134392,CA 99,159,22717 AVE 18 1/2,MADERA,CA,93637,559-673-3878 (TRAVEL CENTER),559-673-2638 (SUBWAY),559-673-7679,,,,,,,,,
5,California,PILOT TRAVEL CENTER #372,https://www.truckstopsandservices.com/location_details.php?id=2587,Trucker,pilot,34.494878,-118.620905,I-5,176-B,31642 CASTAIC RD,CASTAIC,CA,91384,661-257-2800 (TRAVEL CENTER),661-257-2800 (CINNABON),661-257-2109,,,,,,,,,
5,California,PILOT TRAVEL CENTER #381,https://www.truckstopsandservices.com/location_details.php?id=2590,Trucker,pilot,34.41005,-117.397939,I-15,141 (US 395),8701 HWY 395,HESPERIA,CA,92345,760-956-2844 (TRAVEL CENTER),760-956-1087 (WENDY'S),760-956-1198,,,,,,,,,
5,California,Pilot Travel Centers,https://www.truckstopsandservices.com/location_details.php?id=61999,Trucker,pilot,34.54385856,-118.035984,CA 138,,5231 PEARBLOSSOM HWY,PALMDALE,CA,93552,661-569-1720 (TRAVEL CENTER),661-569-1720 (SUBWAY),,661-569-1720 (CINNABON),,,,,,,,
5,California,Pilot Travel Centers,https://www.truckstopsandservices.com/location_details.php?id=64214,Trucker,,34.05503,-117.39521,I-10,,,Bloomington,CA,92316,,,,,,,,,,,,
5,California,POLLARD FLAT FUEL,https://www.truckstopsandservices.com/location_details.php?id=2635,Trucker,ind dealer,40.995042,-122.41898,I-5,712,24235 EAGLES ROOST RD,POLLARD FLAT,CA,96051,530-238-2534 (TRAVEL CENTER),530-238-2534 (POLLARD FLAT),,,,,,,,,,
5,California,QUIK STOP MARKET,https://www.truckstopsandservices.com/location_details.php?id=44696,Trucker,ind dealer,37.388296,-120.736478,CA 99,203,401 JOSEPH GALLO DR,LIVINGSTON,CA,94538,209-394-1633 (TRAVEL CENTER),,,,,,,,,,,
5,California,RABBIT TRAXX TRUCK STOP MINI-MART,https://www.truckstopsandservices.com/location_details.php?id=54843,Trucker,ind dealer,41.529038,-120.181984,CA 299,,580 PATTERSON ST,CEDARVILLE,CA,96104,530-279-2022 (TRAVEL CENTER),,530-279-3354,,,,,,,,,
5,California,RAMOS OIL CO (SHELL/CFN),https://www.truckstopsandservices.com/location_details.php?id=2711,Trucker,shell,38.463893,-121.822237,I-80,66/CA 113,1900 N 1ST ST,DIXON,CA,95620,707-678-1670 (TRAVEL CENTER),,707-678-0816,,,,,,,,,
5,California,RASOR ROAD SERVICE,https://www.truckstopsandservices.com/location_details.php?id=2718,Trucker,shell,35.133122,-116.209016,I-15,233,66150 RASOR RD,BAKER,CA,92309,760-718-8099 (TRAVEL CENTER),,,,,,,,,,,
5,California,REFRESH TRAVEL PLAZA,https://www.truckstopsandservices.com/location_details.php?id=57042,Trucker,shell,36.852322,-119.951816,CA 99,AVENUE 7,32603 AVENUE 7,MADERA,CA,93637,559-214-2444 (TRAVEL CENTER),,,,,,,,,,,
5,California,RIALTO TRAVEL CENTER (CHEVRON),https://www.truckstopsandservices.com/location_details.php?id=2745,Trucker,chevron,34.037201,-117.368526,I-10,68 S 3 MILES,3610 S RIVERSIDE AVE,RIALTO,CA,92377,951-683-5387 (TRAVEL CENTER),951-683-5387 (SUBWAY),951-680-9644,951-683-5387 (CARL'S JR),,,,,,,,
5,California,RJ'S TRAVEL PLAZA,https://www.truckstopsandservices.com/location_details.php?id=2755,Trucker,76,36.447774,-119.485323,CA 99,106,36220 6TH ST,TRAVER,CA,93631,559-238-3801 (TRAVEL CENTER),,559-238-3850,,,,,,,,,
5,California,ROCHE OIL MOBILE MART,https://www.truckstopsandservices.com/location_details.php?id=2789,Trucker,mobil oil type,36.183175,-119.330981,CA 99,85,1120 E PAIGE RD,TULARE,CA,93274,559-686-5837 (TRAVEL CENTER),,559-686-9021,,,,,,,,,
5,California,ROLLING HILLS CHEVRON,https://www.truckstopsandservices.com/location_details.php?id=2800,Trucker,chevron,39.872027,-122.200729,I-5,628,2635 EVERET FREEMAN WAY,CORNING,CA,96021,530-824-4990 (TRAVEL CENTER),,530-824-5752,,,,,,,,,
5,California,ROTTEN ROBBIE,https://www.truckstopsandservices.com/location_details.php?id=2806,Trucker,ind dealer,37.10233,-121.015661,I-5,407 (CA 33),12860 S CA 33,GUSTINE,CA,95322,209-826-4418 (TRAVEL CENTER),209-826-4418 (DENNY'S),209-826-2032,,,,,,,,,
5,California,ROTTEN ROBBIE,https://www.truckstopsandservices.com/location_details.php?id=10344,Trucker,ind dealer,39.017965,-122.912522,CA 29,CA 175,2725 S MAIN ST,LAKEPORT,CA,95453,707-263-5790 (TRAVEL CENTER),,,,,,,,,,,
5,California,ROTTEN ROBBIE,https://www.truckstopsandservices.com/location_details.php?id=16048,Trucker,ind dealer,37.383371,-121.950727,LAFAYETTE ST,ALDO AVENUE,3471 LAFAYETTE ST,SANTA CLARA,CA,95054,408-988-5407 (TRAVEL CENTER),,,,,,,,,,,
5,California,ROTTEN ROBBIE # 31,https://www.truckstopsandservices.com/location_details.php?id=10317,Trucker,ind dealer,37.020881,-121.569134,US 101,CA 152,390 LEAVESLEY RD,GILROY,CA,95020,408-842-3630 (TRAVEL CENTER),,,,,,,,,,,
5,California,ROTTEN ROBBIE # 60,https://www.truckstopsandservices.com/location_details.php?id=10327,Trucker,ind dealer,38.387225,-122.715171,US 101,485,55 E TODD RD,SANTA ROSA,CA,95407,707-584-9610 (TRAVEL CENTER),,,,,,,,,,,
5,California,ROTTEN ROBBIE # 65,https://www.truckstopsandservices.com/location_details.php?id=1244,Trucker,ind dealer,37.9223480224609,-122.336654663086,I-580,10-B,1085 JULIGA WOODS,RICHMOND,CA,94801,510-236-1300 (TRAVEL CENTER),,510-236-5643,,,,,,,,,
5,California,ROYAL TRUCK STOP,https://www.truckstopsandservices.com/location_details.php?id=314,Trucker,ind dealer,34.063049,-117.288894,I-10,73-A,2300 E STEELE RD,COLTON,CA,92324,909-825-5190 (TRAVEL CENTER),909-825-5190 (CHESTER'S FRIED CHICKEN),909-825-5922,,,,,,,,,
5,California,RVJ'S TRUCK STOP,https://www.truckstopsandservices.com/location_details.php?id=2818,Trucker,chevron,36.677646,-119.745849,CA 99,127,4029 S MAPLE AVE,FRESNO,CA,93725,559-485-8220 (TRAVEL CENTER),,559-485-0274,,,,,,,,,
5,California,SAC VALLEY TRUCK STOP,https://www.truckstopsandservices.com/location_details.php?id=54893,Trucker,valero,38.47152,-121.41673,CA 99,291,7891 STOCKTON BLVD,SACRAMENTO,CA,95823,916-896-5647 (TRAVEL CENTER),,916-896-5669,,,,,,,,,
5,California,SACRAMENTO 49ER TRAVEL PLAZA,https://www.truckstopsandservices.com/location_details.php?id=2829,Trucker,pilot,38.616935,-121.539245,I-80,85,2828 EL CENTRO RD,SACRAMENTO,CA,95833,916-927-4774 (TRAVEL CENTER),916-927-4774 (SILVER SKILLET),916-927-6641,,,,,,,,,
5,California,SAN PASO TRUCK STOP,https://www.truckstopsandservices.com/location_details.php?id=10320,Trucker,76,35.695798,-120.698605,US 101,WELLSONA RD,81 WELLSONA RD,PASO ROBLES,CA,93446,805-467-9999 (TRAVEL CENTER),805-467-9999 (JOSE COUNTRY KITCHEN),805-467-3209,,,,,,,,,
5,California,SC FUELS,https://www.truckstopsandservices.com/location_details.php?id=747,Trucker,ind dealer,33.97935,-118.119678,I-5,126-B,1601 BLUFF RD,MONTEBELLO,CA,90640,323-725-1659 (TRAVEL CENTER),,323-721-8267,,,,,,,,,
5,California,SF / OAKLAND TRUCK PLAZA,https://www.truckstopsandservices.com/location_details.php?id=2885,Trucker,ind dealer,37.749175,-122.191868,I-880,37,8255 SAN LEANDRO,OAKLAND,CA,94621,510-569-1624 (TRAVEL CENTER),,510-569-3673,,,,,,,,,
