clean_line1,clean_line2,city,zip_code,label,phone,state,chain,has_phone_match,Success_Match_Rate,Phone_Success_Match_Rate
"Enterprise , 84725 Cottonwood Sinclair",435-878-2603 UT 18 & Main St,Enterprise,84725,Cottonwood Sinclair,435-878-2603,UT,Sinclair,True,7/6 successful match,True
"Enterprise , 84725 Cottonwood Sinclair",| 1435-878-2603 UT 18 & Main St,Enterprise,84725,Cottonwood Sinclair,435-878-2603,UT,Sinclair,True,7/6 successful match,True
"Enterprise , 84725 Cottonwood Sinclair N )",435-878-2603 UT 18 & Main St,Enterprise,84725,Cottonwood Sinclair N ),435-878-2603,UT,Sinclair,True,7/6 successful match,True
Enterprise ( 84725 ) Cottonwood Sinclair,435-878-2603 UT 18 & Main St,Enterprise,84725,Cottonwood Sinclair,435-878-2603,UT,Sinclair,True,7/6 successful match,True
Enterprise ( 84725 ) Cottonwood Sinclair,435-878-2603 UT 18 & Main St,Enterprise,84725,Cottonwood Sinclair,435-878-2603,UT,Sinclair,True,7/6 successful match,True
Enterprise ( 84725 ) Cottonwood Sinclair,435-878-2603 UT 18 & Main St,Enterprise,84725,Cottonwood Sinclair,435-878-2603,UT,Sinclair,True,7/6 successful match,True
"Hurricane , 84737 Little Creek Station ( Chevron )",435-877-1101 4105 UT 59 S,Hurricane,84737,Little Creek Station ( Chevron ),435-877-1101,UT,Chevron,True,4/6 successful match,True
"Hurricane , 84737 Little Creek Station ( Chevron )",435-877-1101 4105 UT 59 S,Hurricane,84737,Little Creek Station ( Chevron ),435-877-1101,UT,Chevron,True,4/6 successful match,True
"Hurricane , 84737 Little Creek Station ( Chevron jct US 189 )",2 435-877-1101 4105 UT 59 S ),Hurricane,84737,Little Creek Station ( Chevron jct US 189 ),435-877-1101,UT,Chevron,True,4/6 successful match,True
Apple Valley ( 84737 ) Little Creek Station ( Chevron ),435-877-1101 4105 UT 59 S,Apple Valley,84737,Little Creek Station ( Chevron ),435-877-1101,UT,Chevron,True,7/6 successful match,True
Apple Valley ( 84737 ) Little Creek Station ( Chevron ),435-877-1101 4105 UT 59 S,Apple Valley,84737,Little Creek Station ( Chevron ),435-877-1101,UT,Chevron,True,7/6 successful match,True
Apple Valley ( 84737 ) Little Creek Station ( Chevron ),435-877-1101 4105 UT 59 S,Apple Valley,84737,Little Creek Station ( Chevron ),435-877-1101,UT,Chevron,True,7/6 successful match,True
"Mount Carmel , 84755 Ramsay Oil Co ( Texaco )",435-648-2326 US 89 & UT 9,Mount Carmel,84755,Ramsay Oil Co ( Texaco ),435-648-2326,UT,Texaco,True,6/6 successful match,True
"Mount Carmel , 84755 Ramsay Oil Co ( Shell )",H 2435-648-2326 US 89 & UT 9,Mount Carmel,84755,Ramsay Oil Co ( Shell ),435-648-2326,UT,Shell,True,7/6 successful match,True
"Mount Carmel , 84755 Ramsay Oil Co ( Shell )",2 435-648-2326 US 89 & UT 9,Mount Carmel,84755,Ramsay Oil Co ( Shell ),435-648-2326,UT,Shell,True,7/6 successful match,True
Mount Carmel ( 84755 ) Ramsay Oil Co ( Shell ),2 435-648-2326 US 89 & UT 9,Mount Carmel,84755,Ramsay Oil Co ( Shell ),435-648-2326,UT,Shell,True,7/6 successful match,True
1 Mount Carmel ( 84755 ) Ramsay Oil Co ( Shell ),2 435-648-2326 US 89 & UT 9,Mount Carmel,84755,Ramsay Oil Co ( Shell ),435-648-2326,UT,Shell,True,7/6 successful match,True
Mount Carmel ( 84755 ) Ramsay Oil Co ( Shell ),435-648-2326 US 89 & UT 9,Mount Carmel,84755,Ramsay Oil Co ( Shell ),435-648-2326,UT,Shell,True,7/6 successful match,True
"Panguitch , 84759 KB Express ( 66 ) 39 )",435-676-8730 195 US 89 N ( in town ),Panguitch,84759,KB Express ( 66 ) 39 ),435-676-8730,UT,,True,7/6 successful match,True
"Panguitch , KB Express ( 66 )",J3435-676-8730 84759 195 US 89 N ( in town ),Panguitch,84759,,435-676-8730,UT,,True,7/6 successful match,True
"Panguitch , 84759 KB Express ( 66 )",435-676-8730 195 US 89 N ( in town ),Panguitch,84759,KB Express ( 66 ),435-676-8730,UT,,True,7/6 successful match,True
Panguitch ( 84759 ) KB Express ( 66 ) ( UT 39 W ),3 435-676-8730 195 US 89 N ( in town ),Panguitch,84759,KB Express ( 66 ) ( UT 39 W ),435-676-8730,UT,,True,7/6 successful match,True
Panguitch ( 84759 ) KB Express ( 66 ),435-676-8730 195 US 89 N ( in town ),Panguitch,84759,KB Express ( 66 ),435-676-8730,UT,,True,7/6 successful match,True
H Panguitch ( 84759 ) KB Express ( 66 ),435-676-8730 195 US 89 N ( in town ),Panguitch,84759,KB Express ( 66 ),435-676-8730,UT,,True,7/6 successful match,True
"Panguitch , 84759 Big 4 Travel Center ( in town ( Conoco )",435-676-8986 445 US 89 S ),Panguitch,84759,Big 4 Travel Center ( in town ( Conoco ),435-676-8986,UT,Conoco,False,5/6 successful match,False
"Panguitch , 84759 Big 4 Travel Center ( Conoco )",435-676-8986 445 US 89 S,Panguitch,84759,Big 4 Travel Center ( Conoco ),435-676-8986,UT,Conoco,False,5/6 successful match,False
"Panguitch , 84759 Big 4 Travel Center ( Conoco )",3 435-676-8986 445 US 89 S,Panguitch,84759,Big 4 Travel Center ( Conoco ),435-676-8986,UT,Conoco,False,5/6 successful match,False
Panguitch ( 84759 ) Owens ' Travel Center ),3 435-676-8986 445 US 89 S,Panguitch,84759,Owens ' Travel Center ),435-676-8986,UT,,False,5/6 successful match,False
Panguitch ( 84759 ) Junction Market # 17,435-676-8986 445 US 89 S,Panguitch,84759,Junction Market # 17,435-676-8986,UT,,False,5/6 successful match,False
Panguitch ( 84759 ) Junction Market # 17,435-676-8986 445 US 89 S,Panguitch,84759,Junction Market # 17,435-676-8986,UT,,False,5/6 successful match,False
"Parowan , 84761 TravelCenters of America",435-477-3311 I-15 Exit 78,Parowan,84761,TravelCenters of America,435-477-3311,UT,TravelCenters,True,7/6 successful match,True
"Parowan , 84761 TravelCenters of America",435-477-3311 I-15 Exit 78 TA,Parowan,84761,TravelCenters of America,435-477-3311,UT,TravelCenters,True,7/6 successful match,True
"Parowan , 84761 TravelCenters of America",435-477-3311 I-15 Exit 78,Parowan,84761,TravelCenters of America,435-477-3311,UT,TravelCenters,True,7/6 successful match,True
H Parowan ( 84761 ) TA Parowan # 186 ( Shell ),2 435-477-3311 I-15 Exit 78,Parowan,84761,TA Parowan # 186 ( Shell ),435-477-3311,UT,Shell,True,6/6 successful match,True
Parowan ( 84761 ) TA Parowan # 186 ( Shell ),435-477-3311 I-15 Exit 78 TA,Parowan,84761,TA Parowan # 186 ( Shell ),435-477-3311,UT,Shell,True,6/6 successful match,True
Parowan ( 84761 ) TA Parowan # 186 ( Shell ),435-477-3311 I-15 Exit 78,Parowan,84761,TA Parowan # 186 ( Shell ),435-477-3311,UT,Shell,True,6/6 successful match,True
"Washington , 84780 Freeway Chevron",435-673-3675 I-15 Exit 10,Washington,84780,Freeway Chevron,435-673-3675,UT,Chevron,False,2/6 successful match,False
Freeway Chevron,"435-673-3675 Washington , 84780 I-15 Exit 10",,84780,,435-673-3675,UT,,False,2/6 successful match,False
"Washington , 84780 Freeway Chevron",435-673-3675 I-15 Exit 10,Washington,84780,Freeway Chevron,435-673-3675,UT,Chevron,False,2/6 successful match,False
Washington ( 84780 ) Freeway Chevron,435-673-3675 I-15 Exit 10,Washington,84780,Freeway Chevron,435-673-3675,UT,Chevron,False,2/6 successful match,False
Washington ( 84780 ) Freeway Chevron,435-673-3675 I-15 Exit 10,Washington,84780,Freeway Chevron,435-673-3675,UT,Chevron,False,2/6 successful match,False
Washington ( 84780 ) Freeway Chevron,435-673-3675 I-15 Exit 10,Washington,84780,Freeway Chevron,435-673-3675,UT,Chevron,False,2/6 successful match,False
"Saint George , 84790 Flying J Fuel Stop # 0500101",435-674-7104 I-15 Exit 4 #,Saint George,84790,Flying J Fuel Stop # 0500101,435-674-7104,UT,Flying J,True,5/6 successful match,True
"Saint George , 84790 Flying J Fuel Stop # 0500101",435-674-7104 I-15 Exit 4,Saint George,84790,Flying J Fuel Stop # 0500101,435-674-7104,UT,Flying J,True,5/6 successful match,True
Flying J Fuel Stop # 0500101,"435-674-7104 Saint George , 84790 I-15 Exit 4",,84790,01,435-674-7104,UT,,True,7/6 successful match,True
J Saint George ( 84790 ) Pilot Travel Center # 775,435-674-7104 I-15 Exit 4,Saint George,84790,Pilot Travel Center # 775,435-674-7104,UT,Pilot,True,7/6 successful match,True
J Saint George ( 84790 ) Pilot Travel Center # 775,435-674-7104 I-15 Exit 4,Saint George,84790,Pilot Travel Center # 775,435-674-7104,UT,Pilot,True,7/6 successful match,True
Saint George ( 84790 ) Pilot Travel Center # 775,435-674-7104 I-15 Exit 4,Saint George,84790,Pilot Travel Center # 775,435-674-7104,UT,Pilot,True,7/6 successful match,True
"F Phoenix , 85043 Liberty Fuel",602-233-1196 I-10 Exit 138 ( 59th Ave ),Phoenix,85043,Liberty Fuel,602-233-1196,AZ,,False,5/6 successful match,False
"F Phoenix , 85043 Liberty Fuel",602-233-1196 I-10 Exit 138 ( 59th Ave ),Phoenix,85043,Liberty Fuel,602-233-1196,AZ,,False,5/6 successful match,False
"Phoenix , 85043 Liberty Fuel",4 602-233-1196 I-10 Exit 138 ( 59th Ave ),Phoenix,85043,Liberty Fuel,602-233-1196,AZ,,False,5/6 successful match,False
F Phoenix ( 85043 ) Liberty Fuel,4 602-233-1196 I-10 Exit 138 ( 59th Ave ),Phoenix,85043,Liberty Fuel,602-233-1196,AZ,,False,5/6 successful match,False
F Phoenix ( 85043 ) Liberty Fuel,602-233-1196 I-10 Exit 138 ( 59th Ave ),Phoenix,85043,Liberty Fuel,602-233-1196,AZ,,False,5/6 successful match,False
Phoenix ( 85043 ) Liberty Fuel,602-233-1196 I-10 Exit 138 ( 59th Ave ),Phoenix,85043,Liberty Fuel,602-233-1196,AZ,,False,5/6 successful match,False
"F Phoenix , 85043 Diamond Shamrock",602-278-5088 5049 W Buckeye Rd,Phoenix,85043,Diamond Shamrock,602-278-5088,AZ,Shamrock,True,7/6 successful match,True
"F Phoenix , 85043 Diamond Shamrock # 1652",602-278-5088 5049 W Buckeye Rd,Phoenix,85043,Diamond Shamrock # 1652,602-278-5088,AZ,Shamrock,True,7/6 successful match,True
"Phoenix , 85043 Diamond Shamrock # 1652",4 602-278-5088 5049 W Buckeye Rd,Phoenix,85043,Diamond Shamrock # 1652,602-278-5088,AZ,Shamrock,True,7/6 successful match,True
Phoenix ( 85043 ) Valero Corner Store # 1652,4 602-278-5088 5049 W Buckeye Rd,Phoenix,85043,Valero Corner Store # 1652,602-278-5088,AZ,Valero,True,5/6 successful match,True
Phoenix ( 85043 ) Corner Store # 1652 ( Valero ),4 602-278-5088 5049 W Buckeye Rd,Phoenix,85043,Corner Store # 1652 ( Valero ),602-278-5088,AZ,Valero,True,5/6 successful match,True
Phoenix ( 85043 ) Corner Store # 1652 ( Valero ),602-278-5088 5049 W Buckeye Rd,Phoenix,85043,Corner Store # 1652 ( Valero ),602-278-5088,AZ,Valero,True,5/6 successful match,True
"F Phoenix , 85043 Flying J Travel Plaza # 0500006",623-936-1118 I-10 Exit 137 ( 67th Ave ),Phoenix,85043,Flying J Travel Plaza # 0500006,623-936-1118,AZ,Flying J,True,7/6 successful match,True
"F Phoenix , 85043 Flying J Travel Plaza # 0500006",623-936-1118 I-10 Exit 137 ( 67th Ave ),Phoenix,85043,Flying J Travel Plaza # 0500006,623-936-1118,AZ,Flying J,True,7/6 successful match,True
"Phoenix , 85043 Flying J Travel Plaza # 0500006",4 623-936-1118 I-10 Exit 137 ( 67th Ave ),Phoenix,85043,Flying J Travel Plaza # 0500006,623-936-1118,AZ,Flying J,True,7/6 successful match,True
Phoenix ( 85043 ) Flying J Travel Plaza # 611,623-936-1118 I-10 Exit 137 ( 67th Ave ),Phoenix,85043,Flying J Travel Plaza # 611,623-936-1118,AZ,Flying J,True,7/6 successful match,True
F Phoenix ( 85043 ) Flying J Travel Plaza # 611,4 623-936-1118 I-10 Exit 137 ( 67th Ave ) FLYING,Phoenix,85043,Flying J Travel Plaza # 611,623-936-1118,AZ,Flying J,True,7/6 successful match,True
Phoenix ( 85043 ) Flying J Travel Plaza # 611,4 623-936-1118 I-10 Exit 137 ( 67th Ave ) . FLYING J,Phoenix,85043,Flying J Travel Plaza # 611,623-936-1118,AZ,Flying J,True,7/6 successful match,True
"Chandler , 85226 Love's Travel Stop # 328",520-796-1185 I-10 Exit 162,Chandler,85226,Love's Travel Stop # 328,520-796-1185,AZ,Love's,True,7/6 successful match,True
"Chandler , 85226 Love's Travel Stop # 328 )",520-796-1185 I-10 Exit 162,Chandler,85226,Love's Travel Stop # 328 ),520-796-1185,AZ,Love's,True,7/6 successful match,True
"Chandler , 85226 Love's Travel Stop # 328",4 520-796-1185 I-10 Exit 162,Chandler,85226,Love's Travel Stop # 328,520-796-1185,AZ,Love's,True,7/6 successful match,True
Chandler ( 85226 ) Love's Travel Stop # 328 ),4 520-796-1185 I-10 Exit 162,Chandler,85226,Love's Travel Stop # 328 ),520-796-1185,AZ,Love's,True,7/6 successful match,True
520-796-1185 Chandler ( 85226 ) Love's Travel Stop ( MM # 328 248 ),I-10 Exit 162 3,Chandler,85226,Love's Travel Stop ( MM # 328 248 ),520-796-1185,AZ,Love's,True,7/6 successful match,True
Chandler ( 85226 ) Love's Travel Stop # 328,4 / 520-796-1185 I-10 Exit 162,Chandler,85226,Love's Travel Stop # 328,520-796-1185,AZ,Love's,True,7/6 successful match,True
"Avondale , 85323 Pilot Travel Center # 459",623-936-0900 I-10 Exit 133 A,Avondale,85323,Pilot Travel Center # 459,623-936-0900,AZ,Pilot,True,7/6 successful match,True
"Avondale , 85323 Pilot Travel Center . All rights # 459 reserved .",623-936-0900 I-10 Exit 133 A,Avondale,85323,Pilot Travel Center . All rights # 459 reserved .,623-936-0900,AZ,Pilot,True,7/6 successful match,True
"Avondale , 85323 Pilot Travel Center # 459",4 623-936-0900 I-10 Exit 133 A,Avondale,85323,Pilot Travel Center # 459,623-936-0900,AZ,Pilot,True,7/6 successful match,True
Avondale ( 85323 ) Pilot Travel Center # 459,623-936-0900 I-10 Exit 133 A Pilot,Avondale,85323,Pilot Travel Center # 459,623-936-0900,AZ,Pilot,True,7/6 successful match,True
Avondale ( 85323 ) Pilot Travel Center # 459,623-936-0900 I-10 Exit 133 A pilot,Avondale,85323,Pilot Travel Center # 459,623-936-0900,AZ,Pilot,True,7/6 successful match,True
Avondale ( 85323 ) Pilot Travel Center # 459,4 623-936-0900 I-10 Exit 133 A plat 24,Avondale,85323,Pilot Travel Center # 459,623-936-0900,AZ,Pilot,True,7/6 successful match,True
"Buckeye , 85326 Love's Travel Stop # 280",623-386-6926 I-10 Exit 114,Buckeye,85326,Love's Travel Stop # 280,623-386-6926,AZ,Love's,True,7/6 successful match,True
"Buckeye , 85326 Love's Travel Stop # ) 280",623-386-6926 I-10 Exit 114,Buckeye,85326,Love's Travel Stop # ) 280,623-386-6926,AZ,Love's,True,7/6 successful match,True
"Buckeye , 85326 Love's Travel Stop # 280",3 623-386-6926 I-10 Exit 114,Buckeye,85326,Love's Travel Stop # 280,623-386-6926,AZ,Love's,True,7/6 successful match,True
G Buckeye ( 85326 ) Love's Travel Stop # 280,623-386-6926 I-10 Exit 114 ( Miller Rd S ),Buckeye,85326,Love's Travel Stop # 280,623-386-6926,AZ,Love's,True,7/6 successful match,True
Buckeye ( 85326 ) Love's I-10 Exit Travel 302 Stop ( AZ 90 # 280 ),623-386-6926 I-10 Exit 114 ( Miller Rd S ),Buckeye,85326,Love's I-10 Exit Travel 302 Stop ( AZ 90 # 280 ),623-386-6926,AZ,Love's,True,7/6 successful match,True
G Buckeye ( 85326 ) Love's Travel Stop # 280,623-386-6926 I-10 Exit 114 ( Miller Rd S ),Buckeye,85326,Love's Travel Stop # 280,623-386-6926,AZ,Love's,True,7/6 successful match,True
"Ehrenberg , 85334 J Travel Plaza # 0500250",928-923-9600 Flying I-10 Exit 1 ( S Frontage Rd ),Ehrenberg,85334,J Travel Plaza # 0500250,928-923-9600,AZ,,True,7/6 successful match,True
"Ehrenberg , 85334 Flying J Travel Plaza # 0500250",928-923-9600 I-10 Exit 1 ( S Frontage ) #,Ehrenberg,85334,Flying J Travel Plaza # 0500250,928-923-9600,AZ,Flying J,True,7/6 successful match,True
", 85334 Flying J Travel Plaza # 0500250",FEhrenberg 1928-923-9600 I-10 Exit 1 ( S Frontage Rd ) #,,85334,Flying J Travel Plaza # 0500250,928-923-9600,AZ,Flying J,True,7/6 successful match,True
Ehrenberg ( 85334 ) Flying J Travel Plaza # 608,928-923-9600 I-10 Exit 1 ( S Frontage Rd ),Ehrenberg,85334,Flying J Travel Plaza # 608,928-923-9600,AZ,Flying J,True,7/6 successful match,True
Ehrenberg ( 85334 ) Flying J Travel Plaza # 608,928-923-9600 I-10 Exit 1 ( S Frontage Rd ) FLYING,Ehrenberg,85334,Flying J Travel Plaza # 608,928-923-9600,AZ,Flying J,True,7/6 successful match,True
Ehrenberg ( 85334 ) Flying J Travel Plaza # 608,928-923-9600 I-10 Exit 1 ( S Frontage Rd ) . FLYING J,Ehrenberg,85334,Flying J Travel Plaza # 608,928-923-9600,AZ,Flying J,True,7/6 successful match,True
"Gila Bend , 85337 Love's Travel Stop # 296",928-683-2210 I-8 Exit 115 ( AZ 85 ),Gila Bend,85337,Love's Travel Stop # 296,928-683-2210,AZ,Love's,True,7/6 successful match,True
"Gila Bend , 85337 Love's Travel Stop # 296",928-683-2210 I-8 Exit 115 ( AZ 85 ),Gila Bend,85337,Love's Travel Stop # 296,928-683-2210,AZ,Love's,True,7/6 successful match,True
"Gila Bend , 85337 Love's Travel Stop # 296",928-683-2210 I-8 Exit 115 ( AZ 85 ),Gila Bend,85337,Love's Travel Stop # 296,928-683-2210,AZ,Love's,True,7/6 successful match,True
G Gila Bend ( 85337 ) Love's Travel Stop # 296,3 928-683-2210 I-8 Exit 115 ( AZ 85 N ),Gila Bend,85337,Love's Travel Stop # 296,928-683-2210,AZ,Love's,True,7/6 successful match,True
G Gila Bend ( 85337 ) Love's Travel Stop # 296,3 928-683-2210 I-8 Exit 115 ( AZ 85 N ),Gila Bend,85337,Love's Travel Stop # 296,928-683-2210,AZ,Love's,True,7/6 successful match,True
G Gila Bend ( 85337 ) Love's Travel Stop # 296,3 928-683-2210 I-8 Exit 115 ( AZ 85 N ),Gila Bend,85337,Love's Travel Stop # 296,928-683-2210,AZ,Love's,True,7/6 successful match,True
"Gila Bend , 85337 Holt Interstate Services ( Shell )",928-683-2449 I-8 Exit 119,Gila Bend,85337,Holt Interstate Services ( Shell ),928-683-2449,AZ,Shell,False,7/6 successful match,False
"Gila Bend , 85337 Holt Interstate Services ( Shell )",928-683-2449 I-8 Exit 119,Gila Bend,85337,Holt Interstate Services ( Shell ),928-683-2449,AZ,Shell,False,7/6 successful match,False
"Gila Bend , 85337 Holt Interstate Services ( Shell )",3 928-683-2449 I-8 Exit 119,Gila Bend,85337,Holt Interstate Services ( Shell ),928-683-2449,AZ,Shell,False,7/6 successful match,False
G Gila Bend ( 85337 ) Holt Interstate Services N ) ( Shell ),3 928-683-2449 I-8 Exit 119,Gila Bend,85337,Holt Interstate Services N ) ( Shell ),928-683-2449,AZ,Shell,False,7/6 successful match,False
Gila Bend ( 85337 ) Holt Interstate Services ( Shell ),3 928-683-2449 I-8 Exit 119,Gila Bend,85337,Holt Interstate Services ( Shell ),928-683-2449,AZ,Shell,False,7/6 successful match,False
G Gila Bend ( 85337 ) Holt Interstate Services ( Shell ),928-683-2449 I-8 Exit 119,Gila Bend,85337,Holt Interstate Services ( Shell ),928-683-2449,AZ,Shell,False,7/6 successful match,False
"F Quartzsite , 85346 Love's Travel Stop # 286",928-927-8570 I-10 Exit 17,Quartzsite,85346,Love's Travel Stop # 286,928-927-8570,AZ,Love's,True,7/6 successful match,True
"F Quartzsite , 85346 Love's Travel Stop # 286",928-927-8570 I-10 Exit 17,Quartzsite,85346,Love's Travel Stop # 286,928-927-8570,AZ,Love's,True,7/6 successful match,True
"Quartzsite , 85346 Love's Travel Stop # 286",928-927-8570 I-10 Exit 17,Quartzsite,85346,Love's Travel Stop # 286,928-927-8570,AZ,Love's,True,7/6 successful match,True
Quartzsite ( 85346 ) Love's Travel Stop # 286,928-927-8570 I-10 Exit 17,Quartzsite,85346,Love's Travel Stop # 286,928-927-8570,AZ,Love's,True,7/6 successful match,True
F Quartzsite ( 85346 ) Love's Travel Stop # 286,928-927-8570 I-10 Exit 17,Quartzsite,85346,Love's Travel Stop # 286,928-927-8570,AZ,Love's,True,7/6 successful match,True
Quartzsite ( 85346 ) Love's Travel Stop # 286,928-927-8570 I-10 Exit 17,Quartzsite,85346,Love's Travel Stop # 286,928-927-8570,AZ,Love's,True,7/6 successful match,True
"Vicksburg , 85348 Tomahawk Auto / Truck Plaza ( Shamrock )",928-859-3843 I-10 Exit 45 ( Vicksburg Rd ),Vicksburg,85348,Tomahawk Auto / Truck Plaza ( Shamrock ),928-859-3843,AZ,Shamrock,True,5/6 successful match,True
"Vicksburg , 85348 Tomahawk Auto / Truck Plaza ( Valero )",928-859-3843 I-10 Exit 45 ( Vicksburg Rd ),Vicksburg,85348,Tomahawk Auto / Truck Plaza ( Valero ),928-859-3843,AZ,Valero,True,7/6 successful match,True
", 85348 Tomahawk Auto / Truck Plaza ( Valero )",FVicksburg 2 928-859-3843 I-10 Exit 45 ( Vicksburg Rd ),,85348,Tomahawk Auto / Truck Plaza ( Valero ),928-859-3843,AZ,Valero,True,7/6 successful match,True
Vicksburg ( 85348 ) Tomahawk Auto / Truck Plaza ( Valero ),928-859-3843 I-10 Exit 45 ( Vicksburg Rd ),Vicksburg,85348,Tomahawk Auto / Truck Plaza ( Valero ),928-859-3843,AZ,Valero,True,7/6 successful match,True
Vicksburg ( 85348 ) Pride Travel Plaza,928-859-3843 I-10 Exit 45 (,Vicksburg,85348,Pride Travel Plaza,928-859-3843,AZ,,True,7/6 successful match,True
Vicksburg ( 85348 ) Pride Travel Plaza,928-859-3843 I-10 Exit 45 ( Vicksburg Rd ),Vicksburg,85348,Pride Travel Plaza,928-859-3843,AZ,,True,7/6 successful match,True
"Tonopah , 85354 Minute Mart # 42 ( Shell )",623-386-5386 I-10 Exit 94,Tonopah,85354,Minute Mart # 42 ( Shell ),623-386-5386,AZ,Shell,True,5/6 successful match,True
"Tonopah , 85354 Minute Mart # 42 ( Shell )",623-386-5386 I-10 Exit 94,Tonopah,85354,Minute Mart # 42 ( Shell ),623-386-5386,AZ,Shell,True,5/6 successful match,True
"Tonopah , 85354 Minute Mart # 42 ( Shell )",3 623-386-5386 I-10 Exit 94,Tonopah,85354,Minute Mart # 42 ( Shell ),623-386-5386,AZ,Shell,True,5/6 successful match,True
G Tonopah ( 85354 ) Minute Mart # 42 ( Shell ),3 623-386-5386 I-10 Exit 94,Tonopah,85354,Minute Mart # 42 ( Shell ),623-386-5386,AZ,Shell,True,5/6 successful match,True
Tonopah ( 85354 ) Minute Mart # 42 ( Shell Ave ) S ),623-386-5386 I-10 Exit 94,Tonopah,85354,Minute Mart # 42 ( Shell Ave ) S ),623-386-5386,AZ,Shell,True,5/6 successful match,True
Tonopah ( 85354 ) Minute Mart # 42 ( Shell ),3 623-386-5386 I-10 Exit 94,Tonopah,85354,Minute Mart # 42 ( Shell ),623-386-5386,AZ,Shell,True,5/6 successful match,True
"Tonopah , 85354 TravelCenters",3 623-386-6443 I-10 Exit 103 ( 339th of America Ave ) ( Shell ),Tonopah,85354,TravelCenters,623-386-6443,AZ,TravelCenters,True,7/6 successful match,True
"Tonopah , 85354 TravelCenters of America # 225",623-386-6443 I-10 Exit 103 ( 339th Ave ) TA,Tonopah,85354,TravelCenters of America # 225,623-386-6443,AZ,TravelCenters,True,7/6 successful match,True
"G Tonopah , 85354 TravelCenters of America # 225",3 623-386-6443 I-10 Exit 103 ( 339th Ave S ) TA,Tonopah,85354,TravelCenters of America # 225,623-386-6443,AZ,TravelCenters,True,7/6 successful match,True
Tonopah ( 85354 ) TA Tonopah # 225 ( Shell ),623-386-6443 I-10 Exit 103 ( 339th Ave S ),Tonopah,85354,TA Tonopah # 225 ( Shell ),623-386-6443,AZ,Shell,True,5/6 successful match,True
G Tonopah ( 85354 ) TA Tonopah # 225 84 ( Shell ) ),623-386-6443 I-10 Exit 103 ( 339th Ave S ),Tonopah,85354,TA Tonopah # 225 84 ( Shell ) ),623-386-6443,AZ,Shell,True,5/6 successful match,True
Tonopah ( 85354 ) TA Tonopah # 225 ( Shell ),3 623-386-6443 I-10 Exit 103 ( 339th Ave S ),Tonopah,85354,TA Tonopah # 225 ( Shell ),623-386-6443,AZ,Shell,True,5/6 successful match,True
"F Quartzsite , 85359 Quik Chek Shell",A 1928-927-5642 I-10 Exit 17 EB / 19 WB ( to AZ 95 ),Quartzsite,85359,Quik Chek Shell,928-927-5642,AZ,Shell,True,5/6 successful match,True
"F Quartzsite , 85359 Quik Chek Shell",928-927-5642 I-10 Exit 17 EB / 19 WB ( to AZ 95 ),Quartzsite,85359,Quik Chek Shell,928-927-5642,AZ,Shell,True,5/6 successful match,True
"Quartzsite , 85359 Quik Chek Shell",928-927-5642 I-10 Exit 17 EB / 19 WB ( to AZ 95 ),Quartzsite,85359,Quik Chek Shell,928-927-5642,AZ,Shell,True,5/6 successful match,True
Quartzsite ( 85359 ) Quik Chek Shell,928-927-5642 I-10 Exit 17 EB / 19 WB ( to AZ 95 ),Quartzsite,85359,Quik Chek Shell,928-927-5642,AZ,Shell,True,5/6 successful match,True
F Quartzsite ( 85359 ) Quik Chek Shell,928-927-5642 I-10 Exit 17 EB / 19 WB ( to AZ 95 ),Quartzsite,85359,Quik Chek Shell,928-927-5642,AZ,Shell,True,5/6 successful match,True
Quartzsite ( 85359 ) Quik Chek 76,928-927-5642 I-10 Exit 17 EB / 19 WB ( to AZ 95 ),Quartzsite,85359,Quik Chek 76,928-927-5642,AZ,,True,5/6 successful match,True
"F Quartzsite , 85359 Pilot Travel Center # 328",928-927-7777 I-10 Exit 17 ( Business Loop ),Quartzsite,85359,Pilot Travel Center # 328,928-927-7777,AZ,Pilot,True,7/6 successful match,True
"F Quartzsite , 85359 Pilot Travel Center # 328",928-927-7777 I-10 Exit 17 ( Business Loop ),Quartzsite,85359,Pilot Travel Center # 328,928-927-7777,AZ,Pilot,True,7/6 successful match,True
"Quartzsite , 85359 Pilot Travel Center # 328",928-927-7777 I-10 Exit 17 ( Business Loop ),Quartzsite,85359,Pilot Travel Center # 328,928-927-7777,AZ,Pilot,True,7/6 successful match,True
F Quartzsite ( 85359 ) Pilot Travel Center # 328,928-927-7777 I-10 Exit 17 ( Business Loop ),Quartzsite,85359,Pilot Travel Center # 328,928-927-7777,AZ,Pilot,True,7/6 successful match,True
Quartzsite ( 85359 ) Pilot Travel Center # 328,928-927-7777 I-10 Exit 17 ( Business Loop ),Quartzsite,85359,Pilot Travel Center # 328,928-927-7777,AZ,Pilot,True,7/6 successful match,True
Quartzsite ( 85359 ) Pilot Travel Center # 328 Pilot,928-927-7777 I-10 Exit 17 ( Business Loop ),Quartzsite,85359,Pilot Travel Center # 328 Pilot,928-927-7777,AZ,Pilot,True,7/6 successful match,True
"Yuma , 85364 Shell # 10",928-342-1074 I-8 Exit 12 ( Fortuna Rd ),Yuma,85364,Shell # 10,928-342-1074,AZ,Shell,True,5/6 successful match,True
"Yuma , 85364 Shell # 10",928-342-1074 I-8 Exit 12 ( Fortuna Rd ),Yuma,85364,Shell # 10,928-342-1074,AZ,Shell,True,5/6 successful match,True
