ADDRESS,AKA,BUSINESS_NAME,BUSINESS_URL,CATEGORIES,EXTRA_PHONES,FORMATTED_PHONE,JSONLD_CITY_1,JSONLD_LAT_1,JSONLD_LNG_1,JSONLD_NAME_1,JSONLD_PHONE_1,JSONLD_STATE_1,JSONLD_STREET_1,JSONLD_ZIP_1,ORIGINAL_PHONE,PHONE,SCRAPED_AT,SEARCH_URL,STATUS,WEBSITE
"3152 Bandini BlvdVernon, CA 90058",,ExtraMile,https://www.yellowpages.com/vernon-ca/mip/extramile-577872683,Convenience Stores,,,Vernon,34.0086,-118.21174,ExtraMile,(323) 266-6840,CA,3152 Bandini Blvd,90058,323-266-6840,(323) 266-6840Call,2025-07-07T04:46:58.514Z,https://www.yellowpages.com/search?search_terms=323+266+6840,,https://www.chevronextramile.com
"4560 E Washington BlvdCommerce, CA 90040",,Commerce Truck Stop,https://www.yellowpages.com/commerce-ca/mip/commerce-truck-stop-13744119,"Truck Stops, Gas Stations",323 881 0694,,Commerce,34.005535,-118.1757,Commerce Truck Stop,(323) 881-0597,CA,4560 E Washington Blvd,90040,323-881-0694,(323) 881-0597Call,2025-07-07T04:47:08.654Z,https://www.yellowpages.com/search?search_terms=323+881+0694,,http://commercetruckstop.com
"4560 E Washington BlvdCommerce, CA 90040",,Commerce Truck Stop,https://www.yellowpages.com/commerce-ca/mip/commerce-truck-stop-13744119?lid=13744119#gallery,"Truck Stops, Gas Stations",323 881 0694,,Commerce,34.005535,-118.1757,Commerce Truck Stop,(323) 881-0597,CA,4560 E Washington Blvd,90040,323-881-0694,(323) 881-0597Call,2025-07-07T04:47:11.960Z,https://www.yellowpages.com/search?search_terms=323+881+0694,,http://commercetruckstop.com
"4560 E Washington BlvdCommerce, CA 90040",,Commerce Truck Stop,https://www.yellowpages.com/commerce-ca/mip/commerce-truck-stop-13744119#yp-rating,"Truck Stops, Gas Stations",323 881 0694,,Commerce,34.005535,-118.1757,Commerce Truck Stop,(323) 881-0597,CA,4560 E Washington Blvd,90040,323-881-0694,(323) 881-0597Call,2025-07-07T04:47:15.530Z,https://www.yellowpages.com/search?search_terms=323+881+0694,,http://commercetruckstop.com
,,,,,,323+562+1090,,,,,,,,,323-562-1090,,2025-07-07T04:47:21.780Z,https://www.yellowpages.com/search?search_terms=323+562+1090,no_results_found,
"101 W Victoria StGardena, CA 90248",Western Union Agent Location,Western Union,https://www.yellowpages.com/gardena-ca/mip/western-union-529997313,"Money Transfer Service, Money Order Service",864 515 0005,,Gardena,33.865643,-118.275696,Western Union,(310) 532-6037,CA,101 W Victoria St,90248,310-532-6037,(310) 532-6037Call,2025-07-07T04:47:30.674Z,https://www.yellowpages.com/search?search_terms=310+532+6037,,https://www.westernunion.com/global-services/find-locations/us/ca/gardena/03bddee72fa728d741c1e7f0e2a7e4f6
"101 W Victoria StGardena, CA 90248",,Edco Stations Inc,https://www.yellowpages.com/gardena-ca/mip/edco-stations-inc-7864138,Gas Stations,310 217 0203,,Gardena,33.865643,-118.275696,Edco Stations Inc,(310) 532-6037,CA,101 W Victoria St,90248,310-532-6037,(310) 532-6037Call,2025-07-07T04:47:34.266Z,https://www.yellowpages.com/search?search_terms=310+532+6037,,
"101 W Victoria StGardena, CA 90248",Carson Mini Mart Truck Stop,Carson Mini Truck Stop,https://www.yellowpages.com/gardena-ca/mip/carson-mini-truck-stop-5015642,Convenience Stores,,,Gardena,33.865643,-118.275696,Carson Mini Truck Stop,(310) 532-6037,CA,101 W Victoria St,90248,310-532-6037,(310) 532-6037Call,2025-07-07T04:47:37.808Z,https://www.yellowpages.com/search?search_terms=310+532+6037,,
"710 E D StWilmington, CA 90744",Speedy Fuel Inc,Wilmington Truck Stop Inc,https://www.yellowpages.com/wilmington-ca/mip/wilmington-truck-stop-inc-496646140,"Truck Stops, Diesel Fuel",,,Wilmington,33.774475,-118.25391,Wilmington Truck Stop Inc,(310) 830-3388,CA,710 E D St,90744,310-830-3388,(310) 830-3388Call,2025-07-07T04:47:46.788Z,https://www.yellowpages.com/search?search_terms=310+830+3388,,http://www.speedyfuelinc.com
"1600 E Washington BlvdPasadena, CA 91104",,Valero,https://www.yellowpages.com/pasadena-ca/mip/valero-495525425,"Gas Stations, Convenience Stores","626 798 1228, 310 830 3388",,Pasadena,34.168964,-118.11755,Valero,(626) 794-7296,CA,1600 E Washington Blvd,91104,310-830-3388,(626) 794-7296Call,2025-07-07T04:47:50.898Z,https://www.yellowpages.com/search?search_terms=310+830+3388,,http://www.valero.com
"710 E D StWilmington, CA 90744",Speedy Fuel Inc,Wilmington Truck Stop Inc,https://www.yellowpages.com/wilmington-ca/mip/wilmington-truck-stop-inc-496646140#yp-rating,"Truck Stops, Diesel Fuel",,,Wilmington,33.774475,-118.25391,Wilmington Truck Stop Inc,(310) 830-3388,CA,710 E D St,90744,310-830-3388,(310) 830-3388Call,2025-07-07T04:47:55.279Z,https://www.yellowpages.com/search?search_terms=310+830+3388,,http://www.speedyfuelinc.com
"2130 W Pacific Coast HwyLong Beach, CA 90810",,Harbor Truck Stop,https://www.yellowpages.com/long-beach-ca/mip/harbor-truck-stop-9000729,"Gas Stations, Petroleum Products",562 436 3709,,Long Beach,33.789726,-118.220085,Harbor Truck Stop,(562) 436-1313,CA,2130 W Pacific Coast Hwy,90810,562-436-1313,(562) 436-1313Call,2025-07-07T04:48:05.467Z,https://www.yellowpages.com/search?search_terms=562+436+1313,,http://harbortruckstop.com
"1234 W Cowles StLong Beach, CA 90813",,Speedy Fuel Inc,https://www.yellowpages.com/long-beach-ca/mip/speedy-fuel-inc-475984937,"Gas Stations, Convenience Stores",,,Long Beach,33.784523,-118.20823,Speedy Fuel Inc,(562) 491-1228,CA,1234 W Cowles St,90813,562-491-1228,(562) 491-1228Call,2025-07-07T04:48:15.514Z,https://www.yellowpages.com/search?search_terms=562+491+1228,,http://www.speedyfuelinc.com
"1234 W Cowles StLong Beach, CA 90813",Noil USA Inc,Noil Usa,https://www.yellowpages.com/long-beach-ca/mip/noil-usa-545053059,"Gas Stations, Convenience Stores",,,Long Beach,33.784523,-118.20823,Noil Usa,(562) 491-1228,CA,1234 W Cowles St,90813,562-491-1228,(562) 491-1228Call,2025-07-07T04:48:19.673Z,https://www.yellowpages.com/search?search_terms=562+491+1228,,https://www.noilusainc.com
"1234 W Cowles StLong Beach, CA 90813",,CAT Scale,https://www.yellowpages.com/long-beach-ca/mip/cat-scale-570302857,"Truck Stops, Gas Stations",877 228 7225,,Long Beach,33.784523,-118.20823,CAT Scale,(562) 491-1228,CA,1234 W Cowles St,90813,562-491-1228,(562) 491-1228Call,2025-07-07T04:48:23.705Z,https://www.yellowpages.com/search?search_terms=562+491+1228,,http://catscale.com/?utm_medium=yext&utm_source=extnet
"8730 Lankershim BlvdSun Valley, CA 91352",,Food Mart,https://www.yellowpages.com/sun-valley-ca/mip/food-mart-531552937,"Auto Body Shops, Auto Glass Repair, Auto Parts, Auto Repair, Car Detailing, Oil Change, Roadside Assistance, Tire Shops, Towing, Window Tinting, Barber Shops, Beauty Salons, Beauty Supplies, Days Spas, Facial Salons, Hair Removal, Hair Supplies, Hair Stylists, Massage, Nail Salons, Ac Repair, Appliance Repair, Carpet Cleaning, Electricians, Garage Door Repair, Moving Companies, Pest Control Services, Plumbers, Self Storage, Boat Insurance, Business Insurance, Car Insurance, Dental Insurance, Disability Insurance, Flood Insurance, Home Insurance, Insurance, Liability Insurance, Life Insurance, Attorneys, Bail Bonds, Bankruptcy Attorneys, Car Accident Lawyer, Divorce Attorneys, Family Law Attorneys, Lie Detector Tests, Private Investigators, Process Servers, Stenographers, Tax Attorneys, Dentists, Dermatologists, Doctors, Endocrinologists, Gynecologists, Hospitals, Neurologists, Ophthalmologists, Optometrists, Physical Therapy, Podiatrists, Animal Shelters, Dog Training, Doggy Daycares, Emergency Vets, Kennels, Mobile Pet Grooming, Pet Boarding, Pet Cemeteries, Pet Grooming, Veterinary Clinics, Breakfast Restaurants, Chinese Restaurants, Cuban Restaurants, Italian Restaurants, Korean Restaurants, Mexican Restaurants, Seafood Restaurants, Sushi Bars, Thai Restaurants, Vegetarian Restaurants, Pizza Parlors, Fast Food Restaurants, Steak Houses, Family Style Restaurants, Barbecue Restaurants, Take Out Restaurants, Auto Body Shops, Auto Glass Repair, Auto Parts, Auto Repair, Car Detailing, Oil Change, Roadside Assistance, Tire Shops, Towing, Window Tinting, Barber Shops, Beauty Salons, Beauty Supplies, Days Spas, Facial Salons, Hair Removal, Hair Supplies, Hair Stylists, Massage, Nail Salons, Ac Repair, Appliance Repair, Carpet Cleaning, Electricians, Garage Door Repair, Moving Companies, Pest Control Services, Plumbers, Self Storage, Boat Insurance, Business Insurance, Car Insurance, Dental Insurance, Disability Insurance, Flood Insurance, Home Insurance, Insurance, Liability Insurance, Life Insurance, Attorneys, Bail Bonds, Bankruptcy Attorneys, Car Accident Lawyer, Divorce Attorneys, Family Law Attorneys, Lie Detector Tests, Private Investigators, Process Servers, Stenographers, Tax Attorneys, Dentists, Dermatologists, Doctors, Endocrinologists, Gynecologists, Hospitals, Neurologists, Ophthalmologists, Optometrists, Physical Therapy, Podiatrists, Animal Shelters, Dog Training, Doggy Daycares, Emergency Vets, Kennels, Mobile Pet Grooming, Pet Boarding, Pet Cemeteries, Pet Grooming, Veterinary Clinics, Breakfast Restaurants, Chinese Restaurants, Cuban Restaurants, Italian Restaurants, Korean Restaurants, Mexican Restaurants, Seafood Restaurants, Sushi Bars, Thai Restaurants, Vegetarian Restaurants, Pizza Parlors, Fast Food Restaurants, Steak Houses, Family Style Restaurants, Barbecue Restaurants, Take Out Restaurants",,,Sun Valley,34.228294,-118.38759,Food Mart,(818) 767-2570,CA,8730 Lankershim Blvd,91352,818-767-2570,(818) 767-2570Call,2025-07-07T04:48:34.156Z,https://www.yellowpages.com/search?search_terms=818+767+2570,,
"8730 Lankershim BlvdSun Valley, CA 91352",,CAT Scale,https://www.yellowpages.com/sun-valley-ca/mip/cat-scale-570287887,"Truck Stops, Gas Stations",877 228 7225,,Sun Valley,34.228294,-118.38759,CAT Scale,(818) 767-2570,CA,8730 Lankershim Blvd,91352,818-767-2570,(818) 767-2570Call,2025-07-07T04:48:38.280Z,https://www.yellowpages.com/search?search_terms=818+767+2570,,http://catscale.com/?utm_medium=yext&utm_source=extnet
"8730 Lankershim BlvdSun Valley, CA 91352","Texaco Super Fine Service, Superfine Gas Station, Superfine",Texaco,https://www.yellowpages.com/sun-valley-ca/mip/texaco-460520869,Gas Stations,,,Sun Valley,34.228294,-118.38759,Texaco,(818) 767-2570,CA,8730 Lankershim Blvd,91352,818-767-2570,(818) 767-2570Call,2025-07-07T04:48:41.684Z,https://www.yellowpages.com/search?search_terms=818+767+2570,,http://www.texaco.com
"31642 Castaic RdCastaic, CA 91384",,Western Union,https://www.yellowpages.com/castaic-ca/mip/western-union-502905279,"Money Transfer Service, Money Order Service",919 286 0400,,Castaic,34.493793,-118.62003,Western Union,(661) 257-2800,CA,31642 Castaic Rd,91384,661-257-2800,(661) 257-2800Call,2025-07-07T04:48:52.008Z,https://www.yellowpages.com/search?search_terms=661+257+2800,,https://www.westernunion.com/global-services/find-locations/us/ca/castaic/2862b601df402110564b56980412c488
"31642 Castaic RdCastaic, CA 91384",,Pilot Flying J,https://www.yellowpages.com/castaic-ca/mip/pilot-flying-j-523982021,Sports Clubs & Organizations,,,Castaic,34.493793,-118.62003,Pilot Flying J,(661) 257-2800,CA,31642 Castaic Rd,91384,661-257-2800,(661) 257-2800Call,2025-07-07T04:48:55.375Z,https://www.yellowpages.com/search?search_terms=661+257+2800,,
"31642 Castaic RdCastaic, CA 91384",,Cinnabon,https://www.yellowpages.com/castaic-ca/mip/cinnabon-546063321,"Bakeries, Restaurants",,,Castaic,34.493793,-118.62003,Cinnabon,(661) 257-2800,CA,31642 Castaic Rd,91384,661-257-2800,(661) 257-2800Call,2025-07-07T04:48:59.397Z,https://www.yellowpages.com/search?search_terms=661+257+2800,,https://locations.cinnabon.com/ca/castaic/31642-castaic-road?utm_source=extnet&utm_medium=organic&utm_campaign=locations_partner
"31611 Castaic RdCastaic, CA 91384",,Castaic Food & Deli,https://www.yellowpages.com/castaic-ca/mip/castaic-food-deli-476341162,"Take Out Restaurants, Restaurants",,,Castaic,34.49324,-118.61997,Castaic Food & Deli,(661) 295-1374,CA,31611 Castaic Rd,91384,661-295-1374,(661) 295-1374Call,2025-07-07T04:49:09.692Z,https://www.yellowpages.com/search?search_terms=661+295+1374,,https://www.castaictruckstop.com/restaurant
"31611 Castaic RdCastaic, CA 91384",,Castiac Fuel Stop,https://www.yellowpages.com/castaic-ca/mip/castiac-fuel-stop-503327135,"American Restaurants, Restaurants",,,Castaic,34.49324,-118.61997,Castiac Fuel Stop,(661) 295-1374,CA,31611 Castaic Rd,91384,661-295-1374,(661) 295-1374Call,2025-07-07T04:49:13.335Z,https://www.yellowpages.com/search?search_terms=661+295+1374,,
"31611 Castaic RdCastaic, CA 91384",,Castaic Truck Stop,https://www.yellowpages.com/castaic-ca/mip/castaic-truck-stop-460528173,Truck Stops,661 257 2109,,Castaic,34.49324,-118.61997,Castaic Truck Stop,(661) 295-1374,CA,31611 Castaic Rd,91384,661-295-1374,(661) 295-1374Call,2025-07-07T04:49:17.103Z,https://www.yellowpages.com/search?search_terms=661+295+1374,,http://www.castaictruckstop.com
"4265 E Guasti RdOntario, CA 91761",,Subway,https://www.yellowpages.com/ontario-ca/mip/subway-458063324,"Fast Food Restaurants, Restaurants, Sandwich Shops",,,Ontario,34.064144,-117.559395,Subway,(909) 390-2525,CA,4265 E Guasti Rd,91761,909-390-2525,(909) 390-2525Call,2025-07-07T04:49:27.830Z,https://www.yellowpages.com/search?search_terms=909+390+2525,,http://subway.com
"4265 E Guasti RdOntario, CA 91761",,Shell,https://www.yellowpages.com/ontario-ca/mip/shell-465126198,Gas Stations,,,Ontario,34.064144,-117.559395,Shell,(909) 390-2525,CA,4265 E Guasti Rd,91761,909-390-2525,(909) 390-2525Call,2025-07-07T04:49:31.731Z,https://www.yellowpages.com/search?search_terms=909+390+2525,,https://find.shell.com/us/fuel/10051347-4265-e-guasti-rd/en_US
"4265 E Guasti RdOntario, CA 91761",76 Gas Station,Unocal 76 Truck Stop,https://www.yellowpages.com/ontario-ca/mip/unocal-76-truck-stop-12963053,Gas Stations,,,Ontario,34.064144,-117.559395,Unocal 76 Truck Stop,(909) 390-2525,CA,4265 E Guasti Rd,91761,909-390-2525,(909) 390-2525Call,2025-07-07T04:49:35.112Z,https://www.yellowpages.com/search?search_terms=909+390+2525,,http://www.76.com
"4325 E Guasti RdOntario, CA 91761",Petro Stopping Centers Lp,Petro Stopping Centers,https://www.yellowpages.com/ontario-ca/mip/petro-stopping-centers-482297704,New Car Dealers,,,Ontario,34.064194,-117.55713,Petro Stopping Centers,(909) 390-7800,CA,4325 E Guasti Rd,91761,909-390-7800,(909) 390-7800Call,2025-07-07T04:49:46.134Z,https://www.yellowpages.com/search?search_terms=909+390+7800,,https://www.ta-petro.com
"4325 E Guasti RdOntario, CA 91761",Travelservices Of America,TravelCenters of America,https://www.yellowpages.com/ontario-ca/mip/travelcenters-of-america-471031503,"Truck Stops, Convenience Stores, Gas Stations","909 390 7298, 909 390 7814, 909 390 2525",,Ontario,34.064194,-117.55713,TravelCenters of America,(909) 390-7800,CA,4325 E Guasti Rd,91761,909-390-7800,(909) 390-7800Call,2025-07-07T04:49:50.455Z,https://www.yellowpages.com/search?search_terms=909+390+7800,,http://tatravelcenters.com
"4325 E Guasti RdOntario, CA 91761",,Burger King,https://www.yellowpages.com/ontario-ca/mip/burger-king-473052801,"Fast Food Restaurants, Hamburgers & Hot Dogs, Restaurants",,,Ontario,34.064194,-117.55713,Burger King,(909) 390-7800,CA,4325 E Guasti Rd,91761,909-390-7800,(909) 390-7800Call,2025-07-07T04:49:54.798Z,https://www.yellowpages.com/search?search_terms=909+390+7800,,https://burgerking.com/store-locator/store/restaurant_2154
"1800 Golden Acorn WayCampo, CA 91906",,Player's Bar,https://www.yellowpages.com/campo-ca/mip/players-bar-572037456,Bars,,,Campo,32.7019,-116.35519,Player's Bar,(619) 938-6000,CA,1800 Golden Acorn Way,91906,619-938-6000,(619) 938-6000Call,2025-07-07T04:50:04.956Z,https://www.yellowpages.com/search?search_terms=619+938+6000,,https://www.goldenacorncasino.com/dining-options
"1800 Acorn Casino & Travel CtrCampo, CA 91906",,Del Oro Deli,https://www.yellowpages.com/campo-ca/mip/del-oro-deli-572002487,Restaurants,,,Campo,32.6757,-116.4904,Del Oro Deli,(619) 938-6000,CA,1800 Acorn Casino & Travel Ctr,91906,619-938-6000,(619) 938-6000Call,2025-07-07T04:50:08.477Z,https://www.yellowpages.com/search?search_terms=619+938+6000,,https://www.goldenacorncasino.com/dining-options
"1800 Golden Acorn WayCampo, CA 91906",,Golden Grill Restaurant,https://www.yellowpages.com/campo-ca/mip/golden-grill-restaurant-572013770,Restaurants,,,Campo,32.7019,-116.35519,Golden Grill Restaurant,(619) 938-6000,CA,1800 Golden Acorn Way,91906,619-938-6000,(619) 938-6000Call,2025-07-07T04:50:12.457Z,https://www.yellowpages.com/search?search_terms=619+938+6000,,https://www.goldenacorncasino.com/dining-options
"2250 Tidelands AveNational City, CA 91950",,So Cal Truck Stop,https://www.yellowpages.com/national-city-ca/mip/so-cal-truck-stop-22253939,"Gas Stations, Convenience Stores",,,National City,32.65948,-117.11528,So Cal Truck Stop,(619) 336-6103,CA,2250 Tidelands Ave,91950,619-336-6103,(619) 336-6103Call,2025-07-07T04:50:22.782Z,https://www.yellowpages.com/search?search_terms=619+336+6103,,
"2250 Tidelands AveNational City, CA 91950",,So Cal Truck Stop,https://www.yellowpages.com/national-city-ca/mip/so-cal-truck-stop-22253939?lid=22253939#gallery,"Gas Stations, Convenience Stores",,,National City,32.65948,-117.11528,So Cal Truck Stop,(619) 336-6103,CA,2250 Tidelands Ave,91950,619-336-6103,(619) 336-6103Call,2025-07-07T04:50:26.797Z,https://www.yellowpages.com/search?search_terms=619+336+6103,,
"5706 Miramar RdSan Diego, CA 92121",Stars And Stripes,Stars & Stripes Taco Shop,https://www.yellowpages.com/san-diego-ca/mip/stars-stripes-taco-shop-548185252,"Sandwich Shops, Convenience Stores, Restaurants",858 450 9776,,San Diego,32.87706,-117.18511,Stars & Stripes Taco Shop,(858) 450-1610,CA,5706 Miramar Rd,92121,858-450-9776,(858) 450-1610Call,2025-07-07T04:50:36.904Z,https://www.yellowpages.com/search?search_terms=858+450+9776,,
"5706 Miramar RdSan Diego, CA 92121",Stars And Stripes,Stars & Stripes Taco Shop,https://www.yellowpages.com/san-diego-ca/mip/stars-stripes-taco-shop-548185252#open-menu,"Sandwich Shops, Convenience Stores, Restaurants",858 450 9776,,San Diego,32.87706,-117.18511,Stars & Stripes Taco Shop,(858) 450-1610,CA,5706 Miramar Rd,92121,858-450-9776,(858) 450-1610Call,2025-07-07T04:50:39.084Z,https://www.yellowpages.com/search?search_terms=858+450+9776,,
"8490 Avenida De La FuenteSan Diego, CA 92154","Truck.Net LLC, Truck.Net, Truck Net Taco Shop",Valero,https://www.yellowpages.com/san-diego-ca/mip/valero-5948728,"Gas Stations, Convenience Stores",619 667 1888,,San Diego,32.55718,-116.96077,Valero,(619) 661-1888,CA,8490 Avenida De La Fuente,92154,619-661-1888,(619) 661-1888Call,2025-07-07T04:50:48.597Z,https://www.yellowpages.com/search?search_terms=619+661+1888,,https://trucknetllc.com
"8490 Avenida De La FuenteSan Diego, CA 92154","Truck.Net LLC, Truck.Net, Truck Net Taco Shop",Valero,https://www.yellowpages.com/san-diego-ca/mip/valero-5948728#photo-gallery,"Gas Stations, Convenience Stores",619 667 1888,,San Diego,32.55718,-116.96077,Valero,(619) 661-1888,CA,8490 Avenida De La Fuente,92154,619-661-1888,(619) 661-1888Call,2025-07-07T04:50:50.632Z,https://www.yellowpages.com/search?search_terms=619+661+1888,,https://trucknetllc.com
"8490 Avenida De La FuenteSan Diego, CA 92154","Truck.Net LLC, Truck.Net, Truck Net Taco Shop",Valero,https://www.yellowpages.com/san-diego-ca/mip/valero-5948728#open-menu,"Gas Stations, Convenience Stores",619 667 1888,,San Diego,32.55718,-116.96077,Valero,(619) 661-1888,CA,8490 Avenida De La Fuente,92154,619-661-1888,(619) 661-1888Call,2025-07-07T04:50:52.527Z,https://www.yellowpages.com/search?search_terms=619+661+1888,,https://trucknetllc.com
"82253 Indio BlvdIndio, CA 92201",,Sinclair Gas Station,https://www.yellowpages.com/indio-ca/mip/sinclair-gas-station-503022092,"Gas Stations, Propane & Natural Gas",,,Indio,33.72776,-116.23038,Sinclair Gas Station,(760) 342-4776,CA,82253 Indio Blvd,92201,760-342-4776,(760) 342-4776Call,2025-07-07T04:51:02.777Z,https://www.yellowpages.com/search?search_terms=760+342+4776,,
"82253 Indio BlvdIndio, CA 92201",,Clark's Travel Center,https://www.yellowpages.com/indio-ca/mip/clarks-travel-center-549312597,"Gas Stations, Convenience Stores, Delicatessens",,,Indio,33.72771,-116.23027,Clark's Travel Center,(760) 342-4776,CA,82253 Indio Blvd,92201,760-342-4776,(760) 342-4776Call,2025-07-07T04:51:06.358Z,https://www.yellowpages.com/search?search_terms=760+342+4776,,http://www.clarkstravelcenter.com
"82253 Indio BlvdIndio, CA 92201",Dino LLC,Dino,https://www.yellowpages.com/indio-ca/mip/dino-526785729,Gas Stations,,,Indio,33.72776,-116.23038,Dino,(760) 342-4776,CA,82253 Indio Blvd,92201,760-342-4776,(760) 342-4776Call,2025-07-07T04:51:09.878Z,https://www.yellowpages.com/search?search_terms=760+342+4776,,https://www.sinclairoil.com/station/sinclair-82253-indio-blvd-indio-ca-92201
"17970 W HobsonwayBlythe, CA 92225",,76 Gas Station,https://www.yellowpages.com/blythe-ca/mip/76-gas-station-503089784,Gas Stations,,,Blythe,33.610893,-114.72656,76 Gas Station,(760) 922-5109,CA,17970 W Hobsonway,92225,760-922-5109,(760) 922-5109Call,2025-07-07T04:51:21.571Z,https://www.yellowpages.com/search?search_terms=760+922+5109,,http://www.76.com
"17970 W HobsonwayBlythe, CA 92225",,Cat Scale,https://www.yellowpages.com/blythe-ca/mip/cat-scale-570302398,Weighers,877 228 7225,,Blythe,33.610893,-114.72656,Cat Scale,(760) 922-5109,CA,17970 W Hobsonway,92225,760-922-5109,(760) 922-5109Call,2025-07-07T04:51:25.520Z,https://www.yellowpages.com/search?search_terms=760+922+5109,,
"17970 W HobsonwayBlythe, CA 92225",,Roady's,https://www.yellowpages.com/blythe-ca/mip/roadys-537265701,Truck Stops,760 922 7580,,Blythe,33.610893,-114.72656,Roady's,(760) 922-5109,CA,17970 W Hobsonway,92225,760-922-5109,(760) 922-5109Call,2025-07-07T04:51:28.707Z,https://www.yellowpages.com/search?search_terms=760+922+5109,,http://roadys.com
"50876 Seminole DrCabazon, CA 92230","Shell Oil, Shell Service Station",Shell,https://www.yellowpages.com/cabazon-ca/mip/shell-475988616,"Gas Stations, Diesel Fuel",,,Cabazon,33.920113,-116.77458,Shell,(951) 849-7083,CA,50876 Seminole Dr,92230,951-849-7083,(951) 849-7083Call,2025-07-07T04:51:38.566Z,https://www.yellowpages.com/search?search_terms=951+849+7083,,http://www.shell.com
"50876 Seminole DrCabazon, CA 92230",,Food Mart,https://www.yellowpages.com/cabazon-ca/mip/food-mart-531558051,"Auto Body Shops, Auto Glass Repair, Auto Parts, Auto Repair, Car Detailing, Oil Change, Roadside Assistance, Tire Shops, Towing, Window Tinting, Barber Shops, Beauty Salons, Beauty Supplies, Days Spas, Facial Salons, Hair Removal, Hair Supplies, Hair Stylists, Massage, Nail Salons, Ac Repair, Appliance Repair, Carpet Cleaning, Electricians, Garage Door Repair, Moving Companies, Pest Control Services, Plumbers, Self Storage, Boat Insurance, Business Insurance, Car Insurance, Dental Insurance, Disability Insurance, Flood Insurance, Home Insurance, Insurance, Liability Insurance, Life Insurance, Attorneys, Bail Bonds, Bankruptcy Attorneys, Car Accident Lawyer, Divorce Attorneys, Family Law Attorneys, Lie Detector Tests, Private Investigators, Process Servers, Stenographers, Tax Attorneys, Dentists, Dermatologists, Doctors, Endocrinologists, Gynecologists, Hospitals, Neurologists, Ophthalmologists, Optometrists, Physical Therapy, Podiatrists, Animal Shelters, Dog Training, Doggy Daycares, Emergency Vets, Kennels, Mobile Pet Grooming, Pet Boarding, Pet Cemeteries, Pet Grooming, Veterinary Clinics, Breakfast Restaurants, Chinese Restaurants, Cuban Restaurants, Italian Restaurants, Korean Restaurants, Mexican Restaurants, Seafood Restaurants, Sushi Bars, Thai Restaurants, Vegetarian Restaurants, Pizza Parlors, Fast Food Restaurants, Steak Houses, Family Style Restaurants, Barbecue Restaurants, Take Out Restaurants, Auto Body Shops, Auto Glass Repair, Auto Parts, Auto Repair, Car Detailing, Oil Change, Roadside Assistance, Tire Shops, Towing, Window Tinting, Barber Shops, Beauty Salons, Beauty Supplies, Days Spas, Facial Salons, Hair Removal, Hair Supplies, Hair Stylists, Massage, Nail Salons, Ac Repair, Appliance Repair, Carpet Cleaning, Electricians, Garage Door Repair, Moving Companies, Pest Control Services, Plumbers, Self Storage, Boat Insurance, Business Insurance, Car Insurance, Dental Insurance, Disability Insurance, Flood Insurance, Home Insurance, Insurance, Liability Insurance, Life Insurance, Attorneys, Bail Bonds, Bankruptcy Attorneys, Car Accident Lawyer, Divorce Attorneys, Family Law Attorneys, Lie Detector Tests, Private Investigators, Process Servers, Stenographers, Tax Attorneys, Dentists, Dermatologists, Doctors, Endocrinologists, Gynecologists, Hospitals, Neurologists, Ophthalmologists, Optometrists, Physical Therapy, Podiatrists, Animal Shelters, Dog Training, Doggy Daycares, Emergency Vets, Kennels, Mobile Pet Grooming, Pet Boarding, Pet Cemeteries, Pet Grooming, Veterinary Clinics, Breakfast Restaurants, Chinese Restaurants, Cuban Restaurants, Italian Restaurants, Korean Restaurants, Mexican Restaurants, Seafood Restaurants, Sushi Bars, Thai Restaurants, Vegetarian Restaurants, Pizza Parlors, Fast Food Restaurants, Steak Houses, Family Style Restaurants, Barbecue Restaurants, Take Out Restaurants",,,Cabazon,33.920113,-116.77458,Food Mart,(951) 849-7083,CA,50876 Seminole Dr,92230,951-849-7083,(951) 849-7083Call,2025-07-07T04:51:42.131Z,https://www.yellowpages.com/search?search_terms=951+849+7083,,
"50876 Seminole DrCabazon, CA 92230",Gulf/Sc Fuels,Gulf,https://www.yellowpages.com/cabazon-ca/mip/gulf-559852124,Gas Stations,,,Cabazon,33.920113,-116.77459,Gulf,(951) 849-7083,CA,50876 Seminole Dr,92230,951-849-7083,(951) 849-7083Call,2025-07-07T04:51:47.101Z,https://www.yellowpages.com/search?search_terms=951+849+7083,,
"46155 Dillon RdCoachella, CA 92236",,Taco Bell,https://www.yellowpages.com/coachella-ca/mip/taco-bell-3196511,"Fast Food Restaurants, Mexican Restaurants, Restaurants",760 342 6208,,Coachella,33.71309,-116.17546,Taco Bell,(760) 342-6200,CA,46155 Dillon Rd,92236,760-342-6200,(760) 342-6200Call,2025-07-07T04:51:56.285Z,https://www.yellowpages.com/search?search_terms=760+342+6200,,https://locations.tacobell.com/ca/coachella/46155-dillion-road.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=018848&utm_content=website&y_source=1_MTcyODM0NjctNTUzLWxvY2F0aW9uLndlYnNpdGU%3D
