Unnamed: 0,filename,record_num,clean_line1,clean_line2,line3,city,zip_code,label,phone,address,parking,gray_parking,identifier,year,panel,major_city,state,chain,p_identifier,identifier2,identifier3
24017,TF2015_156_169-1-ocr.csv,38,Sparks ( 89431 ) Petro Sparks # 338 ( Valero ) PETRO,775-355-8888 1-80 Exit 21 ( S to Greg St ),24 m XL HRS 24,Sparks,89431,"Petro Sparks # 338,Valero,PETRO",775-355-8888,I-80 Exit 21 and S to Greg St,XL,,89431_775-355-8888,2015,1,Sparks,NV,Valero,,89431_775-355-8888,89431_775-355-8888_Valero
24018,TF2016_144_161-7-ocr.csv,38,Sparks ( 89431 ) Petro Sparks # 338 ( Valero ),775-355-8888 1-80 Exit 21 ( S to Greg St ),PETRO 24 <U+2610> XLO 24,Sparks,89431,"Petro Sparks # 338,Valero,",775-355-8888,I-80 Exit 21 and S to Greg St,XL,XL,89431_775-355-8888,2016,1,Sparks,NV,Valero,,89431_775-355-8888,89431_775-355-8888_Valero
24019,RVersFriend2006-071-ocr.csv,2,"Sparks , 89431 TravelCenters of America / Reno - Sparks",775-359-0550 1-80 Exit 19 ( McCarran Blvd ) TA,<U+2610>,Sparks,89431,TravelCenters of America / Reno - Sparks,775-359-0550,I-80 Exit 19 and McCarran Blvd TA,,,89431_775-359-0550,2006,1,Sparks,NV,TravelCenters,,89431_775-359-0550,89431_775-359-0550_TravelCenters
24020,RVersFriend2007-064-ocr.csv,39,"Sparks , 89431 TravelCenters of America",775-359-0550 1-80 Exit 19 ( McCarran Blvd ) TA,24 XL 19 <U+2610>,Sparks,89431,TravelCenters of America,775-359-0550,I-80 Exit 19 and McCarran Blvd TA,XL,,89431_775-359-0550,2007,1,Sparks,NV,TravelCenters,,89431_775-359-0550,89431_775-359-0550_TravelCenters
24021,TF2008_160_173-0-ocr.csv,37,"Sparks , 89431 TA- Reno - Sparks",775-359-0550 1-80 Exit 19 ( McCarran Blvd ) TA,HAS 24 XL 24,Sparks,89431,TA- Reno - Sparks,775-359-0550,I-80 Exit 19 and McCarran Blvd TA,XL,,89431_775-359-0550,2008,1,Sparks,NV,,,89431_775-359-0550,89431_775-359-0550_NA
24022,TF2014_158_171-0-ocr.csv,38,D Sparks ( 89431 ) TA Sparks # 172 ( Valero ),775-359-0550 1-80 Exit 19 ( McCarran Blvd ),A 24 <U+2610> XL 24,Sparks,89431,"TA Sparks # 172,Valero,",775-359-0550,I-80 Exit 19 and McCarran Blvd,XL,XL,89431_775-359-0550,2014,1,Sparks,NV,Valero,,89431_775-359-0550,89431_775-359-0550_Valero
24023,TF2015_156_169-1-ocr.csv,37,D Sparks ( 89431 ) TA Sparks # 172 ( Valero ),775-359-0550 1-80 Exit 19 ( McCarran Blvd ) TA,TA 24 <U+25A1> XL,Sparks,89431,"TA Sparks # 172,Valero,",775-359-0550,I-80 Exit 19 and McCarran Blvd TA,XL,,89431_775-359-0550,2015,1,Sparks,NV,Valero,,89431_775-359-0550,89431_775-359-0550_Valero
24024,TF2016_144_161-7-ocr.csv,37,Sparks ( 89431 ) TA Sparks # 172 ( Valero ),775-359-0550 1-80 Exit 19 ( McCarran Blvd ),24 FORS XL,Sparks,89431,"TA Sparks # 172,Valero,",775-359-0550,I-80 Exit 19 and McCarran Blvd,XL,XL,89431_775-359-0550,2016,1,Sparks,NV,Valero,,89431_775-359-0550,89431_775-359-0550_Valero
24025,RVersFriend2006-071-ocr.csv,10,,"3 3775-623-0111 - nemucca , 89445 Flying 1-80 Exit J Fuel 176 ( Stop 1880 # US 0500025 95 ) ( Conoco )",,,89445,,775-623-0111,"- nemucca , 89445 Flying I-80 Exit J Fuel 176 and Stop 1880 # US 0500025 95 and Conoco",,,89445_775-623-0111,2006,1,Winnemucca,NV,,,89445_775-623-0111,89445_775-623-0111_NA
24026,RVersFriend2007-064-ocr.csv,44,"Winnemucca , 89445 Flying J Fuel Stop # 05000250",775-623-0111 1-80 Exit 176 ( 1880 US 95 ),24 MO,Winnemucca,89445,Flying J Fuel Stop # 05000250,775-623-0111,I-80 Exit 176 and 1880 US 95,M,,89445_775-623-0111,2007,1,Winnemucca,NV,Flying J,,89445_775-623-0111,89445_775-623-0111_Flying J
24027,TF2008_160_173-0-ocr.csv,44,"Winnemucca , 89445 Flying J Fuel Stop # 0500025",775-623-0111 1-80 Exit 176 ( 1880 US 95 ),FORS 24 M <U+2610><U+2610><U+2610><U+2610><U+2610>,Winnemucca,89445,Flying J Fuel Stop # 0500025,775-623-0111,I-80 Exit 176 and 1880 US 95,M,M,89445_775-623-0111,2008,1,Winnemucca,NV,Flying J,,89445_775-623-0111,89445_775-623-0111_Flying J
24028,TF2014_158_171-0-ocr.csv,47,B Winnemucca ( 89445 ) Flying J Fuel Stop # 770,775-623-0111 1-80 Exit 176 ( 1880 US 95 ),24,Winnemucca,89445,Flying J Fuel Stop # 770,775-623-0111,I-80 Exit 176 and 1880 US 95,L,L,89445_775-623-0111,2014,1,Winnemucca,NV,Flying J,,89445_775-623-0111,89445_775-623-0111_Flying J
24029,TF2015_156_169-1-ocr.csv,46,B Winnemucca ( 89445 ) Flying J Fuel Stop # 770 FLYING,775-623-0111 1-80 Exit 176 ( 1880 US 95 ),FLYING J 24 LO,Winnemucca,89445,Flying J Fuel Stop # 770 FLYING,775-623-0111,I-80 Exit 176 and 1880 US 95,L,,89445_775-623-0111,2015,1,Winnemucca,NV,Flying J,,89445_775-623-0111,89445_775-623-0111_Flying J
24030,TF2016_144_161-7-ocr.csv,46,B Winnemucca ( 89445 ) Flying J Fuel Stop # 770,775-623-0111 1-80 Exit 176 ( 1880 US 95 ),FLYING J 24 100<U+2610> O,Winnemucca,89445,Flying J Fuel Stop # 770,775-623-0111,I-80 Exit 176 and 1880 US 95,L,L,89445_775-623-0111,2016,1,Winnemucca,NV,Flying J,,89445_775-623-0111,89445_775-623-0111_Flying J
24031,RVersFriend2006-071-ocr.csv,44,"B Paradise Hill , 89445 Santa Rosa Station ( Chevron )",775-623-5547 US 95 & NV 290 ( 23 mi N of Winnemucca,) S,Paradise Hill,89445,"Santa Rosa Station,Chevron,",775-623-5547,US 95 and NV 290 and 23 mi N of Winnemucca,S,S,89445_775-623-5547,2006,1,Winnemucca,NV,Chevron,,89445_775-623-5547,89445_775-623-5547_Chevron
24032,RVersFriend2007-064-ocr.csv,33,"B Paradise Hill , 89445 Santa Rosa Station ( Chevron )",775-623-5547 US 95 & NV 290 ( 23 mi N of Winnemucca,) S,Paradise Hill,89445,"Santa Rosa Station,Chevron,",775-623-5547,US 95 and NV 290 and 23 mi N of Winnemucca,S,,89445_775-623-5547,2007,1,Winnemucca,NV,Chevron,,89445_775-623-5547,89445_775-623-5547_Chevron
24033,TF2008_160_173-0-ocr.csv,31,"B Paradise Hill , 89445 Santa Rosa Station ( Chevron )",775-623-5547 US 95 & NV 290 ( 23 mi N of,) <U+25A1> S <U+2610> <U+2610>,Paradise Hill,89445,"Santa Rosa Station,Chevron,",775-623-5547,US 95 and NV 290 and 23 mi N of,S,S,89445_775-623-5547,2008,1,Winnemucca,NV,Chevron,,89445_775-623-5547,89445_775-623-5547_Chevron
24034,TF2014_158_171-0-ocr.csv,31,B Paradise Hill ( 89445 ) Santa Rosa Station ( Chevron ),775-623-5547 US 95 & NV 290 ( 23 mi N of,) S <U+2610>,Paradise Hill,89445,"Santa Rosa Station,Chevron,",775-623-5547,US 95 and NV 290 and 23 mi N of,S,S,89445_775-623-5547,2014,1,Winnemucca,NV,Chevron,,89445_775-623-5547,89445_775-623-5547_Chevron
24035,TF2015_156_169-1-ocr.csv,31,B Paradise Hill ( 89445 ) Santa Rosa Station ( Chevron ),775-623-5547 US 95 & NV 290 ( 23 mi N of Winnemucca ),) <U+2610> SO <U+2610> <U+2610>,Paradise Hill,89445,"Santa Rosa Station,Chevron,",775-623-5547,US 95 and NV 290 and 23 mi N of Winnemucca,S,S,89445_775-623-5547,2015,1,Winnemucca,NV,Chevron,,89445_775-623-5547,89445_775-623-5547_Chevron
24036,TF2016_144_161-7-ocr.csv,31,B Paradise Hill ( 89445 ) Santa Rosa Station ( Chevron ),775-623-5547 US 95 & NV 290 ( 23 mi N of Winnemucca ),) S <U+25A1> <U+2610>,Paradise Hill,89445,"Santa Rosa Station,Chevron,",775-623-5547,US 95 and NV 290 and 23 mi N of Winnemucca,S,,89445_775-623-5547,2016,1,Winnemucca,NV,Chevron,,89445_775-623-5547,89445_775-623-5547_Chevron
24037,RVersFriend2006-071-ocr.csv,17,"D Bordertown , 89506 Winners Corner",775-972-1653 US 395 ( at state line ),<U+2610> <U+2610>,Bordertown,89506,Winners Corner,775-972-1653,US 395 and at state line,,,89506_775-972-1653,2006,1,Reno,NV,,,89506_775-972-1653,89506_775-972-1653_NA
24038,RVersFriend2007-064-ocr.csv,6,"Bordertown , 89506 Winners Corner",775-972-1653 US 395 ( at state line ),,Bordertown,89506,Winners Corner,775-972-1653,US 395 and at state line,,,89506_775-972-1653,2007,1,Reno,NV,,,89506_775-972-1653,89506_775-972-1653_NA
24039,TF2008_160_173-0-ocr.csv,6,"Bordertown , 89506 Winners Corner 1st",775-972-1653 US 395 ( at state line ),<U+2610> <U+2610><U+2610> <U+2610>,Bordertown,89506,Winners Corner 1st,775-972-1653,US 395 and at state line,,,89506_775-972-1653,2008,1,Reno,NV,,,89506_775-972-1653,89506_775-972-1653_NA
24040,TF2014_158_171-0-ocr.csv,26,Bordertown ( 89506 ) Winners Corner,775-972-1653 US 395 ( at state line ),<U+2610>,Bordertown,89506,Winners Corner,775-972-1653,US 395 and at state line,,,89506_775-972-1653,2014,1,Reno,NV,,,89506_775-972-1653,89506_775-972-1653_NA
24041,TF2015_156_169-1-ocr.csv,4,D Bordertown ( 89506 ) Winners Corner,775-972-1653 US 395 ( at state line ),<U+2610> <U+2610>,Bordertown,89506,Winners Corner,775-972-1653,US 395 and at state line,,,89506_775-972-1653,2015,1,Reno,NV,,,89506_775-972-1653,89506_775-972-1653_NA
24042,TF2016_144_161-7-ocr.csv,4,D Bordertown ( 89506 ) Winners Corner,775-972-1653 US 395 ( at state line ),<U+25A1>,Bordertown,89506,Winners Corner,775-972-1653,US 395 and at state line,,,89506_775-972-1653,2016,1,Reno,NV,,,89506_775-972-1653,89506_775-972-1653_NA
24043,RVersFriend2006-071-ocr.csv,19,"B Elko , 89801 Bonus Star Mart # 53 ( Sinclair )",775-738-7732 1-80 Exit 303 ( US 40 ),469 M T,Elko,89801,"Bonus Star Mart # 53,Sinclair,",775-738-7732,I-80 Exit 303 and US 40,M,M,89801_775-738-7732,2006,1,Elko,NV,Sinclair,,89801_775-738-7732,89801_775-738-7732_Sinclair
24044,RVersFriend2007-064-ocr.csv,8,"B Elko , 89801 Bonus Star Mart # 53 ( Sinclair )",775-738-7732 1-80 Exit 303 ( US 40 ),24 HRS MO,Elko,89801,"Bonus Star Mart # 53,Sinclair,",775-738-7732,I-80 Exit 303 and US 40,M,,89801_775-738-7732,2007,1,Elko,NV,Sinclair,,89801_775-738-7732,89801_775-738-7732_Sinclair
24045,TF2008_160_173-0-ocr.csv,8,"Elko , 89801 Bonus Star Mart # 53 278 ( ) Sinclair",5 775-738-7732 1-80 Exit 303 ( US ) ),HR3 24 S,Elko,89801,"Bonus Star Mart # 53 278,,Sinclair",775-738-7732,I-80 Exit 303 and US ),S,,89801_775-738-7732,2008,1,Elko,NV,Sinclair,,89801_775-738-7732,89801_775-738-7732_Sinclair
24046,TF2014_158_171-0-ocr.csv,1,Elko ( 89801 ) Hardy's ( Sinclair ),775-738-7732 1-80 Exit 303 ( US 40 ),24 MO C <U+2610> <U+2610>,Elko,89801,"Hardy's,Sinclair,",775-738-7732,I-80 Exit 303 and US 40,M,M,89801_775-738-7732,2014,1,Elko,NV,Sinclair,,89801_775-738-7732,89801_775-738-7732_Sinclair
24047,TF2015_156_169-1-ocr.csv,7,B Elko ( 89801 ) Hardy's ( Sinclair ),775-738-7732 1-80 Exit 303 ( US 40 ),24 M <U+25A1>,Elko,89801,"Hardy's,Sinclair,",775-738-7732,I-80 Exit 303 and US 40,M,M,89801_775-738-7732,2015,1,Elko,NV,Sinclair,,89801_775-738-7732,89801_775-738-7732_Sinclair
24048,TF2016_144_161-7-ocr.csv,7,B Elko ( 89801 ) Hardy's ( Sinclair ) mi SE ),775-738-7732 1-80 Exit 303 ( US 40 ),24 MO <U+25A1>,Elko,89801,"Hardy's,Sinclair,mi SE,",775-738-7732,I-80 Exit 303 and US 40,M,,89801_775-738-7732,2016,1,Elko,NV,Sinclair,,89801_775-738-7732,89801_775-738-7732_Sinclair
24049,RVersFriend2006-071-ocr.csv,15,"C Battle Mountain , 89820 Broadway / Flying J Travel Plaza",775-635-5424 1-80 Exit 229 EB / 233 WB,48 L <U+2610>,Battle Mountain,89820,Broadway / Flying J Travel Plaza,775-635-5424,I-80 Exit 229 EB and 233 WB,L,S,89820_775-635-5424,2006,1,Battle Mountain,NV,Flying J,,89820_775-635-5424,89820_775-635-5424_Flying J
24050,RVersFriend2007-064-ocr.csv,4,"C Battle Mountain , 89820 Broadway / Flying J Travel Plaza",775-635-5424 1-80 Exit 229 EB / 233 WB,L 2 42,Battle Mountain,89820,Broadway / Flying J Travel Plaza,775-635-5424,I-80 Exit 229 EB and 233 WB,L,L,89820_775-635-5424,2007,1,Battle Mountain,NV,Flying J,,89820_775-635-5424,89820_775-635-5424_Flying J
24051,TF2008_160_173-0-ocr.csv,4,"Battle Mountain , 89820 Broadway / Flying 30 ) & J NV # 373",775-635-5424 1-80 Exit 229 EB / 233 0511307 WB ( 76 ),24 24 103,Battle Mountain,89820,"Broadway / Flying 30,& J NV # 373",775-635-5424,I-80 Exit 229 EB and 233 0511307 WB and 76,,,89820_775-635-5424,2008,1,Battle Mountain,NV,,,89820_775-635-5424,89820_775-635-5424_NA
24052,TF2014_158_171-0-ocr.csv,24,C Battle Mountain ( 89820 ) Broadway / Flying J Travel Plaza # 966,775-635-5424 1-80 Exit 229 ( Bus Loop 80 E ),24 a 24,Battle Mountain,89820,Broadway / Flying J Travel Plaza # 966,775-635-5424,I-80 Exit 229 and Bus Loop 80 E,L,L,89820_775-635-5424,2014,1,Battle Mountain,NV,Flying J,,89820_775-635-5424,89820_775-635-5424_Flying J
24053,TF2015_156_169-1-ocr.csv,2,Battle Mountain ( 89820 ) Broadway / Flying J Travel Plaza # 966,775-635-5424 1-80 Exit 229 ( Bus Loop 80 E ) FLYING,FLYING J 24 24,Battle Mountain,89820,Broadway / Flying J Travel Plaza # 966,775-635-5424,I-80 Exit 229 and Bus Loop 80 E FLYING,L,,89820_775-635-5424,2015,1,Battle Mountain,NV,Flying J,,89820_775-635-5424,89820_775-635-5424_Flying J
24054,TF2016_144_161-7-ocr.csv,2,Battle Mountain ( 89820 ) Broadway / Flying J Travel Plaza # 966,775-635-5424 1-80 Exit 229 ( Bus Loop,FLYING J 24 24 24,Battle Mountain,89820,Broadway / Flying J Travel Plaza # 966,775-635-5424,I-80 Exit 229 and Bus Loop,L,L,89820_775-635-5424,2016,1,Battle Mountain,NV,Flying J,,89820_775-635-5424,89820_775-635-5424_Flying J
24055,RVersFriend2006-071-ocr.csv,18,"Carlin , 89822 Pilot Travel Center # 387",775-754-6384 1-80 Exit 280 ( NV 278 ),M <U+2610>,Carlin,89822,Pilot Travel Center # 387,775-754-6384,I-80 Exit 280 and NV 278,M,M,89822_775-754-6384,2006,1,Carlin,NV,Pilot,,89822_775-754-6384,89822_775-754-6384_Pilot
24056,RVersFriend2007-064-ocr.csv,7,"Carlin , 89822 Pilot Travel Center # 387",775-754-6384 1-80 Exit 280 ( NV 278 ),24 MO -,Carlin,89822,Pilot Travel Center # 387,775-754-6384,I-80 Exit 280 and NV 278,M,M,89822_775-754-6384,2007,1,Carlin,NV,Pilot,,89822_775-754-6384,89822_775-754-6384_Pilot
24057,TF2008_160_173-0-ocr.csv,7,"Carlin , 89822 Pilot Travel Center line # ) 387",775-754-6384 1-80 Exit 280 ( NV,24 M <U+25A1> <U+25A1>,Carlin,89822,"Pilot Travel Center line #,387",775-754-6384,I-80 Exit 280 and NV,M,,89822_775-754-6384,2008,1,Carlin,NV,Pilot,,89822_775-754-6384,89822_775-754-6384_Pilot
24058,TF2014_158_171-0-ocr.csv,27,Carlin ( 89822 ) Pilot Travel Center # 387,775-754-6384 1-80 Exit 280 ( NV 278 ),Pilot 24 M,Carlin,89822,Pilot Travel Center # 387,775-754-6384,I-80 Exit 280 and NV 278,M,M,89822_775-754-6384,2014,1,Carlin,NV,Pilot,,89822_775-754-6384,89822_775-754-6384_Pilot
24059,TF2015_156_169-1-ocr.csv,5,Carlin ( 89822 ) Pilot Travel Center # 387,775-754-6384 1-80 Exit 280 ( NV Pilot,Pilot 24 <U+25A1> M,Carlin,89822,Pilot Travel Center # 387,775-754-6384,I-80 Exit 280 and NV Pilot,M,M,89822_775-754-6384,2015,1,Carlin,NV,Pilot,,89822_775-754-6384,89822_775-754-6384_Pilot
24060,TF2016_144_161-7-ocr.csv,5,Carlin ( 89822 ) Pilot Travel Center # 387,775-754-6384 1-80 Exit 280 ( NV 278 ),Pilat 24 M,Carlin,89822,Pilot Travel Center # 387,775-754-6384,I-80 Exit 280 and NV 278,M,,89822_775-754-6384,2016,1,Carlin,NV,Pilot,,89822_775-754-6384,89822_775-754-6384_Pilot
24061,RVersFriend2006-071-ocr.csv,7,"Wells , 89835 Plaza # 0500102",775-752-2000 Flying 1-80 Exit J Travel 352 ( US 93 N ) #,,Wells,89835,Plaza # 0500102,775-752-2000,Flying I-80 Exit J Travel 352 and US 93 N #,,,89835_775-752-2000,2006,1,Wells,NV,,,89835_775-752-2000,89835_775-752-2000_NA
24062,RVersFriend2007-064-ocr.csv,47,"Wells , 89835 Flying J Travel Plaza # 0500102",775-752-2000 1-80 Exit 352 ( US 93 N ),24 <U+25A1>,Wells,89835,Flying J Travel Plaza # 0500102,775-752-2000,I-80 Exit 352 and US 93 N,,,89835_775-752-2000,2007,1,Wells,NV,Flying J,,89835_775-752-2000,89835_775-752-2000_Flying J
24063,TF2008_160_173-0-ocr.csv,41,"Wells , 89835 Flying J Travel Plaza # 0500102",775-752-2000 1-80 Exit 352 ( US 93 N ),24 <U+2610><U+2610> <U+2610><U+2610>,Wells,89835,Flying J Travel Plaza # 0500102,775-752-2000,I-80 Exit 352 and US 93 N,,,89835_775-752-2000,2008,1,Wells,NV,Flying J,,89835_775-752-2000,89835_775-752-2000_Flying J
24064,TF2014_158_171-0-ocr.csv,42,B Wells ( 89835 ) Petro Wells # 392 ( Sinclair ),6 775-752-2000 1-80 Exit 352 ( US 93 N ),PETRO 24 XL 24 FOLD,Wells,89835,"Petro Wells # 392,Sinclair,",775-752-2000,I-80 Exit 352 and US 93 N,XL,XL,89835_775-752-2000,2014,1,Wells,NV,Sinclair,,89835_775-752-2000,89835_775-752-2000_Sinclair
24065,TF2015_156_169-1-ocr.csv,41,B Wells ( 89835 ) Petro Wells # 392 ( Sinclair ) PETRO,775-752-2000 1-80 Exit 352 ( US 93 N ),24 <U+25A1> XL <U+2610>,Wells,89835,"Petro Wells # 392,Sinclair,PETRO",775-752-2000,I-80 Exit 352 and US 93 N,XL,,89835_775-752-2000,2015,1,Wells,NV,Sinclair,,89835_775-752-2000,89835_775-752-2000_Sinclair
24066,TF2016_144_161-7-ocr.csv,41,Wells ( 89835 ) Petro Wells # 392 ( Sinclair ),16775-752-2000 1-80 Exit 352 ( US 93 N ),PETRO 24 ARG XL <U+25A1>,Wells,89835,"Petro Wells # 392,Sinclair,",775-752-2000,I-80 Exit 352 and US 93 N,XL,,89835_775-752-2000,2016,1,Wells,NV,Sinclair,,89835_775-752-2000,89835_775-752-2000_Sinclair
24067,RVersFriend2006-071-ocr.csv,8,"Wells , 89835 Plaza # 0500068",775-752-2400 Flying 1-80 Exit J Travel 352 ( US 93 S ) #,L O O,Wells,89835,Plaza # 0500068,775-752-2400,Flying I-80 Exit J Travel 352 and US 93 S #,L,,89835_775-752-2400,2006,1,Wells,NV,,,89835_775-752-2400,89835_775-752-2400_NA
24068,RVersFriend2007-064-ocr.csv,42,"Wells , 89835 Flying J Travel Plaza # 0500068",775-752-2400 1-80 Exit 352 ( US 93 S ),24 HRS <U+2610>,Wells,89835,Flying J Travel Plaza # 0500068,775-752-2400,I-80 Exit 352 and US 93 S,,,89835_775-752-2400,2007,1,Wells,NV,Flying J,,89835_775-752-2400,89835_775-752-2400_Flying J
24069,TF2008_160_173-0-ocr.csv,42,"Wells , 89835 Flying J Travel Plaza # 0500068",6 775-752-2400 1-80 Exit 352 ( US 93 S ),24 <U+2610> <U+2610> <U+2610> <U+2610> <U+2610> <U+2610>,Wells,89835,Flying J Travel Plaza # 0500068,775-752-2400,I-80 Exit 352 and US 93 S,,,89835_775-752-2400,2008,1,Wells,NV,Flying J,,89835_775-752-2400,89835_775-752-2400_Flying J
24070,TF2014_158_171-0-ocr.csv,43,B Wells ( 89835 ) Flying J Travel Plaza # 692,6 775-752-2400 1-80 Exit 352 ( US 93 S ),,Wells,89835,Flying J Travel Plaza # 692,775-752-2400,I-80 Exit 352 and US 93 S,,,89835_775-752-2400,2014,1,Wells,NV,Flying J,,89835_775-752-2400,89835_775-752-2400_Flying J
24071,TF2015_156_169-1-ocr.csv,42,B Wells ( 89835 ) Flying J Travel Plaza # 692 FLYING J,6 775-752-2400 1-80 Exit 352 ( US 93 S ),J 24 XL,Wells,89835,Flying J Travel Plaza # 692 FLYING J,775-752-2400,I-80 Exit 352 and US 93 S,XL,,89835_775-752-2400,2015,1,Wells,NV,Flying J,,89835_775-752-2400,89835_775-752-2400_Flying J
24072,TF2016_144_161-7-ocr.csv,42,Wells ( 89835 ) Flying J Travel Plaza # 692,775-752-2400 1-80 Exit 352 ( US 93 S ),FLYING J 24 XL,Wells,89835,Flying J Travel Plaza # 692,775-752-2400,I-80 Exit 352 and US 93 S,XL,L,89835_775-752-2400,2016,1,Wells,NV,Flying J,,89835_775-752-2400,89835_775-752-2400_Flying J
24073,RVersFriend2006-071-ocr.csv,9,"West Wendover , 89883 Pilot Travel Center # 147",775-664-3400 1-80 Exit 410,M,West Wendover,89883,Pilot Travel Center # 147,775-664-3400,I-80 Exit 410,M,,89883_775-664-3400,2006,1,West Wendover,NV,Pilot,,89883_775-664-3400,89883_775-664-3400_Pilot
24074,RVersFriend2007-064-ocr.csv,43,"West Wendover , 89883 Pilot Travel Center # 147",775-664-3400 1-80 Exit 410,L,West Wendover,89883,Pilot Travel Center # 147,775-664-3400,I-80 Exit 410,L,,89883_775-664-3400,2007,1,West Wendover,NV,Pilot,,89883_775-664-3400,89883_775-664-3400_Pilot
24075,TF2008_160_173-0-ocr.csv,43,"West Wendover , 89883 Pilot Travel Center # 147",775-664-3400 1-80 Exit 410,HRS 24,West Wendover,89883,Pilot Travel Center # 147,775-664-3400,I-80 Exit 410,,,89883_775-664-3400,2008,1,West Wendover,NV,Pilot,,89883_775-664-3400,89883_775-664-3400_Pilot
24076,TF2014_158_171-0-ocr.csv,45,West Wendover ( 89883 ) Pilot Travel Center # 147,775-664-3400 1-80 Exit 410,Pilot 24 LO,West Wendover,89883,Pilot Travel Center # 147,775-664-3400,I-80 Exit 410,L,,89883_775-664-3400,2014,1,West Wendover,NV,Pilot,,89883_775-664-3400,89883_775-664-3400_Pilot
24077,TF2015_156_169-1-ocr.csv,44,West Wendover ( 89883 ) Pilot Travel Center # 147 Pilot,7 775-664-3400 1-80 Exit 410,24 L,West Wendover,89883,Pilot Travel Center # 147 Pilot,775-664-3400,I-80 Exit 410,L,,89883_775-664-3400,2015,1,West Wendover,NV,Pilot,,89883_775-664-3400,89883_775-664-3400_Pilot
24078,TF2016_144_161-7-ocr.csv,44,West Wendover ( 89883 ) Pilot Travel Center # 147,775-664-3400 1-80 Exit 410,Pilot L,West Wendover,89883,Pilot Travel Center # 147,775-664-3400,I-80 Exit 410,L,,89883_775-664-3400,2016,1,West Wendover,NV,Pilot,,89883_775-664-3400,89883_775-664-3400_Pilot
24079,RVersFriend2006-013-ocr.csv,37,"Los Angeles , 90013 Superfine Texaco II","51213-626-1259 1-10 Exit 15 B ( Alameda , 1 mi N to 5th )",) 000 <U+2610>,Los Angeles,90013,Superfine Texaco II,213-626-1259,"I-10 Exit 15 B and Alameda , 1 mi N to 5th",,,90013_213-626-1259,2006,1,Los Angeles,CA,Texaco,,90013_213-626-1259,90013_213-626-1259_Texaco
24080,RVersFriend2007-011-ocr.csv,3,"Los Angeles , 90013 Superfine Texaco II","213-626-1259 1-10 Exit 15 B ( Alameda , 1 mi N to 5th )",) 24,Los Angeles,90013,Superfine Texaco II,213-626-1259,"I-10 Exit 15 B and Alameda , 1 mi N to 5th",,,90013_213-626-1259,2007,1,Los Angeles,CA,Texaco,,90013_213-626-1259,90013_213-626-1259_Texaco
24081,TF2008_022_035-3-ocr.csv,53,"Los Angeles , 90013 Superfine Ex 2 Valero ( 2 blks W to 1670 PCH ( CA 1 ) )","5 213-626-1259 1-10 Exit 15 B ( Alameda , 1 mi N to 124",) ) 124 <U+25A1>,Los Angeles,90013,"Superfine Ex 2 Valero,2 blks W to 1670 PCH,CA 1,,",213-626-1259,"I-10 Exit 15 B and Alameda , 1 mi N to 124",,,90013_213-626-1259,2008,1,Los Angeles,CA,Valero,,90013_213-626-1259,90013_213-626-1259_Valero
24082,TF2014_018_031-4-ocr.csv,48,Los Angeles ( 90013 ) Superfine Valero,"213-626-1259 1-10 Exit 15 B ( Alameda , 1 mi N to 5th )",) 24 24 <U+2610> <U+2610> O <U+25A1>,Los Angeles,90013,Superfine Valero,213-626-1259,"I-10 Exit 15 B and Alameda , 1 mi N to 5th",,,90013_213-626-1259,2014,1,Los Angeles,CA,Valero,,90013_213-626-1259,90013_213-626-1259_Valero
24083,TF2015_018_031-4-ocr.csv,47,Los Angeles ( 90013 ) Superfine Valero,"213-626-1259 1-10 Exit 15 B ( Alameda , 1 mi N to 5th )",) 24 24 <U+25A1> D,Los Angeles,90013,Superfine Valero,213-626-1259,"I-10 Exit 15 B and Alameda , 1 mi N to 5th",,,90013_213-626-1259,2015,1,Los Angeles,CA,Valero,,90013_213-626-1259,90013_213-626-1259_Valero
24084,TF2016_020_035-3-ocr.csv,43,Los Angeles ( 90013 ) Superfine Valero,"213-626-1259 1-10 Exit 15 B ( Alameda , 1 mi N to 5th )",<U+25A1>,Los Angeles,90013,Superfine Valero,213-626-1259,"I-10 Exit 15 B and Alameda , 1 mi N to 5th",,,90013_213-626-1259,2016,1,Los Angeles,CA,Valero,,90013_213-626-1259,90013_213-626-1259_Valero
24085,RVersFriend2006-014-ocr.csv,0,"Los Angeles , 90023 Speedy Fuel",323-260-4606 1-5 Exit 133 ( Grande Vista Ave ),HRS 24,Los Angeles,90023,Speedy Fuel,323-260-4606,I-5 Exit 133 and Grande Vista Ave,,,90023_323-260-4606,2006,1,Los Angeles,CA,,,90023_323-260-4606,90023_323-260-4606_NA
24086,RVersFriend2007-011-ocr.csv,4,"Los Angeles , 90023 Speedy Fuel",323-260-4606 1-5 Exit 133 ( Grande Vista Ave ),24 <U+2610>,Los Angeles,90023,Speedy Fuel,323-260-4606,I-5 Exit 133 and Grande Vista Ave,,,90023_323-260-4606,2007,1,Los Angeles,CA,,,90023_323-260-4606,90023_323-260-4606_NA
24087,TF2008_022_035-3-ocr.csv,8,"Los Angeles , 90023 Speedy Fuel",5 323-260-4606 1-5 Exit 133 ( Grande Vista Ave ),D <U+25A1>,Los Angeles,90023,Speedy Fuel,323-260-4606,I-5 Exit 133 and Grande Vista Ave,,,90023_323-260-4606,2008,1,Los Angeles,CA,,,90023_323-260-4606,90023_323-260-4606_NA
