Unnamed: 0,filename,record_num,clean_line1,clean_line2,line3,city,zip_code,label,phone,address,parking,gray_parking,identifier,year,panel,major_city,state,chain,p_identifier,identifier2,identifier3,places_place_id,places_name,places_formatted_address,places_vicinity,places_latitude,places_longitude,places_rating,places_types,places_business_status,places_search_method,places_status,places_formatted_phone,places_international_phone,places_website,places_street_number,places_street_name,places_city,places_state,places_postal_code,places_country,places_county,places_google_maps_link
23592,TF2016_004_019-6-ocr.csv,16,Yuma ( 85364 ) Shell # 10,928-342-1074 1-8 Exit 12 ( Fortuna Rd ),24 <U+2610> <U+2610>,Yuma,85364,Shell # 10,928-342-1074,1-8 Exit 12 ( Fortuna Rd ),,,85364_928-342-1074,2016,1,Yuma,AZ,Shell,,85364_928-342-1074,85364_928-342-1074_Shell,ChIJ1xkqzHb21oARow_peDeRvrc,Shell,"796 S 4th Ave, Yuma, AZ 85364, USA","796 South 4th Avenue, Yuma",32.7133899,-114.6248642,4.1,"gas_station, convenience_store, store, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 783-8506,+1 928-783-8506,https://find.shell.com/us/fuel/10010477-796-s-4th-ave/en_US,796,South 4th Avenue,Yuma,AZ,85364,US,Yuma County,https://www.google.com/maps/place/?q=place_id:ChIJ1xkqzHb21oARow_peDeRvrc
23598,TF2016_004_019-6-ocr.csv,15,Yuma ( 85365 ) Giant # 6641 ( Flying J # 505 ),928-342-2696 1-8 Exit 12 ( Fortuna Rd ),FLYING J 24 L 24,Yuma,85365,Giant # 6641 ( Flying J # 505 ),928-342-2696,1-8 Exit 12 ( Fortuna Rd ),L,,85365_928-342-2696,2016,1,Yuma,AZ,Flying J,,85365_928-342-2696,85365_928-342-2696_Flying J,ChIJMbY3XP9f1oAReQqPBN5YG2E,Pilot Travel Center,"3075 Gila Ridge Rd, Yuma, AZ 85365, USA","3075 Gila Ridge Road, Yuma",32.6849726,-114.5809423,3,"gas_station, convenience_store, point_of_interest, store, food, establishment",OPERATIONAL,NEARBY_SEARCH,SUCCESS,(928) 857-2036,+1 928-857-2036,https://pilotflyingj.com/stores/,3075,Gila Ridge Road,Yuma,AZ,85365,US,Yuma County,https://www.google.com/maps/place/?q=place_id:ChIJMbY3XP9f1oAReQqPBN5YG2E
23604,TF2016_004_019-6-ocr.csv,14,Yuma ( 85365 ) Giant # 6636 ( 76 ),928-344-0160 3200 E 32nd St ( SE of 1-8 Exit 3 ),24 SO <U+25A1> O,Yuma,85365,Giant # 6636 ( 76 ),928-344-0160,3200 E 32nd St ( SE of 1-8 Exit 3 ),S,,85365_928-344-0160,2016,1,Yuma,AZ,,,85365_928-344-0160,85365_928-344-0160_NA,ChIJD8oIfrRY1oARI7t3SQwx02s,Albertsons,"252 W 32nd St, Yuma, AZ 85364, USA","252 West 32nd Street, Yuma",32.6712408,-114.620975,4.4,"grocery_or_supermarket, florist, bakery, supermarket, store, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 726-9500,+1 928-726-9500,https://local.albertsons.com/az/yuma/252-w-32nd-st.html,252,West 32nd Street,Yuma,AZ,85364,US,Yuma County,https://www.google.com/maps/place/?q=place_id:ChIJD8oIfrRY1oARI7t3SQwx02s
23610,TF2016_004_019-5-ocr.csv,8,Central Heights ( 85539 ) Dave's Fast Stop ( Chevron ),928-425-3297 2060 US 60-70 ( MM 248 ),24 S a,Central Heights,85539,Dave's Fast Stop ( Chevron ),928-425-3297,2060 US 60-70 ( MM 248 ),S,S,85539_928-425-3297,2016,1,Miami,AZ,Chevron,,85539_928-425-3297,85539_928-425-3297_Chevron,ChIJiwdBXAF2KYcR2c68t23NEqo,Chevron Dave’s Fast Stop,"2060 US-60, Globe, AZ 85501, USA","2060 U.S. 60, Globe",33.4190591,-110.8129117,3.9,"gas_station, convenience_store, liquor_store, grocery_or_supermarket, store, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 425-3297,+1 928-425-3297,http://chevron.com/,2060,U.S. 60,Globe,AZ,85501,US,Gila County,https://www.google.com/maps/place/?q=place_id:ChIJiwdBXAF2KYcR2c68t23NEqo
23616,TF2016_004_019-5-ocr.csv,53,San Simon ( 85632 ) Sunmart # 605 ( Chevron ),520-845-2251 1-10 Exit 378,24 XL 24 38,San Simon,85632,Sunmart # 605 ( Chevron ),520-845-2251,1-10 Exit 378,XL,XL,85632_520-845-2251,2016,1,San Simon,AZ,Chevron,,85632_520-845-2251,85632_520-845-2251_Chevron,ChIJjazoXu_K2YYRcxRQdafv7j8,Chevron (San Simon AZ),"2521 I-10BL, San Simon, AZ 85632, USA","2521 Interstate 10 Business Loop, San Simon",32.2714926,-109.2442486,3.5,"gas_station, convenience_store, car_repair, point_of_interest, food, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(520) 845-2251,+1 520-845-2251,http://www.chevronwithtechron.com/stations/station-finder.aspx,2521,Interstate 10 Business Loop,San Simon,AZ,85632,US,Cochise County,https://www.google.com/maps/place/?q=place_id:ChIJjazoXu_K2YYRcxRQdafv7j8
23622,TF2016_004_019-6-ocr.csv,11,Willcox ( 85643 ) Willcox Truck Plaza,520-384-3561 I - 10 Exit 340 ( AZ 186 S ) .,24 S <U+2610>,Willcox,85643,Willcox Truck Plaza,520-384-3561,I - 10 Exit 340 ( AZ 186 S ) .,S,,85643_520-384-3561,2016,1,Willcox,AZ,,,85643_520-384-3561,85643_520-384-3561_NA,ChIJpZrgDBec14YResRzE6UeNRg,Willcox Express Truck Plaza,"1190 W Rex Allen Dr, Willcox, AZ 85643, USA","1190 West Rex Allen Drive, Willcox",32.263809,-109.8409773,4,"gas_station, food, point_of_interest, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(520) 766-1100,+1 520-766-1100,,1190,West Rex Allen Drive,Willcox,AZ,85643,US,Cochise County,https://www.google.com/maps/place/?q=place_id:ChIJpZrgDBec14YResRzE6UeNRg
23628,TF2016_004_019-6-ocr.csv,10,Willcox ( 85643 ) TA Willcox # 226 ( Shell ),520-384-5311 1-10 Exit 340 ( AZ 186 N ),24 XL,Willcox,85643,TA Willcox # 226 ( Shell ),520-384-5311,1-10 Exit 340 ( AZ 186 N ),XL,,85643_520-384-5311,2016,1,Willcox,AZ,Shell,,85643_520-384-5311,85643_520-384-5311_Shell,,,,,,,,,,FAILED,FAILED: API Error: ZERO_RESULTS,,,,,,,,,,,
23634,TF2016_004_019-5-ocr.csv,41,Nogales ( North ) ( 85648 ) Pilot Travel Center # 279,51520-377-0001 1-19 Exit 12 ( AZ 289 ),Pilat 24 <U+2610> OLO,Nogales,85648,Pilot Travel Center # 279,520-377-0001,1-19 Exit 12 ( AZ 289 ),L,L,85648_520-377-0001,2016,1,Rio Rico,AZ,Pilot,,85648_520-377-0001,85648_520-377-0001_Pilot,ChIJ10blbkmv1oYRM140OpPBNv4,Pilot Travel Center,"769 E Frontage Rd, Rio Rico, AZ 85648, USA","769 East Frontage Road, Rio Rico",31.4309622,-110.9620292,3.9,"convenience_store, gas_station, food, point_of_interest, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(520) 377-0001,+1 520-377-0001,https://locations.pilotflyingj.com/us/az/rio-rico/769-east-frontage-road,769,East Frontage Road,Rio Rico,AZ,85648,US,Santa Cruz County,https://www.google.com/maps/place/?q=place_id:ChIJ10blbkmv1oYRM140OpPBNv4
23640,TF2016_004_019-6-ocr.csv,5,Tucson ( 85706 ) Tucson Truck Terminal ( Triple T ),520-574-0050 1-10 Exit 268 ( Craycroft ),XL 24,Tucson,85706,Tucson Truck Terminal ( Triple T ),520-574-0050,1-10 Exit 268 ( Craycroft ),XL,XL,85706_520-574-0050,2016,1,Tucson,AZ,,,85706_520-574-0050,85706_520-574-0050_NA,,,,,,,,,,FAILED,FAILED: API Error: ZERO_RESULTS,,,,,,,,,,,
23646,TF2016_004_019-6-ocr.csv,3,Tucson ( 85706 ) Mr T's Self Serve,5 520-574-1400 1-10 Exit 268 ( Craycroft ),24 XL 24,Tucson,85706,Mr T's Self Serve,520-574-1400,1-10 Exit 268 ( Craycroft ),XL,,85706_520-574-1400,2016,1,Tucson,AZ,,,85706_520-574-1400,85706_520-574-1400_NA,ChIJp8NBS5Rk1oYRKPLJ9xap_98,Triple T Truck Stop,"5451 E Benson Hwy, Tucson, AZ 85756, USA","5451 East Benson Highway, Tucson",32.12711410000001,-110.8760645,4.1,"restaurant, food, point_of_interest, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(520) 574-0050,+1 520-574-0050,http://tucsontruckterminal.com/,5451,East Benson Highway,Tucson,AZ,85756,US,Pima County,https://www.google.com/maps/place/?q=place_id:ChIJp8NBS5Rk1oYRKPLJ9xap_98
23652,TF2016_004_019-5-ocr.csv,21,D Flagstaff ( 86001 ) Little America ( Sinclair ),4 928-779-7942 1-40 Exit 198 ( Butler Ave S ),24 LO,Flagstaff,86001,Little America ( Sinclair ),928-779-7942,1-40 Exit 198 ( Butler Ave S ),L,L,86001_928-779-7942,2016,1,Flagstaff,AZ,Sinclair,,86001_928-779-7942,86001_928-779-7942_Sinclair,ChIJ3xpRcx2PLYcRaTCxEmymHGM,Sinclair Gas Station,"2515 E Butler Ave, Flagstaff, AZ 86004, USA","2515 East Butler Avenue, Flagstaff",35.1905541,-111.6202003,3.9,"gas_station, convenience_store, store, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(800) 865-1401,+1 800-865-1401,https://www.sinclairoil.com/?utm_source=google&utm_medium=yext,2515,East Butler Avenue,Flagstaff,AZ,86004,US,Coconino County,https://www.google.com/maps/place/?q=place_id:ChIJ3xpRcx2PLYcRaTCxEmymHGM
23658,TF2016_004_019-5-ocr.csv,20,Flagstaff ( 86004 ) Carter Travel Center ( Conoco ),4 928-714-9115 7180 US 89 N ( 2 mi N of I - 40 Exit 201 ),24 SO,Flagstaff,86004,Carter Travel Center ( Conoco ),928-714-9115,7180 US 89 N ( 2 mi N of I - 40 Exit 201 ),S,,86004_928-714-9115,2016,1,Flagstaff,AZ,Conoco,,86004_928-714-9115,86004_928-714-9115_Conoco,ChIJxRzWpOOLLYcRlMzgf5CVHf4,Conoco Flagstaff Travel Center,"7180 US-89, Flagstaff, AZ 86004, USA","7180 U.S. 89, Flagstaff",35.2421226,-111.5675985,3.6,"convenience_store, store, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 714-9115,+1 928-714-9115,http://www.conocophillips.com/,7180,U.S. 89,Flagstaff,AZ,86004,US,Coconino County,https://www.google.com/maps/place/?q=place_id:ChIJxRzWpOOLLYcRlMzgf5CVHf4
23664,TF2016_004_019-5-ocr.csv,6,Cameron ( 86020 ) Speedy's # 501,928-679-2333 US 89 & AZ 64,34 S <U+25A1>,Cameron,86020,Speedy's # 501,928-679-2333,US 89 & AZ 64,S,S,86020_928-679-2333,2016,1,Cameron,AZ,,,86020_928-679-2333,86020_928-679-2333_NA,ChIJwWU69Bo3MocRxSdhcuI-Qcc,Speedy's Truckstop,"50785 US-89, Cameron, AZ 86020, USA","50785 U.S. 89, Cameron",35.8505096,-111.4280014,3.8,"gas_station, food, point_of_interest, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 679-2333,+1 928-679-2333,,50785,U.S. 89,Cameron,AZ,86020,US,Coconino County,https://www.google.com/maps/place/?q=place_id:ChIJwWU69Bo3MocRxSdhcuI-Qcc
23670,TF2016_004_019-5-ocr.csv,26,Holbrook ( 86025 ) TA Holbrook # 246 ( Shell ),6 928-524-3006 1-40 Exit 283 ( Perkins Valley ),24,Holbrook,86025,TA Holbrook # 246 ( Shell ),928-524-3006,1-40 Exit 283 ( Perkins Valley ),,,86025_928-524-3006,2016,1,Holbrook,AZ,Shell,,86025_928-524-3006,86025_928-524-3006_Shell,ChIJb_G77r-pL4cRmnzJ4LZWhOE,TA Travel Center,"3747 Express Dr, Holbrook, AZ 86025, USA","3747 Express Drive, Holbrook",34.9053815,-110.210634,3.8,"gas_station, convenience_store, car_repair, food, point_of_interest, store, establishment",OPERATIONAL,NEARBY_SEARCH,SUCCESS,(928) 524-3006,+1 928-524-3006,https://www.ta-petro.com/location/az/ta-holbrook,3747,Express Drive,Holbrook,AZ,86025,US,Navajo County,https://www.google.com/maps/place/?q=place_id:ChIJb_G77r-pL4cRmnzJ4LZWhOE
23676,TF2016_004_019-5-ocr.csv,27,Holbrook ( 86025 ) Hopi Travel 283 Plaza ( Perkins ( Conoco Valley ) ),6 928-524-6243 1-40 Exit 292 ( AZ 77 N ),24 XL 24,Holbrook,86025,Hopi Travel 283 Plaza ( Perkins ( Conoco Valley ) ),928-524-6243,1-40 Exit 292 ( AZ 77 N ),XL,,86025_928-524-6243,2016,1,Holbrook,AZ,Conoco,,86025_928-524-6243,86025_928-524-6243_Conoco,ChIJN6zo9xmoL4cROazXV6Q72ng,Hopi Travel Plaza,"1851 State Hwy 77, Holbrook, AZ 86025, USA","1851 State Highway 77, Holbrook",34.9739939,-110.0901327,3.9,"point_of_interest, food, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,,,,1851,State Highway 77,Holbrook,AZ,86025,US,Navajo County,https://www.google.com/maps/place/?q=place_id:ChIJN6zo9xmoL4cROazXV6Q72ng
23682,TF2016_004_019-5-ocr.csv,28,Joseph City ( 86032 ) Love's Travel Stop # 278,928-288-3726 1-40 Exit 277,24 MOO 24,Joseph City,86032,Love's Travel Stop # 278,928-288-3726,1-40 Exit 277,M,,86032_928-288-3726,2016,1,Joseph City,AZ,Love's,,86032_928-288-3726,86032_928-288-3726_Love's,ChIJMYMYE6GsL4cRrsPGUTz54Ck,Love's Travel Stop,"4703 Main St, Joseph City, AZ 86032, USA","4703 Main Street, Joseph City",34.9547476,-110.3113338,3.7,"convenience_store, gas_station, point_of_interest, food, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 288-3726,+1 928-288-3726,https://www.loves.com/locations/278,4703,Main Street,Joseph City,AZ,86032,US,Navajo County,https://www.google.com/maps/place/?q=place_id:ChIJMYMYE6GsL4cRrsPGUTz54Ck
23688,TF2016_004_019-5-ocr.csv,42,Page ( 86040 ) Lake Powell Convenience Center ( Shell ),4 928-645-5998 901 US 89 S ( MM 547 ),<U+2610>,Page,86040,Lake Powell Convenience Center ( Shell ),928-645-5998,901 US 89 S ( MM 547 ),,,86040_928-645-5998,2016,1,Page,AZ,Shell,,86040_928-645-5998,86040_928-645-5998_Shell,ChIJ9_TNKlZrNIcRD0N23ZY6Mus,Lake Powell Convenience Center,"901 US-89, Page, AZ 86040, USA","901 U.S. 89, Page",36.9042764,-111.483829,1,"convenience_store, point_of_interest, food, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,,,,901,U.S. 89,Page,AZ,86040,US,Coconino County,https://www.google.com/maps/place/?q=place_id:ChIJ9_TNKlZrNIcRD0N23ZY6Mus
23694,TF2016_004_019-6-ocr.csv,13,Winslow ( 86047 ) Flying J Travel Plaza # 612,928-289-2081 1-40 Exit 255 FLYING J,FLYING J 24 XL 24,Winslow,86047,Flying J Travel Plaza # 612,928-289-2081,1-40 Exit 255 FLYING J,XL,,86047_928-289-2081,2016,1,Winslow,AZ,Flying J,,86047_928-289-2081,86047_928-289-2081_Flying J,ChIJ7ev6vldCLocRpFQEKTYbZbQ,Flying J Travel Center,"400 Transcon Ln, Winslow, AZ 86047, USA","400 Transcon Lane, Winslow",35.01541030000001,-110.6741019,3.9,"gas_station, convenience_store, point_of_interest, store, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 289-2081,+1 928-289-2081,https://locations.pilotflyingj.com/us/az/winslow/400-transcon-lane,400,Transcon Lane,Winslow,AZ,86047,US,Navajo County,https://www.google.com/maps/place/?q=place_id:ChIJ7ev6vldCLocRpFQEKTYbZbQ
23700,TF2016_004_019-5-ocr.csv,7,Camp Verde ( 86322 ) Camp Verde Shell # 48,928-567-3886 1-17 Exit 287 ( AZ 260 ),24 <U+25A1>,Camp Verde,86322,Camp Verde Shell # 48,928-567-3886,1-17 Exit 287 ( AZ 260 ),,,86322_928-567-3886,2016,1,Camp Verde,AZ,Shell,,86322_928-567-3886,86322_928-567-3886_Shell,ChIJV6SWtt3_LIcRW7VLvlI3Xt8,Shell,"1673 W AZ-260, Camp Verde, AZ 86322, USA","1673 W Arizona 260, Camp Verde",34.57510450000001,-111.8833708,3.2,"gas_station, convenience_store, restaurant, food, point_of_interest, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 567-3886,+1 928-567-3886,https://find.shell.com/us/fuel/10007055-1673-w-highway-260/en_US,1673 W,Arizona 260,Camp Verde,AZ,86322,US,Yavapai County,https://www.google.com/maps/place/?q=place_id:ChIJV6SWtt3_LIcRW7VLvlI3Xt8
23706,TF2016_004_019-5-ocr.csv,54,D Seligman ( 86337 ) Johnson's Travel Center ( Chevron ),928-422-3540 1-40 Exit 123 ( Williamson Valley Rd S ) .,) . HIS 24 M D,Seligman,86337,Johnson's Travel Center ( Chevron ),928-422-3540,1-40 Exit 123 ( Williamson Valley Rd S ) .,M,M,86337_928-422-3540,2016,1,Seligman,AZ,Chevron,,86337_928-422-3540,86337_928-422-3540_Chevron,ChIJvfQMCptFzYARFn_N9Z_rkSk,Johnson's Travel Center,"Exit, 123 I-40, Seligman, AZ 86337, USA","Exit, 123 Interstate 40, Seligman",35.3093305,-112.8567487,4.3,"point_of_interest, store, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 422-3540,+1 928-422-3540,,123,Interstate 40,Seligman,AZ,86337,US,Yavapai County,https://www.google.com/maps/place/?q=place_id:ChIJvfQMCptFzYARFn_N9Z_rkSk
23712,TF2016_004_019-5-ocr.csv,34,D Kingman ( 86401 ) Love's Travel Stop # 272,2 928-681-4405 1-40 Exit 59 ( DW Ranch Rd N ),24 <U+25A1> M 24 225,Kingman,86401,Love's Travel Stop # 272,928-681-4405,1-40 Exit 59 ( DW Ranch Rd N ),M,,86401_928-681-4405,2016,1,Kingman,AZ,Love's,,86401_928-681-4405,86401_928-681-4405_Love's,ChIJycWnPWLCzYARl70YaCzz1hc,Love's Travel Stop,"6035 Minerva Ln, Kingman, AZ 86401, USA","6035 Minerva Lane, Kingman",35.1991153,-113.9039784,4,"gas_station, convenience_store, food, point_of_interest, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 681-4405,+1 928-681-4405,https://www.loves.com/locations/272,6035,Minerva Lane,Kingman,AZ,86401,US,Mohave County,https://www.google.com/maps/place/?q=place_id:ChIJycWnPWLCzYARl70YaCzz1hc
23718,TF2016_004_019-5-ocr.csv,31,D Kingman ( 86401 ) Hallum Stores ( Texaco ),928-753-6538 1-40 Exit 48 ( US 93 N ),24 D,Kingman,86401,Hallum Stores ( Texaco ),928-753-6538,1-40 Exit 48 ( US 93 N ),,,86401_928-753-6538,2016,1,Kingman,AZ,Texaco,,86401_928-753-6538,86401_928-753-6538_Texaco,ChIJqcE4TF7czYARuTkISnjsjK8,Texaco Kingman,"3461 E Andy Devine Ave, Kingman, AZ 86409, USA","3461 East Andy Devine Avenue, Kingman",35.224473,-114.004408,4.5,"gas_station, convenience_store, car_repair, point_of_interest, store, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 692-6666,+1 928-692-6666,http://texaco.com/,3461,East Andy Devine Avenue,Kingman,AZ,86409,US,Mohave County,https://www.google.com/maps/place/?q=place_id:ChIJqcE4TF7czYARuTkISnjsjK8
23724,TF2016_004_019-5-ocr.csv,32,Kingman ( 86401 ) TA Kingman # 094 ( Sinclair ),928-753-7600 1-40 Exit 48 ( US 93 N ) A,A 24 <U+25A1> LO,Kingman,86401,TA Kingman # 094 ( Sinclair ),928-753-7600,1-40 Exit 48 ( US 93 N ) A,L,,86401_928-753-7600,2016,1,Kingman,AZ,Sinclair,,86401_928-753-7600,86401_928-753-7600_Sinclair,ChIJeYEwjorezYAR25XRQzXej1g,TA Travel Center,"946 W Beale St, Kingman, AZ 86401, USA","946 West Beale Street, Kingman",35.1900528,-114.0702429,4,"gas_station, convenience_store, car_repair, store, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 753-7600,+1 928-753-7600,https://www.ta-petro.com/location/az/ta-kingman,946,West Beale Street,Kingman,AZ,86401,US,Mohave County,https://www.google.com/maps/place/?q=place_id:ChIJeYEwjorezYAR25XRQzXej1g
23730,TF2016_004_019-5-ocr.csv,35,Kingman ( 86401 ) Petro Kingman # 315 ( Shell ) PETRO,2 928-757-2799 1-40 Exit 66 ( Blake Ranch Rd N ),24 <U+2610> XL pes 24 <U+25A1>,Kingman,86401,Petro Kingman # 315 ( Shell ) PETRO,928-757-2799,1-40 Exit 66 ( Blake Ranch Rd N ),XL,,86401_928-757-2799,2016,1,Kingman,AZ,Shell,,86401_928-757-2799,86401_928-757-2799_Shell,ChIJg6Nmf-fqzYARiSyCBVrWcH8,Petro Kingman 315,"Blake Ranch Rd, Kingman, AZ 86401, USA","Blake Ranch Road, Kingman",35.17749209999999,-113.7886046,3.6,"gas_station, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,,,,,Blake Ranch Road,Kingman,AZ,86401,US,Mohave County,https://www.google.com/maps/place/?q=place_id:ChIJg6Nmf-fqzYARiSyCBVrWcH8
23736,TF2016_004_019-5-ocr.csv,33,D Kingman ( 86401 ) Flying J Travel Plaza # 610,928-757-7300 1-40 Exit 53 ( Andy Devine Ave ) FLYING J,J 24 <U+2610> <U+2610> <U+2610> <U+2610> <U+2610> 024 0,Kingman,86401,Flying J Travel Plaza # 610,928-757-7300,1-40 Exit 53 ( Andy Devine Ave ) FLYING J,,,86401_928-757-7300,2016,1,Kingman,AZ,Flying J,,86401_928-757-7300,86401_928-757-7300_Flying J,ChIJF_u-B1zczYARoQTqiZr99Hg,Flying J Travel Center,"3300 E Andy Devine Ave, Kingman, AZ 86401, USA","3300 East Andy Devine Avenue, Kingman",35.2194461,-114.0071063,4,"convenience_store, gas_station, food, point_of_interest, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 757-7300,+1 928-757-7300,https://locations.pilotflyingj.com/us/az/kingman/3300-e-andy-devine-ave,3300,East Andy Devine Avenue,Kingman,AZ,86401,US,Mohave County,https://www.google.com/maps/place/?q=place_id:ChIJF_u-B1zczYARoQTqiZr99Hg
23742,TF2016_004_019-5-ocr.csv,30,D Kingman ( 86402 ) Crazy Fred's Truck Stop,928-753-3834 1-40 Exit 44,24 LO 1,Kingman,86402,Crazy Fred's Truck Stop,928-753-3834,1-40 Exit 44,L,,86402_928-753-3834,2016,1,Kingman,AZ,,,86402_928-753-3834,86402_928-753-3834_NA,ChIJhUtVGIDgzYAR3xZhC-uUUCY,Crazy Fred's Truck Stop,"2770 Historic Rte 66, Kingman, AZ 86401, USA","2770 Historic Route 66, Kingman",35.1447958,-114.095186,3.8,"gas_station, car_wash, point_of_interest, store, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 753-3834,+1 928-753-3834,http://crazyfredstruckstop.com/,2770,Historic Route 66,Kingman,AZ,86401,US,Mohave County,https://www.google.com/maps/place/?q=place_id:ChIJhUtVGIDgzYAR3xZhC-uUUCY
23748,TF2016_004_019-5-ocr.csv,37,E Lake Havasu City ( 86404 ) Pilot Travel Center # 211,928-764-2416 1-40 Exit 9 ( AZ 95 S ),Pilot 24 <U+2610> MO 24,Lake Havasu City,86404,Pilot Travel Center # 211,928-764-2416,1-40 Exit 9 ( AZ 95 S ),M,,86404_928-764-2416,2016,1,Lake Havasu City,AZ,Pilot,,86404_928-764-2416,86404_928-764-2416_Pilot,ChIJsTavGSH90YARD4TJ56yighc,Pilot Travel Center,"14750 AZ-95, Lake Havasu City, AZ 86404, USA","14750 Arizona 95, Lake Havasu City",34.728256,-114.315209,4.1,"gas_station, convenience_store, point_of_interest, store, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 764-2410,+1 928-764-2410,https://locations.pilotflyingj.com/us/az/lake-havasu-city/14750-az-95,14750,Arizona 95,Lake Havasu City,AZ,86404,US,Mohave County,https://www.google.com/maps/place/?q=place_id:ChIJsTavGSH90YARD4TJ56yighc
23754,TF2016_004_019-5-ocr.csv,39,D Navajo ( 86502 ) Navajo Travel Center ( Shell ),928-688-2334 1-40 Exit 325,24 M <U+2610> <U+25A1>,Navajo,86502,Navajo Travel Center ( Shell ),928-688-2334,1-40 Exit 325,M,M,86502_928-688-2334,2016,1,Chambers,AZ,Shell,,86502_928-688-2334,86502_928-688-2334_Shell,ChIJQbICfsxvJYcRfVsftbVlEhw,Navajo Travel Center,"325 exit, I-40, Kerr McGee Rd, Chambers, AZ 86502, USA","325 exit, I-40, Kerr McGee Road, Chambers",35.1282969,-109.5411934,4.1,"travel_agency, food, point_of_interest, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 688-2334,+1 928-688-2334,,,Kerr McGee Road,Chambers,AZ,86502,US,Apache County,https://www.google.com/maps/place/?q=place_id:ChIJQbICfsxvJYcRfVsftbVlEhw
23760,TF2016_004_019-5-ocr.csv,38,D Lupton ( 86508 ) Speedy's Truck Stop,7 928-688-2775 1-40 Exit 359 ( Grants Rd - NM / AZ line ),24 M <U+2610> 24,Lupton,86508,Speedy's Truck Stop,928-688-2775,1-40 Exit 359 ( Grants Rd - NM / AZ line ),M,M,86508_928-688-2775,2016,1,Lupton,AZ,,,86508_928-688-2775,86508_928-688-2775_NA,ChIJu4-o0OIWJYcRbLZ_KA3dZrc,Speedy's Truck Stop,"I-40 & EXIT 359 Grant Rd, Lupton, AZ 86508, USA","I-40 & EXIT 359 Grant Road, Lupton",35.3629479,-109.0482565,4.1,"gas_station, food, point_of_interest, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 688-2775,+1 928-688-2775,,I-40 & EXIT 359,Grant Road,Lupton,AZ,86508,US,Apache County,https://www.google.com/maps/place/?q=place_id:ChIJu4-o0OIWJYcRbLZ_KA3dZrc
23886,TF2016_144_161-7-ocr.csv,0,Alamo ( 89001 ) Alamo Sinclair,775-725-3341 US 93 & Broadway,S,Alamo,89001,Alamo Sinclair,775-725-3341,US 93 & Broadway,S,S,89001_775-725-3341,2016,1,Alamo,NV,Sinclair,,89001_775-725-3341,89001_775-725-3341_Sinclair,ChIJM2ybP8nEt4ARc6o2lhWE77s,Alamo Sinclair,"51 Broadway Street, Alamo, NV 89001, USA","51 Broadway Street, Alamo",37.3647,-115.1603115,4.5,"gas_station, supermarket, meal_takeaway, grocery_or_supermarket, bakery, home_goods_store, restaurant, food, point_of_interest, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(775) 725-3341,+1 775-725-3341,,51,Broadway Street,Alamo,NV,89001,US,Lincoln County,https://www.google.com/maps/place/?q=place_id:ChIJM2ybP8nEt4ARc6o2lhWE77s
