id,lat,lon,type,highway,ref,name,source,source_ref,milepost:county,milepost:state,towards,is_in:state_code,old_ref,note:ref,unsigned_ref,noref,note,official_name,ref:left,ref:right,unsigned:ref,fixme,FIXME,source:imagery,noname,old_exit_to,destination,FIXME:ref,destination:ref,odbl,fuel:cng,source:exit_to,unsigned,noref:left,maxspeed,destination:street,check_date,unsigned_ref:right,tiger:reviewed,traffic_sign,traffic_sign:direction,ref:signed,status,exit_to,junction:ref,unsigned_ref:left,description,start_date,construction,proposed:highway
89652837,36.0918485,-121.0185722,node,motorway_junction,271,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89657967,36.6010582,-121.8625329,node,motorway_junction,402B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89660299,36.6732115,-121.640631,node,motorway_junction,327,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89669753,36.119661,-121.021543,node,motorway_junction,273,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89672426,36.3104869,-121.2314361,node,motorway_junction,293,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89673296,35.9730511,-120.897572,node,motorway_junction,260,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89682261,36.52498,-121.467563,node,motorway_junction,313,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89682693,36.493363,-121.427464,node,motorway_junction,310,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89683903,35.876362,-120.837823,node,motorway_junction,252,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89691133,36.717192,-121.660972,node,motorway_junction,331,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89695506,36.5827243,-121.8953042,node,motorway_junction,399C,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89696958,37.644577,-118.922108,node,motorway_junction,266,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89697282,37.6393749,-118.9121618,node,motorway_junction,266,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89698614,36.4374443,-121.3460528,node,motorway_junction,303,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89701150,36.7474318,-121.6620193,node,motorway_junction,333,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89703407,35.9443476,-120.8748384,node,motorway_junction,258,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89706826,36.7001067,-121.803196,node,motorway_junction,410,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89709224,35.811292,-120.752039,node,motorway_junction,245,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89709762,36.5234543,-121.4633842,node,motorway_junction,313,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89710489,36.6268464,-121.6787276,node,motorway_junction,20,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89711596,36.64698,-121.8159452,node,motorway_junction,406,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89724813,36.2036758,-121.1328562,node,motorway_junction,282A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89726378,36.5956118,-121.8678672,node,motorway_junction,401B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89727478,35.862975,-120.813993,node,motorway_junction,251,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89727526,35.866203,-120.821369,node,motorway_junction,251,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89728815,36.6087435,-121.6922635,node,motorway_junction,19,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89731093,36.5775411,-121.908671,node,motorway_junction,399A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89731739,36.5821987,-121.8988828,node,motorway_junction,399B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89732021,36.727278,-121.658563,node,motorway_junction,331,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89737408,36.668655,-121.63417,node,motorway_junction,327,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89737620,36.6640031,-121.6247172,node,motorway_junction,326B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89747648,36.6042435,-121.6949787,node,motorway_junction,19,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89747707,36.2037151,-121.1387393,node,motorway_junction,282B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89750895,36.67252,-121.8113768,node,motorway_junction,408,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89757228,36.201704,-121.116479,node,motorway_junction,281,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89760544,36.685521,-121.6495935,node,motorway_junction,329,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89760612,36.414679,-121.320831,node,motorway_junction,302,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89762539,35.9497872,-120.87787,node,motorway_junction,258,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89768964,36.1245137,-121.025261,node,motorway_junction,273,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89769969,36.7286413,-121.7866709,node,motorway_junction,412,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89772871,36.6222654,-121.6843806,node,motorway_junction,20,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89778498,36.7641559,-121.7497182,node,motorway_junction,1,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89781543,37.5755017,-118.754308,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89784601,37.5166355,-118.5886818,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89785109,37.5751623,-118.7492774,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89785643,37.679472,-118.9399432,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89785653,37.687264,-118.9419325,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89786527,36.6455683,-121.8170839,node,motorway_junction,406,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89787180,36.197719,-121.1486621,node,motorway_junction,283,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89787230,36.197983,-121.151615,node,motorway_junction,283,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89789888,36.6662722,-121.8147176,node,motorway_junction,408,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89792487,36.7020602,-121.6664366,node,motorway_junction,330,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89793532,36.432156,-121.337342,node,motorway_junction,303,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89793643,36.4037126,-121.3166402,node,motorway_junction,301,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89794030,36.694459,-121.662614,node,motorway_junction,330,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89811748,36.3418326,-121.2574342,node,motorway_junction,295,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89811807,35.80252,-120.7464576,node,motorway_junction,244,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89811940,35.8520752,-120.7744985,node,motorway_junction,248,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89812374,36.327451,-121.2414096,node,motorway_junction,294B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89812397,36.321375,-121.236118,node,motorway_junction,294A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89813142,36.85435,-121.6335015,node,motorway_junction,342,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89813382,36.096237,-121.024295,node,motorway_junction,271,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89814138,36.7410132,-121.658742,node,motorway_junction,333,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89814267,36.6670049,-121.6287032,node,motorway_junction,326C,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89814590,36.4893089,-121.4240636,node,motorway_junction,310,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89814633,36.462656,-121.383907,node,motorway_junction,307,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89815123,36.792531,-121.6670304,node,motorway_junction,336,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89815166,36.8018844,-121.6594823,node,motorway_junction,337,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89815655,36.466802,-121.3915555,node,motorway_junction,307,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89815747,36.5155762,-121.4390069,node,motorway_junction,311,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89815924,36.3157017,-121.2348436,node,motorway_junction,293,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89815973,36.3265659,-121.2408088,node,motorway_junction,294A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89816073,36.4054397,-121.3179534,node,motorway_junction,301,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89816176,35.8274385,-120.7593081,node,motorway_junction,246,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89816374,35.870603,-120.829804,node,motorway_junction,252,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89853256,39.4205632,-120.0332532,node,motorway_junction,201,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89857601,39.3221277,-120.5676655,node,motorway_junction,164,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89868766,36.6751081,-121.8087757,node,motorway_junction,409,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89869133,39.2206568,-121.0534934,node,motorway_junction,182B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89870776,39.2668509,-121.0158221,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89884224,39.320534,-120.5609257,node,motorway_junction,164,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89895253,39.3245777,-120.2289855,node,motorway_junction,184,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89914151,36.7598018,-121.7546024,node,motorway_junction,1,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89923560,39.3430868,-120.3368769,node,motorway_junction,177,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89923571,39.3404083,-120.3438868,node,motorway_junction,177,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89940271,39.226055,-121.0471329,node,motorway_junction,183A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89940286,39.2328912,-121.0391509,node,motorway_junction,183B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89940308,39.2458741,-121.0266342,node,motorway_junction,185A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89940343,39.2597075,-121.0184419,node,motorway_junction,186,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89947986,39.3260028,-120.6005099,node,motorway_junction,161,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89967211,39.3153394,-120.6178209,node,motorway_junction,160,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89967239,39.3253326,-120.6011121,node,motorway_junction,161,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89967413,39.3230274,-120.2109634,node,motorway_junction,185,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89967422,39.3238169,-120.1977358,node,motorway_junction,186,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89967441,39.3349069,-120.1791767,node,motorway_junction,188A,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89967531,39.3834475,-120.0899909,node,motorway_junction,194,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89967610,39.3948048,-120.0250543,node,motorway_junction,199,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89967767,39.324013,-120.3957474,node,motorway_junction,174,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89967801,39.3371953,-120.3524405,node,motorway_junction,176,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89967868,39.3308861,-120.2855021,node,motorway_junction,180,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89991843,39.2509888,-121.0229193,node,motorway_junction,185,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89991903,39.3404443,-120.3459942,node,motorway_junction,176,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90040372,39.3052024,-120.5251564,node,motorway_junction,166,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90041134,38.9296373,-121.0556047,node,motorway_junction,122,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90046909,39.0755066,-120.9614507,node,motorway_junction,133,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90072463,38.9202458,-121.0591178,node,motorway_junction,121,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90077173,38.9004847,-121.0746232,node,motorway_junction,119B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90117313,38.855765,-121.2999331,node,motorway_junction,313,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90144204,38.8019491,-121.3002541,node,motorway_junction,309,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90144246,38.7727646,-121.254024,node,motorway_junction,,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/65.pdf,,,,,,,,306,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90147827,39.1784105,-120.8539964,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90156715,39.304512,-120.6502504,node,motorway_junction,158B,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90156738,39.2918252,-120.6833762,node,motorway_junction,156,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90156840,38.7696261,-121.2489551,node,motorway_junction,106,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90156859,38.786358,-121.2250332,node,motorway_junction,108,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90156867,38.7990147,-121.2100067,node,motorway_junction,109,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90156937,39.3136763,-120.4486996,node,motorway_junction,171,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90157083,38.8313109,-121.1715542,node,motorway_junction,112,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90157135,38.8699343,-121.1319545,node,motorway_junction,115,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90157181,38.8781412,-121.1255699,node,motorway_junction,116,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90157333,38.9159687,-121.0629194,node,motorway_junction,120,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90157560,39.0311171,-120.9762785,node,motorway_junction,130,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90157574,39.0417597,-120.9737982,node,motorway_junction,131,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90157736,39.1487282,-120.9006532,node,motorway_junction,140,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90157864,39.2027602,-120.8088921,node,motorway_junction,146,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231085,39.301039,-120.6648803,node,motorway_junction,158A,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231105,39.3114999,-120.5473196,node,motorway_junction,165,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231142,38.9034029,-121.0715435,node,motorway_junction,119C,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231189,39.0470257,-120.9731451,node,motorway_junction,131,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231311,39.1863346,-120.8456513,node,motorway_junction,144,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231320,39.3153868,-120.4411816,node,motorway_junction,171,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231386,38.9479198,-121.0437508,node,motorway_junction,123,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231510,38.7602813,-121.260416,node,motorway_junction,105B,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231526,38.7537411,-121.264351,node,motorway_junction,105A,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231680,38.9670486,-121.0200144,node,motorway_junction,125,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231686,39.0166958,-120.986555,node,motorway_junction,129,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231692,39.0206698,-120.9803073,node,motorway_junction,129,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231708,38.9428952,-121.0489155,node,motorway_junction,123,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231718,39.2861617,-120.6999426,node,motorway_junction,155,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231755,39.2942983,-120.6771808,node,motorway_junction,156,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231768,39.1734308,-120.8602274,node,motorway_junction,143,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231795,39.3084317,-120.541456,node,motorway_junction,165,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231934,38.9550766,-121.0366818,node,motorway_junction,124,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231955,39.2818221,-120.7077778,node,motorway_junction,155,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231965,38.7474691,-121.2686844,node,motorway_junction,103,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90232010,38.7585349,-121.2614831,node,motorway_junction,105A,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90238854,38.625813,-121.517175,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90238870,38.5770641,-121.465779,node,motorway_junction,7A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90239106,38.596978,-121.4434269,node,motorway_junction,9B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90239160,38.601462,-121.435934,node,motorway_junction,,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twofortytwonorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twofortytwosouth.pdf,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
