state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Exit,Street Address,City,State,Postal Code,Phone,Phone 2,Fax,Hours of Operation,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Phone 3,Mile Marker,Unleaded,Diesel,Bulk Def,Propane,# of Men's Showers,Phone 4,Mailing Address,Phone 5,Road Name,https
2,Arkansas,E-Z MART,location_details.php?id=10248,https://www.truckstopsandservices.com/location_details.php?id=10248,Trucker,ind_dealer_1,34.173976,-94.31517,US 71,,1938 US 71,GILLHAM,AR,71841,870-386-7146 (TRAVEL CENTER),,,,1,0,0,2,0,0,,,,,,,,,,,,
2,Arkansas,EXIT 44 TRUCK STOP,location_details.php?id=846,https://www.truckstopsandservices.com/location_details.php?id=846,Trucker,gulf-,33.81006,-93.419089,I-30,44,1673 US 371,PRESCOTT,AR,71857,870-887-0664 (TRAVEL CENTER),,870-887-0561,,75,0,0,8,0,0,,,,,,,,,,,,
2,Arkansas,EXIT 57 TRUCK STOP,location_details.php?id=47038,https://www.truckstopsandservices.com/location_details.php?id=47038,Trucker,shell_,35.457092,-93.483647,I-40,55,1001 INTERSTATE RD,CLARKSVILLE,AR,72830,479-754-8465 (TRAVEL CENTER),479-754-8465 (STEAK 'N SHAKE),,,30,0,0,5,2,2,,,,,,,,,,,,
2,Arkansas,EXXON,location_details.php?id=47456,https://www.truckstopsandservices.com/location_details.php?id=47456,Trucker,exxon,35.888817,-89.918787,I-55,63,3701 S DIVISION ST,BLYTHEVILLE,AR,72315,870-762-2424 (TRAVEL CENTER),,,,3,,,4,0,0,,,,,,,,,,,,
2,Arkansas,EXXON AUTO/TRUCK CENTER,location_details.php?id=10054,https://www.truckstopsandservices.com/location_details.php?id=10054,Trucker,exxon,35.068908,-91.912159,US 67/167,28,2417 W CENTER ST,BEEBE,AR,72012,501-882-5378 (TRAVEL CENTER),,501-882-5378,,30,0,0,4,1,0,,,,,,,,,,,,
2,Arkansas,EXXON SUPER STATION,location_details.php?id=10210,https://www.truckstopsandservices.com/location_details.php?id=10210,Trucker,exxon,34.585604,-94.222397,US 71,,901 US 71,MENA,AR,71953,479-394-0363 (TRAVEL CENTER),479-394-0363 (WENDY'S),,,25,0,0,4,0,0,,,,,,,,,,,,
2,Arkansas,EZ MART,location_details.php?id=47458,https://www.truckstopsandservices.com/location_details.php?id=47458,Trucker,shell_,34.575332,-94.239718,US 71,,16600 US 71 S,MENA,AR,72926,479-577-2277 (TRAVEL CENTER),,,,10,0,0,7,0,0,,,,,,,,,,,,
2,Arkansas,FAST MARKET,location_details.php?id=895,https://www.truckstopsandservices.com/location_details.php?id=895,Trucker,ind_dealer_1,35.260407,-90.226285,I-55,14,6934 I-55,MARION,AR,72364,870-739-5866 (TRAVEL CENTER),,,,20,0,0,4,4,0,,,,,,,,,,,,
2,Arkansas,FAST TRAX,location_details.php?id=909,https://www.truckstopsandservices.com/location_details.php?id=909,Trucker,ind_dealer_1,36.335163,-94.181628,I-540,85,4601 W WALNUT ST,ROGERS,AR,72756,479-636-7444 (TRAVEL CENTER),,,,10,0,10,3,0,0,,,,,,,,,,,,
2,Arkansas,FG EXPRESS,location_details.php?id=47322,https://www.truckstopsandservices.com/location_details.php?id=47322,Trucker,citgo,35.268969,-91.200749,US 64,,100 US 64,MCCRORY,AR,72101,870-731-2941 (TRAVEL CENTER),870-731-2941 (CHESTER'S FRIED CHICKEN),870-731-7021,,50,,,4,0,0,,,,,,,,,,,,
2,Arkansas,FLASH MARKET,location_details.php?id=936,https://www.truckstopsandservices.com/location_details.php?id=936,Trucker,citgo,34.911792,-91.195761,I-40,216,1920 N MAIN ST,BRINKLEY,AR,72021,870-734-3120 (TRAVEL CENTER),870-734-3120 (PIZZA INN),,,0,0,0,2,0,0,,,,,,,,,,,,
2,Arkansas,FLASH MARKET,location_details.php?id=938,https://www.truckstopsandservices.com/location_details.php?id=938,Trucker,citgo,35.928769,-89.879048,I-55,67,1305 E MAIN ST,BLYTHEVILLE,AR,72315,870-838-7023 (TRAVEL CENTER),,,,0,0,0,2,0,0,,,,,,,,,,,,
2,Arkansas,FLASH MARKET  #017,location_details.php?id=54307,https://www.truckstopsandservices.com/location_details.php?id=54307,Trucker,ind_dealer_1,35.638,-91.251205,AR 367,,3120 HWY 367 N,NEWPORT,AR,72112,870-523-5123 (TRAVEL CENTER),,,,,,,2,,,,,,,,,,,,,,
2,Arkansas,FLASH MARKET #104,location_details.php?id=54308,https://www.truckstopsandservices.com/location_details.php?id=54308,Trucker,valero,33.54887,-91.384148,US 65,,3309 HWY 65 N,DERMOTT,AR,71638,870-538-5951 (TRAVEL CENTER),,,,0,0,0,2,0,0,,,,,,,,,,,,
2,Arkansas,FLASH MARKET #23,location_details.php?id=10220,https://www.truckstopsandservices.com/location_details.php?id=10220,Trucker,citgo,35.678412,-90.549462,US 69,29,1728 HWY 69 BLVD,TRUMANN,AR,72472,870-483-1918 (TRAVEL CENTER),870-483-1918 (PIZZA INN),870-483-6169,,10,0,0,3,0,0,,,,,,,,,,,,
2,Arkansas,FLASH MARKET #32,location_details.php?id=10219,https://www.truckstopsandservices.com/location_details.php?id=10219,Trucker,shell_,35.678185,-90.549525,US 63,29,1727 HWY 69 BLVD,TRUMANN,AR,72474,870-483-0037 (TRAVEL CENTER),870-483-0037 (CHESTER'S FRIED CHICKEN),,,8,0,0,3,0,0,,,,,,,,,,,,
2,Arkansas,FLASH MARKET #46,location_details.php?id=54306,https://www.truckstopsandservices.com/location_details.php?id=54306,Trucker,ind_dealer_1,35.59621,-92.458565,US 65,,481 US 65 N,CLINTON,AR,72031,501-745-6828 (TRAVEL CENTER),,,,7,0,0,2,0,0,,,,,,,,,,,,
2,Arkansas,FLASH MARKET #7,location_details.php?id=47387,https://www.truckstopsandservices.com/location_details.php?id=47387,Trucker,citgo,35.234333,-91.69844,US 67,45,1250 TRUMAN BAKER DR,SEARCY,AR,72143,501-305-2676 (TRAVEL CENTER),,,,5,,,3,0,0,,,,,,,,,,,,
2,Arkansas,FLYING J TRAVEL CENTER #605,location_details.php?id=16770,https://www.truckstopsandservices.com/location_details.php?id=16770,Trucker,flying-j-,35.28407,-93.089345,I-40,84,42 BRADLEY COVE RD,RUSSELLVILLE,AR,72801,479-890-6161 (TRAVEL CENTER),479-890-6161 (DENNY'S),479-890-2639,,175,15,15,10,15,0,,,2.659,3.459,4.359,,,,,,,
2,Arkansas,FLYING J TRAVEL CENTER #606,location_details.php?id=16773,https://www.truckstopsandservices.com/location_details.php?id=16773,Trucker,flying-j-,33.513199,-93.949209,I-30,7,8300 STATE HWY 108,TEXARKANA,AR,71854,870-774-3595 (TRAVEL CENTER),870-774-3595 (DENNY'S),870-772-1006,,149,30,30,10,15,0,870-774-3595 (CINNABON),,2.659,3.399,4.359,3.299,,,,,,
2,Arkansas,FLYING J TRAVEL CENTER #607,location_details.php?id=16776,https://www.truckstopsandservices.com/location_details.php?id=16776,Trucker,flying-j-,35.153203,-90.143784,I-40,280,3400 SERVICE LOOP RD,WEST MEMPHIS,AR,72301,870-735-8200 (TRAVEL CENTER),870-735-8200 (DENNY'S),870-735-3300,,225,33,33,12,15,0,,,2.579,3.399,4.359,3.299,,,,,,
2,Arkansas,FOREST TOWER FOOD MART I,location_details.php?id=54318,https://www.truckstopsandservices.com/location_details.php?id=54318,Trucker,ind_dealer_1,34.48392,-92.348923,US 167,,13487 HWY 167 N,HENSLEY,AR,72065,870-917-2222 (TRAVEL CENTER),,870-917-2058,,40,0,0,2,1,0,,,,,,,,,,,,
2,Arkansas,GAS MART,location_details.php?id=47502,https://www.truckstopsandservices.com/location_details.php?id=47502,Trucker,ind_dealer_1,33.618508,-92.770838,US 79,,2137 US 79,CAMDEN,AR,71701,870-574-2923 (TRAVEL CENTER),,,,10,0,0,2,0,0,,,,,,,,,,,,
2,Arkansas,GAS N GO,location_details.php?id=18473,https://www.truckstopsandservices.com/location_details.php?id=18473,Trucker,valero,36.28348,-92.491589,US 62,,330 E MAIN ST,GASSVILLE,AR,72635,870-435-2801 (TRAVEL CENTER),,,,10,0,0,4,0,0,,,,,,,,,,,,
2,Arkansas,GASOLINE ALLEY,location_details.php?id=19810,https://www.truckstopsandservices.com/location_details.php?id=19810,Trucker,citgo,35.528114,-92.441866,US 65,,114 AR-9 W,CLINTON,AR,72031,501-745-5877 (TRAVEL CENTER),501-745-5877 (KRISPY KRUNCHY CHICKEN),,,6,0,0,3,0,0,,,,,,,,,,,,
2,Arkansas,HAWG'S EXXON,location_details.php?id=47455,https://www.truckstopsandservices.com/location_details.php?id=47455,Trucker,exxon,35.788172,-91.642304,US 167,,1150 N ST LOUIS ST,BATESVILLE,AR,72501,870-612-8661 (TRAVEL CENTER),870-612-8661 (CHESTER'S FRIED CHICKEN),870-612-8669,,25,0,0,4,0,0,,,,,,,,,,,,
2,Arkansas,HILLBILLY U PUMP,location_details.php?id=47383,https://www.truckstopsandservices.com/location_details.php?id=47383,Trucker,ind_dealer_1,36.371784,-91.83539,US 62,,645 US 62,SALEM,AR,72576,870-895-3307 (TRAVEL CENTER),,,,20,0,0,2,1,0,,,,,,,,,,,,
2,Arkansas,HOB NOB SHELL,location_details.php?id=54396,https://www.truckstopsandservices.com/location_details.php?id=54396,Trucker,shell_,35.28419,-93.092674,I-40,84,20 BRADLEY COVE RD,RUSSELLVILLE,AR,72801,479-968-4299 (TRAVEL CENTER),,,,0,0,0,4,0,0,,,,,,,,,,,,
2,Arkansas,I-40 KWIK STOP,location_details.php?id=54431,https://www.truckstopsandservices.com/location_details.php?id=54431,Trucker,exxon,34.981092,-90.903242,I-40,233,840 N MAIN ST,PALESTINE,AR,72372,870-581-2954 (TRAVEL CENTER),,,,15,0,0,2,0,0,,,,,,,,,,,,
2,Arkansas,J & P FLASH MARKET 391,location_details.php?id=47119,https://www.truckstopsandservices.com/location_details.php?id=47119,Trucker,exxon,35.251774,-91.030414,US 64,,113 US-64,MCCRORY,AR,72101,870-697-2600 (TRAVEL CENTER),,,,8,0,0,3,0,0,,,,,,,,,,,,
2,Arkansas,JAM MART,location_details.php?id=47041,https://www.truckstopsandservices.com/location_details.php?id=47041,Trucker,valero,35.06569,-93.396089,AR 27,,209 AR 27,DANVILLE,AR,72833,479-495-5050 (TRAVEL CENTER),479-495-5050 (JAM MART DELI),,,6,0,0,2,0,0,,,,,,,,,,,,
2,Arkansas,JJ'S TRUCK STOP,location_details.php?id=1432,https://www.truckstopsandservices.com/location_details.php?id=1432,Trucker,ind_dealer_1,34.484537,-92.725286,I-30,106,6106 MILITARY RD,MALVERN,AR,72104,501-778-2295 (TRAVEL CENTER),501-778-2295 (JJ'S RESTAURANT),501-778-4909,,300,30,30,7,4,2,,,,,,,,,,,,
2,Arkansas,JUMP STOP,location_details.php?id=47315,https://www.truckstopsandservices.com/location_details.php?id=47315,Trucker,bp-,35.147315,-90.292021,I-40,271,9499 US 70,MARION,AR,72364,870-735-5621 (TRAVEL CENTER),,,,10,,,5,0,0,,,,,,,,,,,,
2,Arkansas,KINGS RIVER COUNTRY STORE,location_details.php?id=10267,https://www.truckstopsandservices.com/location_details.php?id=10267,Trucker,ind_dealer_1,36.138696,-93.584299,US 412,,22784 HWY 412,MARBLE,AR,72740,479-665-2323 (TRAVEL CENTER),479-665-2323 (CHESTER'S FRIED CHICKEN),479-665-2128,,25,0,0,3,0,0,,,,,,,,,,,,
2,Arkansas,KOUNTRY XPRESS TRUCK STOP,location_details.php?id=665,https://www.truckstopsandservices.com/location_details.php?id=665,Trucker,66gas,35.512661,-94.1136,I-40,20,1107 GEORGIA RIDGE DR,MULBERRY,AR,72947,479-997-1917 (TRAVEL CENTER),479-997-1917 (KOUNTRY XPRESS RESTAURANT),479-997-2699,,20,0,0,5,2,0,,,,,,,,,,,,
2,Arkansas,KUM & GO,location_details.php?id=43947,https://www.truckstopsandservices.com/location_details.php?id=43947,Trucker,kumngo-,36.104384,-91.09993,US 63,,3430 US HWY 63,BLACK ROCK,AR,72450,870-878-6107 (TRAVEL CENTER),,,,8,0,0,2,0,0,,,,,,,,,,,,
2,Arkansas,KUM & GO,location_details.php?id=43948,https://www.truckstopsandservices.com/location_details.php?id=43948,Trucker,kumngo-,36.167065,-94.118367,I-49,73,1220 E ROBINSON AVE,SPRINGDALE,AR,72764,479-725-0060 (TRAVEL CENTER),,,,0,0,0,4,0,0,,,,,,,,,,,,
2,Arkansas,KWIK SERVE #1,location_details.php?id=47306,https://www.truckstopsandservices.com/location_details.php?id=47306,Trucker,valero,36.302416,-91.445398,US 63,,2511 US 63,HARDY,AR,72542,870-856-5698 (TRAVEL CENTER),,,,3,0,0,2,0,0,,,,,,,,,,,,
2,Arkansas,LAZY EARL'S TRUCK STOP,location_details.php?id=19812,https://www.truckstopsandservices.com/location_details.php?id=19812,Trucker,ind_dealer_1,35.426238,-93.528311,AR 109,,3309 STERLIN HURLEY IND HWY,CLARKSVILLE,AR,72830,479-705-1410 (TRAVEL CENTER),479-705-1410 (LAZY EARL'S RESTAURANT),479-7050214,,55,0,55,4,4,2,,,,,,,,,,,,
2,Arkansas,LITTLEFIELD EXPRESS,location_details.php?id=47120,https://www.truckstopsandservices.com/location_details.php?id=47120,Trucker,ind_dealer_1,35.314306,-94.400648,I-540,12,3401 CAVANAUGH RD,FORT SMITH,AR,72908,479-646-8186 (TRAVEL CENTER),479-646-8186 (CHESTER'S FRIED CHICKEN),479-648-3195,,55,0,0,6,2,0,,,,,,,,,,,,
2,Arkansas,LITTLEFIELD EXPRESS,location_details.php?id=54914,https://www.truckstopsandservices.com/location_details.php?id=54914,Trucker,valero,33.53526,-92.825935,AR 376,,2708 ADAMS AVE,CAMDEN,AR,71701,870-231-6926 (TRAVEL CENTER),,,,,,,2,,,,,,,,,,,,,,
2,Arkansas,Littlefield Express,location_details.php?id=64905,https://www.truckstopsandservices.com/location_details.php?id=64905,Trucker,,35.32349,-91.560123,,,142 Highway 167,Bald Knob,AR,72010,501-724-1385,,,,,,,,,,,,,,,,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #236,location_details.php?id=15482,https://www.truckstopsandservices.com/location_details.php?id=15482,Trucker,loves-travel-stops-country-stores_416x416,34.786419,-92.126273,I-40,161,11801 E I-40,NORTH LITTLE ROCK,AR,72117,501-945-5400 (TRAVEL CENTER),501-945-5400 (CHESTER'S FRIED CHICKEN),501-945-5427,,65,0,0,8,5,0,501-945-5400 (PETRO'S CHILI AND CHIPS),,,,,,,501-945-5400 (GODFATHER'S PIZZA),,,,
2,Arkansas,LOVE'S TRAVEL STOP #267,location_details.php?id=22293,https://www.truckstopsandservices.com/location_details.php?id=22293,Trucker,loves-travel-stops-country-stores_416x416,35.172756,-92.744248,I-40,107,1600 N HWY 95,MORRILTON,AR,72110,501-354-6701 (TRAVEL CENTER),501-354-6701 (SUBWAY),501-354-6818,,17,0,0,4,3,0,501-354-6701 (GODFATHER'S PIZZA),,,,,,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #271,location_details.php?id=22295,https://www.truckstopsandservices.com/location_details.php?id=22295,Trucker,loves-travel-stops-country-stores_416x416,35.511494,-93.82159,I-40,37,2223 N 3RD ST,OZARK,AR,72949,479-667-5891 (TRAVEL CENTER),479-667-5891 (SUBWAY),479-667-0773,,11,0,0,4,3,0,,,,,,,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #275,location_details.php?id=22297,https://www.truckstopsandservices.com/location_details.php?id=22297,Trucker,loves-travel-stops-country-stores_416x416,34.985963,-90.905742,I-40,233,1010 N MAIN ST,PALESTINE,AR,72372,870-581-5004 (TRAVEL CENTER),870-581-5004 (CHESTER'S FRIED CHICKEN),870-581-5089,,88,0,0,8,5,2,870-581-5004 (SUBWAY),,,,,,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #277,location_details.php?id=10199,https://www.truckstopsandservices.com/location_details.php?id=10199,Trucker,loves-travel-stops-country-stores_416x416,33.828456,-93.396692,I-30,46,116 RON HERROD RD,PRESCOTT,AR,71857,870-887-1744 (TRAVEL CENTER),870-887-1744 (HARDEE'S),870-887-8715,,150,0,0,7,7,2,,,,,,,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #450,location_details.php?id=15477,https://www.truckstopsandservices.com/location_details.php?id=15477,Trucker,loves-travel-stops-country-stores_416x416,35.156878,-90.138024,I-40,280,800 MARTIN LUTHER KING DR,WEST MEMPHIS,AR,72301,870-732-1272 (TRAVEL CENTER),870-732-1272 (SUBWAY),870-732-1280,,111,0,0,12,10,0,,,,,,,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #457,location_details.php?id=24299,https://www.truckstopsandservices.com/location_details.php?id=24299,Trucker,loves-travel-stops-country-stores_416x416,34.657575,-92.412338,I-30,128,11700 I-30 FRONTAGE RD,LITTLE ROCK,AR,72210,501-407-0227 (TRAVEL CENTER),501-407-0227 (HARDEE'S),501-407-0554,,76,0,0,7,5,2,501-407-0227 (SUBWAY),,,,,,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #557,location_details.php?id=47385,https://www.truckstopsandservices.com/location_details.php?id=47385,Trucker,loves-travel-stops-country-stores_416x416,35.218264,-91.715964,US 67,44,2505 QUEENSWAY ST,SEARCY,AR,72143,501-278-5090 (TRAVEL CENTER),501-278-5090 (HARDEE'S),,,82,,,7,7,3,501-278-5090 (SUBWAY),,,,,,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #607,location_details.php?id=47313,https://www.truckstopsandservices.com/location_details.php?id=47313,Trucker,loves-travel-stops-country-stores_416x416,35.80525,-90.63562,US 63,40,5101 E PARKER RD,JONESBORO,AR,72404,870-933-7010 (TRAVEL CENTER),870-933-7010 (SUBWAY),870-933-7090,,85,0,0,5,7,0,,,,,,,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #635,location_details.php?id=47558,https://www.truckstopsandservices.com/location_details.php?id=47558,Trucker,loves-travel-stops-country-stores_416x416,35.539881,-94.236105,I-49,24,8060 HWY 282,ALMA,AR,72921,479-632-0587 (TRAVEL CENTER),479-632-0587 (SUBWAY),479-632-0676,,54,5,5,7,3,4,479-632-0587 (CHESTER'S FRIED CHICKEN),,,,,,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #661,location_details.php?id=47336,https://www.truckstopsandservices.com/location_details.php?id=47336,Trucker,loves-travel-stops-country-stores_416x416,34.193093,-91.921285,US 65,,4800 US-65,PINE BLUFF,AR,71601,870-536-8274 (TRAVEL CENTER),870-536-8274 (SUBWAY),870-536-8399,,85,0,0,5,5,0,870-536-8274 (CHESTER'S FRIED CHICKEN),,,,,,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #671,location_details.php?id=47457,https://www.truckstopsandservices.com/location_details.php?id=47457,Trucker,loves-travel-stops-country-stores_416x416,35.884617,-89.91834,I-55,63,3910 S DIVISION ST,BLYTHEVILLE,AR,72315,870-776-1126 (TRAVEL CENTER),870-776-1126 (GODFATHER'S PIZZA),870-776-1405,,94,0,0,9,7,2,870-776-1126 (CHESTER'S FRIED CHICKEN),,,,,,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #689,location_details.php?id=51574,https://www.truckstopsandservices.com/location_details.php?id=51574,Trucker,loves-travel-stops-country-stores_416x416,33.330677,-91.292164,US 65,HWY 82,294 HWY 82,LAKE VILLAGE,AR,71653,870-265-9988 (TRAVEL CENTER),870-265-9988 (PETRO CHILI AND CHIPS),870-265-9993,,52,0,0,4,4,0,870-265-9988 (CHESTER'S FRIED CHICKEN),,,,,,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #759,location_details.php?id=51528,https://www.truckstopsandservices.com/location_details.php?id=51528,Trucker,loves-travel-stops-country-stores_416x416,34.814638,-91.567145,I-40,193,3404 HWY 63 N,HAZEN,AR,72064,870-255-1395 (TRAVEL CENTER),870-255-1395 (GODFATHER'S PIZZA),870-255-2279,,111,0,0,10,7,2,870-255-1395 (CHESTER'S FRIED CHICKEN),,,,,,,870-255-1395 (SUBWAY),,,,
2,Arkansas,LOVE'S TRAVEL STOP #779,location_details.php?id=52047,https://www.truckstopsandservices.com/location_details.php?id=52047,Trucker,loves-travel-stops-country-stores_416x416,34.389071,-92.84645,I-30,97,6716 AR 171,MALVERN,AR,72104,501-337-9545 (TRAVEL CENTER),501-337-9545 (ARBY'S),501-337-9574,,80,0,0,9,9,3,,,,,,,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #822,location_details.php?id=59062,https://www.truckstopsandservices.com/location_details.php?id=59062,Trucker,loves-travel-stops-country-stores_416x416,35.460073,-93.480111,I-40,57,1025 S CRAWFORD ST,CLARKSVILLE,AR,72830,479-647-7053 (TRAVEL CENTER),479-647-7053 (BOJANGLES),479-647-7054,,114,,,9,10,,,,,,,,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #884,location_details.php?id=59063,https://www.truckstopsandservices.com/location_details.php?id=59063,Trucker,loves-travel-stops-country-stores_416x416,33.82753,-93.39369,I-30,45,2005 HWY 19 NORTH,PRESCOTT,AR,71857,870-330-8570 (TRAVEL CENTER),870-330-8570 (BOJANGLES),870-330-8571,,88,,,8,7,,,,,,,,,,,,,
2,Arkansas,MAGNOLIA TRAVEL CENTER,location_details.php?id=10255,https://www.truckstopsandservices.com/location_details.php?id=10255,Trucker,valero,33.296224,-93.252387,US 82/371,,10 US-82,MAGNOLIA,AR,71753,870-234-7806 (TRAVEL CENTER),,870-234-0285,,50,0,0,6,2,0,,,,,,,1,,,,,
2,Arkansas,MAPCO EXPRESS,location_details.php?id=1963,https://www.truckstopsandservices.com/location_details.php?id=1963,Trucker,ind_dealer_1,34.926477,-91.108161,I-40,221,1030 AR 78,WHEATLEY,AR,72392,870-457-2322 (TRAVEL CENTER),870-457-2322 (KRISPY KRUNCHY CHICKEN),870-457-2415,,35,0,0,5,0,0,,,,,,,,,,,,
2,Arkansas,MARTY MART,location_details.php?id=47454,https://www.truckstopsandservices.com/location_details.php?id=47454,Trucker,citgo,35.321284,-91.560987,US 67,55,3816 AR 367,BALD KNOB,AR,72010,501-724-2210 (TRAVEL CENTER),,,,0,0,0,3,0,0,,,,,,,,,,,,
2,Arkansas,MISSILE MART,location_details.php?id=10261,https://www.truckstopsandservices.com/location_details.php?id=10261,Trucker,exxon,33.537415,-92.469644,US 167,,109 S LEE ST,HAMPTON,AR,71744,870-798-3800 (TRAVEL CENTER),,870-798-3800,,15,0,0,3,0,0,,,,,,,,,,,,
2,Arkansas,MISSILE MART,location_details.php?id=10264,https://www.truckstopsandservices.com/location_details.php?id=10264,Trucker,mobil_oil__type,33.208144,-92.720257,US 82,,3700 W HILLSBORO ST,EL DORADO,AR,71730,870-862-6007 (TRAVEL CENTER),,,,25,0,0,2,0,0,,,,,,,,,,,,
2,Arkansas,MISSILE MART #08,location_details.php?id=54715,https://www.truckstopsandservices.com/location_details.php?id=54715,Trucker,exxon,33.25756,-92.645081,US 167,,4050 N CALION HWY,EL DORADO,AR,71730,870-863-8013 (TRAVEL CENTER),,,,30,0,0,4,1,0,,,,,,,,,,,,
2,Arkansas,MOBIL EXPRESSWAY,location_details.php?id=10263,https://www.truckstopsandservices.com/location_details.php?id=10263,Trucker,mobil_oil__type,33.213906,-92.632129,US 63/167,,2400 E MAIN ST,EL DORADO,AR,71730,870-863-5891 (TRAVEL CENTER),,,,20,0,0,6,0,0,,,,,,,,,,,,
2,Arkansas,MORGAN SHELL TRUCK STOP,location_details.php?id=10206,https://www.truckstopsandservices.com/location_details.php?id=10206,Trucker,shell_,34.884169,-92.382399,I-40,142,20515 HWY 365 N,NORTH LITTLE ROCK,AR,72113,501-851-6815 (TRAVEL CENTER),,501-851-6494,,35,0,0,4,0,0,,,,,,,,,,,,
2,Arkansas,MORGAN VALERO,location_details.php?id=10207,https://www.truckstopsandservices.com/location_details.php?id=10207,Trucker,valero,34.886661,-92.376879,I-40,142,18823 MAC ARTHUR DR,NORTH LITTLE ROCK,AR,72118,501-851-7100 (TRAVEL CENTER),,,,10,0,0,6,0,0,,,,,,,,,,,,
2,Arkansas,NEWPORT TRUCK PLAZA,location_details.php?id=10234,https://www.truckstopsandservices.com/location_details.php?id=10234,Trucker,exxon,35.638258,-91.24374,US 67,,3600 AIR BASE RD,NEWPORT,AR,72112,870-523-4800 (TRAVEL CENTER),,870-523-4802,,50,0,0,3,2,0,,,,,,,,,,,,
2,Arkansas,NORTH POINT 66,location_details.php?id=47332,https://www.truckstopsandservices.com/location_details.php?id=47332,Trucker,66gas,36.078742,-90.490982,US 49,,1810 US 49,PARAGOULD,AR,72450,870-236-8400 (TRAVEL CENTER),,,,3,,,2,0,0,,,,,,,,,,,,
2,Arkansas,ON THE RUN,location_details.php?id=47121,https://www.truckstopsandservices.com/location_details.php?id=47121,Trucker,exxon,36.287711,-92.481916,US 62,,728 E MAIN ST,GASSVILLE,AR,72635,870-435-2100 (TRAVEL CENTER),,,,15,,,4,0,0,,,,,,,,,,,,
2,Arkansas,One9 / Pilot,location_details.php?id=64906,https://www.truckstopsandservices.com/location_details.php?id=64906,Trucker,,34.91281,-91.19519,,,2102 Highway 49,Brinkley,AR,72021,870-638-0555,,,,,,,,,,,,,,,,,,,,,
2,Arkansas,PARADISE QUICK STOP,location_details.php?id=10245,https://www.truckstopsandservices.com/location_details.php?id=10245,Trucker,ind_dealer_1,33.662167,-94.119513,US 71,,950 S CONSTITUTION AVE,ASHDOWN,AR,71822,870-898-6034 (TRAVEL CENTER),870-898-6034 (MASTER DONUTS),870-898-8865,,50,0,0,7,0,0,870-898-6034 (HUNT BROTHERS PIZZA),,,,,,,,,,,
2,Arkansas,PARAMOUNT TRAVEL CENTER,location_details.php?id=18468,https://www.truckstopsandservices.com/location_details.php?id=18468,Trucker,valero,33.834529,-93.396712,I-30,46,520 HWY 19 N,PRESCOTT,AR,78157,870-887-0786 (TRAVEL CENTER),870-887-0786 (CHESTER'S FRIED CHICKEN),870-887-0787,,100,0,0,5,2,0,,,,,,,,,,,,
2,Arkansas,PDQ - SOUTH,location_details.php?id=54767,https://www.truckstopsandservices.com/location_details.php?id=54767,Trucker,66gas,35.25123,-93.136879,AR 7,,2750 S ARKANSAS AVE,RUSSELLVILLE,AR,72801,479-890-5392 (TRAVEL CENTER),,,,0,0,0,3,0,0,,,,,,,,,,,,
2,Arkansas,PDQ 247,location_details.php?id=54768,https://www.truckstopsandservices.com/location_details.php?id=54768,Trucker,66gas,35.22832,-93.140205,AR 247,,154 AR 247,RUSSELLVILLE,AR,72802,479-880-2302 (TRAVEL CENTER),,,,15,0,0,3,0,0,,,,,,,,,,,,
2,Arkansas,PETRO STOPPING CENTER #311 - JERRY FRITTS JR.,location_details.php?id=2217,https://www.truckstopsandservices.com/location_details.php?id=2217,Trucker,petro,35.153662,-90.135404,I-55,4,3900 PETRO RD,WEST MEMPHIS,AR,72301,870-702-5540 (TRAVEL CENTER),870-702-5500 (IRON SKILLET),870-702-5547,,280,63,63,12,17,6,870-702-5500 (BREYERS ICECREAM),,,,,,,,,,,
2,Arkansas,PETRO STOPPING CENTER #326 - IDELLA M. HANSEN,location_details.php?id=2215,https://www.truckstopsandservices.com/location_details.php?id=2215,Trucker,petro,34.781163,-92.128807,I-40,161,3205 VALENTINE RD,NORTH LITTLE ROCK,AR,72217,501-945-3206 (TRAVEL CENTER),501-945-4789 (IRON SKILLET),501-955-4008,,250,88,88,10,14,,,,,,,,,,,,,
