state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Street Address,City,State,Postal Code,Phone,Phone 2,Hours of Operation,# of Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Exit,# of Reserved Parking Spots,# of Paid Parking Spots,Fax,Phone 3,# of Men's Showers,Diesel,Bulk Def,Unleaded,Propane,Phone 4,Mailing Address,Mile Marker,Phone 5,Road Name,https
30,New Jersey,DEEPWATER TRUCK TERMINAL,location_details.php?id=18712,https://www.truckstopsandservices.com/location_details.php?id=18712,Trucker,conoco,39.691549,-75.484814,I-295,455 SHELL RD,DEEPWATER,NJ,08069,856-299-5040 (TRAVEL CENTER),,24 HOURS,22,4,0,0,1,0,0,,,,,,,,,,,,,
30,New Jersey,DELTA,location_details.php?id=55088,https://www.truckstopsandservices.com/location_details.php?id=55088,Trucker,exxon,40.67635,-74.198402,US 9,720 SPRING ST,ELIZABETH,NJ,07201,908-289-8222 (TRAVEL CENTER),,24 HOURS,,,,,,,,,,,,,,,,,,,,
30,New Jersey,EDISON FUEL STOP,location_details.php?id=11420,https://www.truckstopsandservices.com/location_details.php?id=11420,Trucker,ind_dealer_1,40.508221,-74.390715,US 1,690 US 1,EDISON,NJ,08817,732-572-4411 (TRAVEL CENTER),,24 HOURS,0,7,0,2,,0,0,,,,,,,,,,,,,
30,New Jersey,ELIZABETH TRUCK STOP,location_details.php?id=11464,https://www.truckstopsandservices.com/location_details.php?id=11464,Trucker,ind_dealer_1,40.6601982116699,-74.1923980712891,BOND ST,600 BOND ST,ELIZABETH,NJ,07206,908-353-7776 (TRAVEL CENTER),,24 HOURS,0,2,0,0,,0,0,,,,,,,,,,,,,
30,New Jersey,FLYING J TRAVEL CENTER #688,location_details.php?id=17666,https://www.truckstopsandservices.com/location_details.php?id=17666,Trucker,flying-j-,39.68521,-75.484839,I-295,326 SLAPES CORNER,CARNEYS POINT,NJ,08069,856-351-0080 (TRAVEL CENTER),,24 HOURS,350,12,16,2,2-C,10,10,856-351-0293,,,3.959,4.559,2.999,,,,,,,
30,New Jersey,FOOD MART,location_details.php?id=54760,https://www.truckstopsandservices.com/location_details.php?id=54760,Trucker,valero,41.09668,-74.158211,NJ 17,198 HWY 17 S,MAHWAH,NJ,07430,201-529-9872 (TRAVEL CENTER),,24 HOURS,,2,,,,,,,,,,,,,,,,,,
30,New Jersey,FORKED RIVER REST STOP,location_details.php?id=54319,https://www.truckstopsandservices.com/location_details.php?id=54319,Trucker,sunoco,39.87257,-74.215332,GARDEN STATE PKWY,GARDEN STATE PKWY MM 76,FORKED RIVER,NJ,08731,609-693-8275 (TRAVEL CENTER),609-693-8275 (BURGER KING),24 HOURS,,3,0,,,,,,609-693-8275 (STARBUCKS),,,,,,609-693-8275 (NATHAN'S HOT DOGS),,MM 76,,,
30,New Jersey,FUEL ONE,location_details.php?id=54336,https://www.truckstopsandservices.com/location_details.php?id=54336,Trucker,ind_dealer_1,40.50963,-74.389377,US 1,707 HWY 1 S,EDISON,NJ,08817,732-572-4700 (TRAVEL CENTER),,24 HOURS,,1,,,,,,,,,,,,,,,,,,
30,New Jersey,FUEL STOP,location_details.php?id=54337,https://www.truckstopsandservices.com/location_details.php?id=54337,Trucker,valero,39.96393,-74.998504,NJ 73,3023 ROUTE 73 S,MAPLESHADE,NJ,08052,856-259-2332 (TRAVEL CENTER),,24 HOURS,,1,,,,,,,,,,,,,,,,,,
30,New Jersey,G&B VALERO GAS,location_details.php?id=54339,https://www.truckstopsandservices.com/location_details.php?id=54339,Trucker,valero,40.09608,-74.807518,US 130,2012 US HWY 130 N,BURLINGTON,NJ,40016,609-387-4011 (TRAVEL CENTER),,24 HOURS,0,3,0,0,,0,0,,,,,,,,,,,,,
30,New Jersey,G-FUEL,location_details.php?id=18711,https://www.truckstopsandservices.com/location_details.php?id=18711,Trucker,ind_dealer_1,39.680678,-75.469939,I-295,362 ROUTE 40,CARNEYS POINT,NJ,08069,856-351-1085 (TRAVEL CENTER),,24 HOURS,18,5,4,3,2-B,,,,,,,,,,,,,,,
30,New Jersey,GARDEN STATE FUEL,location_details.php?id=18705,https://www.truckstopsandservices.com/location_details.php?id=18705,Trucker,ind_dealer_1,40.191322,-74.6494,I-195,646 US 130,YARDVILLE,NJ,08691,609-585-8564 (TRAVEL CENTER),,24 HOURS,10,3,0,0,5-A,,,,,,,,,,,,,,,
30,New Jersey,GAS WAY,location_details.php?id=54350,https://www.truckstopsandservices.com/location_details.php?id=54350,Trucker,valero,40.16741,-74.687164,US 130,51 US 130 N,YARDVILLE,NJ,08620,609-298-6516 (TRAVEL CENTER),,24 HOURS,0,4,0,0,,0,0,609-298-8278,,,,,,,,,,,,
30,New Jersey,HAMPTON BP,location_details.php?id=54379,https://www.truckstopsandservices.com/location_details.php?id=54379,Trucker,bp-,40.71084,-74.966972,NJ 31,238 NJ 31,HAMPTON,NJ,08827,908-537-6161 (TRAVEL CENTER),,24 HOURS,2,2,0,0,,0,0,,,,,,,,,,,,,
30,New Jersey,HAMPTON MOBIL,location_details.php?id=53537,https://www.truckstopsandservices.com/location_details.php?id=53537,Trucker,mobil_oil__type,40.718795,-74.970355,NJ 31,472 NJ 31,HAMPTON,NJ,08827,908-537-0801 (TRAVEL CENTER),,24 HOURS,7,4,0,0,,0,0,908-537-0890,,,,,,,,,,,,
30,New Jersey,HWY 21 SUNOCO,location_details.php?id=54424,https://www.truckstopsandservices.com/location_details.php?id=54424,Trucker,sunoco,40.75688,-74.166319,NJ 21,1400 MCCARTER HWY,NEWARK,NJ,07104,973-412-0005 (TRAVEL CENTER),,24 HOURS,0,4,0,0,,0,0,973-412-0008,,,,,,,,,,,,
30,New Jersey,JACK'S FRIENDLY SERVICE,location_details.php?id=54441,https://www.truckstopsandservices.com/location_details.php?id=54441,Trucker,sunoco,40.87388,-74.277122,NJ 46,152 PASSAIC AVE,FAIRFIELD,NJ,07004,973-808-1124 (TRAVEL CENTER),,"5AM TO 10PM MON THRU FRI, 7AM TO 8PM SAT-SUN",2,7,0,0,,0,0,,,,,,,,,,,,,
30,New Jersey,K & G TRUCK STOP INC,location_details.php?id=11423,https://www.truckstopsandservices.com/location_details.php?id=11423,Trucker,gulf-,40.731333,-74.085487,US 1,376 DUNCAN AVE,JERSEY CITY,NJ,07306,201-432-9600 (TRAVEL CENTER),,24 HOURS,12,4,2,0,,0,0,,,,,,,,,,,,,
30,New Jersey,KINGS MAHWAH TRUCK STOP,location_details.php?id=53540,https://www.truckstopsandservices.com/location_details.php?id=53540,Trucker,sunoco,41.100328,-74.164924,I-287,130 ROUTE 17TH S,MAHWAH,NJ,07430,201-252-8889 (TRAVEL CENTER),201-252-8889 (BOLLA MARKET),24 HOURS,5,5,0,0,66,0,0,201-252-8890,,,,,,,,,,,,
30,New Jersey,KINGS ROUTE 1 TRUCK STOP,location_details.php?id=53608,https://www.truckstopsandservices.com/location_details.php?id=53608,Trucker,sunoco,40.651114,-74.219335,US 1/9,828 US 9,ELIZABETH,NJ,07202,908-282-0222 (TRAVEL CENTER),,24 HOURS,0,4,0,0,,0,0,908-282-1220,,,,,,,,,,,,
30,New Jersey,KW RASTALL OIL,location_details.php?id=11447,https://www.truckstopsandservices.com/location_details.php?id=11447,Trucker,ind_dealer_1,40.423011,-74.496619,US 130,2600 US 130,NORTH BRUNSWICK,NJ,08902,732-297-5600 (TRAVEL CENTER),,"5AM TO 10PM MON THRU SAT, 5AM TO 8PM SUN",0,4,0,0,,,,,,,,,,,,,,,,
30,New Jersey,LEDGEWOOD BP,location_details.php?id=53538,https://www.truckstopsandservices.com/location_details.php?id=53538,Trucker,bp-,40.889509,-74.663619,I-80,1551 ROUTE 46,LEDGEWOOD,NJ,07852,973-810-3616 (TRAVEL CENTER),973-810-3616 (CROSSROADS DELI),24 HOURS,0,2,0,0,28,0,0,,,,,,,,,,,,,
30,New Jersey,LOVE'S TRAVEL STOP #404,location_details.php?id=15026,https://www.truckstopsandservices.com/location_details.php?id=15026,Trucker,loves-travel-stops-country-stores_416x416,40.120567,-74.707015,I-295,2008 US 206,BORDENTOWN,NJ,08505,609-324-1005 (TRAVEL CENTER),609-324-1005 (WENDY'S),24 HOURS,20,6,10,0,,0,0,609-324-1933,,,,,,,,,,,,
30,New Jersey,MAJOR AUTO/TRUCK STOP,location_details.php?id=47076,https://www.truckstopsandservices.com/location_details.php?id=47076,Trucker,ind_dealer_1,39.502444,-74.993971,NORTH MAIN ROAD,1197 N MAIN RD,VINELAND,NJ,08360,856-451-3700 (TRAVEL CENTER),,24 HOURS,20,5,0,0,,0,0,,,,,,,,,,,,,
30,New Jersey,MEADOWLAND TRUCK STOP,location_details.php?id=18710,https://www.truckstopsandservices.com/location_details.php?id=18710,Trucker,sunoco,40.828717,-74.081564,NJ 120,758 PATERSON PLANK RD,EAST RUTHERFORD,NJ,07073,201-438-8600 (TRAVEL CENTER),201-438-8600 (DUNKIN' DONUTS),24 HOURS,0,4,0,0,,0,0,201-438-8045,,,,,,,,,,,,
30,New Jersey,MEMOIS,location_details.php?id=11450,https://www.truckstopsandservices.com/location_details.php?id=11450,Trucker,conoco,40.101922,-74.795742,NJTP,2051 US 130,FLORENCE,NJ,08554,609-499-2710 (TRAVEL CENTER),,24 HOURS,0,4,0,0,6-A,0,0,,,,,,,,,,,,,
30,New Jersey,METRO MART,location_details.php?id=54695,https://www.truckstopsandservices.com/location_details.php?id=54695,Trucker,ind_dealer_1,40.595958,-74.252561,I-95,2540 RANDOLPH AVE,AVENEL,NJ,07001,732-340-9076 (TRAVEL CENTER),,24 HOURS,0,2,0,0,12,0,0,,,,,,,,,,,,,
30,New Jersey,MOBIL,location_details.php?id=11417,https://www.truckstopsandservices.com/location_details.php?id=11417,Trucker,mobil_oil__type,40.630753,-74.239687,US 1,741 E EDGAR RD,LINDEN,NJ,07036,908-862-8623 (TRAVEL CENTER),,24 HOURS,0,6,0,0,,0,0,908-862-5556,,,,,,,,,,,,
30,New Jersey,MONGAN'S CORNER,location_details.php?id=54719,https://www.truckstopsandservices.com/location_details.php?id=54719,Trucker,ind_dealer_1,39.72611,-74.958543,ATLANTIC CITY EXPY,438 WILLIAMSTOWN RD,SICKLERVILLE,NJ,08081,856-629-7846 (TRAVEL CENTER),,6AM TO 8PM DAILY,0,3,0,0,38,0,0,,,,,,,,,,,,,
30,New Jersey,MONMOUTH SERVICE AREA,location_details.php?id=18707,https://www.truckstopsandservices.com/location_details.php?id=18707,Trucker,sunoco,40.1983299255371,-74.0991287231445,GSPKWY,3050 NJ 38,MONMOUTH,NJ,07719,732-681-5424 (TRAVEL CENTER),,24 HOURS,0,4,0,0,,,,,,,,,,,,,MM 100,,,
30,New Jersey,NEW JERSEY TRUCK STOP,location_details.php?id=2106,https://www.truckstopsandservices.com/location_details.php?id=2106,Trucker,ind_dealer_1,40.729407,-74.103571,NJTP,1 HACKENSACK AVE,SOUTH KEARNEY,NJ,07032,973-344-1314 (TRAVEL CENTER),,24 HOURS,50,7,4,4,15-E,0,50,973-344-6867,,,,,,,,,,,,
30,New Jersey,OCEAN VIEW SERVICE AREA,location_details.php?id=47075,https://www.truckstopsandservices.com/location_details.php?id=47075,Trucker,sunoco,39.180876,-74.723399,GARDEN STATE PKWY,MM 18,OCEAN VIEW,NJ,08230,609-624-9392 (TRAVEL CENTER),,6AM TO 10PM DAILY,12,6,0,0,,0,0,,,,,,,,,,MM 18,,,
30,New Jersey,PARKWAY EXXON,location_details.php?id=2185,https://www.truckstopsandservices.com/location_details.php?id=2185,Trucker,exxon,40.893214,-74.115572,GSPKWY,227 US 46,ELMWOOD PARK,NJ,07407,201-797-1904 (TRAVEL CENTER),,24 HOURS,0,2,0,0,157,0,0,201-797-6206,,,,,,,,,,,,
30,New Jersey,PATRIOT TRUCK STOP,location_details.php?id=54766,https://www.truckstopsandservices.com/location_details.php?id=54766,Trucker,sunoco,40.84362,-74.003761,US 46,75 W ROUTE 46,PALISADES PARK,NJ,07650,201-943-9802 (TRAVEL CENTER),,24 HOURS,,2,,,,,,,,,,,,,,,,,,
30,New Jersey,PENN JERSEY TRUCK STOP,location_details.php?id=18702,https://www.truckstopsandservices.com/location_details.php?id=18702,Trucker,ind_dealer_1,40.673075,-75.139132,I-78,1400 US 22,PHILLIPSBURG,NJ,08886,908-859-6607 (TRAVEL CENTER),,24 HOURS,10,5,2,0,3,0,10,908-859-0895,,,,,,,,,,,,
30,New Jersey,PETRO STOPPING CENTER #314,location_details.php?id=2240,https://www.truckstopsandservices.com/location_details.php?id=2240,Trucker,petro,40.122424,-74.712697,I-295,402 RISING SUN SQUARE RD,BORDENTOWN,NJ,08505,609-298-6070 (TRAVEL CENTER),609-298-6070 (IRON SKILLET),24 HOURS,490,12,20,6,56 NB/57-B SB,100,100,609-227-5033,609-298-6070 (ARBY'S),,,,,,609-298-6070 (BREYERS ICE CREAM),,,,,
30,New Jersey,PHILLIPSBURG SUNOCO,location_details.php?id=53539,https://www.truckstopsandservices.com/location_details.php?id=53539,Trucker,sunoco,40.695654,-75.189138,US 22,400 MEMORIAL PKWY,PHILLIPSBURG,NJ,08865,908-859-0040 (TRAVEL CENTER),,24 HOURS,0,2,0,0,,0,0,,,,,,,,,,,,,
30,New Jersey,Pilot Travel Center,location_details.php?id=64564,https://www.truckstopsandservices.com/location_details.php?id=64564,Trucker,,40.65954808,-75.07282933,I-78,,Bloomsbury,NJ,08804,908-479-6442,,,,,,,,,,,,,,,,,,,,,,
30,New Jersey,PILOT TRAVEL CENTER #1098,location_details.php?id=47077,https://www.truckstopsandservices.com/location_details.php?id=47077,Trucker,pilot,40.720169,-74.125714,I-95,400 DOREMUS AVE,NEWARK,NJ,07105,973-589-3090 (TRAVEL CENTER),973-589-3090 (DUNKIN' DONUTS EXPRESS),24 HOURS,33,9,2,0,15E,13,13,973-589-3092,,,3.759,4.359,3.099,,,,,,,
30,New Jersey,PILOT TRAVEL CENTER #190,location_details.php?id=17656,https://www.truckstopsandservices.com/location_details.php?id=17656,Trucker,pilot,40.63638,-74.966854,I-78,66 ROUTE 173 W,HAMPTON,NJ,08827,908-735-7711 (TRAVEL CENTER),908-735-4212 (SUBWAY),24 HOURS,50,7,6,0,12,0,0,908-735-8153,908-735-4212 (CINNABON),,3.899,4.559,3.099,,,,,,,
30,New Jersey,PILOT TRAVEL CENTER #210,location_details.php?id=17659,https://www.truckstopsandservices.com/location_details.php?id=17659,Trucker,pilot,41.091508,-74.154792,NJ 17,230 NJ 17,MAHWAH,NJ,07430,201-529-2704 (TRAVEL CENTER),,24 HOURS,8,6,0,0,,0,0,201-529-1784,,,3.899,4.559,2.879,,,,,,,
30,New Jersey,PILOT TRAVEL CENTER #253,location_details.php?id=17660,https://www.truckstopsandservices.com/location_details.php?id=17660,Trucker,pilot,39.681322,-75.478718,I-295,600 PENNSVILLE - AUBURN RD,CARNEYS POINT,NJ,08069,856-299-5700 (TRAVEL CENTER),856-299-5700 (SUBWAY),24 HOURS,25,6,2,0,2-B,0,0,856-299-8563,,,3.959,4.559,2.999,,,,,,,
30,New Jersey,PILOT TRAVEL CENTER #280,location_details.php?id=17663,https://www.truckstopsandservices.com/location_details.php?id=17663,Trucker,pilot,40.659299,-75.072217,I-78,979 ROUTE 173,BLOOMSBURY,NJ,08804,908-479-6443 (TRAVEL CENTER),908-479-6443 (SUBWAY),24 HOURS,13,7,4,0,7,5,5,908-479-6394,,,3.899,4.559,3.059,,,,,,,
30,New Jersey,PILOT TRAVEL CENTER #891,location_details.php?id=18706,https://www.truckstopsandservices.com/location_details.php?id=18706,Trucker,pilot,40.892501,-74.6866,I-80,1470 US 46,LEDGEWOOD,NJ,07852,973-347-1145 (TRAVEL CENTER),973-347-1145 (SUBWAY),24 HOURS,20,4,0,0,27-B,0,0,973-347-8770,,,3.899,,,,,,,,,
30,New Jersey,PILOT TRAVEL CENTER DEALER - #880,location_details.php?id=17671,https://www.truckstopsandservices.com/location_details.php?id=17671,Trucker,pilot,41.349827,-74.686529,I-84,15 NJ 23,MONTAGUE,NJ,07827,973-293-3477 (TRAVEL CENTER),973-293-3477 (SUBWAY),24 HOURS,4,4,0,0,1,0,0,973-293-3677,,,3.759,4.559,,,,,,,,
30,New Jersey,Pilot Travel Centers,location_details.php?id=64565,https://www.truckstopsandservices.com/location_details.php?id=64565,Trucker,,39.681724,-75.479001,I-295,,Carney's Point,NJ,08069,856-290-7769,,,,,,,,,,,,,,,,,,,,,,
30,New Jersey,Pilot Travel Centers,location_details.php?id=64569,https://www.truckstopsandservices.com/location_details.php?id=64569,Trucker,,40.00719,-74.9747,,130 State HWY,Cinnaminson,NJ,08077,609-685-4900,,,,,,,,,,,,,,,,,,,,,,
30,New Jersey,POWER GAS & TRUCK STOP,location_details.php?id=54811,https://www.truckstopsandservices.com/location_details.php?id=54811,Trucker,ind_dealer_1,40.84139,-73.998802,US 9,123 E COLUMBIA AVE,PALISADES PARK,NJ,07650,201-941-1209 (TRAVEL CENTER),,24 HOURS,4,4,0,0,,0,0,201-945-5276,,,,,,,,,,,,
30,New Jersey,POWER OIL,location_details.php?id=11427,https://www.truckstopsandservices.com/location_details.php?id=11427,Trucker,ind_dealer_1,40.719689,-74.150508,US 1,15 STOCKTON ST,NEWARK,NJ,07105,973-344-0854 (TRAVEL CENTER),,24 HOURS,0,2,0,0,,0,0,,,,,,,,,,,,,
30,New Jersey,PUTNAM TRUCK CITY,location_details.php?id=11424,https://www.truckstopsandservices.com/location_details.php?id=11424,Trucker,ind_dealer_1,40.750454,-74.059837,US 1/9,565 TONNELE AVE,JERSEY CITY,NJ,07307,201-653-0086 (TRAVEL CENTER),,24 HOURS,0,5,0,0,,0,0,201-653-0685,,,,,,,,,,,,
30,New Jersey,QUICK STOP,location_details.php?id=1947,https://www.truckstopsandservices.com/location_details.php?id=1947,Trucker,liberty,41.101013,-74.165026,I-287,131 NJ 17,MAHWAH,NJ,07430,201-512-9700 (TRAVEL CENTER),201-512-9700 (QUICK STOP DELI),24 HOURS,7,4,0,0,66,0,0,,,,,,,,,,,,,
30,New Jersey,RACEWAY,location_details.php?id=47069,https://www.truckstopsandservices.com/location_details.php?id=47069,Trucker,racewaygas,40.43542,-74.5117,US 1,2715 US 1,NORTH BRUNSWICK,NJ,08902,732-819-9116 (TRAVEL CENTER),732-819-9116 (DUNKIN' DONUTS),24 HOURS,0,2,0,0,,0,0,,,,,,,,,,,,,
30,New Jersey,RICHWOOD,location_details.php?id=54859,https://www.truckstopsandservices.com/location_details.php?id=54859,Trucker,sunoco,39.71825,-75.148262,US 322,705 MULLICA HILL RD,MULLICA HILL,NJ,08062,856-589-6878,,24 HOURS,0,5,0,0,,0,0,,,,,,,,,,,,,
30,New Jersey,RIGGINS OIL,location_details.php?id=11432,https://www.truckstopsandservices.com/location_details.php?id=11432,Trucker,sunoco,39.40832,-74.520973,US 9,901 N NEW RD,PLEASANTVILLE,NJ,08232,609-272-0205 (TRAVEL CENTER),,24 HOURS,0,2,0,0,,0,0,,,,,,,,,,,,,
30,New Jersey,ROUTE 46 TRUCK CENTER,location_details.php?id=11439,https://www.truckstopsandservices.com/location_details.php?id=11439,Trucker,bp-,40.897464,-75.070542,US 46,54 US 46,DELAWARE,NJ,07833,908-475-3416 (TRAVEL CENTER),,24 HOURS,86,6,4,0,,,,,,,,,,,,,,,,
30,New Jersey,SPEEDWAY,location_details.php?id=11410,https://www.truckstopsandservices.com/location_details.php?id=11410,Trucker,speedwaygas,40.530656,-74.326375,NJ 440,789 AMBOY AVE,EDISON,NJ,08837,732-738-6516 (TRAVEL CENTER),,24 HOURS,0,4,0,0,,0,0,,,,,,,,,,,,,
30,New Jersey,SPEEDWAY,location_details.php?id=11421,https://www.truckstopsandservices.com/location_details.php?id=11421,Trucker,speedwaygas,40.674396,-74.199277,US 1,623 SPRING ST,ELIZABETH,NJ,07201,908-351-8831 (TRAVEL CENTER),,24 HOURS,0,3,0,0,,0,0,,,,,,,,,,,,,
30,New Jersey,SPEEDWAY,location_details.php?id=11459,https://www.truckstopsandservices.com/location_details.php?id=11459,Trucker,speedwaygas,40.632569,-74.238016,US 1,701 E EDGAR RD,LINDEN,NJ,07036,908-474-5024 (TRAVEL CENTER),,24 HOURS,0,3,0,0,,0,0,,,,,,,,,,,,,
30,New Jersey,SPEEDWAY,location_details.php?id=47070,https://www.truckstopsandservices.com/location_details.php?id=47070,Trucker,speedwaygas,40.432195,-74.515033,US 1,2800 US 1,NORTH BRUNSWICK,NJ,08902,732-940-3705 (TRAVEL CENTER),,24 HOURS,0,2,0,0,,0,0,,,,,,,,,,,,,
30,New Jersey,SPEEDWAY #3478,location_details.php?id=54969,https://www.truckstopsandservices.com/location_details.php?id=54969,Trucker,speedwaygas,40.531505,-74.291666,NJ 184,119 W POND RD,HOPELAWN,NJ,08861,732-324-6488 (TRAVEL CENTER),,24 HOURS,,2,,,,,,,,,,,,,,,,,,
30,New Jersey,SUNOCO CO-OP 7005 CLARA BARTON PLAZA,location_details.php?id=608,https://www.truckstopsandservices.com/location_details.php?id=608,Trucker,sunoco,39.697455,-75.396499,I-95/NJTP,47 CLARA BARTON LN,PENNS GROVE,NJ,08069,856-299-4005 (TRAVEL CENTER),856-299-4005 (BURGER KING),24 HOURS,20,1,0,0,,0,0,,,,,,,,,,MM 5.4 SB,,,
30,New Jersey,SUNOCO CO-OP 7006 JOHN FENWICK PLAZA,location_details.php?id=1479,https://www.truckstopsandservices.com/location_details.php?id=1479,Trucker,sunoco,39.696037,-75.396059,I-95/NJTP,NJTP MM 5.4,PENNS GROVE,NJ,08069,856-299-4004 (TRAVEL CENTER),856-299-4004 (BURGER KING),24 HOURS,15,1,0,0,,0,0,856-299-4555,856-299-4004 (STARBUCKS),,,,,,856-299-4004 (ATHEN'S),,MM 5.4 NB,,,
30,New Jersey,SUNOCO CO-OP 7007 WALT WHITMAN PLAZA,location_details.php?id=3625,https://www.truckstopsandservices.com/location_details.php?id=3625,Trucker,sunoco,39.885541,-75.002194,I-95/NJTP,NJTP MM 30.2 SB,CHERRY HILL,NJ,08002,856-428-1250 (TRAVEL CENTER),,24 HOURS,35,2,0,0,,0,0,,,,,,,,,,MM 30.2 SB,,,
30,New Jersey,SUNOCO CO-OP 7008 JAMES F COOPER PLAZA,location_details.php?id=1450,https://www.truckstopsandservices.com/location_details.php?id=1450,Trucker,sunoco,39.981219,-74.888134,I-95/NJTP,TPKE MM 39 N,MOUNT LAUREL,NJ,08054,856-234-5222 (TRAVEL CENTER),,24 HOURS,37,2,0,0,,,,,,,,,,,,,MM 39.4,,,
30,New Jersey,SUNOCO CO-OP 7009 RICH STOCKTON PLAZA,location_details.php?id=2747,https://www.truckstopsandservices.com/location_details.php?id=2747,Trucker,sunoco,40.177656,-74.631714,I-95/NJTP,MP 58.7 MERRICK RD,HAMILTON,NJ,08620,609-585-5414 (TRAVEL CENTER),,24 HOURS,0,3,0,0,,0,0,,,,,,,,,,MM 58.7 SB,,,
30,New Jersey,SUNOCO CO-OP 7010 WOODROW WILSON PLAZA,location_details.php?id=3727,https://www.truckstopsandservices.com/location_details.php?id=3727,Trucker,sunoco,40.176529,-74.627925,I-95/NJTP,NJTP MM 58.7 NB,HAMILTON,NJ,08620,609-585-5750 (TRAVEL CENTER),,24 HOURS,74,3,0,0,,,,,,,,,,,,,MM 58.7 NB,,,
30,New Jersey,SUNOCO CO-OP 7011 MOLLY PITCHER PLAZA,location_details.php?id=2042,https://www.truckstopsandservices.com/location_details.php?id=2042,Trucker,sunoco,40.320713,-74.487381,I-95/NJTP,71 7 S NJTP,CRANBURY,NJ,08512,609-395-1947 (TRAVEL CENTER),,24 HOURS,90,5,0,0,,0,0,,,,,,,,,,MM 71.7 SB,,,
30,New Jersey,SUNOCO CO-OP 7013 THOMAS EDISON PLAZA,location_details.php?id=3293,https://www.truckstopsandservices.com/location_details.php?id=3293,Trucker,sunoco,40.559565,-74.264161,I-95/NJTP,NJTP MM 92.9 SB,WOODBRIDGE,NJ,07095,732-636-0580 (TRAVEL CENTER),,24 HOURS,78,4,0,0,,,,,,,,,,,,,MM 92.9 SB,,,
30,New Jersey,SUNOCO CO-OP 7014 GROVER CLEVELAND PLAZA,location_details.php?id=55130,https://www.truckstopsandservices.com/location_details.php?id=55130,Trucker,sunoco,40.557426,-74.263902,I-95,I-95/NJ TPKMP 92.9 NB,WOODBRIDGE,NJ,07077,732-636-1298 (TRAVEL CENTER),732-636-1298 (POPEYE'S),24 HOURS,,3,,,,,,,732-636-1298 (STARBUCKS),,,,,,732-636-1298 (AUNTIE ANNE'S),,92.9,,,
30,New Jersey,SUNOCO CO-OP 7016 ALEX HAMILTON PLAZA,location_details.php?id=230,https://www.truckstopsandservices.com/location_details.php?id=230,Trucker,sunoco,41.351385,-74.686319,I-95/NJTP,MM 111.6,SECAUCUS,NJ,07094,201-348-0656 (TRAVEL CENTER),201-348-0656 (STARBUCKS),24 HOURS,70,2,0,0,,0,0,,,,,,,,,,MM 111.6 SB,,,
30,New Jersey,SUNOCO CO-OP 7017 VINCE LOMBARDI PLAZA,location_details.php?id=3617,https://www.truckstopsandservices.com/location_details.php?id=3617,Trucker,sunoco,40.822761,-74.029132,I-95/NJTP,116 E NJ TPKE,RIDGEFIELD,NJ,07657,201-945-5112 (TRAVEL CENTER),,24 HOURS,150,4,6,0,,0,0,,,,,,,,,,MM 115.5 SB/116 NB,,,
30,New Jersey,SUNOCO CO-OP JOYCE KILMER PLAZA,location_details.php?id=1495,https://www.truckstopsandservices.com/location_details.php?id=1495,Trucker,sunoco,40.417302,-74.444103,I-95/NJTP,NJTP MM 78.7,EAST BRUNSWICK,NJ,08816,732-257-6103 (TRAVEL CENTER),,24 HOURS,50,2,0,0,,0,0,732-432-0730,,,,,,,,,MM 78.7 NB,,,
30,New Jersey,SUNOCO TRUCK STOP - CARNEY'S POINT,location_details.php?id=231,https://www.truckstopsandservices.com/location_details.php?id=231,Trucker,sunoco,39.685127,-75.483729,I-295,327 HAWKESGROVE RD,CARNEYS POINT,NJ,08069,856-299-9300 (TRAVEL CENTER),856-299-9300 (TASTE OF INDIA),24 HOURS,100,8,5,4,2-C,0,100,856-299-4253,856-299-9300 (LA CUCHARA),,,,,,856-299-9300 (HUNT BROTHERS PIZZA),,,856-299-9300 (DUNKIN' DONUTS),,
30,New Jersey,SWEDESBORO SHELL,location_details.php?id=3169,https://www.truckstopsandservices.com/location_details.php?id=3169,Trucker,shell_,39.756885,-75.275439,NJTP,1111 ROUTE 322,SWEDESBORO,NJ,08085,856-467-0944 (TRAVEL CENTER),,24 HOURS,0,4,0,0,2,0,0,,,,,,,,,,,,,
30,New Jersey,SWIFT FUEL STOP,location_details.php?id=55155,https://www.truckstopsandservices.com/location_details.php?id=55155,Trucker,gulf-,40.69447,-74.156315,CORBIN ST,151 CORBIN ST,PORT NEWARK,NJ,07114,973-344-6518 (TRAVEL CENTER),,24 HOURS,,2,,,,,,,,,,,,,,,,,,
30,New Jersey,TABERNACLE VALERO,location_details.php?id=11455,https://www.truckstopsandservices.com/location_details.php?id=11455,Trucker,valero,39.856441,-74.733522,US 206,1553 ROUTE 206,TABERNACLE,NJ,08088,609-268-1029 (TRAVEL CENTER),,24 HOURS,0,2,0,0,,,,,,,,,,,,,,,,
30,New Jersey,THIND TRAVEL PLAZA,location_details.php?id=11428,https://www.truckstopsandservices.com/location_details.php?id=11428,Trucker,shell_,40.7679,-74.045339,US 1/9,1810 TONNELLE AVE,NORTH BERGEN,NJ,07047,201-271-0905 (TRAVEL CENTER),,24 HOURS,0,3,0,3,,0,0,,,,,,,,,,,,,
