state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Mile Marker,Street Address,City,State,Postal Code,Phone,Phone 2,Phone 3,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Phone 4,Phone 5,Fax,Exit,https,Diesel,Bulk Def,Unleaded,Propane,# of Men's Showers,http,Road Name,Hours of Operation,Mailing Address,htp
40,Quebec,HALTE 50,location_details.php?id=54377,http://www.rvandtravelers.com/location_details.php?id=54377,RVer,ind_dealer_1,,,50,,125 RTE DU CANTON,BROWNSBURG-CHATHAM,QC,J8G 1Z2,450-562-8178 (TRAVEL CENTER),,,,,,4,,,,,,254,,,,,,,,,,,
40,Quebec,MARCEL'S TRUCK STOP,location_details.php?id=48194,http://www.rvandtravelers.com/location_details.php?id=48194,RVer,ind_dealer_1,,,HWY 15,,306 CHEMIN RIDGE,LACOLLE,QC,J0J 1V0,450-246-3443,,,50,,,4,2,0,,,,1,,,,,,,,,,,
40,Quebec,PETRO CANADA,location_details.php?id=54773,http://www.rvandtravelers.com/location_details.php?id=54773,RVer,ind_dealer_1,,,20,,334 RU DE BOULEAUX,ST. EULALIE,QC,G0Z 1E0,819-225-4576 (TRAVEL CENTER),,,,,,4,,,,,,,,,,,,,,,,,
40,Quebec,PETRO T,location_details.php?id=22022,http://www.rvandtravelers.com/location_details.php?id=22022,RVer,ind_dealer_1,,,HWY 55,,3 CH DE FAIRFAX,STANSTEAD,QC,J0B 3E0,819-876-7624,,,50,,,3,2,0,,,,2,,,,,,,,,,,
40,Quebec,PETRO-CANADA,location_details.php?id=54785,http://www.rvandtravelers.com/location_details.php?id=54785,RVer,petro-pass,,,40,,1415 RUE SAINT AMOUR,ST. LAURENT,QC,H4S 1T4,514-745-5511 (TRAVEL CENTER),,,,,,4,,,,,,,,,,,,,,,,,
40,Quebec,PETRO-PASS,location_details.php?id=48204,http://www.rvandtravelers.com/location_details.php?id=48204,RVer,petro-pass,,,HWY 20,,704 RUE DE LEGLISE,ST. JEAN PORT JOLI,QC,G0R 3G0,418-598-6299,,,50,,,4,2,0,,,,414,,,,,,,,,,,
40,Quebec,PETRO-PASS,location_details.php?id=48206,http://www.rvandtravelers.com/location_details.php?id=48206,RVer,petro-pass,,,TCH 20,,1230 CHEMIN OLIVIER,ST. NICOLAS,QC,G7A 2M6,418-831-2328 (TRAVEL CENTER),,,20,0,0,4,4,0,,,,305,,,,,,,,,,,
40,Quebec,PETRO-PASS,location_details.php?id=48201,http://www.rvandtravelers.com/location_details.php?id=48201,RVer,petro-pass,,,TCH 101/117,,630 BOUL RIDEAU,ROUYN-NORANDA,QC,J9X 7G1,819-764-1030,,,10,0,0,3,2,0,,,,,,,,,,,,,,,
40,Quebec,PETRO-PASS,location_details.php?id=54777,http://www.rvandtravelers.com/location_details.php?id=54777,RVer,petro-pass,,,217,,801 RANG DU COTEAU,ST-JACQUES LE MINEUR,QC,J0J 1Z0,450-245-0025 (TRAVEL CENTER),,,,,,3,,,,,,,,,,,,,,,,,
40,Quebec,PETRO-PASS TRUCK STOP,location_details.php?id=54792,http://www.rvandtravelers.com/location_details.php?id=54792,RVer,petro-pass,,,40,,8100 BOUL DU GULF,MONTREAL,QC,H1J 3A4,514-355-1467 (TRAVEL CENTER),,,0,0,0,9,5,0,,,514-355-7207,,,,,,,,,,,,
40,Quebec,PETRO-T,location_details.php?id=54793,http://www.rvandtravelers.com/location_details.php?id=54793,RVer,ind_dealer_1,,,132,,QC HWY 132,KAHNAWAKE,QC,J0L 1B0,450-635-7638 (TRAVEL CENTER),450-635-7638 (TIM HORTONS),,25,10,10,6,6,0,,,450-635-0178,,,,,,,3,,,,,
40,Quebec,PIPELINE,location_details.php?id=54800,http://www.rvandtravelers.com/location_details.php?id=54800,RVer,ind_dealer_1,,,397,,2855 BOUL JEAN-JACQUES COSETTE,VAL-D'OR,QC,J9P 5G3,819-874-7500 (TRAVEL CENTER),,,,,,4,,,,,,,,,,,,,,,,,
40,Quebec,PIPELINE CARDLOCK,location_details.php?id=48193,http://www.rvandtravelers.com/location_details.php?id=48193,RVer,ind_dealer_1,,,HWY 138,,49 QC-138,FORESTVILLE,QC,G0T 1E0,418-587-2042,,,20,,,4,4,0,,,,,,,,,,,,,,,
40,Quebec,PIPELINE CARDLOCK,location_details.php?id=48190,http://www.rvandtravelers.com/location_details.php?id=48190,RVer,ind_dealer_1,,,HWY 40,,1030 BOUL GILLIES VILLENEUVE,BERTHIERVILLE,QC,J0K 1A0,450-836-1161,,,10,,,2,2,0,,,,144,,,,,,,,,,,
40,Quebec,PIPELINE CARDLOCK,location_details.php?id=48202,http://www.rvandtravelers.com/location_details.php?id=48202,RVer,ind_dealer_1,,,HWY 10,,105 ROUTE 139,ST. ALPHONSE DE GRANBY,QC,J0E 2A0,450-375-8278 (TRAVEL CENTER),,,0,0,0,4,2,0,,,,68,,,,,,,,,,,
40,Quebec,PIPELINE CARDLOCK,location_details.php?id=48192,http://www.rvandtravelers.com/location_details.php?id=48192,RVer,ind_dealer_1,,,HWY 30,,7975 GRANDE ALLEE,BROSSARD,QC,J4Z 0E3,450-445-4147,,,5,,,4,2,0,,,,69,,,,,,,,,,,
40,Quebec,PIPELINE CARDLOCK,location_details.php?id=48197,http://www.rvandtravelers.com/location_details.php?id=48197,RVer,ind_dealer_1,,,TCH 20,,2801 JACQUES-CARTIER E,LONGUEUIL,QC,J4N 1L8,450-646-1825,,,5,,,3,0,0,,,,92,,,,,,,,,,,
40,Quebec,PIPELINE ULTRAMAR,location_details.php?id=22024,http://www.rvandtravelers.com/location_details.php?id=22024,RVer,ind_dealer_1,,,HWY 40,,425 RUE MARAIS,VANIER,QC,G1M 3A2,418-687-2832,,,10,,,4,2,0,,,,312,,,,,,,,,,,
40,Quebec,RELAIS 117,location_details.php?id=20819,http://www.rvandtravelers.com/location_details.php?id=20819,RVer,shell_,,,TCH 117,,1159 TRANS-CANADA HWY,GRAND REMOUS,QC,J0W 1E0,819-438-2974,,,50,,,2,2,0,,,,,,,,,,,,,,,
40,Quebec,RELAIS 152 ESSO,location_details.php?id=20831,http://www.rvandtravelers.com/location_details.php?id=20831,RVer,esso,,,TCH 20,,545 3E RANG,ST. HELENE DE BAGOT,QC,J0H 1M0,450-791-2122,,,100,,,6,2,3,,,,152,,,,,,,,,,,
40,Quebec,SAVOIE EXPRESS,location_details.php?id=20823,http://www.rvandtravelers.com/location_details.php?id=20823,RVer,esso,,,TCH 20,,2920 ROUTE 218,MANSEAU,QC,G0X 1V0,819-356-2524,,,50,0,0,2,2,1,,,,243,,,,,,,,,,,
40,Quebec,SHELL,location_details.php?id=48198,http://www.rvandtravelers.com/location_details.php?id=48198,RVer,shell_,,,HWY 169,,45 2E RANG O UNIT B,METABETCHOUAN-LAC-A-LA-CROIX,QC,G8G 1L9,418-349-2794 (TRAVEL CENTER),,,0,0,0,2,0,0,,,,,,,,,,,,,,,
40,Quebec,STATION SERVICE,location_details.php?id=20826,http://www.rvandtravelers.com/location_details.php?id=20826,RVer,shell_,,,HWY 40,,401 CHEMIN DE LA MAIRIE,RIGAUD,QC,J0P 1P0,450-451-2245,,,20,,,1,0,0,,,,12,,,,,,,,,,,
40,Quebec,TIM HORTON'S PIPELINE,location_details.php?id=48203,http://www.rvandtravelers.com/location_details.php?id=48203,RVer,ind_dealer_1,,,HWY 20,,351 CHEMIN YAMASKA,ST. GERMAIN DE GRANTHAM,QC,J0C 1K0,819-395-4914,,,10,,,8,4,0,,,,170,,,,,,,,,,,
40,Quebec,TIM HORTON'S PIPELINE,location_details.php?id=48199,http://www.rvandtravelers.com/location_details.php?id=48199,RVer,ind_dealer_1,,,HWY 20,,1021 BOULEVARD JACQUES-CARTIER,MONT JOLI,QC,G5H 2S5,418-775-1498,,,50,,,3,2,0,,,,,,,,,,,,,,,
40,Quebec,ULTRAMAR,location_details.php?id=48205,http://www.rvandtravelers.com/location_details.php?id=48205,RVer,ind_dealer_1,,,HWY 40,,8300 ROUTE TRANS-CANADIENNE,ST. LAURENT,QC,H4S 1T9,514-335-6789 (TRAVEL CENTER),,,10,0,0,4,2,0,,,,60,,,,,,,,,,,
40,Quebec,ULTRAMAR,location_details.php?id=55218,http://www.rvandtravelers.com/location_details.php?id=55218,RVer,ind_dealer_1,,,30,,2461 BOUL HENRY FORD,VAUDREUIL-DORION,QC,J7V 9H5,450-510-4004 (TRAVEL CENTER),,,15,0,0,7,2,0,,,450-424-2314,4,,,,,,,,,,,
40,Quebec,ULTRAMAR,location_details.php?id=55219,http://www.rvandtravelers.com/location_details.php?id=55219,RVer,ind_dealer_1,,,73,,1370 RUE DU PONT,ST-LAMBERT-DE-LAUZON,QC,G0S 2W0,418-889-0183 (TRAVEL CENTER),,,,,,2,,,,,,115,,,,,,,,,,,
41,Rhode Island,FLEETMASTER CARDLOCK,location_details.php?id=54309,http://www.rvandtravelers.com/location_details.php?id=54309,RVer,ind_dealer_1,,,I-95,,9 HYLESTEAD ST,PROVIDENCE,RI,02905,401-467-8773 (TRAVEL CENTER),,,0,0,0,4,0,8,,,401-467-1295,16,,,,,,,,,,,
41,Rhode Island,GULF EXPRESS,location_details.php?id=44915,http://www.rvandtravelers.com/location_details.php?id=44915,RVer,ind_dealer_1,,,I-295,,1889 PLAINFIELD PIKE,JOHNSTON,RI,02919,401-723-8103 (TRAVEL CENTER),,,0,,,1,0,0,,,,4,,,,,,,,,,,
41,Rhode Island,LANDRY & MARTIN OIL,location_details.php?id=18865,http://www.rvandtravelers.com/location_details.php?id=18865,RVer,ind_dealer_1,,,CENTRAL AVE,,362 CENTRAL AVE,PAWTUCKET,RI,02860,401-723-4012 (TRAVEL CENTER),,,0,0,0,1,0,0,,,,,,,,,,,,,,,
41,Rhode Island,TRAVEL CENTERS OF AMERICA #253,location_details.php?id=2744,http://www.rvandtravelers.com/location_details.php?id=2744,RVer,catscale3,,,I-95,,849 VICTORY HWY W,WEST GREENWICH,RI,02817,401-397-7774 (TRAVEL CENTER),401-397-7774 (POPEYE'S),,180,25,25,6,5,3,,,401-397-3844,5-B,www.ta-petro.com/location/ri/ta-west-greenwich,,,,,,,,,,
42,a,52 STATION,location_details.php?id=11502,http://www.rvandtravelers.com/location_details.php?id=11502,RVer,ind_dealer_1,,,US 52,,2700 S WILLIAMSBURG CO RD,GREELEYVILLE,SC,29056,843-426-4097 (TRAVEL CENTER),843-426-4097 (KRISPY KRUNCHY CHICKEN),843-426-4097 (HUNT BROTHERS PIZZA),21,0,0,6,0,0,,,843-426-4103,,,,,,,,,,,,
42,a,7 ELEVEN,location_details.php?id=47328,http://www.rvandtravelers.com/location_details.php?id=47328,RVer,7-eleven,,,I-85,,1645 EASLEY HWY,PELZER,SC,29669,864-947-8489 (TRAVEL CENTER),,,28,8,8,3,0,0,,,,32,,,,,,,,,,,
42,a,7 ELEVEN,location_details.php?id=47296,http://www.rvandtravelers.com/location_details.php?id=47296,RVer,7-eleven,,,US 178,,101 TRAVIS AVE,SALUDA,SC,29138,864-445-0426 (TRAVEL CENTER),,,10,0,10,4,0,0,,,,,,,,,,,,,,,
42,a,7 ELEVEN  #36834,location_details.php?id=53902,http://www.rvandtravelers.com/location_details.php?id=53902,RVer,7-eleven,,,US 72,,100 E GREENWOOD ST,ABBEVILLE,SC,29620,864-459-0322 (TRAVEL CENTER),,,3,0,0,3,0,0,,,,,,,,,,,,,,,
42,a,AM/PM FOOD MART,location_details.php?id=53927,http://www.rvandtravelers.com/location_details.php?id=53927,RVer,ind_dealer_1,,,SC 34,,7210 STATE HWY 34 E,RIDGEWAY,SC,29130,803-337-4085 (TRAVEL CENTER),,,0,0,0,2,0,0,,,,,,,,,,,,,,,
42,a,BILLY'S SUPER STORE,location_details.php?id=11495,http://www.rvandtravelers.com/location_details.php?id=11495,RVer,ind_dealer_1,,,US 25,,1 PINE HOUSE RD,TRENTON,SC,29847,803-275-4998 (TRAVEL CENTER),,,41,0,0,3,0,0,,,,,,,,,,,,,,,
42,a,BLUE WATER #12,location_details.php?id=53981,http://www.rvandtravelers.com/location_details.php?id=53981,RVer,ind_dealer_1,,,I-526,,2514 CLEMENTS FERRY RD,WANDO,SC,29492,843-849-7254 (TRAVEL CENTER),843-849-7254 (BOJANGLES),,0,0,0,5,0,0,,,,23,,,,,,,,,,,
42,a,BLUE WATER SHELL,location_details.php?id=2738,http://www.rvandtravelers.com/location_details.php?id=2738,RVer,shell_,,,I-526,,1952 CLEMENTS FERRY RD,CHARLESTON,SC,29492,843-971-9499 (TRAVEL CENTER),,,10,0,0,2,0,0,,,,23-B,,,,,,,,,,,
42,a,BO BOP'S  EL CHEAPO #2,location_details.php?id=53983,http://www.rvandtravelers.com/location_details.php?id=53983,RVer,marathon,,,US 321,,692 E RAILROAD AVE,ESTILL,SC,29918,803-625-2121 (TRAVEL CENTER),,,0,0,0,2,0,0,,,,,,,,,,,,,,,
42,a,CARTER'S FAST STOP,location_details.php?id=11508,http://www.rvandtravelers.com/location_details.php?id=11508,RVer,bp-,,,US 78,,1106 US 78,RIDGEVILLE,SC,29472,843-875-3113,,,0,0,0,3,0,0,,,,CR 27,,,,,,,,,,,
42,a,CIRCLE C TRUCK STOP,location_details.php?id=547,http://www.rvandtravelers.com/location_details.php?id=547,RVer,shell_,,,I-95,,11109 AUGUSTA HWY,CANADYS,SC,29488,843-538-5443 (TRAVEL CENTER),,,100,0,0,4,1,2,,,843-538-3520,68,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=262,http://www.rvandtravelers.com/location_details.php?id=262,RVer,circle_k__3774,,,I-26,,1571 N MAIN ST,SUMMERVILLE,SC,29483,843-821-1533 (TRAVEL CENTER),843-821-1533 (AUNTIE ANNE'S),,75,0,75,5,5,0,,,843-821-5634,199-B,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=561,http://www.rvandtravelers.com/location_details.php?id=561,RVer,circle_k__3774,,,I-20,,1132 W MARTINTOWN RD,NORTH AUGUSTA,SC,29841,803-278-0130 (TRAVEL CENTER),803-278-0130 (SUBWAY),,1,0,0,9,0,0,,,,1,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=562,http://www.rvandtravelers.com/location_details.php?id=562,RVer,circle_k__3774,,,I-20,,115 LAUREL LAKE DR,NORTH AUGUSTA,SC,29860,803-278-3124 (TRAVEL CENTER),,,12,0,0,6,1,0,,,803-278-0307,5,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=563,http://www.rvandtravelers.com/location_details.php?id=563,RVer,shell_,,,I-26,,9580 ASHEVILLE HWY,INMAN,SC,29349,864-599-5208 (TRAVEL CENTER),,,48,0,0,7,1,0,,,,15,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=1583,http://www.rvandtravelers.com/location_details.php?id=1583,RVer,pilot,,,I-26,,8998 SC 11,CAMPOBELLO,SC,29322,864-472-2128 (TRAVEL CENTER),864-472-2128 (SUBWAY),,20,0,0,7,2,0,,,864-472-2280,5,pilotflyingj.com/stores/884/,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=1585,http://www.rvandtravelers.com/location_details.php?id=1585,RVer,circle_k__3774,,,I-26,,1968 MEETING ST RD,CHARLESTON,SC,29405,843-722-9932 (TRAVEL CENTER),843-722-9932 (AUNTIE ANNE'S),,12,0,0,7,0,0,,,843-302-2087,217 WB 218 EB,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=1586,http://www.rvandtravelers.com/location_details.php?id=1586,RVer,circle_k__3774,,,I-85,,403 SHELBY HWY,GAFFNEY,SC,29340,864-487-5641 (TRAVEL CENTER),864-487-5641 (CRYSTAL'S),,15,0,0,5,3,0,,,,96,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=1597,http://www.rvandtravelers.com/location_details.php?id=1597,RVer,circle_k__3774,,,I-20,,651 BETTIS ACADEMY RD,GRANITEVILLE,SC,29829,803-663-6942 (TRAVEL CENTER),803-663-6942 (HUDDLE HOUSE),,97,0,0,6,4,0,,,803-232-1786,11,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=1598,http://www.rvandtravelers.com/location_details.php?id=1598,RVer,circle_k__3774,,,I-20,,1925 EDGEFIELD HWY,AIKEN,SC,29801,803-649-6578 (TRAVEL CENTER),803-649-6578 (SUBWAY),,0,0,0,6,0,0,,,,18,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=1599,http://www.rvandtravelers.com/location_details.php?id=1599,RVer,circle_k__3774,,,I-20,,1694 OLD 96 INDIAN TRAIL,BATESBURG,SC,29006,803-657-6681 (TRAVEL CENTER),803-657-6681 (HUDDLE HOUSE),,100,0,0,4,3,0,,,,33,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=11474,http://www.rvandtravelers.com/location_details.php?id=11474,RVer,circle_k__3774,,,SC 41/51,,485 N MAIN ST,HEMINGWAY,SC,29554,843-558-2243 (TRAVEL CENTER),,,0,0,0,2,0,0,,,,,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=11481,http://www.rvandtravelers.com/location_details.php?id=11481,RVer,circle_k__3774,,,US 1,,5412 JEFFERSON DAVIS HWY,NORTH AUGUSTA,SC,29842,803-279-0412 (TRAVEL CENTER),,,10,0,0,2,0,0,,,,,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=11488,http://www.rvandtravelers.com/location_details.php?id=11488,RVer,circle_k__3774,,,US 17,,15600 CHARLESTON HWY,JACKSONBORO,SC,29452,843-893-2571 (TRAVEL CENTER),,,32,0,0,4,0,0,,,,,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=11491,http://www.rvandtravelers.com/location_details.php?id=11491,RVer,circle_k__3774,,,US 17,,6303 SAVANNAH HWY,RAVENEL,SC,29470,843-889-6171 (TRAVEL CENTER),843-889-6171 (SUBWAY),,0,0,0,4,0,0,,,,,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=11501,http://www.rvandtravelers.com/location_details.php?id=11501,RVer,circle_k__3774,,,US 52,,3862 STATE RD S-8-52,ST. STEPHEN,SC,29479,843-567-3355 (TRAVEL CENTER),,,0,0,0,2,0,0,,,,,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=11509,http://www.rvandtravelers.com/location_details.php?id=11509,RVer,circle_k__3774,,,US 176,,2908 FURMAN L FENDLEY HWY,JONESVILLE,SC,29353,864-674-6742 (TRAVEL CENTER),864-674-6742 (AUNT M'S),,15,0,0,3,0,0,,,,,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=47285,http://www.rvandtravelers.com/location_details.php?id=47285,RVer,circle_k__3774,,,US 701,,3656 US 701,CONWAY,SC,29527,843-397-0591,,,8,0,0,2,0,0,,,,,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=47290,http://www.rvandtravelers.com/location_details.php?id=47290,RVer,circle_k__3774,,,I-26,,2208 SC 773,POMARIA,SC,29126,803-405-0409 (TRAVEL CENTER),803-405-0409 (SUBWAY),,90,0,0,8,2,0,,,803-276-2150,82,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=18732,http://www.rvandtravelers.com/location_details.php?id=18732,RVer,circle_k__3774,,,I-26,,6200 US 221,ROEBUCK,SC,29376,864-587-7770,,,46,0,0,5,2,0,,,864-587-0736,28,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=18742,http://www.rvandtravelers.com/location_details.php?id=18742,RVer,circle_k__3774,,,US 17,,1003 FRENCH SANTEE RD,JAMESTOWN,SC,29453,843-257-4520 (TRAVEL CENTER),843-257-4520 (SUBWAY),,10,0,0,2,0,0,,,,,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=18743,http://www.rvandtravelers.com/location_details.php?id=18743,RVer,circle_k__3774,,,I-20,,1019 S LAKE DR,LEXINGTON,SC,29073,803-359-7300 (TRAVEL CENTER),,,3,0,0,3,0,0,,,,55,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=18744,http://www.rvandtravelers.com/location_details.php?id=18744,RVer,circle_k__3774,,,US 17,,10105 US 17,MCCLELLANVILLE,SC,29458,843-887-3977 (TRAVEL CENTER),843-887-3977 (SUBWAY),,5,0,0,2,0,0,,,,,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=18749,http://www.rvandtravelers.com/location_details.php?id=18749,RVer,circle_k__3774,,,I-85,,100 SHELBY HWY,GAFFNEY,SC,29340,864-489-1379 (TRAVEL CENTER),864-489-1379 (AUNTIE ANNE'S),,0,0,0,1,0,0,,,,95,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=18753,http://www.rvandtravelers.com/location_details.php?id=18753,RVer,circle_k__3774,,,I-26,,4048 CHARLESTON HWY,CAYCE,SC,29172,803-791-5821 (TRAVEL CENTER),803-791-5821 (SUBWAY),,12,0,0,5,0,0,,,803-791-5821,119,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=54092,http://www.rvandtravelers.com/location_details.php?id=54092,RVer,circle_k__3774,,,US 17,,1802 S ISLAND RD,GEORGETOWN,SC,29440,843-546-9425 (TRAVEL CENTER),,,2,0,0,2,0,0,,,,,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=54093,http://www.rvandtravelers.com/location_details.php?id=54093,RVer,circle_k__3774,,,US 17,,2846 N HWY 17,MOUNT PLEASANT,SC,29466,843-884-7627 (TRAVEL CENTER),,,3,0,0,1,0,0,,,,SC 41,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=54094,http://www.rvandtravelers.com/location_details.php?id=54094,RVer,circle_k__3774,,,I-526,,5255 RIVERS AVE,NORTH CHARLESTON,SC,29406,843-566-1745 (TRAVEL CENTER),,,7,0,0,2,0,0,,,,18-A,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=54095,http://www.rvandtravelers.com/location_details.php?id=54095,RVer,exxon,,,I-26,,2957 W MONTAGUE AVE,NORTH CHARLESTON,SC,29418,843-747-2848 (TRAVEL CENTER),,,0,0,0,2,0,0,,,,213-A,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=54096,http://www.rvandtravelers.com/location_details.php?id=54096,RVer,circle_k__3774,,,I-526,,1190 REMOUNT RD,NORTH CHARLESTON,SC,29406,843-554-4878 (TRAVEL CENTER),843-554-4878 (SUBWAY),,0,0,0,4,0,0,,,,19,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=54097,http://www.rvandtravelers.com/location_details.php?id=54097,RVer,exxon,,,I-26,,315 JOHN DODD RD,SPARTANBURG,SC,29303,864-578-4500 (TRAVEL CENTER),864-578-4500 (AUNT M'S),,10,0,0,1,0,0,,,,16,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=54098,http://www.rvandtravelers.com/location_details.php?id=54098,RVer,circle_k__3774,,,US 76,,1281 BROAD ST,SUMTER,SC,29150,803-469-3410 (TRAVEL CENTER),,,0,0,0,3,0,0,,,,,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=54099,http://www.rvandtravelers.com/location_details.php?id=54099,RVer,circle_k__3774,,,I-95,,1111 SNIDERS HWY,WALTERBORO,SC,29488,843-538-4503 (TRAVEL CENTER),,,0,0,0,2,0,0,,,,53,,,,,,,,,,,
42,a,CIRCLE K,location_details.php?id=54102,http://www.rvandtravelers.com/location_details.php?id=54102,RVer,circle_k__3774,,,US 52,,2276 US HWY 52,BONNEAU,SC,29431,843-825-3748 (TRAVEL CENTER),,,0,0,0,1,0,0,,,,,,,,,,,,,,,
42,a,CIRCLE K  #2807,location_details.php?id=54119,http://www.rvandtravelers.com/location_details.php?id=54119,RVer,circle_k__3774,,,SC 48,,2807 ATLAS RD,COLUMBIA,SC,29209,803-776-2450 (TRAVEL CENTER),803-776-2450 (KRISPY KRUNCHY CHICKEN),,2,0,0,2,0,0,,,,,,,,,,,,,,,
42,a,CIRCLE K  #5377,location_details.php?id=54126,http://www.rvandtravelers.com/location_details.php?id=54126,RVer,shell_,,,I-20,,2645 COLUMBIA HWY N,AIKEN,SC,29805,803-642-1869 (TRAVEL CENTER),,,4,0,0,4,0,0,,,,22,,,,,,,,,,,
42,a,CIRCLE K #3796,location_details.php?id=54125,http://www.rvandtravelers.com/location_details.php?id=54125,RVer,circle_k__3774,,,I-526,,1971 CLEMENTS FERRY RD,CHARLESTON,SC,29492,843-881-2828 (TRAVEL CENTER),,,0,0,0,4,0,0,,,,23,,,,,,,,,,,
42,a,CORNER MART,location_details.php?id=655,http://www.rvandtravelers.com/location_details.php?id=655,RVer,citgo,,,I-26,,19002 SC 72 E,CLINTON,SC,29325,864-938-0200 (TRAVEL CENTER),864-938-0200 (ARBY'S),864-938-0200 (ZAXBY'S),10,0,0,4,0,0,,,,54,,,,,,,,,,,
42,a,CORNER MART,location_details.php?id=656,http://www.rvandtravelers.com/location_details.php?id=656,RVer,citgo,,,I-26,,12780 SC 121,NEWBERRY,SC,29108,803-276-1465,,,12,0,0,2,0,0,,,803-276-6453,72,,,,,,,,,,,
42,a,CORNER MART,location_details.php?id=18751,http://www.rvandtravelers.com/location_details.php?id=18751,RVer,citgo,,,I-185,,2705 WHITE HORSE RD,GREENVILLE,SC,29611,864-295-9065 (TRAVEL CENTER),,,6,0,0,2,0,0,,,,15 NB,,,,,,,,,,,
42,a,CORNER PANTRY,location_details.php?id=658,http://www.rvandtravelers.com/location_details.php?id=658,RVer,shell_,,,I-26,,2931 CHARLESTON HWY,CAYCE,SC,29172,803-796-8084 (TRAVEL CENTER),803-796-8084 (CORNER PANTRY DELI),,10,0,0,4,0,0,,,,115,,,,,,,,,,,
42,a,COWARD TRUCK STOP,location_details.php?id=47287,http://www.rvandtravelers.com/location_details.php?id=47287,RVer,ind_dealer_1,,,US 52,,3506 US 52,COWARD,SC,29530,843-210-0370 (TRAVEL CENTER),843-210-0370 (SOUTHSIDE DINER),,12,0,0,2,0,0,,,843-210-0373,,,,,,,,,,,,
42,a,CRENCO AUTO / TRUCK STOP,location_details.php?id=683,http://www.rvandtravelers.com/location_details.php?id=683,RVer,exxon,,,I-77,,3028 LANCASTER HWY,RICHBURG,SC,29729,803-789-6484 (TRAVEL CENTER),,,100,0,0,4,3,0,,,,65,,,,,,,,,,,
42,a,CRENCO AUTO / TRUCK STOP,location_details.php?id=684,http://www.rvandtravelers.com/location_details.php?id=684,RVer,exxon,,,I-77,,2436 MOUNT HOLLY RD,ROCK HILL,SC,29730,803-324-4302 (TRAVEL CENTER),,,38,0,0,4,0,0,,,,73,,,,,,,,,,,
42,a,CURTIS MINI MART,location_details.php?id=54188,http://www.rvandtravelers.com/location_details.php?id=54188,RVer,marathon,,,SC 9,,1123 W MAIN ST,CHESTERFIELD,SC,29709,843-623-2868 (TRAVEL CENTER),,,0,0,0,1,0,0,,,,,,,,,,,,,,,
42,a,ELLOREE TRUCK STOP,location_details.php?id=11467,http://www.rvandtravelers.com/location_details.php?id=11467,RVer,citgo,,,SC 6,,6642 OLD NUMBER SIX HWY,ELLOREE,SC,29047,803-897-3232 (TRAVEL CENTER),,,9,0,9,2,0,0,,,803-897-3232,,,,,,,,,,,,
42,a,EN-MARKET #863 - HARDEEVILLE,location_details.php?id=1489,http://www.rvandtravelers.com/location_details.php?id=1489,RVer,ind_dealer_1,,,I-95,,448 INDEPENDENCE BLVD,HARDEEVILLE,SC,29927,843-784-3181 (TRAVEL CENTER),843-784-3181 (FUZZY TACO'S),,22,0,0,7,5,0,,,843-784-3148,8,,,,,,,,,,,
