state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Mile Marker,Street Address,City,State,Postal Code,Phone,Phone 2,Phone 3,Phone 4,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Exit,Fax,Unleaded,Diesel,Bulk Def,Propane,Phone 5,# of Men's Showers,Road Name,https,Hours of Operation,Mailing Address
10,Georgia,FAIRBURN FAMILY TRAVEL CENTER,location_details.php?id=880,https://www.truckstopsandservices.com/location_details.php?id=880,Trucker,bp-,33.54257,-84.574661,I-85,,7860 SENOIA RD,FAIRBURN,GA,30213,770-306-8319 (TRAVEL CENTER),,,,250,150,150,8,6,4,61,770-306-2127,,,,,,,,,,
10,Georgia,FAST FUEL,location_details.php?id=10581,https://www.truckstopsandservices.com/location_details.php?id=10581,Trucker,chevron,30.70219,-84.145997,US 319,,2499 US HWY 319 S,THOMASVILLE,GA,31792,229-377-9717 (TRAVEL CENTER),,,,5,0,0,2,0,0,,229-377-3807,,,,,,,,,,
10,Georgia,FAST MARKET,location_details.php?id=932,https://www.truckstopsandservices.com/location_details.php?id=932,Trucker,ind_dealer_1,32.469354,-83.741767,I-75,,1417 SAM NUNN AVE,PERRY,GA,31069,478-987-9741 (TRAVEL CENTER),,,,0,0,0,3,0,0,136,,,,,,,,,,,
10,Georgia,FAST TIME,location_details.php?id=18538,https://www.truckstopsandservices.com/location_details.php?id=18538,Trucker,bp-,33.788593,-82.480318,US 378,,326 S WASHINGTON ST,LINCOLNTON,GA,30817,706-359-1149 (TRAVEL CENTER),,,,12,0,0,4,0,0,,,,,,,,,,,,
10,Georgia,FIVE POINTS SERVICE,location_details.php?id=54304,https://www.truckstopsandservices.com/location_details.php?id=54304,Trucker,ind_dealer_1,32.55976,-83.883467,GA 7/49,,407 N CAMELLIA BLVD,FORT VALLEY,GA,31030,478-825-5631 (TRAVEL CENTER),,,,,,,2,,,,,,,,,,,,,,
10,Georgia,FLASH FOODS,location_details.php?id=10526,https://www.truckstopsandservices.com/location_details.php?id=10526,Trucker,ind_dealer_1,31.133629,-84.14064,US 19,,2369 US HWY 19 NE,PELHAM,GA,31779,229-294-6146 (TRAVEL CENTER),,,,1,,,1,0,0,,,,,,,,,,,,
10,Georgia,FLYING J TRAVEL CENTER #421,location_details.php?id=16979,https://www.truckstopsandservices.com/location_details.php?id=16979,Trucker,flying-j-,34.654754,-84.980667,I-75,,142 CARBONDALE RD,DALTON,GA,30721,706-370-4060 (TRAVEL CENTER),706-281-2821 (SUBWAY),706-281-2821 (MCDONALD'S),,90,9,9,10,9,4,326,706-370-5769,2.999,3.499,4.259,,,,,,,
10,Georgia,FLYING J TRAVEL CENTER #627,location_details.php?id=16991,https://www.truckstopsandservices.com/location_details.php?id=16991,Trucker,flying-j-,31.139958,-81.579907,I-95,,2990 US HWY 17 S,BRUNSWICK,GA,31523,912-280-0006 (TRAVEL CENTER),912-280-0006 (DENNY'S),,,150,20,20,12,15,0,29,912-280-9555,2.659,3.659,4.259,,,,,,,
10,Georgia,FLYING J TRAVEL CENTER #628,location_details.php?id=16996,https://www.truckstopsandservices.com/location_details.php?id=16996,Trucker,flying-j-,34.348221,-83.32183,I-85,,10226 OLD FEDERAL RD,CARNESVILLE,GA,30521,706-335-6656 (TRAVEL CENTER),,,,280,5,5,12,15,0,160,706-335-4432,2.859,3.459,4.259,,,,,,,
10,Georgia,FLYING J TRAVEL CENTER #630,location_details.php?id=16999,https://www.truckstopsandservices.com/location_details.php?id=16999,Trucker,flying-j-,33.208357,-84.063371,I-75,,1125 BUCKSNORT RD,JACKSON,GA,30233,770-775-0138 (TRAVEL CENTER),770-775-0138 (DENNY'S),,,220,30,30,10,15,2,201,770-775-1134,2.799,3.559,4.259,,,,,,,
10,Georgia,FLYING J TRAVEL CENTER #631,location_details.php?id=17002,https://www.truckstopsandservices.com/location_details.php?id=17002,Trucker,flying-j-,30.641687,-83.191184,I-75,,7001 BELLVILLE RD,LAKE PARK,GA,31636,229-559-6500 (TRAVEL CENTER),229-559-6500 (SUBWAY),229-559-6500 (DENNY'S),,210,14,14,12,15,0,2,229-559-3008,,3.599,4.259,,,,,,,
10,Georgia,FLYING J TRAVEL CENTER #632,location_details.php?id=17009,https://www.truckstopsandservices.com/location_details.php?id=17009,Trucker,flying-j-,34.57757,-84.946557,I-75,,288 RESACA BEACH BLVD,RESACA,GA,30735,706-629-1541 (TRAVEL CENTER),706-629-1541 (DENNY'S),,,200,20,20,12,14,0,320,706-629-2003,2.999,3.499,4.259,,,,,,,
10,Georgia,FLYING J TRAVEL CENTER #633,location_details.php?id=1110,https://www.truckstopsandservices.com/location_details.php?id=1110,Trucker,flying-j-,33.547874,-83.078108,I-20,,3600 HWY 77 S,UNION POINT,GA,30669,706-486-4835 (TRAVEL CENTER),,,,169,5,5,8,9,0,138,706-486-4845,2.899,3.799,4.259,,,,,,,
10,Georgia,FLYING J TRAVEL CENTER #634,location_details.php?id=17014,https://www.truckstopsandservices.com/location_details.php?id=17014,Trucker,flying-j-,33.720209,-85.025687,I-20,,650 CARROLLTON ST,TEMPLE,GA,30179,770-562-4009 (TRAVEL CENTER),,,,164,41,41,11,15,0,19,770-562-3571,2.799,3.599,4.259,,,,,,,
10,Georgia,Flying J Travel Plaza,location_details.php?id=64268,https://www.truckstopsandservices.com/location_details.php?id=64268,Trucker,,34.347509,-83.322614,I-85,,,Carnesville,GA,30521,864-354-0077,,,,,,,,,,,,,,,,,,,,,
10,Georgia,FORKS,location_details.php?id=18519,https://www.truckstopsandservices.com/location_details.php?id=18519,Trucker,ind_dealer_1,31.629158,-82.461529,US 1,,2356 US HWY 1 N,ALMA,GA,31510,912-632-4949 (TRAVEL CENTER),,,,55,,,3,2,0,,912-632-4908,,,,,,,,,,
10,Georgia,FOUR POINTS BP,location_details.php?id=47396,https://www.truckstopsandservices.com/location_details.php?id=47396,Trucker,bp-,33.333183,-83.964991,GA 36,,1200 4 POINTS RD,JACKSON,GA,30233,770-775-6677 (TRAVEL CENTER),,,,2,0,0,2,0,0,,,,,,,,,,,,
10,Georgia,FRIENDLY EXPRESS,location_details.php?id=10521,https://www.truckstopsandservices.com/location_details.php?id=10521,Trucker,shell_,30.857642,-82.010412,US 1,,6008 2ND ST N,FOLKSTON,GA,31537,912-496-3946 (TRAVEL CENTER),912-496-3946 (CHESTER'S FRIED CHICKEN),912-496-3946 (HUNT BROTHERS PIZZA),,35,0,0,5,3,0,,912-496-4436,,,,,,,,,,
10,Georgia,FRIENDLY EXPRESS,location_details.php?id=10535,https://www.truckstopsandservices.com/location_details.php?id=10535,Trucker,ind_dealer_1,31.64829,-81.856435,US 25,,3499 SAVANNAH HWY,JESUP,GA,31545,912-530-9588 (TRAVEL CENTER),,,,15,,,3,0,0,,,,,,,,,,,,
10,Georgia,FRIENDLY EXPRESS,location_details.php?id=10557,https://www.truckstopsandservices.com/location_details.php?id=10557,Trucker,shell_,31.604914,-81.915228,US 84,,1421 S 1ST ST,JESUP,GA,31545,912-427-9905 (TRAVEL CENTER),,,,16,0,0,3,0,0,,,,,,,,,,,,
10,Georgia,FRIENDLY EXPRESS,location_details.php?id=47440,https://www.truckstopsandservices.com/location_details.php?id=47440,Trucker,shell_,30.824461,-81.662685,I-95,,1089 PINE CONE ST,KINGSLAND,GA,31548,912-882-2953 (TRAVEL CENTER),,,,50,,,8,6,0,6,,,,,,,,,,,
10,Georgia,FRIENDLY GUS,location_details.php?id=56952,https://www.truckstopsandservices.com/location_details.php?id=56952,Trucker,chevron,32.483013,-82.89564,I-16,,1560 GA 19,DUBLIN,GA,31021,478-410-5449 (TRAVEL CENTER),,,,,,,5,,,54,,,,,,,,,,,
10,Georgia,FRIENDLY GUS,location_details.php?id=1148,https://www.truckstopsandservices.com/location_details.php?id=1148,Trucker,chevron,32.483023,-82.895618,I-16,,1603 GA 19 S,DUBLIN,GA,31021,478-275-3844 (TRAVEL CENTER),,,,80,0,0,5,3,0,54,478-272-9406,,,,,,,,,,
10,Georgia,GA FL FUEL CENTER,location_details.php?id=1179,https://www.truckstopsandservices.com/location_details.php?id=1179,Trucker,ind_dealer_1,30.679625,-83.224567,I-75,,7215 LAKES BLVD,LAKE PARK,GA,31636,229-559-6857 (TRAVEL CENTER),,,,15,,,4,2,0,5,,,,,,,,,,,
10,Georgia,GAS AND GO,location_details.php?id=10524,https://www.truckstopsandservices.com/location_details.php?id=10524,Trucker,chevron,32.071192,-84.217056,US 19,,1301 E LAMAR ST,AMERICUS,GA,31709,229-928-3236 (TRAVEL CENTER),,,,0,,,2,0,0,,,,,,,,,,,,
10,Georgia,GAS N GO,location_details.php?id=47386,https://www.truckstopsandservices.com/location_details.php?id=47386,Trucker,chevron,32.558278,-83.885063,US 341,,101 VINEVILLE ST,FORT VALLEY,GA,31030,478-825-9971 (TRAVEL CENTER),,,,5,0,0,4,0,0,,,,,,,,,,,,
10,Georgia,GAS N GO,location_details.php?id=47123,https://www.truckstopsandservices.com/location_details.php?id=47123,Trucker,ind_dealer_1,32.063786,-84.252723,US 19,,202 GA 27,AMERICUS,GA,31719,229-931-8940 (TRAVEL CENTER),,,,15,,,3,0,0,US 280,,,,,,,,,,,
10,Georgia,GAS N GO,location_details.php?id=47137,https://www.truckstopsandservices.com/location_details.php?id=47137,Trucker,chevron,32.317099,-84.51756,BROAD ST,,105 E 6TH ST,BUENA VISTA,GA,31803,229-649-2918 (TRAVEL CENTER),,,,0,0,0,8,0,0,,,,,,,,,,,,
10,Georgia,GAS N GO,location_details.php?id=54345,https://www.truckstopsandservices.com/location_details.php?id=54345,Trucker,ind_dealer_1,32.191764,-83.749631,I-75,,824 PINEHURST HAWKINSVILLE RD,PINEHURST,GA,31070,229-645-3479 (TRAVEL CENTER),229-645-3479 (SUBWAY),229-645-3479 (SOCIAL BEAN COFFEE & DONUT'S),,100,0,0,7,7,0,117,229-645-3998,,,,,,,,,,
10,Georgia,GOLDEN PANTRY,location_details.php?id=47133,https://www.truckstopsandservices.com/location_details.php?id=47133,Trucker,shell_,33.824713,-83.440383,US 441,,5171 MACON HWY,BISHOP,GA,30621,706-769-1220 (TRAVEL CENTER),,,,0,,,2,0,0,,,,,,,,,,,,
10,Georgia,GRADY'S TRUCK STOP,location_details.php?id=1261,https://www.truckstopsandservices.com/location_details.php?id=1261,Trucker,ind_dealer_1,32.335848,-81.953371,I-16,,23190 EXCELSIOR CHURCH RD,METTER,GA,30439,912-685-6020 (TRAVEL CENTER),912-685-6020 (GRADY'S GRILL),,,126,0,0,3,2,2,111,912-685-4010,,,,,,,,,,
10,Georgia,GREENWAY STORES,location_details.php?id=1275,https://www.truckstopsandservices.com/location_details.php?id=1275,Trucker,bp-,33.327028,-84.779687,I-85,,1389 HWY 29 S,NEWNAN,GA,30263,770-251-1082 (TRAVEL CENTER),770-251-1082 (EL TAQUITO),,,115,0,115,6,3,0,41,770-251-2092,,,,,,,,,,
10,Georgia,HAPPY STORE,location_details.php?id=18522,https://www.truckstopsandservices.com/location_details.php?id=18522,Trucker,citgo,33.770311,-84.52073,I-20,,4060 MARTIN LUTHER KING JR DR SW,ATLANTA,GA,30336,404-696-3213 (TRAVEL CENTER),,,,0,,,2,0,0,49,,,,,,,,,,,
10,Georgia,HIGHWAY 411 TRUCK STOP,location_details.php?id=10670,https://www.truckstopsandservices.com/location_details.php?id=10670,Trucker,shell_,34.222964,-85.149386,US 411,,145 HWY 411 SE,ROME,GA,30161,706-234-1838 (TRAVEL CENTER),,,,0,,,2,0,0,,,,,,,,,,,,
10,Georgia,HOOK'S SERVICE STATION,location_details.php?id=47380,https://www.truckstopsandservices.com/location_details.php?id=47380,Trucker,ind_dealer_1,32.549181,-82.874974,US 80,,730 CENTRAL DR,EAST DUBLIN,GA,31021,478-275-1539 (TRAVEL CENTER),,,,15,,,2,0,0,,,,,,,,,,,,
10,Georgia,HOP IN,location_details.php?id=10529,https://www.truckstopsandservices.com/location_details.php?id=10529,Trucker,exxon,32.208559,-83.189797,US 23,,6314 OAK ST,EASTMAN,GA,31023,478-374-4112 (TRAVEL CENTER),,,,2,,,2,0,0,,,,,,,,,,,,
10,Georgia,HOPIN #2,location_details.php?id=10496,https://www.truckstopsandservices.com/location_details.php?id=10496,Trucker,ind_dealer_1,32.543378,-82.897229,GA 31,,601 E JACKSON ST,DUBLIN,GA,31021,478-272-3611 (TRAVEL CENTER),,,,12,0,12,4,0,0,,478-272-3611,,,,,,,,,,
10,Georgia,INLAND SUNSTOP,location_details.php?id=10558,https://www.truckstopsandservices.com/location_details.php?id=10558,Trucker,ind_dealer_1,30.903344,-84.58159,US 84,,525 W SHOTWELL ST,BAINBRIDGE,GA,39819,229-243-7726 (TRAVEL CENTER),,,,10,,,3,0,0,,,,,,,,,,,,
10,Georgia,INTERSTATE BP,location_details.php?id=1413,https://www.truckstopsandservices.com/location_details.php?id=1413,Trucker,bp-,33.205699,-84.063375,I-75,,3128 HWY 36 W,JACKSON,GA,30233,770-775-1194 (TRAVEL CENTER),,,,2,,,3,0,0,201,,,,,,,,,,,
10,Georgia,JAIMATADEE TRADING,location_details.php?id=10578,https://www.truckstopsandservices.com/location_details.php?id=10578,Trucker,ind_dealer_1,32.815696,-81.624832,US 301,,2560 BURTONS FERRY HWY,SYLVANIA,GA,30467,912-829-3387 (TRAVEL CENTER),,,,15,0,0,2,0,0,,912-829-4111,,,,,,,,,,
10,Georgia,JAY'S FUEL STOP,location_details.php?id=1453,https://www.truckstopsandservices.com/location_details.php?id=1453,Trucker,bp-,32.379689,-82.059894,I-16,,1095 S LEWIS ST,METTER,GA,30439,912-685-2187 (TRAVEL CENTER),,,,40,0,0,4,2,0,104,912-685-4472,,,,,,,,,,
10,Georgia,JET FOOD STORE,location_details.php?id=10515,https://www.truckstopsandservices.com/location_details.php?id=10515,Trucker,ind_dealer_1,32.868012,-82.395473,US 1,,10550 US HWY 1 S,WADLEY,GA,30477,478-252-5951 (TRAVEL CENTER),,,,12,0,0,3,0,0,,,,,,,,,,,,
10,Georgia,JET FOOD STORE,location_details.php?id=10517,https://www.truckstopsandservices.com/location_details.php?id=10517,Trucker,bp-,33.217357,-82.378154,US 1,,706 N MAIN ST,WRENS,GA,30833,706-547-2214 (TRAVEL CENTER),,,,2,,,2,0,0,,,,,,,,,,,,
10,Georgia,JET FOOD STORE,location_details.php?id=10567,https://www.truckstopsandservices.com/location_details.php?id=10567,Trucker,bp-,33.296319,-83.384997,US 441,,121 GRAY RD SW,EATONTON,GA,31024,706-484-1700 (TRAVEL CENTER),,,,50,,,3,0,0,,706-484-1780,,,,,,,,,,
10,Georgia,JET FOODS,location_details.php?id=47496,https://www.truckstopsandservices.com/location_details.php?id=47496,Trucker,bp-,31.340909,-83.046791,US 82,,22 MAIN ST,WILLACOOCHEE,GA,31650,912-534-5881 (TRAVEL CENTER),912-534-5881 (HUNT BROTHERS PIZZA),,,4,0,0,4,0,0,,,,,,,,,,,,
10,Georgia,JET FOODS,location_details.php?id=47498,https://www.truckstopsandservices.com/location_details.php?id=47498,Trucker,chevron,32.717989,-82.718715,GA 78,,8292 S MARCUS ST,WRIGHTSVILLE,GA,31096,478-864-2572 (TRAVEL CENTER),,,,5,,,2,0,0,,,,,,,,,,,,
10,Georgia,JET FOODS,location_details.php?id=10570,https://www.truckstopsandservices.com/location_details.php?id=10570,Trucker,bp-,31.467176,-82.850702,US 441 S,,2897 S HWY 441,DOUGLAS,GA,31533,912-384-6325 (TRAVEL CENTER),,,,16,0,0,2,2,0,,912-384-1679,,,,,,,,,,
10,Georgia,JET FOODS,location_details.php?id=47376,https://www.truckstopsandservices.com/location_details.php?id=47376,Trucker,bp-,31.538614,-82.810049,US 221,,2595 US 221,DOUGLAS,GA,31533,912-383-6491 (TRAVEL CENTER),,,,20,,,3,0,0,,,,,,,,,,,,
10,Georgia,JP TRAVEL CENTER,location_details.php?id=47463,https://www.truckstopsandservices.com/location_details.php?id=47463,Trucker,ind_dealer_1,32.492913,-83.739884,I-75,,517 PERRY PKWY,PERRY,GA,31069,478-987-5005 (TRAVEL CENTER),,,,30,0,30,4,0,0,138,,,,,,,,,,,
10,Georgia,JP TRAVEL CENTER,location_details.php?id=1443,https://www.truckstopsandservices.com/location_details.php?id=1443,Trucker,marathon,33.262174,-84.091984,I-75,,2781 GA 16,JACKSON,GA,30233,470-928-2300 (TRAVEL CENTER),470-928-2300 (BURGER KING),470-928-2300 (SUBWAY),470-928-2300 (DUNKIN' DONUTS),10,0,0,2,0,0,205,,,,,,,,,,,
10,Georgia,JP TRAVEL LEE ROAD,location_details.php?id=807,https://www.truckstopsandservices.com/location_details.php?id=807,Trucker,marathon,33.770798,-84.652704,I-20,,7512 LEE RD,LITHIA SPRINGS,GA,30122,770-941-3460 (TRAVEL CENTER),,,,2,0,0,4,0,0,41,,,,,,,,,,,
10,Georgia,JP TRUCK CENTER,location_details.php?id=18530,https://www.truckstopsandservices.com/location_details.php?id=18530,Trucker,marathon,34.24161,-84.77434,I-75,,2320 HWY 411 NE,CARTERSVILLE,GA,30121,678-972-7675 (TRAVEL CENTER),,,,50,,,7,0,0,293,,,,,,,,,,,
10,Georgia,K&J FOOD MART,location_details.php?id=47388,https://www.truckstopsandservices.com/location_details.php?id=47388,Trucker,gulf-,32.860432,-83.346394,GA 18,,2433 GA-57,GORDON,GA,31031,478-628-4026 (TRAVEL CENTER),,,,5,0,0,2,0,0,GA 57,,,,,,,,,,,
10,Georgia,KANGAROO EXPRESS,location_details.php?id=18521,https://www.truckstopsandservices.com/location_details.php?id=18521,Trucker,ind_dealer_1,34.435195,-83.631334,CORNELIA HWY,,5804 CORNELIA HWY,ALTO,GA,30510,770-869-9001 (TRAVEL CENTER),,,,0,,,2,0,0,,,,,,,,,,,,
10,Georgia,KELLY'S TRUCK STOP,location_details.php?id=10498,https://www.truckstopsandservices.com/location_details.php?id=10498,Trucker,chevron,32.912782,-84.293312,GA 36,,2000 BARNESVILLE HWY,THOMASTON,GA,30286,706-646-2001 (TRAVEL CENTER),,,,15,,,4,0,0,,,,,,,,,,,,
10,Georgia,KWIK PICK,location_details.php?id=47127,https://www.truckstopsandservices.com/location_details.php?id=47127,Trucker,gulf-,34.021274,-83.3194,US 29,,1880 US 29,ATHENS,GA,30601,706-583-8881 (TRAVEL CENTER),,,,55,,,2,0,0,,,,,,,,,,,,
10,Georgia,LANIER OIL,location_details.php?id=10508,https://www.truckstopsandservices.com/location_details.php?id=10508,Trucker,ind_dealer_1,31.548966,-84.176373,GA 234,,1002 OAK RIDGE DR,ALBANY,GA,31701,229-888-6718 (TRAVEL CENTER),,,,0,0,0,2,0,0,,,,,,,,,,,,
10,Georgia,LIBERTY CENTER TEXACO,location_details.php?id=1697,https://www.truckstopsandservices.com/location_details.php?id=1697,Trucker,texaco-,33.412933,-84.158738,I-75,,756 HWY 155 S,MCDONOUGH,GA,30253,770-954-1486 (TRAVEL CENTER),,,,12,0,12,3,0,0,216,,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #307,location_details.php?id=1756,https://www.truckstopsandservices.com/location_details.php?id=1756,Trucker,loves-travel-stops-country-stores_416x416,33.208825,-84.058131,I-75,,115 TRUCK STOP WAY,JACKSON,GA,30233,678-752-0041 (TRAVEL CENTER),678-752-0041 (MCDONALD'S),,,40,0,0,7,5,2,201,678-752-9931,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #311,location_details.php?id=1757,https://www.truckstopsandservices.com/location_details.php?id=1757,Trucker,loves-travel-stops-country-stores_416x416,33.691762,-85.188612,I-20,,523 ATLANTIC AVE,WACO,GA,30182,770-824-5040 (TRAVEL CENTER),770-824-5040 (CHESTER'S FRIED CHICKEN),770-824-5040 (SUBWAY),,66,0,0,7,5,2,9,770-824-5531,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #320,location_details.php?id=14845,https://www.truckstopsandservices.com/location_details.php?id=14845,Trucker,loves-travel-stops-country-stores_416x416,32.495792,-82.982427,I-16,,3009 GA HWY 257,DUBLIN,GA,31021,478-296-1368 (TRAVEL CENTER),478-296-1368 (CHESTER'S FRIED CHICKEN),478-296-1368 (SUBWAY),,67,0,0,8,5,3,49,478-296-1396,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #325,location_details.php?id=1755,https://www.truckstopsandservices.com/location_details.php?id=1755,Trucker,loves-travel-stops-country-stores_416x416,31.415025,-83.501809,I-75,,178 SOUTHWELL BLVD,TIFTON,GA,31794,229-382-9118 (TRAVEL CENTER),229-382-9118 (HARDEE'S),,,115,0,0,8,7,2,59,229-382-9136,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #338,location_details.php?id=14851,https://www.truckstopsandservices.com/location_details.php?id=14851,Trucker,loves-travel-stops-country-stores_416x416,31.960616,-81.332451,I-95,,8436 FORD AVE,RICHMOND HILL,GA,31324,912-756-5394 (TRAVEL CENTER),912-756-5394 (MCDONALD'S),,,140,,,8,7,4,90,912-756-6501,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #354,location_details.php?id=14854,https://www.truckstopsandservices.com/location_details.php?id=14854,Trucker,loves-travel-stops-country-stores_416x416,33.514555,-82.504192,I-20,,2129 WASHINGTON RD,THOMSON,GA,30824,706-843-9833 (TRAVEL CENTER),706-843-9833 (CHESTER'S FRIED CHICKEN),706-843-9833 (SUBWAY),,50,0,0,8,5,2,172,706-843-9835,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #359,location_details.php?id=20095,https://www.truckstopsandservices.com/location_details.php?id=20095,Trucker,loves-travel-stops-country-stores_416x416,34.119886,-84.743883,I-75,,150 OLD ALLATOONA RD SE,EMERSON,GA,30121,770-382-4141 (TRAVEL CENTER),770-382-4141 (MCDONALD'S),770-382-4141 (SUBWAY),,93,,,8,5,2,283,770-382-4107,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #376,location_details.php?id=14846,https://www.truckstopsandservices.com/location_details.php?id=14846,Trucker,loves-travel-stops-country-stores_416x416,33.15854,-84.871972,I-85,,1621 BASS CROSS RD,HOGANSVILLE,GA,30230,706-637-4311 (TRAVEL CENTER),706-637-4311 (ARBY'S),,,57,0,0,8,5,2,28,706-637-4021,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #405,location_details.php?id=1914,https://www.truckstopsandservices.com/location_details.php?id=1914,Trucker,loves-travel-stops-country-stores_416x416,31.137737,-81.570579,I-95,,2766 US HWY 17 S,BRUNSWICK,GA,31523,912-264-2777 (TRAVEL CENTER),912-264-2777 (GODFATHER'S PIZZA),912-264-2777 (SUBWAY),912-264-2777 (CHESTER'S FRIED CHICKEN),78,0,0,8,6,4,29,912-264-6003,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #550,location_details.php?id=60750,https://www.truckstopsandservices.com/location_details.php?id=60750,Trucker,loves-travel-stops-country-stores_416x416,30.773463,-83.298334,I-75,,2315 OLD CLYATTVILLE RD,VALDOSTA,GA,31601,229-588-7706 (TRAVEL CENTER),229-588-7706 (BOJANGLES),229-588-7706 (GODFATHER'S PIZZA),,112,,,8,7,,13,299-588-7264,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #698,location_details.php?id=47559,https://www.truckstopsandservices.com/location_details.php?id=47559,Trucker,loves-travel-stops-country-stores_416x416,32.71804,-83.73465,I-75,,1190 FRANK AMERSON PKWY,MACON,GA,31216,478-785-8715 (TRAVEL CENTER),478-785-8715 (SUBWAY),478-785-8715 (CHESTER'S FRIED CHICKEN),478-785-8715 (GODFATHER'S PIZZA),119,0,0,10,7,5,153,478-785-8718,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #735,location_details.php?id=52048,https://www.truckstopsandservices.com/location_details.php?id=52048,Trucker,loves-travel-stops-country-stores_416x416,34.442816,-84.915598,I-75,,1081 BELWOOD RD SE,CALHOUN,GA,30701,706-624-8193 (TRAVEL CENTER),706-624-8193 (BURGER KING),706-624-8193 (SUBWAY),,105,0,0,8,7,3,310,706-624-8196,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #765,location_details.php?id=51531,https://www.truckstopsandservices.com/location_details.php?id=51531,Trucker,loves-travel-stops-country-stores_416x416,34.227173,-83.498304,I-85,,4855 MAYSVILLE RD,COMMERCE,GA,30529,706-336-0075 (TRAVEL CENTER),706-336-0075 (SUBWAY),706-336-0075 (GODFATHER'S PIZZA),706-336-0075 (DUNKIN' DONUTS),114,0,0,9,8,0,147/HWY 98,706-336-0083,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #771,location_details.php?id=59060,https://www.truckstopsandservices.com/location_details.php?id=59060,Trucker,loves-travel-stops-country-stores_416x416,32.877613,-85.148343,I-85,,1917 HWY 18,WEST POINT,GA,31833,706-588-4058 (TRAVEL CENTER),706-588-4058 (HARDEE'S),706-588-4058 (GODFATHER'S PIZZA),,82,,,8,9,,2,706-558-4059,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #778,location_details.php?id=52901,https://www.truckstopsandservices.com/location_details.php?id=52901,Trucker,loves-travel-stops-country-stores_416x416,32.183503,-81.457888,I-16,,11151 HWY 280 E,ELLABELL,GA,31308,912-851-5683 (TRAVEL CENTER),912-851-5683 (ARBY'S),,,146,0,0,9,7,4,143,912-851-5685,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #781,location_details.php?id=53612,https://www.truckstopsandservices.com/location_details.php?id=53612,Trucker,loves-travel-stops-country-stores_416x416,33.562468,-83.497264,I-20,,1500 MONTICELLO RD,MADISON,GA,30650,706-752-0910 (TRAVEL CENTER),706-752-0910 (HARDEE'S),706-752-0910 (GODFATHER'S PIZZA),,130,0,0,8,9,4,113,706-752-0914,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #801,location_details.php?id=53851,https://www.truckstopsandservices.com/location_details.php?id=53851,Trucker,loves-travel-stops-country-stores_416x416,31.974855,-83.754193,I-75,,1525 E 8TH AVE,CORDELE,GA,31015,229-947-6205 (TRAVEL CENTER),229-947-6205 (BOJANGLES),,,92,0,0,10,7,3,102/GA HWY 257,229-947-6206,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #808,location_details.php?id=55863,https://www.truckstopsandservices.com/location_details.php?id=55863,Trucker,loves-travel-stops-country-stores_416x416,31.579908,-84.109149,US 82 E/19,,1737 CLARK AVE,ALBANY,GA,31705,229-405-7021 (TRAVEL CENTER),229-405-7021 (BOJANGLES),,,100,0,0,7,5,0,3,229-405-7022,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #819,location_details.php?id=57097,https://www.truckstopsandservices.com/location_details.php?id=57097,Trucker,loves-travel-stops-country-stores_416x416,32.336103,-81.259274,GA 21,,2600 HWY 21 S,RINCON,GA,31326,912-205-4027 (TRAVEL CENTER),912-205-4027 (MCDONALD'S),912-205-4027 (CHESTER'S CHICKEN),,74,,,6,6,,,912-205-4025,,,,,,,,,,
10,Georgia,LOVE'S TRAVEL STOP #93,location_details.php?id=56682,https://www.truckstopsandservices.com/location_details.php?id=56682,Trucker,loves-travel-stops-country-stores_416x416,32.103359,-81.194914,GA 307,,2 SONNY PERDUE DR,GARDEN CITY,GA,31408,912-645-9651 (TRAVEL CENTER),912-645-9651 (HARDEE'S),,,97,0,0,8,6,0,SONNY PERDUE DR,912) 645-9652,,,,,,,,,,
10,Georgia,MAPCO EXPRESS,location_details.php?id=892,https://www.truckstopsandservices.com/location_details.php?id=892,Trucker,mapco,34.978447,-85.418898,I-24,,955 HWY 299,WILDWOOD,GA,30757,706-820-0896 (TRAVEL CENTER),,,,2,0,0,2,0,0,169,706-820-0896,,,,,,,,,,
