state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Street Address,City,State,Postal Code,Phone,# of Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,# of Reserved Parking Spots,# of Paid Parking Spots,Exit,Phone 2,Fax,https,Phone 3,Phone 4,Unleaded,Diesel,Bulk Def,Propane,Phone 5,# of Men's Showers,Mile Marker,Road Name,Hours of Operation,Mailing Address,http
10,Georgia,RUMBLE ROAD BP,location_details.php?id=2811,http://www.rvandtravelers.com/location_details.php?id=2811,RVer,bp-,,,I-75,1334 RUMBLE RD,FORSYTH,GA,31029,478-994-3721 (TRAVEL CENTER),10,2,0,0,,,181,478-994-3721 (HUNT BROTHERS PIZZA),,,,,,,,,,,,,,,
10,Georgia,S & P MART,location_details.php?id=10528,http://www.rvandtravelers.com/location_details.php?id=10528,RVer,shell_,,,US 23,386 GA-26,COCHRAN,GA,31014,478-934-2762,5,2,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,SHAKE RAG EXPRESS,location_details.php?id=10519,http://www.rvandtravelers.com/location_details.php?id=10519,RVer,citgo,,,US 1,10525 US HWY 1 S,WADLEY,GA,30477,478-252-7428 (TRAVEL CENTER),25,4,2,0,,,,,,,,,,,,,,,,,,,
10,Georgia,SHELL FLASH FOODS,location_details.php?id=931,http://www.rvandtravelers.com/location_details.php?id=931,RVer,shell_,,,I-20,10125 ALCOVY RD,COVINGTON,GA,30014,770-787-0005 (TRAVEL CENTER),0,1,0,0,,,92,770-787-0005 (WAYBACK BURGER),,,,,,,,,,,,,,,
10,Georgia,SHELL FOOD MART,location_details.php?id=10541,http://www.rvandtravelers.com/location_details.php?id=10541,RVer,shell_,,,US 29,1233 ATLANTA HWY SE,WINDER,GA,30680,770-867-5668 (TRAVEL CENTER),2,2,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,SHELL FOOD MART,location_details.php?id=18527,http://www.rvandtravelers.com/location_details.php?id=18527,RVer,shell_,,,US 78,4360 ATLANTA HWY,BOGART,GA,30622,706-546-8191 (TRAVEL CENTER),0,1,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,SHELL TRAVEL PLAZA,location_details.php?id=596,http://www.rvandtravelers.com/location_details.php?id=596,RVer,shell_,,,I-75,603 OLD OMEGA RD,TIFTON,GA,31793,229-388-0543 (TRAVEL CENTER),55,4,4,4,,,61,,,,,,,,,,,,,,,,
10,Georgia,SHELL TRUCK STOP,location_details.php?id=602,http://www.rvandtravelers.com/location_details.php?id=602,RVer,shell_,,,I-20,4590 FULTON INDUSTRIAL BLVD SW,ATLANTA,GA,30336,404-696-8050 (TRAVEL CENTER),10,2,0,0,,,49,,,,,,,,,,,,,,,,
10,Georgia,SHOPPER STOP,location_details.php?id=10577,http://www.rvandtravelers.com/location_details.php?id=10577,RVer,bp-,,,US 280,42 NICHOLSON ST,RICHLAND,GA,31825,229-887-2211 (TRAVEL CENTER),30,2,2,0,,,,,,,,,,,,,,,,,,,
10,Georgia,SIDE TRACK,location_details.php?id=54931,http://www.rvandtravelers.com/location_details.php?id=54931,RVer,ind_dealer_1,,,US 319,6680 E COLLEGE ST,WRIGHTSVILLE,GA,31096,478-864-7281 (TRAVEL CENTER),50,3,1,0,0,0,GA 57,478-864-7281 (DEPOT DELI),478-575-9783,,,,,,,,,,,,,,
10,Georgia,SP TRUCK STOP & TRAVEL CENTER,location_details.php?id=10556,http://www.rvandtravelers.com/location_details.php?id=10556,RVer,ind_dealer_1,,,US 84,2331 DOTHAN RD,BAINBRIDGE,GA,39817,229-246-2117 (TRAVEL CENTER),55,4,1,0,0,0,,,,,,,,,,,,,,,,,
10,Georgia,SPEEDWAY,location_details.php?id=54955,http://www.rvandtravelers.com/location_details.php?id=54955,RVer,,,,I-85,115 SPEEDWAY DR,JEFFERSON,GA,30549,706-693-4255 (TRAVEL CENTER),0,3,0,0,0,0,137,706-693-4255 (SPEEDY CAFE),,,,,,,,,,,,,,,
10,Georgia,SPEEDWAY #8495,location_details.php?id=55066,http://www.rvandtravelers.com/location_details.php?id=55066,RVer,speedwaygas,,,US 19,910 MCFARLAND PKWY,ALPHARETTA,GA,30004,770-667-3732 (TRAVEL CENTER),,2,,,,,12-A,770-667-3732 (SPEEDY CAFE),,,,,,,,,,,,,,,
10,Georgia,SPRINT FOODS,location_details.php?id=47132,http://www.rvandtravelers.com/location_details.php?id=47132,RVer,ind_dealer_1,,,I-520,3444 MIKE PADGETT HWY,AUGUSTA,GA,30906,706-793-5008 (TRAVEL CENTER),8,3,0,0,0,0,9,706-793-5008 (MCDONALD'S),,,,,,,,,,,,,,,
10,Georgia,SPRINT FOODS,location_details.php?id=47447,http://www.rvandtravelers.com/location_details.php?id=47447,RVer,ind_dealer_1,,,US 1,202 US 1 N BYP,LOUISVILLE,GA,30434,478-625-0446 (TRAVEL CENTER),2,2,0,0,0,0,,,,,,,,,,,,,,,,,
10,Georgia,STOCKTON QUICK STOP,location_details.php?id=47476,http://www.rvandtravelers.com/location_details.php?id=47476,RVer,ind_dealer_1,,,US 84,512 US-84,STOCKTON,GA,31649,229-247-1101,20,2,0,0,0,0,US 129,,,,,,,,,,,,,,,,
10,Georgia,SUMMIT # 28,location_details.php?id=2045,http://www.rvandtravelers.com/location_details.php?id=2045,RVer,shell_,,,I-185,90 HOPEWELL CHURCH RD,WHITESVILLE,GA,31822,706-663-8857 (TRAVEL CENTER),2,2,0,0,,,30,,,,,,,,,,,,,,,,
10,Georgia,SUN PETRO,location_details.php?id=3246,http://www.rvandtravelers.com/location_details.php?id=3246,RVer,petro,,,I-75,132 FOREST PKWY,FOREST PARK,GA,30298,404-366-4562,55,8,4,2,,,237,,404-366-0218,,,,,,,,,,,,,,
10,Georgia,SUNOCO,location_details.php?id=47314,http://www.rvandtravelers.com/location_details.php?id=47314,RVer,sunoco,,,US 19,3845 BROWNS BRIDGE RD,CUMMING,GA,30041,678-807-7126 (TRAVEL CENTER),0,2,0,0,,,GA 369 E,,,,,,,,,,,,,,,,
10,Georgia,SUSIE Q'S,location_details.php?id=10525,http://www.rvandtravelers.com/location_details.php?id=10525,RVer,bp-,,,US 19,4616 COUNTY LINE RD,THOMASVILLE,GA,31792,229-226-9690 (TRAVEL CENTER),2,2,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,SUSIE Q'S,location_details.php?id=10563,http://www.rvandtravelers.com/location_details.php?id=10563,RVer,bp-,,,US 84,45 US HWY 84 E,CAIRO,GA,39828,229-377-1099 (TRAVEL CENTER),0,2,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,SUSIE Q'S,location_details.php?id=10583,http://www.rvandtravelers.com/location_details.php?id=10583,RVer,ind_dealer_1,,,US 319,1334 W JACKSON ST,THOMASVILLE,GA,31792,229-226-4473 (TRAVEL CENTER),15,2,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,SUSIE Q'S,location_details.php?id=10666,http://www.rvandtravelers.com/location_details.php?id=10666,RVer,bp-,,,US 319,135 US HWY 319 S,MOULTRIE,GA,31768,229-985-5938 (TRAVEL CENTER),15,4,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,SUSIE Q'S,location_details.php?id=47280,http://www.rvandtravelers.com/location_details.php?id=47280,RVer,texaco-,,,US 84,995 US 84 E,CAIRO,GA,39828,229-377-6605 (TRAVEL CENTER),2,2,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,SUSIE Q'S,location_details.php?id=18532,http://www.rvandtravelers.com/location_details.php?id=18532,RVer,bp-,,,US 84,2112 SMITH AVE,THOMASVILLE,GA,31792,229-226-8991 (TRAVEL CENTER),0,2,0,0,0,0,,,,,,,,,,,,,,,,,
10,Georgia,SWIFTI SERVE,location_details.php?id=3175,http://www.rvandtravelers.com/location_details.php?id=3175,RVer,marathon,,,I-20,2002 ALABAMA AVE,BREMEN,GA,30110,770-537-3397 (TRAVEL CENTER),5,7,0,0,,,11,,,,,,,,,,,,,,,,
10,Georgia,T & M FOOD MART,location_details.php?id=10569,http://www.rvandtravelers.com/location_details.php?id=10569,RVer,ind_dealer_1,,,GA 31,1626 PETERSON AVE S,DOUGLAS,GA,31535,912-393-1445 (TRAVEL CENTER),2,2,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,THOMASVILLE TRAVEL CENTER,location_details.php?id=10559,http://www.rvandtravelers.com/location_details.php?id=10559,RVer,citgo,,,US 84,2685 US HWY 84,THOMASVILLE,GA,31792,229-551-0220 (TRAVEL CENTER),50,4,3,1,0,50,,229-551-0220 (KRISPY KRUNCHY CHICKEN),229-551-0556,,,,,,,,,,,,,,
10,Georgia,TODD'S C-STORE,location_details.php?id=10516,http://www.rvandtravelers.com/location_details.php?id=10516,RVer,ind_dealer_1,,,US 1,6914 HATCH N PKWY,BAXLEY,GA,31513,912-367-1462 (TRAVEL CENTER),15,2,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,TPS PUMPING STATION,location_details.php?id=420,http://www.rvandtravelers.com/location_details.php?id=420,RVer,ind_dealer_1,,,I-20,499 LEWISTON RD,GROVETOWN,GA,30813,706-650-1031 (TRAVEL CENTER),10,2,2,0,,,190,,,,,,,,,,,,,,,,
10,Georgia,TRAVEL CENTERS OF AMERICA #045 - DICK PINGLE,location_details.php?id=15800,http://www.rvandtravelers.com/location_details.php?id=15800,RVer,catscale3,,,I-20,2021 EATONTON RD,MADISON,GA,30650,706-342-4176 (TRAVEL CENTER),149,7,7,6,25,25,114,706-342-4176 (POPEYE'S),706-342-2390,www.ta-petro.com/location/ga/ta-madison,,,,,,,,,,,,,
10,Georgia,TRAVEL CENTERS OF AMERICA #146,location_details.php?id=15774,http://www.rvandtravelers.com/location_details.php?id=15774,RVer,catscale3,,,I-75,981 CASSVILLE-WHITE RD,CARTERSVILLE,GA,30121,770-607-8885 (TRAVEL CENTER),212,8,10,6,103,103,296,770-607-8885 (POPEYE'S),770-607-7265,,770-607-8885 (BURGER KING),770-607-8885 (TACO BELL),,,,,770-607-8885 (PIZZA HUT EXPRESS),,,,,,
10,Georgia,TRAVEL CENTERS OF AMERICA #156,location_details.php?id=3388,http://www.rvandtravelers.com/location_details.php?id=3388,RVer,catscale3,,,I-85,30732 HWY 441 S,COMMERCE,GA,30529,706-335-5198 (TRAVEL CENTER),89,8,14,4,38,38,149,706-335-5198 (FUDDRUCKER'S),706-335-6729,www.ta-petro.com/location/ga/ta-commerce,,,,,,,,,,,,,
10,Georgia,TRAVEL CENTERS OF AMERICA #177,location_details.php?id=15805,http://www.rvandtravelers.com/location_details.php?id=15805,RVer,catscale3,,,I-95,4401 HWY 17,RICHMOND HILL,GA,31324,912-756-3381 (TRAVEL CENTER),222,9,8,6,55,55,87,912-756-3381 (FUDDRUCKER'S),912-756-3273,www.ta-petro.com/location/ga/ta-savannah,912-756-3381 (POPEYE'S),,,,,,,,,,,,
10,Georgia,TRAVEL CENTERS OF AMERICA #249,location_details.php?id=1676,http://www.rvandtravelers.com/location_details.php?id=1676,RVer,catscale3,,,I-75,6901 BELLVILLE RD,LAKE PARK,GA,31636,229-559-5113 (TRAVEL CENTER),75,7,6,3,7,7,2,229-559-5113 (POPEYE'S),229-559-4864,www.ta-petro.com/location/ga/ta-lake-park,229-559-5113 (ARBY'S),,,,,,,,,,,,
10,Georgia,TRAVEL CENTERS OF AMERICA #258,location_details.php?id=37276,http://www.rvandtravelers.com/location_details.php?id=37276,RVer,catscale3,,,I-95,185 DUNGENESS RD,BRUNSWICK,GA,31523,912-279-3386 (TRAVEL CENTER),107,8,9,6,13,13,29,912-279-3386 (BURGER KING),912-265-2631,www.ta-petro.com/location/ga/ta-brunswick,912-279-3386 (STARBUCKS),912-279-3386 (SUBWAY),,,,,,,,,,,
10,Georgia,TRAVEL CENTERS OF AMERICA #268,location_details.php?id=15787,http://www.rvandtravelers.com/location_details.php?id=15787,RVer,catscale3,,,I-75,122 TRUCK STOP WAY,JACKSON,GA,30233,770-775-2076 (TRAVEL CENTER),108,8,8,4,50,50,201,770-775-2076 (IHOP),770-775-2807,,770-775-2076 (SUBWAY),,,,,,,,,,,,
10,Georgia,TRAVEL CENTERS OF AMERICA EXPRESS #283,location_details.php?id=52440,http://www.rvandtravelers.com/location_details.php?id=52440,RVer,taexpress,,,I-85,300 KIA BLVD,WEST POINT,GA,31833,706-330-9220 (TRAVEL CENTER),23,6,4,0,0,0,6,706-330-9220 (CHAMP'S CHICKEN),,www.ta-petro.com/location/ga/ta-express%20west%20point,,,,,,,,,,,,,
10,Georgia,WALTON TRUCK STOP,location_details.php?id=47461,http://www.rvandtravelers.com/location_details.php?id=47461,RVer,marathon,,,US 78,1490 US 78,MONROE,GA,30655,770-207-1337 (TRAVEL CENTER),25,4,2,0,,,GA 83,,,,,,,,,,,,,,,,
10,Georgia,WEBB'S TRUCK STOP,location_details.php?id=10554,http://www.rvandtravelers.com/location_details.php?id=10554,RVer,ind_dealer_1,,,US 82,2520 US HWY 82 W,SYLVESTER,GA,31791,229-776-3948 (TRAVEL CENTER),2,2,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,WHITESBURG BP,location_details.php?id=47493,http://www.rvandtravelers.com/location_details.php?id=47493,RVer,bp-,,,US 27,356 MAIN ST,WHITESBURG,GA,30185,770-832-1994 (TRAVEL CENTER),10,4,0,0,0,10,,,,,,,,,,,,,,,,,
10,Georgia,WILDWOOD TRUCK STOP,location_details.php?id=47381,http://www.rvandtravelers.com/location_details.php?id=47381,RVer,ind_dealer_1,,,US 80,550 US 80 E,EATON,GA,31307,912-988-3114 (TRAVEL CENTER),25,3,0,0,0,25,,,,,,,,,,,,,,,,,
11,Iowa,5 STAR COOPERATIVE,location_details.php?id=10063,http://www.rvandtravelers.com/location_details.php?id=10063,RVer,cenex--300_0,,,US 63,1949 N LINN AVE,NEW HAMPTON,IA,50659,641-394-3052 (TRAVEL CENTER),0,3,0,0,0,0,205,,,,,,,,,,,,,,,,
11,Iowa,63 SOUTH BP,location_details.php?id=10649,http://www.rvandtravelers.com/location_details.php?id=10649,RVer,bp-,,,US 63,4108 US 63,OTTUMWA,IA,52501,641-682-8264 (TRAVEL CENTER),13,2,0,0,0,0,,,,,,,,,,,,,,,,,
11,Iowa,A & E TRAVEL CENTER,location_details.php?id=47033,http://www.rvandtravelers.com/location_details.php?id=47033,RVer,bp-,,,US 61,4701 US 61,MUSCATINE,IA,52761,563-263-7373 (TRAVEL CENTER),20,3,2,0,0,0,,563-263-7373 (CHAMP'S CHICKEN),563-263-0925,,563-263-7373 (HUNT BROTHERS PIZZA),563-263-7373 (SUBWAY),,,,,,,,,,,
11,Iowa,AL'S CORNER OIL,location_details.php?id=53923,http://www.rvandtravelers.com/location_details.php?id=53923,RVer,sinclair_oil_.svg,,,US 71,12053 HWY 71,CARROLL,IA,51401,712-673-2723 (TRAVEL CENTER),,1,,,,,,,,,,,,,,,,,,,,,
11,Iowa,AMPRIDE,location_details.php?id=47054,http://www.rvandtravelers.com/location_details.php?id=47054,RVer,ind_dealer_1,,,US 169,1301 10TH AVE N,HUMBOLDT,IA,50548,515-604-6192 (TRAVEL CENTER),0,3,0,0,0,0,IA 3,515-604-6192 (CHESTER'S FRIED CHICKEN),515-604-6192,,,,,,,,,,,,,,
11,Iowa,AMPRIDE TRUCK PLAZA,location_details.php?id=10635,http://www.rvandtravelers.com/location_details.php?id=10635,RVer,cenex--300_0,,,US 59,506 US 59 N,DENISON,IA,51442,712-263-9371 (TRAVEL CENTER),30,5,4,2,0,0,,712-263-9371 (AMRPIDE RESTAURANT),712-263-4585,,,,,,,,,,,,,,
11,Iowa,BATAVIA BP,location_details.php?id=10626,http://www.rvandtravelers.com/location_details.php?id=10626,RVer,bp-,,,US 34,100 1ST ST,BATAVIA,IA,52533,641-662-2700 (TRAVEL CENTER),25,3,1,0,0,0,,,,,,,,,,,,,,,,,
11,Iowa,BIG 10 MART  #25,location_details.php?id=53967,http://www.rvandtravelers.com/location_details.php?id=53967,RVer,cenex--300_0,,,US 61,121 S 14TH AVE,ELDRIDGE,IA,52748,563-285-5211 (TRAVEL CENTER),6,4,0,0,0,0,27,563-285-5211 (HOTSTUFF PIZZA),,,,,,,,,,,,,,,
11,Iowa,BP,location_details.php?id=47035,http://www.rvandtravelers.com/location_details.php?id=47035,RVer,bp-,,,US 218,302 SCHOOL AVE,OLDS,IA,52647,319-254-2442 (TRAVEL CENTER),15,3,0,0,0,0,,,,,,,,,,,,,,,,,
11,Iowa,BP WATERING HOLE,location_details.php?id=10593,http://www.rvandtravelers.com/location_details.php?id=10593,RVer,bp-,,,IA 23,1911 17TH AVE E,OSKALOOSA,IA,52577,641-673-3829 (TRAVEL CENTER),0,2,0,0,0,0,,,,,,,,,,,,,,,,,
11,Iowa,BRATZ OIL,location_details.php?id=10586,http://www.rvandtravelers.com/location_details.php?id=10586,RVer,shell_,,,IA 2,102 DRAKE AVE,CENTERVILLE,IA,52544,641-437-1100 (TRAVEL CENTER),0,1,0,0,0,0,,,641-437-1456,,,,,,,,,,,,,,
11,Iowa,CASEY'S,location_details.php?id=487,http://www.rvandtravelers.com/location_details.php?id=487,RVer,caseys-general-store-,,,I-80,130 W EVANS ST,WILLIAMSBURG,IA,52361,319-668-1415 (TRAVEL CENTER),25,7,0,0,0,0,220,319-668-1415 (CASEY'S KITCHEN),,,,,,,,,,,,,,,
11,Iowa,CASEY'S,location_details.php?id=47057,http://www.rvandtravelers.com/location_details.php?id=47057,RVer,caseys-general-store-,,,US 18,620 W TILDEN ST,POSTVILLE,IA,52162,563-864-3532 (TRAVEL CENTER),17,2,0,0,0,0,,,,,,,,,,,,,,,,,
11,Iowa,CASEY'S,location_details.php?id=1228,http://www.rvandtravelers.com/location_details.php?id=1228,RVer,caseys-general-store-,,,I-380,5350 31ST AVE,URBANA,IA,52345,319-443-2860 (TRAVEL CENTER),16,4,0,0,0,0,43,319-443-2860 (CASEY'S KITCHEN),319-443-2871,,,,,,,,,,,,,,
11,Iowa,CASEY'S,location_details.php?id=1293,http://www.rvandtravelers.com/location_details.php?id=1293,RVer,caseys-general-store-,,,I-380,9001 6TH SW ST,CEDAR RAPIDS,IA,52404,319-841-9244 (TRAVEL CENTER),121,11,8,0,0,0,13,319-841-9244 (CASEY'S KITCHEN),319-841-2051,,,,,,,,,,,,,,
11,Iowa,CASEY'S,location_details.php?id=1481,http://www.rvandtravelers.com/location_details.php?id=1481,RVer,caseys-general-store-,,,I-380,201 SUNSET ST,URBANA,IA,52345,319-443-2555 (TRAVEL CENTER),10,4,0,0,0,0,41,319-443-2555 (CASEY'S KITCHEN),,,,,,,,,,,,,,,
11,Iowa,CASEY'S,location_details.php?id=10065,http://www.rvandtravelers.com/location_details.php?id=10065,RVer,caseys-general-store-,,,IA 163,414 S CLARK ST,PELLA,IA,50219,641-628-1208 (TRAVEL CENTER),20,4,0,0,0,0,42,641-628-1208 (CASEY'S KITCHEN),,,,,,,,,,,,,,,
11,Iowa,CASEY'S,location_details.php?id=10596,http://www.rvandtravelers.com/location_details.php?id=10596,RVer,caseys-general-store-,,,US 151,500 E MAIN ST,ANAMOSA,IA,52205,319-462-2245 (TRAVEL CENTER),0,2,0,0,0,0,54,,,,,,,,,,,,,,,,
11,Iowa,CASEY'S,location_details.php?id=10598,http://www.rvandtravelers.com/location_details.php?id=10598,RVer,caseys-general-store-,,,IA 163,201 RALPH ST,MONROE,IA,50170,641-259-2410 (TRAVEL CENTER),12,3,0,0,0,0,,641-259-2410 (CASEY'S KITCHEN),,,,,,,,,,,,,,,
11,Iowa,CASEY'S,location_details.php?id=10609,http://www.rvandtravelers.com/location_details.php?id=10609,RVer,caseys-general-store-,,,US 20,1906 3RD SE AVE,INDEPENDENCE,IA,50644,319-334-7220 (TRAVEL CENTER),5,4,3,0,0,0,254,319-334-7220 (CASEY'S KITCHEN),,,,,,,,,,,,,,,
11,Iowa,CASEY'S,location_details.php?id=10641,http://www.rvandtravelers.com/location_details.php?id=10641,RVer,caseys-general-store-,,,US 61,13410 IA 78,NEWPORT,IA,52653,319-868-3101 (TRAVEL CENTER),30,5,2,0,0,0,,319-868-3101 (SUBWAY),,,319-868-3101 (CASEY'S KITCHEN),,,,,,,,,,,,
11,Iowa,CASEY'S,location_details.php?id=10655,http://www.rvandtravelers.com/location_details.php?id=10655,RVer,bp-,,,US 151,23485 CO RD E34,ANAMOSA,IA,52205,319-462-6776 (TRAVEL CENTER),0,4,0,0,0,0,,319-462-6776 (CASEY'S KITCHEN),,,,,,,,,,,,,,,
11,Iowa,CASEY'S,location_details.php?id=47028,http://www.rvandtravelers.com/location_details.php?id=47028,RVer,caseys-general-store-,,,IA 3,406 IA 3,MARCUS,IA,51035,712-376-2402 (TRAVEL CENTER),24,3,1,0,0,0,,,,,,,,,,,,,,,,,
11,Iowa,CASEY'S,location_details.php?id=18695,http://www.rvandtravelers.com/location_details.php?id=18695,RVer,caseys-general-store-,,,IA 63,14046 45TH ST,LIME SPRINGS,IA,52155,563-566-2882 (TRAVEL CENTER),25,4,0,0,0,0,,563-566-2882 (CASEY'S KITCHEN),,,,,,,,,,,,,,,
11,Iowa,CASEY'S,location_details.php?id=54021,http://www.rvandtravelers.com/location_details.php?id=54021,RVer,caseys-general-store-,,,I-35,1625 E BROAD ST,STORY CITY,IA,50248,515-733-4552 (TRAVEL CENTER),3,1,0,,0,0,124,515-733-4552 (CASEY'S KITCHEN),,,,,,,,,,,,,,,
11,Iowa,CASEY'S #3896,location_details.php?id=504,http://www.rvandtravelers.com/location_details.php?id=504,RVer,caseys-general-store-,,,I-380,696 GRAIN LANE,CENTER POINT,IA,52213,319-849-2700 (TRAVEL CENTER),100,8,4,0,0,0,35,319-849-2700 (SUBWAY),319-849-1769,,319-849-2700 (MCDONALD'S),,,,,,,,,,,,
11,Iowa,CASEY'S GENERAL STORE,location_details.php?id=485,http://www.rvandtravelers.com/location_details.php?id=485,RVer,caseys-general-store-,,,I-35,1706 JEFFREY'S DR,OSCEOLA,IA,50213,641-342-4144 (TRAVEL CENTER),15,4,0,0,0,0,33,641-342-4144 (CASEY'S KITCHEN),641-342-4722,,,,,,,,,,,,,,
11,Iowa,CASEY'S GENERAL STORE,location_details.php?id=486,http://www.rvandtravelers.com/location_details.php?id=486,RVer,caseys-general-store-,,,I-80,708 S DIVISION ST,STUART,IA,50250,515-523-2813 (TRAVEL CENTER),20,6,3,0,0,0,93,515-523-2813 (CASEY'S KITCHEN),,,,,,,,,,,,,,,
11,Iowa,CASEY'S GENERAL STORE,location_details.php?id=10612,http://www.rvandtravelers.com/location_details.php?id=10612,RVer,caseys-general-store-,,,US 20,2424 RANCHERO RD,WATERLOO,IA,50701,319-234-2424 (TRAVEL CENTER),68,4,5,0,0,0,US 63,,319-234-1563,,,,,,,,,,,,,,
11,Iowa,CASEY'S GENERAL STORE,location_details.php?id=10622,http://www.rvandtravelers.com/location_details.php?id=10622,RVer,caseys-general-store-,,,US 30,113 W US 30,TOLEDO,IA,52342,641-484-2530 (TRAVEL CENTER),0,4,0,0,0,0,BUS 30,641-484-2530 (CASEY'S KITCHEN),,,,,,,,,,,,,,,
11,Iowa,CASEY'S GENERAL STORE,location_details.php?id=47029,http://www.rvandtravelers.com/location_details.php?id=47029,RVer,caseys-general-store-,,,I-80,33280 335TH ST,MINDEN,IA,51553,712-483-2001 (TRAVEL CENTER),28,5,0,0,0,0,29,712-483-2001 (CASEY'S KITCHEN),712-483-2001,,,,,,,,,,,,,,
11,Iowa,CENEX,location_details.php?id=10662,http://www.rvandtravelers.com/location_details.php?id=10662,RVer,cenex--300_0,,,4TH ST,215 4TH ST,WHITTLEMORE,IA,50598,515-884-2768 (TRAVEL CENTER),6,1,0,0,6,6,,,,,,,,,,,,,,,,,
11,Iowa,CHARITON BP,location_details.php?id=10624,http://www.rvandtravelers.com/location_details.php?id=10624,RVer,bp-,,,US 34,107 E GRACE AVE,CHARITON,IA,50049,641-774-5100 (TRAVEL CENTER),10,4,0,0,0,0,,641-774-5100 (GODFATHER'S PIZZA),641-774-5100,,,,,,,,,,,,,,
11,Iowa,CHROME TRUCK STOP,location_details.php?id=10601,http://www.rvandtravelers.com/location_details.php?id=10601,RVer,sinclair_oil_.svg,,,US 18,211 US 18 E,ALGONA,IA,50511,515-295-9191 (TRAVEL CENTER),150,8,3,0,0,0,,,515-295-7000,,,,,,,,,,,,,,
11,Iowa,COLFAX FUEL MART,location_details.php?id=1629,http://www.rvandtravelers.com/location_details.php?id=1629,RVer,bp-,,,I-80,1405 N WALNUT ST,COLFAX,IA,50054,515-674-0702 (TRAVEL CENTER),15,2,0,0,0,0,155,515-674-0702 (MCDONALD'S),,,,,,,,,,,,,,,
11,Iowa,COUNTRY EXPRESS,location_details.php?id=10631,http://www.rvandtravelers.com/location_details.php?id=10631,RVer,cenex--300_0,,,US 52,3480 US 52,DECORAH,IA,52101,563-735-5499 (TRAVEL CENTER),8,2,0,0,0,0,,563-735-5499 (COUNTRY EXPRESS),563-735-5444,,,,,,,,,,,,,,
11,Iowa,CUBBY'S,location_details.php?id=47034,http://www.rvandtravelers.com/location_details.php?id=47034,RVer,cenex--300_0,,,IA 39,121 N DES MOINES ST,ODEBOLT,IA,51458,712-668-2270 (TRAVEL CENTER),4,2,0,0,0,0,,712-668-2270 (GODFATHER'S PIZZA),,,,,,,,,,,,,,,
11,Iowa,CUBBY'S,location_details.php?id=2164,http://www.rvandtravelers.com/location_details.php?id=2164,RVer,cenex--300_0,,,I-29,2715 IOWA AVE,ONAWA,IA,51040,712-423-3239 (TRAVEL CENTER),15,3,2,0,0,0,112,712-423-3239 (CHESTER'S FRIED CHICKEN),712-423-1948,,,,,,,,,,,,,,
11,Iowa,CUBBY'S,location_details.php?id=3281,http://www.rvandtravelers.com/location_details.php?id=3281,RVer,cenex--300_0,,,I-29,2501 210TH AVE,PERCIVAL,IA,51648,712-382-2789 (TRAVEL CENTER),20,3,0,0,0,0,10,712-382-2789 (GODFATHER'S PIZZA),712-382-2819,,712-382-2789 (CHESTER'S FRIED CHICKEN),,,,,,,,,,,,
11,Iowa,CUBBY'S,location_details.php?id=10628,http://www.rvandtravelers.com/location_details.php?id=10628,RVer,cenex--300_0,,,US 34,2405 N BROADWAY ST,RED OAK,IA,51566,712-623-4444 (TRAVEL CENTER),19,5,0,4,0,0,,712-623-4444 (CHESTER'S FRIED CHICKEN),712-623-4443,,712-623-4444 (GODFATHER'S PIZZA),,,,,,,,,,,,
11,Iowa,CUBBY'S,location_details.php?id=47027,http://www.rvandtravelers.com/location_details.php?id=47027,RVer,cenex--300_0,,,IA 7,1302 1ST AVE,MANSON,IA,50563,712-469-3434 (TRAVEL CENTER),20,3,0,0,0,0,,712-469-3434 (GODFATHER'S PIZZA),,,712-469-3434 (CHESTER'S FRIED CHICKEN),,,,,,,,,,,,
11,Iowa,DAYBREAK,location_details.php?id=10614,http://www.rvandtravelers.com/location_details.php?id=10614,RVer,66gas,,,US 30,102 US 30,WHEATLAND,IA,52777,563-374-1204 (TRAVEL CENTER),0,2,0,0,0,0,,,,,,,,,,,,,,,,,
11,Iowa,DESOTO BEND MINI MART,location_details.php?id=742,http://www.rvandtravelers.com/location_details.php?id=742,RVer,ind_dealer_1,,,I-29,15001 DESOTO AVE,MISSOURI VALLEY,IA,51555,712-642-3310 (TRAVEL CENTER),4,4,0,0,0,0,72,,,,,,,,,,,,,,,,
11,Iowa,DEWITT TRAVEL MART (BP),location_details.php?id=10617,http://www.rvandtravelers.com/location_details.php?id=10617,RVer,bp-,,,US 30,630 S 6TH AVE,DEWITT,IA,52742,563-659-3221 (TRAVEL CENTER),23,4,4,0,,,,,,,,,,,,,,,,,,,
