state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Mile Marker,Street Address,City,State,Postal Code,Phone,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Fax,Phone 2,Exit,Phone 3,Phone 4,Diesel,Bulk Def,Propane,Unleaded,# of Men's Showers,Phone 5,Hours of Operation,Road Name,https,Mailing Address
15,Kansas,CASEY'S,location_details.php?id=48382,https://www.truckstopsandservices.com/location_details.php?id=48382,Trucker,caseys-general-store-,38.18145,-94.703327,US 69,,21659 E 1100TH RD,PLEASANTON,KS,66075,913-352-8706 (TRAVEL CENTER),15,0,0,2,0,0,,913-352-8706 (CASEY'S KITCHEN),,,,,,,,,,,,,
15,Kansas,CASEY'S GENERAL STORE,location_details.php?id=10879,https://www.truckstopsandservices.com/location_details.php?id=10879,Trucker,caseys-general-store-,37.276634,-98.586587,US 160,,314 S LLIFF ST,MEDICINE LODGE,KS,67104,620-886-3527 (TRAVEL CENTER),7,0,0,2,0,0,620-886-3527,620-886-3527 (CASEY'S KITCHEN),US 281,,,,,,,,,,,,
15,Kansas,CASEY'S GENERAL STORE,location_details.php?id=18557,https://www.truckstopsandservices.com/location_details.php?id=18557,Trucker,caseys-general-store-,38.144943,-97.421309,I-135,,724 E LINCOLN BLVD,HESSTON,KS,67062,620-327-2479 (TRAVEL CENTER),75,0,0,6,3,0,620-327-0577,620-327-2479 (CASEY'S KITCHEN),40,,,,,,,,,,,,
15,Kansas,CASEY'S GENERAL STORE,location_details.php?id=46020,https://www.truckstopsandservices.com/location_details.php?id=46020,Trucker,caseys-general-store-,39.843485,-95.52702,US 36,,915 S 1ST ST,HIAWATHA,KS,66434,785-742-7132 (TRAVEL CENTER),20,0,0,3,0,0,,785-742-7132 (CASEY'S KITCHEN),US 73,,,,,,,,,,,,
15,Kansas,CASEY'S GENERAL STORE,location_details.php?id=54033,https://www.truckstopsandservices.com/location_details.php?id=54033,Trucker,caseys-general-store-,37.645787,-98.714997,US 54,,1900 E 1ST ST,PRATT,KS,67124,620-672-2605 (TRAVEL CENTER),50,0,0,4,5,0,620-672-2602,620-672-2605 (CASEY'S KITCHEN),KS 60,,,,,,,,,,,,
15,Kansas,CIRCLE K,location_details.php?id=2649,https://www.truckstopsandservices.com/location_details.php?id=2649,Trucker,circle_k__3774,37.795177,-97.330228,I-135,,6115 N AIR CAP DR,PARK CITY,KS,67219,316-744-2045 (TRAVEL CENTER),124,0,0,7,4,0,,,14,,,,,,,,,,,,
15,Kansas,CIRCLE K,location_details.php?id=2650,https://www.truckstopsandservices.com/location_details.php?id=2650,Trucker,circle_k__3774,39.330492,-101.727691,I-70,,2510 COMMERCE RD,GOODLAND,KS,67735,785-899-7527 (TRAVEL CENTER),15,0,0,3,2,0,,,17,,,,,,,,,,,,
15,Kansas,CIRCLE K,location_details.php?id=10863,https://www.truckstopsandservices.com/location_details.php?id=10863,Trucker,circle_k__3774,37.59711,-100.449345,US 56,,500 W TEXCOCO ST,MONTEZUMA,KS,67867,620-846-2833 (TRAVEL CENTER),24,0,0,2,0,0,,,,,,,,,,,,,,,
15,Kansas,CIRCLE K,location_details.php?id=10894,https://www.truckstopsandservices.com/location_details.php?id=10894,Trucker,circle_k__3774,37.744459,-99.976617,US 400,,2615 E TRAIL ST,DODGE CITY,KS,67801,620-227-2625 (TRAVEL CENTER),10,0,0,3,0,0,,,,,,,,,,,,,,,
15,Kansas,CJ EXPRESS,location_details.php?id=10831,https://www.truckstopsandservices.com/location_details.php?id=10831,Trucker,ind_dealer_1,39.841079,-96.619589,US 36,,1202 11TH RD,MARYSVILLE,KS,66508,785-562-1463 (TRAVEL CENTER),3,0,0,2,0,0,,,,,,,,,,,,,,,
15,Kansas,CROSS ROADS EXPRESS,location_details.php?id=10832,https://www.truckstopsandservices.com/location_details.php?id=10832,Trucker,66gas,39.827297,-100.534424,US 36,,602 W FRONTIER PKWY,OBERLIN,KS,67749,785-475-1075 (TRAVEL CENTER),22,0,0,4,1,0,785-475-1080,785-475-1075 (CROSS ROADS DELI),,,,,,,,,,,,,
15,Kansas,D & S CONVENIENCE STOP,location_details.php?id=616,https://www.truckstopsandservices.com/location_details.php?id=616,Trucker,conoco,38.85679,-98.111112,I-70,,275 KS 14,ELLSWORTH,KS,67439,785-472-5106 (TRAVEL CENTER),0,0,0,2,0,0,785-472-4739,,219,,,,,,,,,,,,
15,Kansas,D'S MINI MART,location_details.php?id=10868,https://www.truckstopsandservices.com/location_details.php?id=10868,Trucker,ind_dealer_1,38.066386,-94.708681,US 69,,21356 KS 239,PRESCOTT,KS,66767,913-471-4611 (TRAVEL CENTER),30,0,0,2,1,0,913-471-4611,913-471-4611 (ON THE GO),,,,,,,,,,,,,
15,Kansas,EAGLE,location_details.php?id=10880,https://www.truckstopsandservices.com/location_details.php?id=10880,Trucker,cenex--300_0,37.577251,-101.744822,US 160,,402 E VAN METER,JOHNSON,KS,67855,620-492-1638 (TRAVEL CENTER),35,0,0,4,1,0,620-492-1737,620-492-1638 (CHESTER'S FRIED CHICKEN),KS 27,,,,,,,,,,,,
15,Kansas,EAGLE,location_details.php?id=18563,https://www.truckstopsandservices.com/location_details.php?id=18563,Trucker,cenex--300_0,37.981279,-101.754444,US 50,,204 US 50,SYRACUSE,KS,67878,620-384-5033 (TRAVEL CENTER),6,0,0,6,0,0,,620-384-5033 (CHESTER'S FRIED CHICKEN),,,,,,,,,,,,,
15,Kansas,EAGLE STAR,location_details.php?id=10818,https://www.truckstopsandservices.com/location_details.php?id=10818,Trucker,cenex--300_0,38.481338,-101.357918,KS 25,,101 S 4TH ST,LEOTI,KS,67861,620-375-2290 (TRAVEL CENTER),6,0,0,2,0,0,,,KS 96,,,,,,,,,,,,
15,Kansas,EASY GO 71,location_details.php?id=3346,https://www.truckstopsandservices.com/location_details.php?id=3346,Trucker,66gas,39.0195,-95.509064,I-70,MM 187,I-70 MM 187,TOPEKA,KS,66616,785-379-0417 (TRAVEL CENTER),90,,,8,0,0,,,,,,,,,,,,,,,
15,Kansas,EMPORIA SERVICE AREA,location_details.php?id=2294,https://www.truckstopsandservices.com/location_details.php?id=2294,Trucker,66gas,38.4713,-96.184597,I-335,MM 132,132 W KANSAS AVE,EMPORIA,KS,66801,620-343-8211 (TRAVEL CENTER),32,0,0,8,0,0,,,,,,,,,,,,,,,
15,Kansas,EZ GO #74,location_details.php?id=45731,https://www.truckstopsandservices.com/location_details.php?id=45731,Trucker,66gas,37.76629,-96.98133,I-35,MM 65,I-35 MM 65,EL DORADO,KS,67042,316-536-2324 (TRAVEL CENTER),25,,,8,0,0,,316-536-2324 (HARDEE'S),,316-536-2324 (DUNKIN' DONUTS),,,,,,,,,,,
15,Kansas,EZ-GO,location_details.php?id=45734,https://www.truckstopsandservices.com/location_details.php?id=45734,Trucker,66gas,39.019814,-95.135662,I-70,MM 209,I-70 MM 209,LAWRENCE,KS,66044,785-843-2547 (TRAVEL CENTER),50,0,0,5,0,0,785-843-0025,,,,,,,,,,,,,,
15,Kansas,FAIRFAX 66,location_details.php?id=882,https://www.truckstopsandservices.com/location_details.php?id=882,Trucker,66gas,39.12998,-94.610859,FAIRFAX TRAFFICWAY,,2701 FAIRFAX TRAFFICWAY,KANSAS CITY,KS,66115,913-342-3473 (TRAVEL CENTER),6,0,0,2,0,0,,,,,,,,,,,,,,,
15,Kansas,FINISH LINE,location_details.php?id=10888,https://www.truckstopsandservices.com/location_details.php?id=10888,Trucker,ind_dealer_1,38.536946,-99.309892,US 183,,1409 MAIN ST,LACROSSE,KS,67548,785-222-3443 (TRAVEL CENTER),6,,,2,0,0,,,,,,,,,,,,,,,
15,Kansas,FLINT HILLS ONE STOP,location_details.php?id=10847,https://www.truckstopsandservices.com/location_details.php?id=10847,Trucker,66gas,38.400281,-96.534168,US 50,,500 E 7TH ST,STRONG CITY,KS,66869,620-273-8343 (TRAVEL CENTER),26,0,0,3,0,0,,620-273-8343 (SUBWAY),,,,,,,,,,,,,
15,Kansas,FLYING EAGLE TRUCK STOP,location_details.php?id=1631,https://www.truckstopsandservices.com/location_details.php?id=1631,Trucker,ind_dealer_1,37.634006,-97.390131,I-235,,3405 S WEST ST,WICHITA,KS,67217,316-942-9800 (TRAVEL CENTER),28,0,0,3,1,0,,,4,,,,,,,,,,,,
15,Kansas,FLYING J TRAVEL CENTER #657,location_details.php?id=17274,https://www.truckstopsandservices.com/location_details.php?id=17274,Trucker,flying-j-,37.751979,-99.980822,US 400,,2524 E WYATT EARP BLVD,DODGE CITY,KS,67801,620-338-8888 (TRAVEL CENTER),50,5,5,4,4,0,620-338-8829,,US 283,,,3.799,4.259,,2.649,,,,,,
15,Kansas,FLYING J TRAVEL CENTER #658,location_details.php?id=17278,https://www.truckstopsandservices.com/location_details.php?id=17278,Trucker,flying-j-,38.412074,-96.237958,I-35,,4215 W US 50,EMPORIA,KS,66801,620-343-2717 (TRAVEL CENTER),74,16,16,8,7,0,620-343-3692,620-343-2717 (HUDDLE HOUSE),127,,,3.599,4.259,,2.699,,,,,,
15,Kansas,FLYING J TRAVEL CENTER #659,location_details.php?id=17281,https://www.truckstopsandservices.com/location_details.php?id=17281,Trucker,flying-j-,38.878498,-97.593852,I-70,,2250 N OHIO ST,SALINA,KS,67401,785-825-5300 (TRAVEL CENTER),120,7,7,8,9,0,785-452-9221,785-825-5300 (HUDDLE HOUSE),253,,,3.799,4.259,,2.749,,,,,,
15,Kansas,FRONTIER AG CENEX,location_details.php?id=1151,https://www.truckstopsandservices.com/location_details.php?id=1151,Trucker,cenex--300_0,39.336796,-101.729054,I-70,,1202 W US 24,GOODLAND,KS,67735,785-899-3681 (TRAVEL CENTER),0,0,0,3,0,0,,,17,,,,,,,,,,,,
15,Kansas,FUEL EXPRESSO - OTTAWA,location_details.php?id=53531,https://www.truckstopsandservices.com/location_details.php?id=53531,Trucker,66gas,38.622535,-95.235209,I-35,,2518 E LOGAN ST,OTTAWA,KS,66067,785-242-5314 (TRAVEL CENTER),5,0,0,4,0,0,785-242-3480,785-242-5314 (KRISPY KRUNCHY CHICKEN),187,785-242-5314 (HUNT BROTHERS PIZZA),,,,,,,,,,,
15,Kansas,FUEL EXPRESSO 11 - LEBO,location_details.php?id=421,https://www.truckstopsandservices.com/location_details.php?id=421,Trucker,conoco,38.426868,-95.729082,I-35,,2754 US 75,LEBO,KS,66856,620-256-6280 (TRAVEL CENTER),80,0,0,5,2,2,620-256-6910,620-256-6280 (SUBWAY),155,,,,,,,,,,,,
15,Kansas,GOLDEN OX TRUCK STOP,location_details.php?id=3591,https://www.truckstopsandservices.com/location_details.php?id=3591,Trucker,valero,38.896234,-99.31729,I-70,,3610 VINE ST,HAYS,KS,67601,785-625-8921 (TRAVEL CENTER),50,0,0,7,0,0,785-625-9556,785-625-8921 (SUBWAY),159,,,,,,,,,,,,
15,Kansas,GREAT WESTERN TIRE,location_details.php?id=10876,https://www.truckstopsandservices.com/location_details.php?id=10876,Trucker,ind_dealer_1,38.469367,-100.906982,US 83,,1503 S MAIN ST,SCOTT CITY,KS,67861,620-872-3393 (TRAVEL CENTER),0,0,0,3,0,3,,,,,,,,,,,,,,,
15,Kansas,INDIAN COUNTRY MINI MART,location_details.php?id=46021,https://www.truckstopsandservices.com/location_details.php?id=46021,Trucker,ind_dealer_1,39.414413,-95.747567,US 75,,20330 US 75,HOLTON,KS,66436,785-364-4223 (TRAVEL CENTER),0,0,0,4,0,0,,,,,,,,,,,,,,,
15,Kansas,J-J OIL CO,location_details.php?id=10882,https://www.truckstopsandservices.com/location_details.php?id=10882,Trucker,sinclair_oil_.svg,37.575912,-101.347764,US 160,,820 E OKLAHOMA AVE,ULYSSES,KS,67880,620-356-4144 (TRAVEL CENTER),0,0,0,4,0,0,,,,,,,,,,,,,,,
15,Kansas,JJ TRAVEL STOP,location_details.php?id=1435,https://www.truckstopsandservices.com/location_details.php?id=1435,Trucker,cenex--300_0,39.185444,-100.869713,I-70,,465 US 83,OAKLEY,KS,67748,785-672-3900 (TRAVEL CENTER),75,0,0,7,2,0,785-672-3422,,70,,,,,,,,,,,,
15,Kansas,JOHNSON'S GENERAL STORE,location_details.php?id=10839,https://www.truckstopsandservices.com/location_details.php?id=10839,Trucker,66gas,38.240665,-96.936976,US 50,,800 W 5TH ST,FLORENCE,KS,66851,620-878-4611 (TRAVEL CENTER),12,0,0,3,2,0,,620-878-4611 (HUNT BROTHERS PIZZA),,,,,,,,,,,,,
15,Kansas,JUMP START,location_details.php?id=54642,https://www.truckstopsandservices.com/location_details.php?id=54642,Trucker,ind_dealer_1,38.04287,-97.318428,I-135,,1608 E 1ST ST,NEWTON,KS,67114,316-338-8208 (TRAVEL CENTER),0,0,0,1,0,0,,316-338-8208 (HUNT BROTHERS PIZZA),31,,,,,,,,,,,,
15,Kansas,JUMPSTART,location_details.php?id=45727,https://www.truckstopsandservices.com/location_details.php?id=45727,Trucker,66gas,37.268887,-95.567112,US 169,,1036 W MAIN ST,CHERRYVILLE,KS,67335,620-336-2900 (TRAVEL CENTER),20,0,0,2,0,0,620-336-8070,620-336-2900 (SUBWAY),W MAIN ST,620-336-2900 (SIMPLE SIMON),,,,,,,,,,,
15,Kansas,KANZA SHORT STOP,location_details.php?id=10891,https://www.truckstopsandservices.com/location_details.php?id=10891,Trucker,cenex--300_0,38.002361,-98.747125,US 281,,434 N US 281,ST. JOHN,KS,67576,620-549-3425 (TRAVEL CENTER),16,0,0,2,0,0,,620-549-3425 (SHORT STOP DELI),,,,,,,,,,,,,
15,Kansas,KAPS,location_details.php?id=2012,https://www.truckstopsandservices.com/location_details.php?id=2012,Trucker,cenex--300_0,38.369343,-97.681821,US 183,,1035 W KANSAS AVE,MCPHERSON,KS,67460,620-241-5521 (TRAVEL CENTER),3,0,0,2,0,0,,,US 56,,,,,,,,,,,,
15,Kansas,KJK COUNTRY CORNER,location_details.php?id=10837,https://www.truckstopsandservices.com/location_details.php?id=10837,Trucker,cenex--300_0,37.987249,-101.136244,US 50,,700 W US 50,DEERFIELD,KS,67838,620-426-8331 (TRAVEL CENTER),28,0,0,4,0,0,620-426-8361,,KS 20,,,,,,,,,,,,
15,Kansas,LEON GROCERY,location_details.php?id=10897,https://www.truckstopsandservices.com/location_details.php?id=10897,Trucker,cenex--300_0,37.679517,-96.815299,US 400,,1530 US 400,LEON,KS,67074,316-745-3575 (TRAVEL CENTER),10,,,2,0,0,,,,,,,,,,,,,,,
15,Kansas,LEROY'S DIAMOND SHAMROCK,location_details.php?id=10887,https://www.truckstopsandservices.com/location_details.php?id=10887,Trucker,diamondshamrock,38.872712,-99.318079,US 183,,1509 VINE ST,HAYS,KS,67601,785-628-3711 (TRAVEL CENTER),0,0,0,2,0,0,,,,,,,,,,,,,,,
15,Kansas,Love's Country Stores,location_details.php?id=64437,https://www.truckstopsandservices.com/location_details.php?id=64437,Trucker,,37.72294,-97.3204,I-135,,,Wichita,KS,67214,316-789-7800,,,,,,,,,,,,,,,,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #258,location_details.php?id=37632,https://www.truckstopsandservices.com/location_details.php?id=37632,Trucker,loves-travel-stops-country-stores_416x416,38.572269,-95.264068,I-35,,203 E 27TH ST,OTTAWA,KS,66067,785-242-2882 (TRAVEL CENTER),68,0,0,8,5,3,785-242-2608,785-242-2882 (HARDEE'S),183,,,,,,,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #455,location_details.php?id=823,https://www.truckstopsandservices.com/location_details.php?id=823,Trucker,loves-travel-stops-country-stores_416x416,38.946925,-99.560382,I-70,,200 WASHINGTON ST,ELLIS,KS,67637,785-726-2528 (TRAVEL CENTER),45,0,0,4,4,0,785-726-2529,785-726-2528 (DAIRY QUEEN),145,785-726-2528 (SUBWAY),785-726-2528 (GODFATHER'S PIZZA),,,,,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #558,location_details.php?id=45729,https://www.truckstopsandservices.com/location_details.php?id=45729,Trucker,loves-travel-stops-country-stores_416x416,37.745606,-99.980876,US 400,,2505 E TRAIL ST,DODGE CITY,KS,67801,620-227-5380 (TRAVEL CENTER),92,0,0,6,5,0,620-227-5387,620-227-5380 (CHESTER'S FRIED CHICKEN),,,,,,,,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #60,location_details.php?id=46848,https://www.truckstopsandservices.com/location_details.php?id=46848,Trucker,loves-travel-stops-country-stores_416x416,39.838815,-99.891634,US 36,,303 W HOLME ST,NORTON,KS,67654,785-877-5494 (TRAVEL CENTER),0,0,0,3,0,0,785-877-5494,785-877-5494 (CHESTER'S FRIED CHICKEN),,785-877-5494 (GODFATHER'S PIZZA),785-877-5494 (BIG BOSS SUBS),,,,,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #608,location_details.php?id=45736,https://www.truckstopsandservices.com/location_details.php?id=45736,Trucker,loves-travel-stops-country-stores_416x416,38.37029,-97.61443,I-135,,2400 E KANSAS AVE,MCPHERSON,KS,67460,620-241-4078 (TRAVEL CENTER),97,0,0,7,7,2,620-241-4149,620-241-4078 (HARDEE'S),60,,,,,,,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #632,location_details.php?id=45735,https://www.truckstopsandservices.com/location_details.php?id=45735,Trucker,loves-travel-stops-country-stores_416x416,37.04335,-100.903976,US 54,,100 E PANCAKE AVE,LIBERAL,KS,67901,620-626-5409 (TRAVEL CENTER),55,0,0,5,4,0,620-626-5448,,US 83,,,,,,,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #647,location_details.php?id=45725,https://www.truckstopsandservices.com/location_details.php?id=45725,Trucker,loves-travel-stops-country-stores_416x416,39.834686,-97.638287,US 81,,1356 US 81,BELLEVILLE,KS,66935,785-527-2472 (TRAVEL CENTER),65,0,0,5,2,0,785-527-2493,785-527-2472 (SUBWAY),7TH ST,,,,,,,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #655,location_details.php?id=46847,https://www.truckstopsandservices.com/location_details.php?id=46847,Trucker,loves-travel-stops-country-stores_416x416,38.464137,-100.906521,US 83,,1720 S MAIN ST,SCOTT CITY,KS,67871,620-872-5727 (TRAVEL CENTER),53,0,0,4,2,0,620-872-5739,620-872-5727 (SONIC),,,,,,,,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #656,location_details.php?id=10841,https://www.truckstopsandservices.com/location_details.php?id=10841,Trucker,loves-travel-stops-country-stores_416x416,38.000725,-100.996745,US 50,,1500 N JONES AVE,HOLCOMB,KS,67851,620-277-2240 (TRAVEL CENTER),40,0,0,4,4,0,620-277-2251,620-277-2240 (SONIC),US 400,620-277-2240 (SUBWAY),,,,,,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #692,location_details.php?id=46849,https://www.truckstopsandservices.com/location_details.php?id=46849,Trucker,loves-travel-stops-country-stores_416x416,37.646522,-95.4758,US 169,,3301 N BLUE COMET DR,CHANUTE,KS,66720,620-431-0703 (TRAVEL CENTER),30,0,0,3,2,0,620-431-0295,620-431-0703 (ARBY'S),,,,,,,,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #695,location_details.php?id=46850,https://www.truckstopsandservices.com/location_details.php?id=46850,Trucker,loves-travel-stops-country-stores_416x416,37.640333,-98.427211,US 400/54,,445 E LEITER AVE,CUNNINGHAM,KS,67035,620-298-2061 (TRAVEL CENTER),48,0,0,3,2,0,620-298-2066,620-298-2061 (SUBWAY),,,,,,,,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #703,location_details.php?id=46851,https://www.truckstopsandservices.com/location_details.php?id=46851,Trucker,loves-travel-stops-country-stores_416x416,38.014427,-97.944609,US 50,,3 DES MOINES W,SOUTH HUTCHINSON,KS,67505,620-662-2778 (TRAVEL CENTER),54,0,0,5,3,0,620-662-2782,620-662-2778 (SONIC),,,,,,,,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #732,location_details.php?id=46852,https://www.truckstopsandservices.com/location_details.php?id=46852,Trucker,loves-travel-stops-country-stores_416x416,38.934879,-97.258415,I-70,,2322 FAIR RD,ABILENE,KS,67410,785-263-3390 (TRAVEL CENTER),77,0,0,7,5,3,785-263-3403,785-263-3390 (HARDEE'S),272,,,,,,,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #769,location_details.php?id=52074,https://www.truckstopsandservices.com/location_details.php?id=52074,Trucker,loves-travel-stops-country-stores_416x416,39.08229,-95.726184,US 75,,1811 NW BRICKYARD RD,TOPEKA,KS,66618,785-357-8302 (TRAVEL CENTER),80,0,0,6,5,0,785-357-8309,785-357-8302 (SUBWAY),NW 17TH ST,785-357-8302 (CHESTER'S FRIED CHICKEN),785-357-8302 (GODFATHER'S PIZZA),,,,,,,,,,
15,Kansas,MAC'S KWIK STOP,location_details.php?id=10889,https://www.truckstopsandservices.com/location_details.php?id=10889,Trucker,cenex--300_0,39.755612,-99.309693,US 36/183,,1390 STATE ST,PHILLIPSBURG,KS,67661,785-540-4100 (TRAVEL CENTER),12,0,0,2,0,0,,785-540-4100 (HOT STUFF PIZZA),,,,,,,,,,,,,
15,Kansas,MAINSTREAM MARKET,location_details.php?id=45726,https://www.truckstopsandservices.com/location_details.php?id=45726,Trucker,shell_,38.858244,-98.706448,I-70,,4115 193RD ST,BUNKER HILL,KS,67626,785-483-6877 (TRAVEL CENTER),65,0,0,5,3,0,785-483-5991,,193,,,,,,,,,,,,
15,Kansas,MASTERS OIL COMPANY,location_details.php?id=54679,https://www.truckstopsandservices.com/location_details.php?id=54679,Trucker,ind_dealer_1,39.18972,-99.024925,KS 18,,718 N 2ND ST,NATOMA,KS,67651,785-885-4804 (TRAVEL CENTER),2,0,0,1,0,0,785-885-8405,785-885-4804 (HUNT BROTHERS PIZZA),,,,,,,,,,,,,
15,Kansas,MATFIELD GREEN SERVICE AREA,location_details.php?id=2293,https://www.truckstopsandservices.com/location_details.php?id=2293,Trucker,66gas,38.095193,-96.579626,I-35,MM 97,KANSAS TPKE MM 97,CASSODAY,KS,66842,620-735-4485 (TRAVEL CENTER),70,0,0,8,0,0,620-735-4455,620-735-4485 (HARDEE'S),,620-735-4485 (DUNKIN' DONUTS),,,,,,,,,,,
15,Kansas,MEADE AUTO TRUCK PLAZA,location_details.php?id=10858,https://www.truckstopsandservices.com/location_details.php?id=10858,Trucker,ind_dealer_1,37.285361,-100.349041,US 54,,805 W CARTHAGE ST,MEADE,KS,67864,620-873-2316 (TRAVEL CENTER),35,0,0,3,3,0,620-873-2062,620-873-2316 (TRUCK WAGON),,,,,,,,,,,,,
15,Kansas,MID KANSAS CO-OP,location_details.php?id=18564,https://www.truckstopsandservices.com/location_details.php?id=18564,Trucker,cenex--300_0,39.391323,-96.407727,KS 99,,203 KS 99,WESTMORLAND,KS,66549,785-457-3671 (TRAVEL CENTER),8,,,2,0,0,,,,,,,,,,,,,,,
15,Kansas,MIDWAY CO-OP,location_details.php?id=10892,https://www.truckstopsandservices.com/location_details.php?id=10892,Trucker,cenex--300_0,39.81244,-98.560386,US 281,,110 ELM ST,LEBANON,KS,66952,785-389-8561 (TRAVEL CENTER),5,0,0,2,0,1,,,,,,,,,,,,,,,
15,Kansas,NEWELL TRAVEL CENTER,location_details.php?id=2114,https://www.truckstopsandservices.com/location_details.php?id=2114,Trucker,ind_dealer_1,38.043985,-97.3204,I-135,,200 MANCHESTER AVE,NEWTON,KS,67114,316-283-4000 (TRAVEL CENTER),165,0,0,8,6,3,316-683-3789,316-283-4000 (CHARLIES),31,,,,,,,,,,,,
15,Kansas,ON THE GO TRAVEL CENTER,location_details.php?id=2162,https://www.truckstopsandservices.com/location_details.php?id=2162,Trucker,shell_,39.05122,-94.793708,I-435,,9134 WOODEND RD,EDWARDSVILLE,KS,66111,913-441-5700 (TRAVEL CENTER),25,0,25,5,3,0,913-441-4224,913-441-5700 (CHESTER'S FRIED CHICKEN),8-B,913-441-5700 (SUBWAY),,,,,,,,,,,
15,Kansas,PETE'S,location_details.php?id=10864,https://www.truckstopsandservices.com/location_details.php?id=10864,Trucker,ind_dealer_1,37.364773,-95.258308,US 59/400,,2431 US 59,PARSONS,KS,67357,620-421-8900 (TRAVEL CENTER),80,0,0,7,3,0,620-421-4160,620-421-8900 (PETE'S DELI),,,,,,,,,,,,,
15,Kansas,PETE'S,location_details.php?id=54821,https://www.truckstopsandservices.com/location_details.php?id=54821,Trucker,66gas,37.5298,-95.800011,KS 47,,2400 E WASHINGTON ST,FREDONIA,KS,66736,620-378-3679 (TRAVEL CENTER),25,0,0,3,1,0,,620-378-3679 (HUNT BROTHERS PIZZZA),,,,,,,,,,,,,
15,Kansas,PETE'S #36,location_details.php?id=45732,https://www.truckstopsandservices.com/location_details.php?id=45732,Trucker,conoco,37.922276,-95.383203,US 169,,1700 EAST ST,IOLA,KS,66749,620-365-8280 (TRAVEL CENTER),30,0,0,7,2,0,,,US 54,,,,,,,,,,,,
15,Kansas,PETE'S 66,location_details.php?id=10851,https://www.truckstopsandservices.com/location_details.php?id=10851,Trucker,66gas,37.854802,-94.713256,US 54/75,,998 N NATIONAL AVE,FORT SCOTT,KS,66701,620-223-4080 (TRAVEL CENTER),10,0,0,2,0,0,,,US 9,,,,,,,,,,,,
15,Kansas,PETRO STOP,location_details.php?id=10885,https://www.truckstopsandservices.com/location_details.php?id=10885,Trucker,petro,37.24436,-96.968011,US 160,,2124 E 9TH AVE,WINFIELD,KS,67156,620-221-0882 (TRAVEL CENTER),0,0,0,1,0,0,,,,,,,,,,,,,,,
15,Kansas,Petro Stopping Center,location_details.php?id=64433,https://www.truckstopsandservices.com/location_details.php?id=64433,Trucker,,38.88031,-97.61466,I-70,,,Salina,KS,67401,785-827-9275,,,,,,,,,,,,,,,,,,,,,
15,Kansas,PETRO STOPPING CENTER #366,location_details.php?id=37793,https://www.truckstopsandservices.com/location_details.php?id=37793,Trucker,petro,38.878571,-97.613944,I-70,,2125 N 9TH ST,SALINA,KS,67401,785-825-7723 (TRAVEL CENTER),75,24,24,6,6,4,785-827-8892,785-825-7723 (IRON SKILLET),252,785-825-7723 (STARBUCKS),785-825-7723 (POPEYE'S),,,,,,,,,,
15,Kansas,PETRO STOPPING CENTER #386,location_details.php?id=2151,https://www.truckstopsandservices.com/location_details.php?id=2151,Trucker,petro,39.362257,-101.053056,I-70,,700 W HORTON,COLBY,KS,67701,785-460-0044 (TRAVEL CENTER),140,0,0,7,7,5,785-540-0855,785-460-0044 (QDOBE),53,785-460-0044 (HOT STUFF PIZZA),785-460-0044 (CITY WALK),,,,,,785-460-0044 (STARBUCKS),,,,
15,Kansas,PILOT TRAVEL CENTER #524,location_details.php?id=45733,https://www.truckstopsandservices.com/location_details.php?id=45733,Trucker,pilot,39.08976,-94.68205,I-635,,4610 KANSAS AVE,KANSAS CITY,KS,66106,913-948-8301 (TRAVEL CENTER),45,7,7,8,2,0,913-233-0721,,3,,,,,,,,,,,,
15,Kansas,PILOT TRAVEL CENTER #903,location_details.php?id=401,https://www.truckstopsandservices.com/location_details.php?id=401,Trucker,pilot,38.874295,-97.612061,I-70,,1944 N 9TH ST,SALINA,KS,67401,785-825-6787 (TRAVEL CENTER),167,5,5,12,13,2,785-827-3394,,252,,,3.799,4.259,,2.749,,,,,,
15,Kansas,PILOT TRAVEL CENTER #920,location_details.php?id=399,https://www.truckstopsandservices.com/location_details.php?id=399,Trucker,pilot,39.365019,-101.031814,I-70,,1100 E WILLOW ST,COLBY,KS,67701,785-460-5832 (TRAVEL CENTER),100,8,8,8,5,0,785-460-5877,785-460-5832 (SUBWAY),54,,,3.599,3.859,,2.699,,,,,,
