state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Street Address,City,State,Postal Code,Phone,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Exit,Fax,Phone 2,Unleaded,Diesel,Bulk Def,Propane,Phone 3,https,Phone 4,Phone 5,# of Men's Showers,http,htp,Mile Marker,Road Name,Hours of Operation,Mailing Address
23,Missouri,SHELBYS,location_details.php?id=12768,http://www.rvandtravelers.com/location_details.php?id=12768,RVer,66gas,,,MO 13,303 S HWY 13,LOWRY CITY,MO,64763,417-644-7850 (TRAVEL CENTER),25,0,0,6,0,0,,,,,,,,,,,,,,,,,,
23,Missouri,SHELL FOOD MART,location_details.php?id=45306,http://www.rvandtravelers.com/location_details.php?id=45306,RVer,shell_,,,I-35,1415 BOB GRIFFIN RD,CAMERON,MO,64429,816-632-2156 (TRAVEL CENTER),65,0,0,8,1,0,54,816-632-2617,816-632-2156 (WENDY'S),,,,,,,,,,,,,,,
23,Missouri,SHOAL CREEK C-STORE,location_details.php?id=45336,http://www.rvandtravelers.com/location_details.php?id=45336,RVer,66gas,,,I-49,6867 GATEWAY DR,JOPLIN,MO,64804,417-659-8553 (TRAVEL CENTER),6,0,6,6,0,0,33,,,,,,,,,,,,,,,,,
23,Missouri,SIGNAL FOOD STORE,location_details.php?id=12761,http://www.rvandtravelers.com/location_details.php?id=12761,RVer,ind_dealer_1,,,US 60,881 W COMMERCIAL ST,MANSFIELD,MO,65704,417-924-4061 (TRAVEL CENTER),0,0,0,2,0,0,MO 5,,,,,,,,,,,,,,,,,
23,Missouri,SIGNAL FOOD STORE #110,location_details.php?id=54933,http://www.rvandtravelers.com/location_details.php?id=54933,RVer,ind_dealer_1,,,US 60,711 N US HWY 60,MANSFIELD,MO,65704,417-924-8886 (TRAVEL CENTER),0,0,0,5,0,0,,,417-924-2424 (SUBWAY),,,,,417-924-2424 (HANK'S FRIED CHICKEN),,,,,,,,,,
23,Missouri,SIGNAL FOOD STORE #120,location_details.php?id=55848,http://www.rvandtravelers.com/location_details.php?id=55848,RVer,ind_dealer_1,,,US 60,222 STATE HWY C,SEYMOUR,MO,65746,417-765-1010 (TRAVEL CENTER),0,0,0,3,0,0,,,417-765-1010 (SUBWAY),,,,,,,,,,,,,,,
23,Missouri,SIGNAL FOOD STORE - MOUNTAIN VIEW,location_details.php?id=12800,http://www.rvandtravelers.com/location_details.php?id=12800,RVer,ind_dealer_1,,,US 60,513 N PINE ST,MOUNTAIN VIEW,MO,65548,417-934-5941 (TRAVEL CENTER),3,0,0,4,0,0,MO 17,,417-934-5941 (SUBWAY),,,,,417-934-5941 (HANK'S FRIED CHICKEN),,,,,,,,,,
23,Missouri,SIGNAL FOOD STORE - OZARK,location_details.php?id=45377,http://www.rvandtravelers.com/location_details.php?id=45377,RVer,ambest,,,US 65,1690 W HWY J,OZARK,MO,65721,417-581-9902 (TRAVEL CENTER),5,0,0,6,0,0,HWY J,,417-581-9902 (HANK'S FRIED CHICKEN),,,,,417-581-9902 (QUIZNOS),,,,,,,,,,
23,Missouri,SIMMONS GROCERY,location_details.php?id=45465,http://www.rvandtravelers.com/location_details.php?id=45465,RVer,ind_dealer_1,,,US 60,28001 US 60,ELLSINORE,MO,63937,573-322-5758 (TRAVEL CENTER),10,0,0,3,0,0,MO FF,,,,,,,,,,,,,,,,,
23,Missouri,SINCLAIR SMART MART,location_details.php?id=12823,http://www.rvandtravelers.com/location_details.php?id=12823,RVer,sinclair_oil_.svg,,,US 65,1400 N US HWY 65,CARROLLTON,MO,64633,660-542-3316 (TRAVEL CENTER),3,0,0,3,0,0,,660-542-8727,,,,,,,,,,,,,,,,
23,Missouri,SNAPPY MART,location_details.php?id=12815,http://www.rvandtravelers.com/location_details.php?id=12815,RVer,66gas,,,US 63,3675 N US 63,WEST PLAINS,MO,65775,417-257-1421 (TRAVEL CENTER),65,0,0,4,1,0,MO 14,417-257-1081,,,,,,,,,,,,,,,,
23,Missouri,SNAPPY MART,location_details.php?id=12816,http://www.rvandtravelers.com/location_details.php?id=12816,RVer,shell_,,,US 63,US 63 S,KOSHKONONG,MO,65692,417-867-3202 (TRAVEL CENTER),12,0,0,2,1,0,,,,,,,,,,,,,,,,,,
23,Missouri,SPEEDY'S CONVENIENCE,location_details.php?id=12786,http://www.rvandtravelers.com/location_details.php?id=12786,RVer,sinclair_oil_.svg,,,US 36,1310 S RIVERSIDE RD,ST. JOSEPH,MO,64507,816-232-7111 (TRAVEL CENTER),10,0,0,4,1,0,RIVERSIDE RD,816-279-5127,816-232-7111 (MCDONALD'S),,,,,,,,,,,,,,,
23,Missouri,TAYLOR'S STATE LINE TRUCK STOP,location_details.php?id=12829,http://www.rvandtravelers.com/location_details.php?id=12829,RVer,ind_dealer_1,,,US 67,21761 HWY 67 S,NEELYVILLE,MO,63954,573-989-6494 (TRAVEL CENTER),200,0,0,4,4,2,,,573-989-6494 (LONGHORN GRILL),,,,,,,,,,,,,,,
23,Missouri,TEMP STOP,location_details.php?id=12821,http://www.rvandtravelers.com/location_details.php?id=12821,RVer,66gas,,,US 65,4575 S LIMIT AVE,SEDALIA,MO,65301,660-826-8222 (TRAVEL CENTER),15,0,0,8,2,0,,,660-826-8222 (CHAMP'S CHICKEN),,,,,,,,,,,,,,,
23,Missouri,TEMP STOP #102  EL RANCHO,location_details.php?id=12791,http://www.rvandtravelers.com/location_details.php?id=12791,RVer,66gas,,,US 54,7 ACORN DR,ELDON,MO,65026,573-392-5510 (TRAVEL CENTER),50,0,0,4,2,0,MO 52,573-392-9116,573-392-5510 (CHAMP'S CHICKEN),,,,,,,,,,,,,,,
23,Missouri,THE ANCHOR C-STORE,location_details.php?id=45340,http://www.rvandtravelers.com/location_details.php?id=45340,RVer,ind_dealer_1,,,US 60,1216 E HWY 60,MOUNTAIN VIEW,MO,65548,417-934-5050 (TRAVEL CENTER),10,0,0,4,0,0,MO 17,,417-934-5050 (THE ANCHOR DELI),,,,,,,,,,,,,,,
23,Missouri,THE FILLING STATION,location_details.php?id=12774,http://www.rvandtravelers.com/location_details.php?id=12774,RVer,ind_dealer_1,,,MO 43,27 ROUTE O,SOUTHWEST CITY,MO,64863,417-762-3670 (TRAVEL CENTER),5,0,0,2,0,0,CO RD O,417-762-2535,,,,,,,,,,,,,,,,
23,Missouri,TRAIL'S END,location_details.php?id=3391,http://www.rvandtravelers.com/location_details.php?id=3391,RVer,66gas,,,I-29,1303 US 136,ROCK PORT,MO,64482,660-744-6166 (TRAVEL CENTER),70,0,0,5,2,0,110,660-744-6358,660-744-6166 (SUBWAY),,,,,660-744-6166 (CHESTER'S FRIED CHICKEN),,,,,,,,,,
23,Missouri,TRAVEL CENTERS OF AMERICA #018,location_details.php?id=15987,http://www.rvandtravelers.com/location_details.php?id=15987,RVer,catscale3,,,I-70,102 NW 4TH ST,CONCORDIA,MO,64020,660-463-2001 (TRAVEL CENTER),146,8,8,10,12,2,58,660-463-2046,660-463-2001 (COUNTRY PRIDE RESTAURANT),,,,,660-463-2001 (SUBWAY),www.ta-petro.com/location/mo/ta-concordia,,,,,,,,,
23,Missouri,TRAVEL CENTERS OF AMERICA #051,location_details.php?id=16001,http://www.rvandtravelers.com/location_details.php?id=16001,RVer,catscale3,,,I-55,854 STATE RD 80,MATTHEWS,MO,63867,573-471-8644 (TRAVEL CENTER),114,27,27,8,6,5,58,573-471-6927,573-471-8644 (POPEYE'S),,,,,573-471-8644 (TACO BELL EXPRESS),www.ta-petro.com/location/mo/ta-matthews,,,,,,,,,
23,Missouri,TRAVEL CENTERS OF AMERICA #052 - SANDY LONG,location_details.php?id=16009,http://www.rvandtravelers.com/location_details.php?id=16009,RVer,catscale3,,,I-70,100 N BROADWAY,OAK GROVE,MO,64075,816-690-4115 (TRAVEL CENTER),118,12,12,10,9,3,28,816-625-4555,816-690-4115 (POPEYE'S),,,,,,www.ta-petro.com/location/mo/ta-oak-grove,,,,,,,,,
23,Missouri,TRAVEL CENTERS OF AMERICA #072,location_details.php?id=16006,http://www.rvandtravelers.com/location_details.php?id=16006,RVer,,,,I-44,1000 E MOUNT VERNON BLVD,MOUNT VERNON,MO,65712,417-466-9230 (TRAVEL CENTER),150,13,13,12,12,2,46,417-466-3587,417-466-9230 (SUBWAY),,,,,417-466-9230 (CHAMP'S CHICKEN),www.ta-petro.com/location/mo/ta-mt-vernon-1,,,,,,,,,
23,Missouri,TRAVEL CENTERS OF AMERICA #137,location_details.php?id=3199,http://www.rvandtravelers.com/location_details.php?id=3199,RVer,catscale3,,,I-44,225 E EVERGREEN RD,STRAFFORD,MO,65757,417-736-2161 (TRAVEL CENTER),130,40,40,8,8,2,88,417-736-3486,417-736-2161 (COUNTRY PRIDE RESTAURANT),,,,,417-736-2161 (TACO BELL),www.ta-petro.com/location/mo/ta-strafford,417-736-2161 (SUBWAY),417-736-2161 (CHAMP'S CHICKEN),,,,,,,
23,Missouri,TRAVEL CENTERS OF AMERICA #175,location_details.php?id=15992,http://www.rvandtravelers.com/location_details.php?id=15992,RVer,catscale3,,,I-70,3265 N SERVICE RD E,FORISTELL,MO,63348,636-673-2295 (TRAVEL CENTER),95,48,48,8,8,5,203,636-673-2821,636-673-2295 (COUNTRY PRIDE RESTAURANT),,,,,636-673-2295 (POPEYE'S),www.ta-petro.com/location/mo/ta-foristell,636-673-2295 (TACO BELL),636-673-2295 (PIZZA HUT),,,,,,,
23,Missouri,TREX MART,location_details.php?id=3516,http://www.rvandtravelers.com/location_details.php?id=3516,RVer,conoco,,,I-29,4177 US 59,SAVANNAH,MO,64485,816-487-2222 (TRAVEL CENTER),10,0,0,2,0,0,53,816-487-2562,816-487-2222 (COUNTRY CAFE),,,,,,,,,,,,,,,
23,Missouri,TREX MART,location_details.php?id=3517,http://www.rvandtravelers.com/location_details.php?id=3517,RVer,ind_dealer_1,,,I-35,7812 E HWY 116,LATHROP,MO,64465,816-740-6605 (TRAVEL CENTER),25,0,0,4,4,0,40,,,,,,,,,,,,,,,,,
23,Missouri,TREX MART,location_details.php?id=18685,http://www.rvandtravelers.com/location_details.php?id=18685,RVer,ind_dealer_1,,,I-29,17605 HWY Z,DEARBORN,MO,64439,816-992-3758 (TRAVEL CENTER),10,0,0,2,0,0,30,816-992-9460,,,,,,,,,,,,,,,,
23,Missouri,TREX MART,location_details.php?id=45305,http://www.rvandtravelers.com/location_details.php?id=45305,RVer,ind_dealer_1,,,I-29,17805 NW CO RD E,CAMDEN POINT,MO,64018,816-280-3388 (TRAVEL CENTER),0,0,0,2,0,0,25,,,,,,,,,,,,,,,,,
23,Missouri,VILLAGE MART,location_details.php?id=12846,http://www.rvandtravelers.com/location_details.php?id=12846,RVer,conoco,,,W KEARNEY ST,2720 W KEARNEY ST,SPRINGFIELD,MO,65803,417-862-9241 (TRAVEL CENTER),10,0,0,4,0,0,,417-862-5655,,,,,,,,,,,,,,,,
23,Missouri,WESTLAND TRAVEL CENTER,location_details.php?id=3649,http://www.rvandtravelers.com/location_details.php?id=3649,RVer,66gas,,,I-70,3296 GOLD AVE,KINGDOM CITY,MO,65262,573-592-9000 (TRAVEL CENTER),30,0,0,8,4,0,148,573-592-0256,573-592-9000 (SUBWAY),,,,,,,,,,,,,,,
23,Missouri,WESTLAND TRAVEL CENTER,location_details.php?id=3650,http://www.rvandtravelers.com/location_details.php?id=3650,RVer,66gas,,,I-270,10866 LILAC AVE,LARIMORE,MO,63137,314-869-3957 (TRAVEL CENTER),0,0,0,5,0,0,33,314-869-3957,,,,,,,,,,,,,,,,
23,Missouri,WHITE OAK # 18,location_details.php?id=12771,http://www.rvandtravelers.com/location_details.php?id=12771,RVer,66gas,,,MO 37,31418 STATE HWY 37,SELIGMAN,MO,65745,417-662-3295 (TRAVEL CENTER),15,0,0,2,0,0,MO 15,417-662-3296,,,,,,,,,,,,,,,,
23,Missouri,WILCO FAST BREAK,location_details.php?id=12784,http://www.rvandtravelers.com/location_details.php?id=12784,RVer,conoco,,,US 61,807 MARION CITY RD,PALMYRA,MO,63461,573-769-3638 (TRAVEL CENTER),85,0,0,6,2,0,US 24,573-769-3670,573-769-3638 (WENDY'S),,,,,,,,,,,,,,,
23,Missouri,WILD BILL'S TRAVEL CENTER,location_details.php?id=12825,http://www.rvandtravelers.com/location_details.php?id=12825,RVer,ind_dealer_1,,,US 65,3799 RIDGEDALE RD,RIDGEDALE,MO,65739,417-337-9565 (TRAVEL CENTER),35,0,0,6,2,0,MO 14,417-337-9304,417-337-9565 (STATELINE CAFE),,,,,,,,,,,,,,,
23,Missouri,WINSTON TRUCK STOP,location_details.php?id=3722,http://www.rvandtravelers.com/location_details.php?id=3722,RVer,shell_,,,I-35,29541 US HWY 69,WINSTON,MO,64689,660-749-5413 (TRAVEL CENTER),10,,,7,2,0,61,660-749-5303,660-749-5413 (COUNTRY CAFE),,,,,,,,,,,,,,,
23,Missouri,YESWAY #1038,location_details.php?id=55272,http://www.rvandtravelers.com/location_details.php?id=55272,RVer,ind_dealer_1,,,MO 86,18078 E HWY 86,NEOSHO,MO,64850,417-451-2880,40,0,0,6,0,0,US 60,,,,,,,,,,,,,,,,,
23,Missouri,YESWAY #1147,location_details.php?id=55097,http://www.rvandtravelers.com/location_details.php?id=55097,RVer,heartland[15603],,,MO 66,1117 S STATE LINE AVE,JOPLIN,MO,64804,417-627-0872 (TRAVEL CENTER),8,0,0,2,0,0,,,,,,,,,,,,,,,,,,
24,Mississippi,27-55 FUEL PLAZA,location_details.php?id=53889,http://www.rvandtravelers.com/location_details.php?id=53889,RVer,shell_,,,I-55,26171 STATE HWY 27 N,CRYSTAL SPRINGS,MS,39059,601-892-1643 (TRAVEL CENTER),2,0,0,2,0,0,72,601-892-7393,,,,,,,,,,,,,,,,
24,Mississippi,45 SOUTH TRUCK STOP,location_details.php?id=12578,http://www.rvandtravelers.com/location_details.php?id=12578,RVer,ind_dealer_1,,,US 45,753 US 45 S,CORINTH,MS,38834,662-287-7784 (TRAVEL CENTER),32,0,0,3,1,0,,662-287-0838,,,,,,,,,,,,,,,,
24,Mississippi,82 COUNTRY,location_details.php?id=53903,http://www.rvandtravelers.com/location_details.php?id=53903,RVer,ind_dealer_1,,,MS 182,5855 HWY 182 E,COLUMBUS,MS,39702,662-329-4765 (TRAVEL CENTER),6,0,0,2,0,0,,,,,,,,,,,,,,,,,,
24,Mississippi,84 TRAVEL CENTER,location_details.php?id=1367,http://www.rvandtravelers.com/location_details.php?id=1367,RVer,exxon,,,I-59,1304 CHANTILLY ST,LAUREL,MS,39440,601-649-9398 (TRAVEL CENTER),87,0,0,5,2,0,97,601-649-0809,601-649-9398 (HUDDLE HOUSE),,,,,601-649-9398 (HUNT BROTHERS PIZZA),,,,,,,,,,
24,Mississippi,B-KWIK FOOD MART,location_details.php?id=12601,http://www.rvandtravelers.com/location_details.php?id=12601,RVer,chevron,,,US 61,751 US 61,NATCHEZ,MS,39120,601-446-7919 (TRAVEL CENTER),23,0,0,4,4,0,,,,,,,,,,,,,,,,,,
24,Mississippi,BAY SPRINGS RED APPLE,location_details.php?id=12557,http://www.rvandtravelers.com/location_details.php?id=12557,RVer,ind_dealer_1,,,MS 18,93 MS-18,BAY SPRINGS,MS,39422,601-764-2843,25,,,3,0,0,,,,,,,,,,,,,,,,,,
24,Mississippi,BLUE SKY,location_details.php?id=12571,http://www.rvandtravelers.com/location_details.php?id=12571,RVer,exxon,,,US 45,143 TURNER PARK RD,SALTILLO,MS,38866,662-869-0610,30,,,4,1,0,,,,,,,,,,,,,,,,,,
24,Mississippi,BLUE SKY,location_details.php?id=53979,http://www.rvandtravelers.com/location_details.php?id=53979,RVer,exxon,,,MS 25,1002 HIGHLAND DR,AMORY,MS,38821,662-256-7905 (TRAVEL CENTER),0,0,0,2,0,0,,,,,,,,,,,,,,,,,,
24,Mississippi,BLUE SKY,location_details.php?id=53980,http://www.rvandtravelers.com/location_details.php?id=53980,RVer,ind_dealer_1,,,US 72,7030 US HWY 72,WALNUT,MS,38683,662-223-6721 (TRAVEL CENTER),0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
24,Mississippi,BOGUE CHITTO SHELL AUTO/TRUCK STOP,location_details.php?id=390,http://www.rvandtravelers.com/location_details.php?id=390,RVer,shell_,,,I-55,63 BOGUE CHITTO RD SE,BOGUE CHITTO,MS,39629,601-734-2900,80,,,4,2,0,30,,,,,,,,,,,,,,,,,
24,Mississippi,BOVINA GROCERY,location_details.php?id=53992,http://www.rvandtravelers.com/location_details.php?id=53992,RVer,texaco-,,,I-20,415 TIFFENTOWN RD,VICKSBURG,MS,39180,601-636-6410 (TRAVEL CENTER),,,,2,,,11,,,,,,,,,,,,,,,,,
24,Mississippi,BYPASS CHEVRON,location_details.php?id=47852,http://www.rvandtravelers.com/location_details.php?id=47852,RVer,chevron,,,US 45,985 RIPLEY RD,BALDWYN,MS,38824,662-365-5852 (TRAVEL CENTER),14,0,0,3,0,0,,,,,,,,,,,,,,,,,,
24,Mississippi,CAL-KOLA EXPRESS,location_details.php?id=12576,http://www.rvandtravelers.com/location_details.php?id=12576,RVer,chevron,,,US 45,10840 US 45,COLUMBUS,MS,39705,662-434-0140 (TRAVEL CENTER),5,0,0,3,0,0,,,,,,,,,,,,,,,,,,
24,Mississippi,CAPITAL FUEL CENTER,location_details.php?id=476,http://www.rvandtravelers.com/location_details.php?id=476,RVer,valero,,,I-20,390 CARRIER BLVD,FLOWOOD,MS,39218,601-932-1261 (TRAVEL CENTER),89,0,0,4,4,0,47-A EB 47 WB,,,,,,,,,,,,,,,,,
24,Mississippi,CEFCO,location_details.php?id=47863,http://www.rvandtravelers.com/location_details.php?id=47863,RVer,texaco-,,,US 45,9733 US 45,LAUDERDALE,MS,39335,601-679-7783,6,,,2,0,0,,,,,,,,,,,,,,,,,,
24,Mississippi,CEFCO #0544,location_details.php?id=54048,http://www.rvandtravelers.com/location_details.php?id=54048,RVer,ind_dealer_1,,,I-55,4200 WYNNDALE RD,TERRY,MS,39170,601-878-6650 (TRAVEL CENTER),0,0,0,6,0,0,81,,,,,,,,,,,,,,,,,
24,Mississippi,CEFCO #0563,location_details.php?id=54049,http://www.rvandtravelers.com/location_details.php?id=54049,RVer,ind_dealer_1,,,US 82,2069 HWY 82 W,GREENVILLE,MS,38701,662-335-3200 (TRAVEL CENTER),0,0,0,4,0,0,,,,,,,,,,,,,,,,,,
24,Mississippi,CHEVRON # 5,location_details.php?id=54073,http://www.rvandtravelers.com/location_details.php?id=54073,RVer,chevron,,,US 45,107 METTS RD,NETTLETON,MS,38858,662-963-2199 (TRAVEL CENTER),15,0,0,3,0,0,,,,,,,,,,,,,,,,,,
24,Mississippi,CHEVRON DELI & PIZZA,location_details.php?id=47853,http://www.rvandtravelers.com/location_details.php?id=47853,RVer,chevron,,,US 45,1708 US 45,BUCKATUNNA,MS,39322,601-648-2234,8,0,0,2,0,0,,601-648-2214,,,,,,,,,,,,,,,,
24,Mississippi,CHEVRON EXPRESS,location_details.php?id=47870,http://www.rvandtravelers.com/location_details.php?id=47870,RVer,chevron,,,I-20,351 US 45,PELAHATCHIE,MS,39145,601-854-6688 (TRAVEL CENTER),16,0,0,4,0,0,68,,601-854-6688 (SUBWAY),,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=193,http://www.rvandtravelers.com/location_details.php?id=193,RVer,circle_k__3774,,,I-55,280 OLD HWY 7,GRENADA,MS,38901,662-226-0242 (TRAVEL CENTER),20,0,0,3,0,0,211,,,,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=1580,http://www.rvandtravelers.com/location_details.php?id=1580,RVer,circle_k__3774,,,I-59,905 CHANTILLY ST,LAUREL,MS,39440,601-649-5854 (TRAVEL CENTER),15,0,0,6,1,0,97,,,,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=47857,http://www.rvandtravelers.com/location_details.php?id=47857,RVer,circle_k__3774,,,US 49,7060 US 49,HATTIESBURG,MS,39402,601-268-2099,23,0,0,5,0,0,,,,,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=47868,http://www.rvandtravelers.com/location_details.php?id=47868,RVer,circle_k__3774,,,I-10,7600 TUCKER RD,OCEAN SPRINGS,MS,39564,228-875-0284 (TRAVEL CENTER),25,0,0,5,2,0,50,,,,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=12549,http://www.rvandtravelers.com/location_details.php?id=12549,RVer,circle_k__3774,,,US 98,519 OLD HWY 98,COLUMBIA,MS,39429,601-736-5155 (TRAVEL CENTER),10,0,0,3,0,0,MS 13,,,,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=12584,http://www.rvandtravelers.com/location_details.php?id=12584,RVer,circle_k__3774,,,US 49,2985 US 49,COLLINS,MS,39428,601-765-1390 (TRAVEL CENTER),23,0,0,4,0,0,,,,,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=12585,http://www.rvandtravelers.com/location_details.php?id=12585,RVer,circle_k__3774,,,US 49,1911 S AZALEA DR,WIGGINS,MS,39577,601-528-9835 (TRAVEL CENTER),50,0,0,5,0,0,,,601-528-9835 (TACO BELL),,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=12588,http://www.rvandtravelers.com/location_details.php?id=12588,RVer,circle_k__3774,,,US 49,3100 US 49,FLORENCE,MS,39073,601-845-0833 (TRAVEL CENTER),27,0,0,4,0,0,,,601-845-0833 (CRYSTAL'S),,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=12618,http://www.rvandtravelers.com/location_details.php?id=12618,RVer,circle_k__3774,,,I-22,505 MS 15 S,NEW ALBANY,MS,38652,662-534-9010 (TRAVEL CENTER),14,0,0,3,0,0,64,,,,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=12632,http://www.rvandtravelers.com/location_details.php?id=12632,RVer,circle_k__3774,,,US 98,403 US 98,NEW AUGUSTA,MS,39462,601-964-8477 (TRAVEL CENTER),9,0,0,3,0,0,,,601-964-8477 (SUBWAY),,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=18655,http://www.rvandtravelers.com/location_details.php?id=18655,RVer,circle_k__3774,,,US 49,13490 HWY 49 N,GULFPORT,MS,39503,228-831-3432,23,,,4,0,0,,,,,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=18657,http://www.rvandtravelers.com/location_details.php?id=18657,RVer,circle_k__3774,,,I-59,4050 US-11,HATTIESBURG,MS,39402,601-544-3344 (TRAVEL CENTER),52,0,0,7,4,0,60,,601-544-3344 (SUBWAY),,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=54084,http://www.rvandtravelers.com/location_details.php?id=54084,RVer,exxon,,,I-55,1185 HWY 6 E,BATESVILLE,MS,38606,662-563-0245 (TRAVEL CENTER),14,0,0,4,0,0,243-A,,,,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=54085,http://www.rvandtravelers.com/location_details.php?id=54085,RVer,shell_,,,MS 6,630 HWY 6 E,BATESVILLE,MS,38606,662-563-4629 (TRAVEL CENTER),0,0,0,2,0,0,,,,,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=54086,http://www.rvandtravelers.com/location_details.php?id=54086,RVer,circle_k__3774,,,US 49,2273 US HWY 49,BROOKLYN,MS,39401,601-544-0903 (TRAVEL CENTER),0,0,0,3,0,0,,,601-544-0903 (SUBWAY),,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=54087,http://www.rvandtravelers.com/location_details.php?id=54087,RVer,circle_k__3774,,,US 49,10010 US HWY 49,GULFPORT,MS,39503,228-865-0055 (TRAVEL CENTER),0,0,0,3,0,0,,,,,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=54088,http://www.rvandtravelers.com/location_details.php?id=54088,RVer,circle_k__3774,,,US 98,91933 HWY 98,MC LAIN,MS,39423,601-753-2995 (TRAVEL CENTER),5,0,0,4,0,0,,,601-753-2995 (SUBWAY),,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=54089,http://www.rvandtravelers.com/location_details.php?id=54089,RVer,exxon,,,I-20,461 S PEARSON RD,PEARL,MS,39208,601-939-0052 (TRAVEL CENTER),0,0,0,4,0,0,48,,,,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=54090,http://www.rvandtravelers.com/location_details.php?id=54090,RVer,shell_,,,US 49,1501 JERRY CLOWER BLVD,YAZOO CITY,MS,39194,662-746-8581 (TRAVEL CENTER),0,0,0,4,0,0,,,,,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=54462,http://www.rvandtravelers.com/location_details.php?id=54462,RVer,mobil_oil__type,,,MS 161,610 S STATE ST,CLARKSDALE,MS,38614,662-624-2117 (TRAVEL CENTER),0,0,0,2,0,0,,,662-624-2117 (LITTLE CAESARS),,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K,location_details.php?id=54464,http://www.rvandtravelers.com/location_details.php?id=54464,RVer,circle_k__3774,,,I-20,574 HWY 61 N BYP,VICKSBURG,MS,39183,601-638-9354 (TRAVEL CENTER),0,0,0,4,0,0,5-A,,601-638-9354 (KRISPY KRUNCHY CHICKEN),,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K  #3393,location_details.php?id=54121,http://www.rvandtravelers.com/location_details.php?id=54121,RVer,mobil_oil__type,,,MS 53,1102 S MAIN ST,POPLARVILLE,MS,39470,601-795-0780 (TRAVEL CENTER),,,,4,,,,,,,,,,,,,,,,,,,,
24,Mississippi,CIRCLE K  #3399,location_details.php?id=54122,http://www.rvandtravelers.com/location_details.php?id=54122,RVer,mobil_oil__type,,,US 98,4904 W HARDY ST,HATTIESBURG,MS,39402,601-268-1073 (TRAVEL CENTER),0,0,0,2,0,0,,,601-268-1073 (SUBWAY),,,,,,,,,,,,,,,
24,Mississippi,COLUMBIA SHELL,location_details.php?id=12633,http://www.rvandtravelers.com/location_details.php?id=12633,RVer,shell_,,,US 98,626 US 98,COLUMBIA,MS,39429,601-736-8420 (TRAVEL CENTER),8,0,0,4,0,0,,,,,,,,,,,,,,,,,,
24,Mississippi,CORNER FUEL CENTER,location_details.php?id=12583,http://www.rvandtravelers.com/location_details.php?id=12583,RVer,exxon,,,US 49,3984 US-49,HATTIESBURG,MS,39401,601-544-7527 (TRAVEL CENTER),25,0,0,4,2,0,,601-544-8909,,,,,,,,,,,,,,,,
24,Mississippi,COUNTRY JUNCTION TRUCK STOP,location_details.php?id=666,http://www.rvandtravelers.com/location_details.php?id=666,RVer,ind_dealer_1,,,I-55,8098 SYLVARENA RD,WESSON,MS,39191,601-643-5705 (TRAVEL CENTER),60,0,0,4,3,0,51,,601-643-5705 (COUNTRY JUNCTION RESTAURANT),,,,,,,,,,,,,,,
24,Mississippi,CRAZY K'S,location_details.php?id=47854,http://www.rvandtravelers.com/location_details.php?id=47854,RVer,ind_dealer_1,,,US 45,1873 US 45,BUCKATUNNA,MS,39322,601-648-2455 (TRAVEL CENTER),20,0,0,2,1,0,,601-648-2451,601-648-2455 (THE DIVE),,,,,,,,,,,,,,,
24,Mississippi,DAN'S TRUCK STOP & CAFE,location_details.php?id=12627,http://www.rvandtravelers.com/location_details.php?id=12627,RVer,texaco-,,,US 49,4878 US 49,HATTIESBURG,MS,39401,601-545-2435 (TRAVEL CENTER),55,0,0,5,4,2,,601-545-2435,601-545-2435 (DAN'S DINER),,,,,,,,,,,,,,,
