state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Exit,Street Address,City,State,Postal Code,Phone,Phone 2,Phone 3,Fax,Diesel,Bulk Def,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Unleaded,Phone 4,Phone 5,# of Men's Showers,Propane,http,Hours of Operation,Road Name,https,Mile Marker,Mailing Address
45,Texas,DECATUR TRUCK STOP,location_details.php?id=12356,https://www.truckstopsandservices.com/location_details.php?id=12356,Trucker,shell_,33.240163,-97.573165,US 380,,1306 E BUS 380,DECATUR,TX,76234,940-627-4288 (TRAVEL CENTER),,,940-627-4266,,,100,0,0,6,0,0,,,,,,,,,,,
45,Texas,DEEN FUEL,location_details.php?id=55246,https://www.truckstopsandservices.com/location_details.php?id=55246,Trucker,citgo,29.791467,-95.266292,I-610,24-B,9201 N LOOP E,HOUSTON,TX,77013,281-888-6539 (TRAVEL CENTER),,,,,,,,,8,,,,,,,,,,,,,
45,Texas,DELI QUICK,location_details.php?id=12353,https://www.truckstopsandservices.com/location_details.php?id=12353,Trucker,ind_dealer_1,33.230594,-97.001798,US 380,US 377,6500 US HWY 380,CROSSROADS,TX,76227,940-365-9347 (TRAVEL CENTER),,,,,,5,,,5,0,0,,,,,,,,,,,
45,Texas,DIBOLL DEPOT,location_details.php?id=12186,https://www.truckstopsandservices.com/location_details.php?id=12186,Trucker,chevron,31.21808,-94.773933,US 59,,1605 N TEMPLE DR,DIBOLL,TX,75941,936-829-1100 (TRAVEL CENTER),,,,,,20,,,4,2,0,,,,,,,,,,,
45,Texas,DILLEY TRUCK STOP,location_details.php?id=54210,https://www.truckstopsandservices.com/location_details.php?id=54210,Trucker,ind_dealer_1,28.682854,-99.181607,I-35 FRONTAGE RD,,16250 S IH 35,DILLEY,TX,78017,830-963-0548 (TRAVEL CENTER),830-963-0548 (CHURCH'S CHICKEN),830-963-0548 (HOUSE OF BREAD),,,,65,0,0,4,3,0,,,,,,,,,,,
45,Texas,DIXIEMART,location_details.php?id=47573,https://www.truckstopsandservices.com/location_details.php?id=47573,Trucker,valero,32.838634,-97.493434,TX 199,,10101 JACKSBORO HWY,FORT WORTH,TX,76135,817-238-1772 (TRAVEL CENTER),,,,,,5,0,5,4,0,0,,,,,,,,,,,
45,Texas,DOMINO TRUCK STOP,location_details.php?id=12150,https://www.truckstopsandservices.com/location_details.php?id=12150,Trucker,exxon,33.259761,-94.153339,US 59,,22263 US HWY 59 N,QUEEN CITY,TX,75572,903-796-9131 (TRAVEL CENTER),903-796-9131 (INDIAN AMERICAN CUISINE),,903-796-9131,,,35,0,0,5,2,1,,,,,,,,,,,
45,Texas,DUKES TRAVEL PLAZA,location_details.php?id=47536,https://www.truckstopsandservices.com/location_details.php?id=47536,Trucker,shell_,32.600003,-95.920483,I-20,523,21620 I-20,CANTON,TX,75103,903-865-1212 (TRAVEL CENTER),903-865-1212 (TACO CASA),,903-865-1414,,,25,0,0,4,3,0,,,,,,,,,,,
45,Texas,E-Z MART,location_details.php?id=12297,https://www.truckstopsandservices.com/location_details.php?id=12297,Trucker,shell_,33.153759,-94.972805,US 271,,300 W FERGUSON RD,MOUNT PLEASANT,TX,75455,903-572-5424 (TRAVEL CENTER),,,,,,0,0,0,3,0,0,,,,,,,,,,,
45,Texas,E-Z MART #737,location_details.php?id=54270,https://www.truckstopsandservices.com/location_details.php?id=54270,Trucker,ind_dealer_1,32.406215,-94.816644,349,,4425 FM 349,KILGORE,TX,75662,903-986-1985 (TRAVEL CENTER),,,,,,10,0,0,4,0,0,,,,,,,,,,,
45,Texas,EAGLES LANDING,location_details.php?id=2749,https://www.truckstopsandservices.com/location_details.php?id=2749,Trucker,pilot,34.529174,-101.797694,I-27,74,700 I-27,TULIA,TX,79088,806-995-4567 (TRAVEL CENTER),806-995-4567 (SUBWAY),,806-995-3501,3.299,4.359,70,0,0,6,6,0,,,,,,,,,,,
45,Texas,EL TIGRE FOOD STORE,location_details.php?id=47715,https://www.truckstopsandservices.com/location_details.php?id=47715,Trucker,exxon,26.407103,-98.939508,US 83,,4504 OLD HWY 83 W,ROMA,TX,78584,956-847-1981 (TRAVEL CENTER),,,,,,10,0,0,4,0,0,,,,,,,,,,,
45,Texas,EL TIGRE FOOD STORE,location_details.php?id=47624,https://www.truckstopsandservices.com/location_details.php?id=47624,Trucker,exxon,26.129875,-98.243791,TX 366,,3300 TX-336 N,HIDALGO,TX,78557,956-843-6341 (TRAVEL CENTER),,,,,,0,0,0,2,0,0,,,,,,,,,,,
45,Texas,EXPRESS MART,location_details.php?id=12171,https://www.truckstopsandservices.com/location_details.php?id=12171,Trucker,valero,31.946476,-94.239321,US 59,,498 N BOWERS DR,TENAHA,TX,75974,936-248-4008 (TRAVEL CENTER),,,,,,10,0,0,4,0,0,,,,,,,,,,,
45,Texas,EXPRESS TRUCK STOP,location_details.php?id=12272,https://www.truckstopsandservices.com/location_details.php?id=12272,Trucker,ind_dealer_1,29.841047,-95.190183,US 90,,13438 BEAUMONT HWY,HOUSTON,TX,77049,281-458-0503 (TRAVEL CENTER),,,281-458-0503,,,30,0,30,5,4,0,,,,,,,,,,,
45,Texas,EXPRESSO BAY,location_details.php?id=55167,https://www.truckstopsandservices.com/location_details.php?id=55167,Trucker,exxon,30.02186,-94.050865,TX 347,,6290 HWY 347,BEAUMONT,TX,77705,409-839-4000 (TRAVEL CENTER),409-839-4000 (HUNT BROTHERS PIZZA),,,,,,,,4,,,,,,,,,,,,,
45,Texas,EXTRA FUEL,location_details.php?id=47629,https://www.truckstopsandservices.com/location_details.php?id=47629,Trucker,shell_,29.916155,-95.488411,TX 249,,13404 TOMBALL PKWY,HOUSTON,TX,77086,281-591-8885 (TRAVEL CENTER),,,,,,5,,,3,0,0,,,,,,,,,,,
45,Texas,EXXON #119,location_details.php?id=54261,https://www.truckstopsandservices.com/location_details.php?id=54261,Trucker,exxon,29.86428,-95.404007,I-45,55-B,7102 N FREEWAY,HOUSTON,TX,77076,713-694-1262 (TRAVEL CENTER),,,,,,,,,5,,,,,,,,,,,,,
45,Texas,EXXON TRUCK STOP,location_details.php?id=12160,https://www.truckstopsandservices.com/location_details.php?id=12160,Trucker,exxon,30.645553,-94.944985,US 59,,4727 US 59 S,GOODRICH,TX,77351,936-365-2793 (TRAVEL CENTER),,,936-365-3081,,,30,0,,5,0,0,,,,,,,,,,,
45,Texas,EXXPRESS MART,location_details.php?id=54262,https://www.truckstopsandservices.com/location_details.php?id=54262,Trucker,shell_,30.066726,-94.19084,US 90,,910 S MAJOR DR,BEAUMONT,TX,77707,409-861-1899 (TRAVEL CENTER),409-861-1899 (MCDONALD'S),,,,,10,0,0,3,0,0,,,,,,,,,,,
45,Texas,EXXPRESS MART #18,location_details.php?id=54263,https://www.truckstopsandservices.com/location_details.php?id=54263,Trucker,ind_dealer_1,29.97087,-94.024461,US 69,,2357 HWY 69 N,NEDERLAND,TX,77627,409-722-3503 (TRAVEL CENTER),409-722-3503 (SUBWAY),,,,,12,0,0,3,0,0,,,,,,,,,,,
45,Texas,EZ MART,location_details.php?id=871,https://www.truckstopsandservices.com/location_details.php?id=871,Trucker,shell_,29.218174,-98.414595,I-37,125,4150 S LOOP 1604 E,SAN ANTONIO/ELMENDORF,TX,78264,210-626-1462 (TRAVEL CENTER),,,,,,10,0,0,3,0,0,,,,,,,,,,,
45,Texas,EZ STOP,location_details.php?id=12288,https://www.truckstopsandservices.com/location_details.php?id=12288,Trucker,valero,29.266537,-98.304087,US 181,,15540 US-181,SAN ANTONIO/ELMENDORF,TX,78222,210-635-7370 (TRAVEL CENTER),,,,,,0,0,0,2,0,0,,,,,,,,,,,
45,Texas,EZ TRUCK STOP,location_details.php?id=12164,https://www.truckstopsandservices.com/location_details.php?id=12164,Trucker,chevron,29.395498,-96.072211,US 59,,4550 US 59,HUNGERFORD,TX,77448,713-328-9113 (TRAVEL CENTER),,,,,,0,,,2,0,0,,,,,,,,,,,
45,Texas,FAST BREAK,location_details.php?id=47563,https://www.truckstopsandservices.com/location_details.php?id=47563,Trucker,chevron,30.175084,-97.526273,TX 71,,2850 TX-71,CEDAR CREEK,TX,78612,512-247-9985 (TRAVEL CENTER),512-247-9985 (MCDONALD'S),,,,,0,,,2,0,0,,,,,,,,,,,
45,Texas,FAST BREAK SHELL,location_details.php?id=12221,https://www.truckstopsandservices.com/location_details.php?id=12221,Trucker,shell_,28.242467,-97.329686,US 77,,6577 US-77,WOODSBORO,TX,78393,361-543-5344 (TRAVEL CENTER),,,,,,0,0,0,2,0,0,,,,,,,,,,,
45,Texas,FAST MARKET,location_details.php?id=54293,https://www.truckstopsandservices.com/location_details.php?id=54293,Trucker,ind_dealer_1,28.81278,-97.85854,US 181,TX 72,102 S SUNSET STRIP,KENEDY,TX,78819,830-583-2041 (TRAVEL CENTER),,,,,,35,0,0,3,0,0,,,,,,,,,,,
45,Texas,FAST STOP,location_details.php?id=1415,https://www.truckstopsandservices.com/location_details.php?id=1415,Trucker,valero,35.20782,-101.653823,I-40,81,820 S FM 1912,AMARILLO,TX,79118,806-335-2988 (TRAVEL CENTER),,,,,,0,0,0,2,0,0,,,,,,,,,,,
45,Texas,FAST STOP,location_details.php?id=3567,https://www.truckstopsandservices.com/location_details.php?id=3567,Trucker,ind_dealer_1,34.187751,-101.749268,I-27,49,3614 OLTON RD,PLAINVIEW,TX,79072,806-296-9669 (TRAVEL CENTER),,,,,,0,,,2,0,0,,,,,,,,,,,
45,Texas,FAST STOP TRUCK WASH,location_details.php?id=12193,https://www.truckstopsandservices.com/location_details.php?id=12193,Trucker,ind_dealer_1,34.64158,-102.711524,US 60,,609 E 11TH ST,FRIONA,TX,79035,806-250-3347 (TRAVEL CENTER),,,,,,10,0,0,2,1,1,,,,,,,,,,,
45,Texas,FASTOP FOODS,location_details.php?id=12172,https://www.truckstopsandservices.com/location_details.php?id=12172,Trucker,conoco,28.781864,-96.959031,US 59,,4008 US HWY 59,VICTORIA,TX,77901,361-576-1741 (TRAVEL CENTER),361-576-1741 (SUBWAY),,361-576-0699,,,15,0,0,6,0,0,,,,,,,,,,,
45,Texas,FINISH LINE,location_details.php?id=47530,https://www.truckstopsandservices.com/location_details.php?id=47530,Trucker,texaco-,32.525043,-97.623109,US 377,,9001 E US HWY 377,CRESSON,TX,76035,817-396-0150 (TRAVEL CENTER),817-396-0150 (BBQ ON THE BRAZOS),,,,,0,0,0,2,0,0,,,,,,,,,,,
45,Texas,FLAGSHIP TRUCK STOP,location_details.php?id=12294,https://www.truckstopsandservices.com/location_details.php?id=12294,Trucker,ind_dealer_1,29.712341,-95.185295,US 225,,2120 PASADENA FWY,PASADENA,TX,77506,713-475-2122 (TRAVEL CENTER),,,,,,10,,,5,0,0,,,,,,,,,,,
45,Texas,FLYING J DEALER #551,location_details.php?id=47552,https://www.truckstopsandservices.com/location_details.php?id=47552,Trucker,flying-j-,32.373025,-99.007113,I-20,330,16851 I-20,CISCO,TX,76437,254-442-1040 (TRAVEL CENTER),254-442-1040 (DENNY'S),,254-442-1085,3.359,4.259,120,0,0,8,7,0,,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #1033,location_details.php?id=47673,https://www.truckstopsandservices.com/location_details.php?id=47673,Trucker,flying-j-,31.979843,-102.033675,I-20,138 W 137-B E,3302 GARDEN CITY HWY,MIDLAND,TX,79706,432-685-1296 (TRAVEL CENTER),432-685-1296 (MOE'S SOUTHWEST GRILL),432-685-1296 (CINNABON),432-685-1764,3.399,4.359,182,6,6,9,9,0,,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #1057,location_details.php?id=47799,https://www.truckstopsandservices.com/location_details.php?id=47799,Trucker,flying-j-,29.714342,-95.196028,TX 225,,1305 PASADENA FWY,PASADENA,TX,77506,713-534-0038 (TRAVEL CENTER),713-534-0038 (AUNTIE ANNE'S),713-534-0038 (CINNABON),713-534-0131,3.399,4.359,67,20,20,8,7,0,,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #1206,location_details.php?id=51572,https://www.truckstopsandservices.com/location_details.php?id=51572,Trucker,flying-j-,31.84093,-103.110473,TX 302,,700 TX 302,KERMIT,TX,79745,432-586-2616 (TRAVEL CENTER),432-586-2616 (PJ FRESH),432-586-2616 (DUNKIN' DONUTS EXPRESS),432-586-2633,3.399,4.359,81,0,0,8,8,0,,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #477,location_details.php?id=12213,https://www.truckstopsandservices.com/location_details.php?id=12213,Trucker,flying-j-,33.345461,-96.589447,US 75,48,1700 US 75,ANNA,TX,75409,972-924-2035 (TRAVEL CENTER),972-924-2035 (HUDDLE HOUSE),972-924-2035 (PIZZA HUT),972-924-2051,3.299,4.359,110,22,22,8,8,0,2.759,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #488,location_details.php?id=37482,https://www.truckstopsandservices.com/location_details.php?id=37482,Trucker,flying-j-,28.452921,-99.238807,I-35,69,921 N IH 35,COTULLA,TX,78014,830-879-5363 (TRAVEL CENTER),830-879-5353 (SUBWAY),830-879-5353 (PJ FRESH),830-879-5359,3.399,4.359,81,4,4,7,7,0,2.759,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #507,location_details.php?id=55894,https://www.truckstopsandservices.com/location_details.php?id=55894,Trucker,flying-j-,29.851051,-97.961267,I-35,275,11710 N 1-35,JARRELL,TX,76537,512-746-4341 (TRAVEL CENTER),512-746-4341 (BURGER KING),512-746-4341 (DENNY'S),512-746-4390,3.299,4.359,140,0,0,7,8,0,,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #553,location_details.php?id=47570,https://www.truckstopsandservices.com/location_details.php?id=47570,Trucker,flying-j-,30.905209,-102.88448,I-10,259,2571 N FRONT ST,FORT STOCKTON,TX,79735,432-336-3410 (TRAVEL CENTER),432-336-3410 (SUBWAY),,865-274-5553,3.659,4.359,85,0,0,8,9,0,,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #554,location_details.php?id=47599,https://www.truckstopsandservices.com/location_details.php?id=47599,Trucker,flying-j-,28.335626,-98.022923,I-37,56,4066 US 59,GEORGE WEST,TX,78022,361-449-1420 (TRAVEL CENTER),361-449-1420 (MCDONALD'S),,361-449-8919,3.259,4.359,90,5,5,7,7,0,2.699,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #580,location_details.php?id=38447,https://www.truckstopsandservices.com/location_details.php?id=38447,Trucker,flying-j-,31.865679,-102.300518,I-20,121,5900 E I-20,ODESSA,TX,79766,432-366-0812 (TRAVEL CENTER),432-366-0844 (MCDONALD'S),,432-366-0845,3.259,4.359,101,0,0,11,10,0,,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #723,location_details.php?id=18235,https://www.truckstopsandservices.com/location_details.php?id=18235,Trucker,flying-j-,35.194359,-101.724262,I-40,76,9601 E I-40,AMARILLO,TX,79118,806-335-1475 (TRAVEL CENTER),806-335-1475 (DENNY'S),,806-335-1058,3.299,4.359,200,5,5,12,13,0,2.579,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #724,location_details.php?id=18238,https://www.truckstopsandservices.com/location_details.php?id=18238,Trucker,flying-j-,31.997369,-106.578928,I-10,0,3001 MOUNTAIN PASS BLVD,ANTHONY,TX,79821,915-886-2737 (TRAVEL CENTER),915-886-2737 (DENNY'S),,915-886-3522,,,175,5,5,12,12,0,,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #725,location_details.php?id=18241,https://www.truckstopsandservices.com/location_details.php?id=18241,Trucker,flying-j-,29.794811,-95.032133,I-10,789,1876 EAST FWY,BAYTOWN,TX,77521,281-424-7706 (TRAVEL CENTER),281-424-7706 (DENNY'S),,281-424-7730,3.259,4.359,200,20,20,12,15,3,,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #726,location_details.php?id=1116,https://www.truckstopsandservices.com/location_details.php?id=1116,Trucker,flying-j-,32.657607,-96.751035,I-20,472,7425 BONNIE VIEW RD,DALLAS,TX,75241,972-225-3566 (TRAVEL CENTER),972-225-3566 (DENNY'S),972-225-3566 (PJ FRESH),972-225-6941,3.199,4.359,250,48,48,12,12,3,2.839,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #727,location_details.php?id=18250,https://www.truckstopsandservices.com/location_details.php?id=18250,Trucker,flying-j-,26.336076,-98.142991,US 281,FM 1925,1305 E MONTE CRISTO RD,EDINBURG,TX,78539,956-316-0149 (TRAVEL CENTER),956-316-0149 (DENNY'S),,956-316-4732,3.199,4.359,195,15,15,7,10,2,2.499,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #728,location_details.php?id=18251,https://www.truckstopsandservices.com/location_details.php?id=18251,Trucker,flying-j-,31.661334,-106.240354,I-10,37,1301 HORIZON BLVD,EL PASO,TX,79927,915-852-4141 (TRAVEL CENTER),915-852-4141 (DENNY'S),,915-852-4101,3.399,4.359,120,12,12,12,12,0,2.859,,,,3.699,,,,,,
45,Texas,FLYING J TRAVEL CENTER #729,location_details.php?id=18254,https://www.truckstopsandservices.com/location_details.php?id=18254,Trucker,flying-j-,29.997681,-95.4278,I-45,64,15919 NORTH FWY,HOUSTON,TX,77090,281-893-0423 (TRAVEL CENTER),281-893-0423 (DENNY'S),281-893-0423 (CINNABON),281-893-9368,3.259,4.359,239,102,102,10,15,0,,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #730,location_details.php?id=18257,https://www.truckstopsandservices.com/location_details.php?id=18257,Trucker,flying-j-,27.686648,-99.4657,I-35,13,1011 BELTWAY PKWY,LAREDO,TX,78041,956-712-3265 (TRAVEL CENTER),956-712-3265 (DENNY'S),,956-791-3057,3.399,4.359,191,10,10,12,15,0,2.559,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #733,location_details.php?id=18262,https://www.truckstopsandservices.com/location_details.php?id=18262,Trucker,flying-j-,33.592413,-101.841537,I-27,4,602 4TH ST,LUBBOCK,TX,79401,806-744-0539 (TRAVEL CENTER),806-744-0539 (SUBWAY),,806-744-7423,3.299,4.359,78,8,8,5,4,0,,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #734,location_details.php?id=12179,https://www.truckstopsandservices.com/location_details.php?id=12179,Trucker,flying-j-,30.193567,-95.192861,US 59,242,23412 HWY 242,NEW CANEY,TX,77357,281-689-8065 (TRAVEL CENTER),281-689-8065 (DENNY'S),,281-689-8271,3.199,4.359,150,38,38,8,9,0,,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #735,location_details.php?id=18269,https://www.truckstopsandservices.com/location_details.php?id=18269,Trucker,flying-j-,30.117034,-93.820797,I-10,873,7112 I-10 W,ORANGE,TX,77630,409-883-9465 (TRAVEL CENTER),409-883-9465 (DENNY'S),,409-886-8224,3.299,4.359,150,11,11,12,15,0,2.559,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #736,location_details.php?id=18272,https://www.truckstopsandservices.com/location_details.php?id=18272,Trucker,flying-j-,31.400877,-103.485657,I-20,42,100 E PINEHURST,PECOS,TX,79772,432-445-9436 (TRAVEL CENTER),,,432-445-7171,3.399,4.359,200,10,10,10,10,0,2.899,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #737,location_details.php?id=18273,https://www.truckstopsandservices.com/location_details.php?id=18273,Trucker,flying-j-,29.446903,-98.360968,I-10,583,1815 N FOSTER RD,SAN ANTONIO,TX,78244,210-666-2266 (TRAVEL CENTER),210-666-2266 (DENNY'S),,210-666-2280,3.299,4.459,200,10,10,12,13,0,2.899,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #738,location_details.php?id=18276,https://www.truckstopsandservices.com/location_details.php?id=18276,Trucker,flying-j-,32.461536,-99.87341,I-20,277,101 N FM 707,TYE,TX,79563,325-691-9974 (TRAVEL CENTER),325-691-9974 (DENNY'S),,325-691-5365,3.359,4.259,110,5,5,11,15,1,2.499,,,,3.599,,,,,,
45,Texas,FLYING J TRAVEL CENTER #739,location_details.php?id=18281,https://www.truckstopsandservices.com/location_details.php?id=18281,Trucker,flying-j-,31.508717,-97.14534,I-35,331,2409 S NEW RD,WACO,TX,76711,254-714-0313 (TRAVEL CENTER),254-714-0313 (DENNY'S),,254-714-1798,3.299,4.359,200,20,20,9,9,0,2.499,,,,3.999,,,,,,
45,Texas,FLYING J TRAVEL CENTER #740,location_details.php?id=18286,https://www.truckstopsandservices.com/location_details.php?id=18286,Trucker,flying-j-,29.78071,-95.951524,I-10,732,204 S WALLER AVE,BROOKSHIRE,TX,77423,281-934-4133 (TRAVEL CENTER),281-934-4133 (DENNY'S),281-934-4133 (DUNKIN' DONUTS),281-934-4153,3.399,4.359,114,47,47,8,9,2,,,,,,,,,,,
45,Texas,FLYING J TRAVEL CENTER #741,location_details.php?id=18293,https://www.truckstopsandservices.com/location_details.php?id=18293,Trucker,flying-j-,33.890946,-98.483685,US 287,,2311 JACKSBORO HWY,WICHITA FALLS,TX,76301,940-720-0598 (TRAVEL CENTER),940-720-0598 (WENDY'S),,940-720-0725,3.299,4.359,50,15,15,5,5,0,2.529,,,,,,,,,,
45,Texas,Flying J Travel Plaza,location_details.php?id=64759,https://www.truckstopsandservices.com/location_details.php?id=64759,Trucker,,31.85405,-103.06801,HWY 302,,,Kermit,TX,79745,432-527-0351,,,,,,,,,,,,,,,,,,,,,,
45,Texas,Flying J Travel Plaza,location_details.php?id=64763,https://www.truckstopsandservices.com/location_details.php?id=64763,Trucker,,33.34448446,-96.5888679,US 75,,,Anna,TX,75409,972-924-4035,,,,,,,,,,,,,,,,,,,,,,
45,Texas,Flying J Travel Plaza,location_details.php?id=64798,https://www.truckstopsandservices.com/location_details.php?id=64798,Trucker,,31.40158,-103.48568,I-20,,,Pecos,TX,79772,432-294-6626,,,,,,,,,,,,,,,,,,,,,,
45,Texas,FRIO SELF SERVICE,location_details.php?id=1149,https://www.truckstopsandservices.com/location_details.php?id=1149,Trucker,valero,28.668734,-99.184462,I-35,84,17250 S I-35,DILLEY,TX,78017,830-965-1537 (TRAVEL CENTER),,,,,,15,,,4,0,0,,,,,,,,,,,
45,Texas,FRONK OIL,location_details.php?id=54329,https://www.truckstopsandservices.com/location_details.php?id=54329,Trucker,ind_dealer_1,35.91034,-100.3906,US 60,,718 S 2ND ST,CANADIAN,TX,79014,806-658-4565 (TRAVEL CENTER),,,,,,,,,2,,,,,,,,,,,,,
45,Texas,FUEL AMERICA,location_details.php?id=52873,https://www.truckstopsandservices.com/location_details.php?id=52873,Trucker,ind_dealer_1,27.6133,-99.523355,I-35,8-B,13602 MINES RD,LAREDO,TX,78045,956-602-1083 (TRAVEL CENTER),956-602-1083 (CARL'S JR),956-602-1083 (CHESTER'S FRIED CHICKEN),,,,110,0,0,12,4,0,,,,,,,,,,,
45,Texas,FUEL AMERICA TRAVEL CENTER,location_details.php?id=57079,https://www.truckstopsandservices.com/location_details.php?id=57079,Trucker,ind_dealer_1,27.952802,-99.37939,I-35,32,23183 I-35,ENCINAL,TX,78019,956-948-5290,,,956-948-5295,,,,,,,,,,,,,,,,,,,
45,Texas,FUEL CITY,location_details.php?id=48399,https://www.truckstopsandservices.com/location_details.php?id=48399,Trucker,ind_dealer_1,32.782033,-97.274151,TX 121,,1715 HALTOM RD,HALTOM CITY,TX,76117,817-484-0712 (TRAVEL CENTER),817-484-0712 (TACO STOP),,817-484-0714,,,0,0,0,5,0,0,,,,,,,,,,,
45,Texas,FUEL CITY,location_details.php?id=48406,https://www.truckstopsandservices.com/location_details.php?id=48406,Trucker,ind_dealer_1,32.791383,-96.656771,US 80,TOWN E BLVD,2175 S TOWN E BLVD,MESQUITE,TX,75149,214-301-0740 (TRAVEL CENTER),214-301-0740 (LITTLE CAESARS),,972-329-8234,,,30,0,0,8,0,0,,,,,,,,,,,
45,Texas,FUEL CITY,location_details.php?id=48408,https://www.truckstopsandservices.com/location_details.php?id=48408,Trucker,ind_dealer_1,32.847988,-97.344485,I-820,15,1080 S BLUE MOUND RD,BLUE MOUND,TX,76131,682-200-7373 (TRAVEL CENTER),682-200-7373 (FUEL CITY TACO'S),682-200-7373 (FUEL CITY BURGER'S),682-200-7377,,,25,0,25,7,2,0,,682-200-7373 (LITTLE CAESARS EXPRESS),,,,,,,,,
45,Texas,FUEL CITY,location_details.php?id=47535,https://www.truckstopsandservices.com/location_details.php?id=47535,Trucker,gulf-,32.767357,-96.806459,I-30,44-B,801 S RIVERFRONT BLVD,DALLAS,TX,75207,214-426-0011 (TRAVEL CENTER),214-426-0011 (FUEL CITY TACO),,,,,0,0,0,6,0,0,,,,,,,,,,,
45,Texas,FUEL DEPOT,location_details.php?id=47632,https://www.truckstopsandservices.com/location_details.php?id=47632,Trucker,ind_dealer_1,29.630522,-95.506716,US 90,,14647 S MAIN ST,HOUSTON,TX,77035,713-723-4924 (TRAVEL CENTER),,,,,,0,,,2,0,0,,,,,,,,,,,
45,Texas,FUEL MAX #29,location_details.php?id=54332,https://www.truckstopsandservices.com/location_details.php?id=54332,Trucker,chevron,30.027851,-94.598058,US 90,TX 61,210 US 90,DEVERS,TX,77538,936-549-7005 (TRAVEL CENTER),936-549-7005 (CHECKERS),,,,,20,0,0,4,0,0,,,,,,,,,,,
45,Texas,FUEL MAXX #10,location_details.php?id=55836,https://www.truckstopsandservices.com/location_details.php?id=55836,Trucker,chevron,30.322048,-95.163808,TX 105,,25525 TX-105,CLEVELAND,TX,77327,281-432-0661 (TRAVEL CENTER),281-432-0661 (TACO CORNER),281-432-0661 (DICKEY'S BBQ),,,,25,0,0,5,0,0,,,,,,,,,,,
45,Texas,FUEL MAXX #25,location_details.php?id=54333,https://www.truckstopsandservices.com/location_details.php?id=54333,Trucker,chevron,30.441433,-94.765671,TX 146,,30674 TX 146,RYE,TX,77327,281-659-9571 (TRAVEL CENTER),281-659-9571 (TACO CORNER),281-659-9571 (HUNT BROTHERS PIZZA),281-659-9571,,,20,0,0,4,0,0,,,,,,,,,,,
45,Texas,FUEL MAXX #37,location_details.php?id=54334,https://www.truckstopsandservices.com/location_details.php?id=54334,Trucker,ind_dealer_1,30.045219,-95.874319,US 290,,35515 HWY 290 BYP,WALLER,TX,77484,936-372-8019 (TRAVEL CENTER),,,,,,,,,6,,,,,,,,,,,,,
45,Texas,FUEL MAXX #46,location_details.php?id=56983,https://www.truckstopsandservices.com/location_details.php?id=56983,Trucker,shell_,30.320761,-94.950846,TX 105,,13835 TX 105,CLEVELAND,TX,77327,281-806-7720 (TRAVEL CENTER),281-806-7720 (HOMETOWN DONUTS),281-806-7720 (TACO CORNER),,,,25,0,0,5,0,0,,281-806-7720 (DICKEY'S BBQ PIT),,,,,,,,,
45,Texas,FUEL MAXX #48,location_details.php?id=55843,https://www.truckstopsandservices.com/location_details.php?id=55843,Trucker,shell_,29.789819,-95.957322,FM 359,,1865 FM 359,BROOKSHIRE,TX,77423,281-934-2808 (TRAVEL CENTER),281-934-2808 (TACO CORNER),,,,,0,0,0,5,0,0,,,,,,,,,,,
45,Texas,FUEL MAXX #49,location_details.php?id=55854,https://www.truckstopsandservices.com/location_details.php?id=55854,Trucker,shell_,29.785879,-95.8827,I-10,737,29633 HWY BLVD,KATY,TX,77494,281-574-4234 (TRAVEL CENTER),281-574-4234 (DICKEY'S BBQ),281-574-4234 (TACO CORNER),,,,,,,3,0,,,281-574-4234 (CHECKERS BURGERS),,,,,,,,,
45,Texas,FUEL MAXX #5,location_details.php?id=54335,https://www.truckstopsandservices.com/location_details.php?id=54335,Trucker,valero,29.987812,-94.964393,US 90,,9499 US 90,DAYTON,TX,77535,936-258-2048 (TRAVEL CENTER),936-258-2048 (TACO CORNER),,,,,15,0,15,4,3,0,,,,2,,,,,,,
