state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Street Address,City,State,Postal Code,Phone,Phone 2,Phone 3,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Exit,Phone 4,# of Men's Showers,Fax,Diesel,Bulk Def,https,Unleaded,Propane,Phone 5,http,Mile Marker,Road Name,Hours of Operation,Mailing Address,htp
45,Texas,MAIN STREET MARKET,location_details.php?id=53860,http://www.rvandtravelers.com/location_details.php?id=53860,RVer,shell_,,,I-20,5934 I-20 W,ODESSA,TX,79763,432-381-5569 (TRAVEL CENTER),432-381-5569 (DUNKIN' DONUTS),432-381-5569 (JIMMY JOHN'S),10,0,0,4,4,0,112,,,,,,,,,,,,,,,
45,Texas,MAINSTREET MARKET,location_details.php?id=47517,http://www.rvandtravelers.com/location_details.php?id=47517,RVer,gulf-,,,I-35,1221 N PECAN ST,ABBOT,TX,76621,254-582-8511 (TRAVEL CENTER),,,10,0,0,5,3,0,359,,,254-582-3666,,,,,,,,,,,,
45,Texas,MAINSTREET MARKET,location_details.php?id=18884,http://www.rvandtravelers.com/location_details.php?id=18884,RVer,texaco-,,,I-10,14425 I-10 FRONTAGE RD,SCHERTZ,TX,78514,210-659-4612 (TRAVEL CENTER),210-659-4612 (CHESTER'S FRIED CHICKEN),,15,0,0,4,0,0,593,,,,,,,,,,,,,,,
45,Texas,MAINSTREET MARKET,location_details.php?id=47525,http://www.rvandtravelers.com/location_details.php?id=47525,RVer,texaco-,,,I-45,2431 W COMMERCE ST,BUFFALO,TX,75831,903-322-4009 (TRAVEL CENTER),,,5,0,0,4,0,0,178,,,903-322-3422,,,,,,,,,,,,
45,Texas,MAINSTREET MARKET,location_details.php?id=12255,http://www.rvandtravelers.com/location_details.php?id=12255,RVer,gulf-,,,US 84,10269 US 84,PRAIRIE HILL,TX,76678,254-344-2727 (TRAVEL CENTER),,,3,0,0,2,1,0,,,,,,,,,,,,,,,,
45,Texas,MALLORY MART,location_details.php?id=19122,http://www.rvandtravelers.com/location_details.php?id=19122,RVer,shell_,,,US 175,600 E MALLOY BRIDGE RD,SEAGOVILLE,TX,75159,972-287-9300 (TRAVEL CENTER),972-287-9300 (JACK IN THE BOX),,0,0,0,5,0,0,,,,,,,,,,,,,,,,
45,Texas,MARLOW'S FUEL CENTER,location_details.php?id=1980,http://www.rvandtravelers.com/location_details.php?id=1980,RVer,ind_dealer_1,,,I-20,11810 C F HAWN FWY,DALLAS,TX,75253,972-557-0119 (TRAVEL CENTER),,,0,0,0,3,0,0,479,,,972-286-3780,,,,,,,,,,,,
45,Texas,MAVERICK TRUCK STOP,location_details.php?id=47784,http://www.rvandtravelers.com/location_details.php?id=47784,RVer,chevron,,,I-20,14100  US-281,SANTO,TX,76472,940-769-2263 (TRAVEL CENTER),940-769-2263 (TACO CASA),940-769-2263 (MAVERICK GRILL),30,0,0,6,0,0,386,,,940-769-2313,,,,,,,,,,,,
45,Texas,MAX-A-MART,location_details.php?id=12207,http://www.rvandtravelers.com/location_details.php?id=12207,RVer,ind_dealer_1,,,US 69,894 N TEXAS ST,EMORY,TX,75440,903-473-2180 (TRAVEL CENTER),,,0,0,0,1,0,0,,,,,,,,,,,,,,,,
45,Texas,MCDONALD'S FUEL STOP,location_details.php?id=1993,http://www.rvandtravelers.com/location_details.php?id=1993,RVer,shell_,,,I-20,11468 I-20,TERRELL,TX,75161,972-563-9581 (TRAVEL CENTER),,,25,,,4,2,0,509,,,,,,,,,,,,,,,
45,Texas,MCHARD MART,location_details.php?id=54690,http://www.rvandtravelers.com/location_details.php?id=54690,RVer,76,,,TX 8,16950 S POST OAK RD,HOUSTON,TX,77053,281-416-9887 (TRAVEL CENTER),,,50,50,50,3,0,0,,,,,,,,,,,,,,,,
45,Texas,MEYER'S KWIK STOP,location_details.php?id=12352,http://www.rvandtravelers.com/location_details.php?id=12352,RVer,chevron,,,US 377,8315 US 377,TOLAR,TX,76476,254-835-4636 (TRAVEL CENTER),254-835-4636 (HUNT BROTHERS PIZZA),254-835-4636 (MEYER'S DELI),6,0,0,3,0,0,,,,,,,,,,,,,,,,
45,Texas,MIDWAY,location_details.php?id=12424,http://www.rvandtravelers.com/location_details.php?id=12424,RVer,exxon,,,TX 105,18321 STATE HWY 105,CLEVELAND,TX,77328,281-592-0214 (TRAVEL CENTER),,,0,0,0,3,0,0,,,,,,,,,,,,,,,,
45,Texas,MIDWAY TRUCK STOP,location_details.php?id=12358,http://www.rvandtravelers.com/location_details.php?id=12358,RVer,ind_dealer_1,,,US 380,17605 US HWY 380 W,PONDER,TX,76259,940-482-6768 (TRAVEL CENTER),,,10,0,0,5,0,0,,,,,,,,,,,,,,,,
45,Texas,MOODY'S FUEL MART,location_details.php?id=47574,http://www.rvandtravelers.com/location_details.php?id=47574,RVer,shell_,,,BELTWAY 8,8835 E SAM HOUSTON PKWY N,HOUSTON,TX,77044,281-436-0600 (TRAVEL CENTER),,,0,,,3,0,0,,,,,,,,,,,,,,,,
45,Texas,MOODY'S TRAVEL PLAZA,location_details.php?id=12426,http://www.rvandtravelers.com/location_details.php?id=12426,RVer,valero,,,TX 225,9119 HWY 225,LAPORTE,TX,77571,281-542-5300 (TRAVEL CENTER),281-542-5300 (SUBWAY),281-542-5300 (CHESTER'S FRIED CHICKEN),50,0,0,6,3,0,,,,281-542-5301,,,,,,,,,,,,
45,Texas,MORGAN OIL FUEL STOP,location_details.php?id=12166,http://www.rvandtravelers.com/location_details.php?id=12166,RVer,chevron,,,US 59,4919 NW STALLINGS DR,NACOGDOCHES,TX,75964,936-560-0558 (TRAVEL CENTER),,,85,,,5,2,0,,,,,,,,,,,,,,,,
45,Texas,MOTU TRUCK STOP,location_details.php?id=54724,http://www.rvandtravelers.com/location_details.php?id=54724,RVer,chevron,,,TX 225,2117 PASADENA FWY,PASADENA,TX,77506,832-538-1966 (TRAVEL CENTER),832-538-1966 (SIMPLY GREEK),,18,0,18,5,3,0,,,,832-509-9597,,,,,,,,,,,,
45,Texas,MR CARTENDER,location_details.php?id=12302,http://www.rvandtravelers.com/location_details.php?id=12302,RVer,shell_,,,US 277,3165 DEL RIO BLVD,EAGLE PASS,TX,78852,830-773-2230 (TRAVEL CENTER),830-773-2230 (MR CARTENDER DELI),,50,0,0,3,2,0,,,1,,,,,,,,,,,,,
45,Texas,MR ZIP,location_details.php?id=47795,http://www.rvandtravelers.com/location_details.php?id=47795,RVer,shell_,,,TX 71,247 TX-71 E,SMITHVILLE,TX,78957,512-360-4267 (TRAVEL CENTER),,,3,0,0,2,0,0,,,,512-360-4267,,,,,,,,,,,,
45,Texas,MUD CREEK COUNTRY STORE,location_details.php?id=54727,http://www.rvandtravelers.com/location_details.php?id=54727,RVer,valero,,,US 79,1870 W HWY 79,FRANKLIN,TX,77856,979-828-0031 (TRAVEL CENTER),,,15,0,0,3,0,0,,,,,,,,,,,,,,,,
45,Texas,NEW DEAL TRUCK STOP,location_details.php?id=2103,http://www.rvandtravelers.com/location_details.php?id=2103,RVer,ind_dealer_1,,,I-27,101 E MAIN ST,NEW DEAL,TX,79350,806-746-4866 (TRAVEL CENTER),,,30,0,0,4,2,0,14,,,,,,,,,,,,,,,
45,Texas,NEW WAY TRUCK STOP,location_details.php?id=12212,http://www.rvandtravelers.com/location_details.php?id=12212,RVer,valero,,,US 69,461 S HWY 69,HUNTINGTON,TX,75949,936-876-4452 (TRAVEL CENTER),,,10,,,2,0,0,,,,,,,,,,,,,,,,
45,Texas,NORMANDY FUEL STOP,location_details.php?id=54742,http://www.rvandtravelers.com/location_details.php?id=54742,RVer,citgo,,,I-10,12823 EAST FWY,HOUSTON,TX,77015,713-450-2972 (TRAVEL CENTER),,,0,0,0,4,0,0,778,,,713-450-3990,,,,,,,,,,,,
45,Texas,NU TIME TRUCK STOP,location_details.php?id=12284,http://www.rvandtravelers.com/location_details.php?id=12284,RVer,mobil_oil__type,,,US 175,729 FRANKSTON ST,JACKSONVILLE,TX,75766,903-589-5477 (TRAVEL CENTER),,,0,,,2,0,0,,,,,,,,,,,,,,,,
45,Texas,O'LUCKY,location_details.php?id=12169,http://www.rvandtravelers.com/location_details.php?id=12169,RVer,shell_,,,US 59,11960 US-59,LIVINGSTON,TX,77351,936-398-4200 (TRAVEL CENTER),,,0,0,0,2,0,0,,,,,,,,,,,,,,,,
45,Texas,OAK BRANCH,location_details.php?id=47608,http://www.rvandtravelers.com/location_details.php?id=47608,RVer,shell_,,,I-37,4030 HWY 59,GEORGE WEST,TX,78022,361-449-1290 (TRAVEL CENTER),,,10,,,3,0,0,56,,,,,,,,,,,,,,,
45,Texas,OASIS,location_details.php?id=2154,http://www.rvandtravelers.com/location_details.php?id=2154,RVer,valero,,,I-20,14773 TX-110,LINDALE,TX,75771,903-882-9711 (TRAVEL CENTER),,,5,,,4,0,0,548,,,,,,,,,,,,,,,
45,Texas,OASIS GRAND PARKWAY,location_details.php?id=48396,http://www.rvandtravelers.com/location_details.php?id=48396,RVer,ind_dealer_1,,,FM 99,4160 E GRAND PKWY S,BAYTOWN,TX,77523,281-918-0630 (TRAVEL CENTER),,,38,0,0,5,3,0,,,,,,,,,,,,,,,,
45,Texas,OASIS TRAVEL PLAZA,location_details.php?id=54748,http://www.rvandtravelers.com/location_details.php?id=54748,RVer,shell_,,,TX 288,22679 N TX 288,ANGLETON,TX,77515,281-595-2111 (TRAVEL CENTER),281-595-2111 (KRISPY KRUNCHY CHICKEN),281-595-2111 (COUNTRY BBQ),37,0,0,5,3,0,,,2,281-595-3666,,,,,,,,,,,,
45,Texas,OASIS TRUCK STOP,location_details.php?id=47791,http://www.rvandtravelers.com/location_details.php?id=47791,RVer,shell_,,,TX 73,25590 TX-73,WINNIE,TX,77665,409-296-2029 (TRAVEL CENTER),,,15,0,0,5,0,0,,,,409-296-2148,,,,,,,,,,,,
45,Texas,OASIS TRUCK STOP,location_details.php?id=12196,http://www.rvandtravelers.com/location_details.php?id=12196,RVer,shell_,,,US 60,11141 US HWY 60,CANADIAN,TX,79014,806-323-8133 (TRAVEL CENTER),,,25,0,0,2,0,0,,,,,,,,,,,,,,,,
45,Texas,OLIVER'S PLACE,location_details.php?id=54752,http://www.rvandtravelers.com/location_details.php?id=54752,RVer,texaco-,,,US 84,1170 US 84,GOLDTHWAITE,TX,76844,325-648-2277 (TRAVEL CENTER),,,10,0,0,2,0,0,,,,,,,,,,,,,,,,
45,Texas,ONE STOP,location_details.php?id=47542,http://www.rvandtravelers.com/location_details.php?id=47542,RVer,valero,,,US 83,19682 US-83,CATARINA,TX,78836,830-999-3350 (TRAVEL CENTER),,,25,0,0,8,0,0,,,,,,,,,,,,,,,,
45,Texas,PANOLA PINES PLAZA,location_details.php?id=54763,http://www.rvandtravelers.com/location_details.php?id=54763,RVer,mobil_oil__type,,,US 59,2360 US-59,CARTHAGE,TX,75633,903-263-0586 (TRAVEL CENTER),,,50,0,0,5,3,0,,,,,,,,,,,,,,,,
45,Texas,PAPA KEITH'S TRAVEL CENTER,location_details.php?id=12368,http://www.rvandtravelers.com/location_details.php?id=12368,RVer,sunoco,,,TX 19,3748 TX-19,RIVERSIDE,TX,77320,936-594-3930 (TRAVEL CENTER),,,15,0,0,3,0,0,,,,,,,,,,,,,,,,
45,Texas,PARADISE QUICK STOP,location_details.php?id=47696,http://www.rvandtravelers.com/location_details.php?id=47696,RVer,exxon,,,I-30,900 N MCCOY BLVD,NEW BOSTON,TX,75570,903-628-6070 (TRAVEL CENTER),903-628-6070 (BURGER KING),,4,0,0,2,0,0,201,,,,,,,,,,,,,,,
45,Texas,PARK PLACE TRAVEL PLAZA,location_details.php?id=47790,http://www.rvandtravelers.com/location_details.php?id=47790,RVer,exxon,,,I-10,5168 I-10 FRONTAGE RD,SEALY,TX,77474,979-885-2401 (TRAVEL CENTER),979-885-2401 (SUBWAY),,25,5,5,6,1,0,723,,,,,,,,,,,,,,,
45,Texas,PARTNERS' SHELL,location_details.php?id=54765,http://www.rvandtravelers.com/location_details.php?id=54765,RVer,shell_,,,US 83,1300 N GETTY ST,UVALDE,TX,78801,830-272-4754 (TRAVEL CENTER),,,,,,,,,,,,,,,,,,,,,,,,
45,Texas,PATS TRAVEL CENTER,location_details.php?id=12395,http://www.rvandtravelers.com/location_details.php?id=12395,RVer,exxon,,,TX 146,904 W BARBOURS CUT BLVD,LAPORTE,TX,77571,281-842-7200 (TRAVEL CENTER),281-842-7200 (PAT'S EATS),,72,0,72,7,4,3,,,,281-941-4330,,,,,,,,,,,,
45,Texas,PETRO CARL'S CORNER TRUCK STOP - BILL ATER JR.,location_details.php?id=478,http://www.rvandtravelers.com/location_details.php?id=478,RVer,petro,,,I-35E,101 CORNELIUS S RD,CARL'S CORNER,TX,76645,254-714-3000 (TRAVEL CENTER),254-714-3000 (IRON SKILLET),,119,0,0,11,7,2,374,,,254-714-3001,,,www.ta-petro.com/location/tx/petro-carl's-corner,,,,,,,,,
45,Texas,PETRO STOPPING CENTER #301,location_details.php?id=2262,http://www.rvandtravelers.com/location_details.php?id=2262,RVer,petro,,,I-10,1295 HORIZON BLVD,EL PASO,TX,79927,915-790-4529 (TRAVEL CENTER),915-859-1906 (IRON SKILLET),,290,10,10,12,15,6,37,,,915-790-4524,,,www.ta-petro.com/location/tx/petro-el-paso,,,,,,,,,
45,Texas,PETRO STOPPING CENTER #302,location_details.php?id=2265,http://www.rvandtravelers.com/location_details.php?id=2265,RVer,petro,,,I-20,2001 SANTA FE DR,WEATHERFORD,TX,76086,817-599-9411 (TRAVEL CENTER),817-594-0245 (IRON SKILLET),,275,10,10,12,16,5,409,,,817-598-5524,,,www.ta-petro.com/location/tx/petro-weatherford,,,,,,,,,
45,Texas,PETRO STOPPING CENTER #304,location_details.php?id=2264,http://www.rvandtravelers.com/location_details.php?id=2264,RVer,petro,,,I-10,5405 WALDEN RD,BEAUMONT,TX,77705,409-842-9600 (TRAVEL CENTER),409-842-9600 (BLACK BEAR DINER),,275,40,40,12,13,4,848,,,409-842-7228,,,www.ta-petro.com/location/tx/petro-beaumont,,,,,,,,,
45,Texas,PETRO STOPPING CENTER #305,location_details.php?id=2263,http://www.rvandtravelers.com/location_details.php?id=2263,RVer,petro,,,I-10,1112 ACKERMAN RD,SAN ANTONIO,TX,78219,210-661-9416 (TRAVEL CENTER),210-661-8419 (IRON SKILLET),,250,30,30,12,13,7,582,,,210-662-5325,,,www.ta-petro.com/location/tx/petro-san-antonio,,,,,,,,,
45,Texas,PETRO STOPPING CENTER #307 - EVAN BUDDY HASTON,location_details.php?id=2266,http://www.rvandtravelers.com/location_details.php?id=2266,RVer,petro,,,I-40,8500 E I-40,AMARILLO,TX,79118,806-372-4899 (TRAVEL CENTER),806-372-4899 (IRON SKILLET),,280,10,10,12,22,5,75,,,806-378-3607,,,,,,,,,,,,
45,Texas,PETRO STOPPING CENTER #394,location_details.php?id=2193,http://www.rvandtravelers.com/location_details.php?id=2193,RVer,petro,,,I-35,110 I-35 FRONTAGE RD,PEARSALL,TX,78061,830-334-8222 (TRAVEL CENTER),830-334-8222 (BURGER KING),,175,10,10,8,10,5,101,,,830-334-2420,,,,,,,,,,,,
45,Texas,PETROLEUM WHOLESALE,location_details.php?id=47788,http://www.rvandtravelers.com/location_details.php?id=47788,RVer,ind_dealer_1,,,I-10,2100 TX-36,SEALY,TX,77474,979-885-2592 (TRAVEL CENTER),,,4,0,0,4,0,0,720,,,979-885-4134,,,,,,,,,,,,
45,Texas,PETROLEUM WHOLESALE,location_details.php?id=53864,http://www.rvandtravelers.com/location_details.php?id=53864,RVer,texaco-,,,I-10,10330 I-10 E & HWY 146,BAYTOWN,TX,77520,281-383-0144 (TRAVEL CENTER),,,20,0,0,6,0,0,797,,,281-383-1889,,,,,,,,,,,,
45,Texas,PETROLEUM WHOLESALE,location_details.php?id=53865,http://www.rvandtravelers.com/location_details.php?id=53865,RVer,gulf-,,,I-30,12113 CAMP BOWIE W BLVD,ALEDO,TX,76008,817-560-8000 (TRAVEL CENTER),,,0,0,0,4,0,0,2,,,817-560-7786,,,,,,,,,,,,
45,Texas,PETROMART #111,location_details.php?id=54784,http://www.rvandtravelers.com/location_details.php?id=54784,RVer,ind_dealer_1,,,I-10,8110 S FM 565 RD,BAYTOWN,TX,77523,409-745-4332 (TRAVEL CENTER),,,,,,4,,,803,,,,,,,,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1001,location_details.php?id=47509,http://www.rvandtravelers.com/location_details.php?id=47509,RVer,pilot,,,US 67,1310 E US-67,BIG LAKE,TX,76932,325-884-2609 (TRAVEL CENTER),325-884-2609 (TACO BELL),,50,0,0,6,6,0,,,,325-884-2708,3.759,3.999,www.pilotflyingj.com/stores/1001/,3.119,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1002,location_details.php?id=47768,http://www.rvandtravelers.com/location_details.php?id=47768,RVer,pilot,,,TX 16,3080 N TX 16,TILDEN,TX,78072,361-274-1558 (TRAVEL CENTER),361-274-1558 (SUBWAY),361-274-1558 (CINNABON),50,5,5,6,5,0,,,,361-274-1562,3.399,3.959,www.pilotflyingj.com/stores/1002/,2.699,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1003,location_details.php?id=47565,http://www.rvandtravelers.com/location_details.php?id=47565,RVer,pilot,,,US 287,2301 AVE F NW,CHILDRESS,TX,79201,940-937-8769 (TRAVEL CENTER),940-937-8769 (ARBY'S),940-937-8769 (CINNABON),86,5,5,7,7,0,,940-937-8769 (PJ FRESH),,940-937-8768,3.599,3.959,www.pilotflyingj.com/stores/1003/,2.809,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1006,location_details.php?id=47680,http://www.rvandtravelers.com/location_details.php?id=47680,RVer,pilot,,,I-10,2342 N MAIN ST,JUNCTION,TX,76848,325-446-2085 (TRAVEL CENTER),,,74,5,5,8,7,0,456,,,325-446-3247,3.599,3.959,www.pilotflyingj.com/store-locator/?clientsidezip=1006,2.999,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1023,location_details.php?id=47654,http://www.rvandtravelers.com/location_details.php?id=47654,RVer,pilot,,,US 69,1920 E DENMEN AVE,LUFKIN,TX,75901,936-899-7101 (TRAVEL CENTER),936-899-7101 (MOE'S SOUTHWEST GRILL),936-899-7101 (CINNABON),47,5,5,7,4,0,,,,936-899-7106,3.299,3.959,www.pilotflyingj.com/stores/1023/,2.929,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1025,location_details.php?id=47798,http://www.rvandtravelers.com/location_details.php?id=47798,RVer,pilot,,,I-10,102 S SHELDON RD,CHANNELVIEW,TX,77530,281-457-1435 (TRAVEL CENTER),281-457-1435 (CINNABON),,88,5,5,7,7,0,783,,,281-457-1459,3.399,3.959,pilotflyingj.com/stores/1025/,2.799,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1026,location_details.php?id=47561,http://www.rvandtravelers.com/location_details.php?id=47561,RVer,pilot,,,US 83,1045 S HWY 83,CARRIZO SPRINGS,TX,78834,830-876-9754 (TRAVEL CENTER),830-876-9754 (CINNABON),,75,5,5,6,7,0,,,,830-876-9768,3.359,3.959,www.pilotflyingj.com/stores/1026/,2.809,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1027,location_details.php?id=47766,http://www.rvandtravelers.com/location_details.php?id=47766,RVer,pilot,,,I-40,6555 US 385,VEGA,TX,79092,806-267-0011 (TRAVEL CENTER),806-267-0011 (CINNABON),,81,5,5,8,7,0,36,,,806-267-0021,3.399,3.959,www.pilotflyingj.com/stores/1027/,2.969,2.999,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1028,location_details.php?id=47521,http://www.rvandtravelers.com/location_details.php?id=47521,RVer,pilot,,,I-45,2605 W COMMERCE ST,BUFFALO,TX,75831,903-322-9034 (TRAVEL CENTER),903-322-9034 (TACO BELL),,96,10,10,8,7,0,178,,,903-322-9047,3.359,3.959,pilotflyingj.com/stores/1028/,2.959,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1054,location_details.php?id=47686,http://www.rvandtravelers.com/location_details.php?id=47686,RVer,pilot,,,US 183,10700 US 183 N,MUSTANG RIDGE,TX,78610,512-398-3070 (TRAVEL CENTER),512-398-3070 (MCDONALD'S),,28,5,5,4,2,0,,,,512-398-3423,3.359,3.959,www.pilotflyingj.com/stores/1054/,2.879,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1059,location_details.php?id=47785,http://www.rvandtravelers.com/location_details.php?id=47785,RVer,pilot,,,I-10,709 US-77 SCHULENBURG,SCHULENBURG,TX,78956,979-743-2547 (TRAVEL CENTER),979-743-2547 (TACO BELL),979-743-2547 (CINNABON),76,5,5,8,7,0,674,979-743-2547 (AUNTIE ANNE'S),,979-743-2694,3.359,3.959,www.pilotflyingj.com/store-locator/?clientsidezip=78956%201059,2.999,2.699,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1083,location_details.php?id=47739,http://www.rvandtravelers.com/location_details.php?id=47739,RVer,pilot,,,US 54,100 S POPLAR ST,STRATFORD,TX,79084,806-396-1035 (TRAVEL CENTER),806-396-1035 (SUBWAY),806-396-1035 (PJ FRESH),25,10,10,7,4,0,,,,806-396-1061,3.359,3.959,,2.979,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1108,location_details.php?id=47800,http://www.rvandtravelers.com/location_details.php?id=47800,RVer,pilot,,,W TRINITY BLVD,3206 W TRINITY BLVD,GRAND PRAIRIE,TX,76155,972-237-7905 (TRAVEL CENTER),972-237-7905 (DUNKIN' DONUTS EXPRESS),,4,0,0,4,0,0,,,,972-237-7952,3.459,3.959,pilotflyingj.com/stores/1108/,2.809,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1134,location_details.php?id=47803,http://www.rvandtravelers.com/location_details.php?id=47803,RVer,pilot,,,US 285,3752 US 285,ORLA,TX,79770,432-273-0079 (TRAVEL CENTER),432-273-0079 (PJ FRESH),,35,0,0,6,4,0,,,,432-273-0028,3.799,3.999,pilotflyingj.com/stores/1134/,3.209,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1135,location_details.php?id=47804,http://www.rvandtravelers.com/location_details.php?id=47804,RVer,pilot,,,US 281,1419 US 281,FALFURRIAS,TX,78355,361-325-1166 (TRAVEL CENTER),361-325-1166 (PJ FRESH),,56,5,5,5,3,0,,,,361-325-1171,3.359,3.959,pilotflyingj.com/stores/1135/,2.899,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1140,location_details.php?id=47805,http://www.rvandtravelers.com/location_details.php?id=47805,RVer,pilot,,,US 287,8221 US 287,RHOME,TX,76078,817-636-5630 (TRAVEL CENTER),817-636-5630 (PJ FRESH),,80,5,5,6,5,2,,,,817-636-5634,3.359,3.959,pilotflyingj.com/stores/1140/,2.959,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1143,location_details.php?id=51569,http://www.rvandtravelers.com/location_details.php?id=51569,RVer,pilot,,,TX 338,4200 W HWY 302,ODESSA,TX,79764,432-366-0246 (TRAVEL CENTER),432-366-0246 (DUNKIN' DONUTS EXPRESS),,26,0,0,5,3,0,302,,,865-337-6294,3.599,3.959,pilotflyingj.com/stores/1143/,3.079,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1145,location_details.php?id=51570,http://www.rvandtravelers.com/location_details.php?id=51570,RVer,pilot,,,I-20,11501 STATE HWY 191,MIDLAND,TX,79707,432-561-8927 (TRAVEL CENTER),432-561-8927 (DUNKIN' DONUTS EXPRESS),,40,8,8,7,5,0,,,,,3.459,3.959,pilotflyingj.com/stores/1145/,3.079,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1146,location_details.php?id=47807,http://www.rvandtravelers.com/location_details.php?id=47807,RVer,pilot,,,I-20,2500 S BRINKLEY AVE,PECOS,TX,79772,432-445-0002 (TRAVEL CENTER),432-445-0002 (PJ FRESH),,6,0,0,5,3,0,39,,,432-445-1308,3.559,3.959,pilotflyingj.com/stores/1146/,3.089,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1147,location_details.php?id=47808,http://www.rvandtravelers.com/location_details.php?id=47808,RVer,pilot,,,TX 302,127 W TX-302,KERMIT,TX,79745,432-586-2567 (TRAVEL CENTER),432-586-2567 (DUNKIN' DONUTS EXPRESS),,25,0,0,6,3,0,,,,432-586-2539,3.459,3.999,pilotflyingj.com/stores/1147/,2.999,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1161,location_details.php?id=47809,http://www.rvandtravelers.com/location_details.php?id=47809,RVer,pilot,,,I-20,3145 METEOR CRATER RD,ODESSA,TX,79766,432-381-5248 (TRAVEL CENTER),432-381-5248 (PJ FRESH),,93,6,6,8,7,0,108,,,432-381-5254,3.499,3.959,pilotflyingj.com/stores/1161/,3.139,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1205,location_details.php?id=51571,http://www.rvandtravelers.com/location_details.php?id=51571,RVer,pilot,,,I-20,4840 E I-20,MONAHANS,TX,79756,432-943-2505 (TRAVEL CENTER),432-943-2505 (DUNKIN' DONUTS EXPRESS),432-943-2505 (SUBWAY),99,10,10,7,5,0,,,,432-943-2561,3.559,3.959,pilotflyingj.com/stores/1205/,3.139,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1207,location_details.php?id=48241,http://www.rvandtravelers.com/location_details.php?id=48241,RVer,pilot,,,I-20,101 S LOOP 464 RD,MONAHANS,TX,79756,432-943-2295 (TRAVEL CENTER),432-943-2295 (PJ FRESH),,24,0,0,4,2,0,BUS LOOP,,,432-943-2289,3.759,3.959,pilotflyingj.com/stores/1207/,3.129,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1209,location_details.php?id=52436,http://www.rvandtravelers.com/location_details.php?id=52436,RVer,pilot,,,I-20,2810 RANKIN HWY 349,MIDLAND,TX,79706,432-687-1658 (TRAVEL CENTER),432-687-1658 (DUNKIN' DONUTS EXPRESS),,21,0,0,6,5,0,136,,,432-687-1746,3.449,3.959,pilotflyingj.com/stores/1209/,3.079,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1211,location_details.php?id=52435,http://www.rvandtravelers.com/location_details.php?id=52435,RVer,pilot,,,US 385,1103 S MAIN ST,ANDREWS,TX,79714,432-524-2124 (TRAVEL CENTER),432-524-2124 (DUNKIN' DONUTS EXPRESS),,56,0,0,6,5,0,,,,,3.259,3.959,pilotflyingj.com/stores/1211/,3.069,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #1227,location_details.php?id=52431,http://www.rvandtravelers.com/location_details.php?id=52431,RVer,pilot,,,I-20,164 FM 1927,PYOTE,TX,79777,432-389-5200 (TRAVEL CENTER),,,71,10,10,7,5,0,66,,,,3.699,3.959,pilotflyingj.com/stores/1227/,3.149,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #157,location_details.php?id=18169,http://www.rvandtravelers.com/location_details.php?id=18169,RVer,pilot,,,I-30,1200 HILLCREST DR S,SULPHUR SPRINGS,TX,75482,903-885-0020 (TRAVEL CENTER),903-885-4050 (ARBY'S),903-885-4050 (CINNABON),85,26,26,7,7,3,122,903-885-4050 (PJ FRESH),,903-885-1580,3.159,3.959,www.pilotflyingj.com/store-locator/,2.959,,,,,,,,
45,Texas,PILOT TRAVEL CENTER #206,location_details.php?id=18172,http://www.rvandtravelers.com/location_details.php?id=18172,RVer,pilot,,,I-20,1201 I-20 W,WEATHERFORD,TX,76087,817-341-4600 (TRAVEL CENTER),817-341-4605 (WENDY'S),,115,10,10,6,7,4,406,,,817-341-4602,3.259,3.959,www.pilotflyingj.com/stores/206/,2.749,,,,,,,,
