state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Street Address,City,State,Postal Code,Phone,Fax,# of Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,# of Reserved Parking Spots,# of Paid Parking Spots,Exit,Phone 2,Phone 3,Diesel,Bulk Def,Unleaded,# of Men's Showers,Propane,Phone 4,Phone 5,Hours of Operation,Mile Marker,Road Name,https,Mailing Address
22,Minnesota,SMART MART,location_details.php?id=54937,https://www.truckstopsandservices.com/location_details.php?id=54937,Trucker,shell_,44.52851,-94.710075,MN 19,600 E LINCOLN AVE,FAIRFAX,MN,55332,507-426-8396 (TRAVEL CENTER),,0,4,0,2,0,0,MN 4,,,,,,,,,,,,,,
22,Minnesota,SMITH OIL,location_details.php?id=54942,https://www.truckstopsandservices.com/location_details.php?id=54942,Trucker,ind_dealer_1,44.77185,-93.919525,US 212,503 N FAXON RD,NORWOOD,MN,55368,952-467-2640 (TRAVEL CENTER),,0,2,0,0,0,0,,952-467-2640 (HOT STUFF PIZZA),,,,,,,,,,,,,
22,Minnesota,SPEEDWAY,location_details.php?id=3145,https://www.truckstopsandservices.com/location_details.php?id=3145,Trucker,super-america-,43.676416,-94.448542,I-90,2197 N STATE ST,FAIRMONT,MN,56031,507-235-8424 (TRAVEL CENTER),507-235-8471,31,4,1,0,0,0,102,,,,,,,,,,,,,,
22,Minnesota,SPEEDWAY,location_details.php?id=3146,https://www.truckstopsandservices.com/location_details.php?id=3146,Trucker,speedwaygas,45.216225,-93.597814,I-94,4375 O DAY AVE NE,ST. MICHAEL,MN,55376,763-497-0999 (TRAVEL CENTER),,5,4,0,0,0,0,205,,,,,,,,,,,,,,
22,Minnesota,SPEEDWAY,location_details.php?id=12861,https://www.truckstopsandservices.com/location_details.php?id=12861,Trucker,speedwaygas,45.582711,-94.062557,MN 23,4725 QUAIL RD NE,SAUK RAPIDS,MN,56379,320-251-4144 (TRAVEL CENTER),320-251-1106,21,3,2,0,0,0,,,,,,,,,,,,,,,
22,Minnesota,SPEEDWAY,location_details.php?id=12906,https://www.truckstopsandservices.com/location_details.php?id=12906,Trucker,super-america-,44.491044,-92.906235,US 52,31600 65TH AVE,CANNON FALLS,MN,55009,507-263-4496 (TRAVEL CENTER),,10,3,0,0,0,0,,,,,,,,,,,,,,,
22,Minnesota,SPEEDWAY,location_details.php?id=12913,https://www.truckstopsandservices.com/location_details.php?id=12913,Trucker,super-america-,47.169338,-92.475288,US 53,7521 COMSTOCK LAKE RD,COTTON,MN,55724,218-482-5599 (TRAVEL CENTER),,15,3,0,0,0,0,,,,,,,,,,,,,,,
22,Minnesota,SPEEDWAY,location_details.php?id=57062,https://www.truckstopsandservices.com/location_details.php?id=57062,Trucker,speedwaygas,44.317289,-93.2946,I-35,2519 LYNDALE AVE N,FAIRBAULT,MN,55021,507-334-3333,507-334-4688,,,,,,,59,,,,,,,,,,,,,,
22,Minnesota,SPEEDWAY,location_details.php?id=54636,https://www.truckstopsandservices.com/location_details.php?id=54636,Trucker,speedwaygas,45.1324,-94.527855,US 12,639 E HWY 12,LITCHFIELD,MN,55355,320-693-7498 (TRAVEL CENTER),,0,1,0,0,0,0,,,,,,,,,,,,,,,
22,Minnesota,SPEEDWAY,location_details.php?id=55146,https://www.truckstopsandservices.com/location_details.php?id=55146,Trucker,speedwaygas,46.34564,-94.200351,MN 371,1223 S 6TH ST,BRAINERD,MN,56401,218-829-0568 (TRAVEL CENTER),218-829-0568,8,2,0,0,0,0,,,,,,,,,,,,,,,
22,Minnesota,SPEEDWAY,location_details.php?id=55149,https://www.truckstopsandservices.com/location_details.php?id=55149,Trucker,speedwaygas,44.76765,-94.130699,US 212,2306 E 9TH ST,GLENCOE,MN,55336,320-864-3039 (TRAVEL CENTER),,0,5,0,0,0,0,,,,,,,,,,,,,,,
22,Minnesota,SPEEDWAY,location_details.php?id=55151,https://www.truckstopsandservices.com/location_details.php?id=55151,Trucker,speedwaygas,45.55227,-94.255821,I-94,107 28TH AVE S,WAITE PARK,MN,56387,320-203-7040 (TRAVEL CENTER),,,4,,,,,164,,,,,,,,,,,,,,
22,Minnesota,SPEEDWAY #4035,location_details.php?id=55145,https://www.truckstopsandservices.com/location_details.php?id=55145,Trucker,speedwaygas,44.80117,-93.510735,US 169 BYP,1155 E 1ST AVE,SHAKOPEE,MN,55379,952-445-1144 (TRAVEL CENTER),,,4,,,,,110,,,,,,,,,,,,,,
22,Minnesota,SPEEDWAY #4180,location_details.php?id=55147,https://www.truckstopsandservices.com/location_details.php?id=55147,Trucker,speedwaygas,44.82645,-93.29673,I-35 W,1280 W 98TH ST,BLOOMINGTON,MN,55431,952-881-1911 (TRAVEL CENTER),952-881-1911,0,8,0,0,0,0,6,,,,,,,,,,,,,,
22,Minnesota,SPEEDWAY #4861,location_details.php?id=55150,https://www.truckstopsandservices.com/location_details.php?id=55150,Trucker,speedwaygas,45.66526,-93.921316,MN 23/25,181 MN-23 W,FOLEY,MN,56329,320-818-1146 (TRAVEL CENTER),,,2,,,,,,,,,,,,,,,,,,,
22,Minnesota,STOCKMEN'S TRUCK STOP,location_details.php?id=3052,https://www.truckstopsandservices.com/location_details.php?id=3052,Trucker,ind_dealer_1,44.8827,-93.026522,I-494,501 FARWELL AVE,ST. PAUL,MN,55075,651-455-3044 (TRAVEL CENTER),651-455-1193,59,5,4,0,15,15,64-A,651-455-3044 (STOCKMEN'S RESTAURANT),,,,,,,,,,,,,
22,Minnesota,SUPER AMERICA,location_details.php?id=3144,https://www.truckstopsandservices.com/location_details.php?id=3144,Trucker,super-america-,45.845457,-92.9733,I-35,1260 8TH ST NW,PINE CITY,MN,55063,320-629-6750 (TRAVEL CENTER),,2,3,0,0,0,0,171,,,,,,,,,,,,,,
22,Minnesota,THE FISHERMAN,location_details.php?id=55171,https://www.truckstopsandservices.com/location_details.php?id=55171,Trucker,cenex--300_0,48.57707,-93.401325,US 53,100 MEMORIAL DR,INTERNATIONAL FALLS,MN,56649,218-283-9440 (TRAVEL CENTER),,4,4,0,0,0,0,,,,,,,,,,,,,,,
22,Minnesota,TRAVEL CENTERS OF AMERICA #190 - MARTY ELLIS,location_details.php?id=15984,https://www.truckstopsandservices.com/location_details.php?id=15984,Trucker,catscale3,45.196216,-93.550872,I-94,13400 ROGERS DR,ROGERS,MN,55374,763-428-2277 (TRAVEL CENTER),763-428-2007,80,8,8,3,40,40,207-A,763-428-2277 (COUNTRY PRIDE RESTAURANT),,,,,,,,,,,,,
22,Minnesota,TRI-COUNTY CO-OP,location_details.php?id=55201,https://www.truckstopsandservices.com/location_details.php?id=55201,Trucker,cenex--300_0,45.57142,-96.430092,US 75,922 US HWY 75,GRACEVILLE,MN,56240,320-748-7187 (TRAVEL CENTER),320-748-8114,12,2,0,0,0,0,MN 28,320-748-7187 (COOPER'S CHICKEN),320-748-7187 (WINGMAN PIZZA),,,,,,,,,,,,
22,Minnesota,TRUCKER'S INN,location_details.php?id=3533,https://www.truckstopsandservices.com/location_details.php?id=3533,Trucker,shell_,45.718783,-94.953533,I-94,1420 MAIN ST S,SAUK CENTRE,MN,56378,320-352-3692 (TRAVEL CENTER),320-352-5104,150,6,5,3,0,0,127,320-352-3692 (TRUCKER'S INN RESTAURANT),,,,,,,,,,,,,
22,Minnesota,UNITED EXPRESS,location_details.php?id=47603,https://www.truckstopsandservices.com/location_details.php?id=47603,Trucker,cenex--300_0,44.904759,-93.968511,MN 7,17535 MN 7,NEW GERMANY,MN,55367,952-353-2601 (TRAVEL CENTER),,20,3,0,0,0,0,CR 33,,,,,,,,,,,,,,
22,Minnesota,VET'S WHOA N GO,location_details.php?id=3613,https://www.truckstopsandservices.com/location_details.php?id=3613,Trucker,super-america-,43.642321,-94.994978,I-90,2001 US 71 N,JACKSON,MN,56143,507-847-3621 (TRAVEL CENTER),507-847-3501,30,7,1,0,0,0,73,,,,,,,,,,,,,,
22,Minnesota,VET'S WHOA N GO,location_details.php?id=3614,https://www.truckstopsandservices.com/location_details.php?id=3614,Trucker,super-america-,43.688586,-93.420456,I-90,23087 MN 13,ALBERT LEA,MN,56007,507-377-2230 (TRAVEL CENTER),507-377-7977,30,5,0,0,0,0,154,,,,,,,,,,,,,,
22,Minnesota,VET'S WHOA N GO,location_details.php?id=55236,https://www.truckstopsandservices.com/location_details.php?id=55236,Trucker,speedwaygas,43.87279,-95.113792,US 71,1550 1ST AVE,WINDOM,MN,56101,507-831-1576 (TRAVEL CENTER),,4,2,0,0,0,0,MN 60,,,,,,,,,,,,,,
22,Minnesota,VILLAGE ONE STOP,location_details.php?id=55240,https://www.truckstopsandservices.com/location_details.php?id=55240,Trucker,ind_dealer_1,47.94126,-94.449455,MN 72,143 CLARK AVE S,KELLIHER,MN,56650,218-647-8266 (TRAVEL CENTER),,5,4,1,0,0,0,,,,,,,,,,,,,,,
22,Minnesota,WHITE WATER TRAVEL PLAZA,location_details.php?id=252,https://www.truckstopsandservices.com/location_details.php?id=252,Trucker,bp-,43.949254,-92.065194,I-90,2850 WHITEWATER AVE,ST. CHARLES,MN,55972,507-932-5907 (TRAVEL CENTER),507-932-5380,45,5,0,0,0,0,233,507-932-5907 (WHITE WATER RESTAURANT),,,,,,,,,,,,,
22,Minnesota,WIN-E-MAC TRAVEL CENTER,location_details.php?id=12881,https://www.truckstopsandservices.com/location_details.php?id=12881,Trucker,tesoro-,47.662979,-95.983443,US 2,22848 347TH SE ST,ERSKINE,MN,56535,218-687-3887 (TRAVEL CENTER),218-687-3886,10,5,2,0,0,0,US 59,218-687-3887 (CHAMP'S CHICKEN),,,,,,,,,,,,,
22,Minnesota,WORTHINGTON TRAVEL PLAZA,location_details.php?id=3731,https://www.truckstopsandservices.com/location_details.php?id=3731,Trucker,ind_dealer_1,43.634841,-95.571291,I-90,2411 MN 60 NE,WORTHINGTON,MN,56187,507-376-4848 (TRAVEL CENTER),507-376-4119,50,4,2,0,0,0,45,,,,,,,,,,,,,,
23,Missouri,ABEL'S QUIK SHOP,location_details.php?id=45329,https://www.truckstopsandservices.com/location_details.php?id=45329,Trucker,shell_,39.711016,-91.443837,US 36,100 SHINN LANE,HANNIBAL,MO,63401,573-248-0891 (TRAVEL CENTER),573-248-0691,15,3,0,0,0,0,SHINN LANE,573-248-0891 (SUBWAY),,,,,,,,,,,,,
23,Missouri,ABEL'S SHELL FUEL CENTER,location_details.php?id=217,https://www.truckstopsandservices.com/location_details.php?id=217,Trucker,shell_,38.901279,-91.458301,I-70,431 BOONESLICK RD,NEW FLORENCE,MO,63363,573-835-2235 (TRAVEL CENTER),,0,4,0,0,0,0,175,,,,,,,,,,,,,,
23,Missouri,ABEL'S SHELL FUEL CENTER,location_details.php?id=12806,https://www.truckstopsandservices.com/location_details.php?id=12806,Trucker,shell_,39.333564,-91.180912,US 61,1601 S BUSINESS 61,BOWLING GREEN,MO,63334,573-324-2924 (TRAVEL CENTER),573-324-2924,0,2,0,0,0,0,,573-324-2924 (MCDONALD'S),,,,,,,,,,,,,
23,Missouri,AMERI MART,location_details.php?id=12807,https://www.truckstopsandservices.com/location_details.php?id=12807,Trucker,66gas,37.438395,-89.637,I-55,5410 US 61,FRUITLAND,MO,63755,573-243-1125 (TRAVEL CENTER),573-243-3770,30,3,0,0,0,0,105,,,,,,,,,,,,,,
23,Missouri,AYERCO,location_details.php?id=12810,https://www.truckstopsandservices.com/location_details.php?id=12810,Trucker,ayerco,40.37422,-91.44753,US 61,10 US 136,ALEXANDRIA,MO,63430,660-754-6332 (TRAVEL CENTER),660-754-6455,50,4,0,0,0,0,US 136,660-754-6332 (CHAMP'S CHICKEN),,,,,,,,,,,,,
23,Missouri,AYERCO,location_details.php?id=12813,https://www.truckstopsandservices.com/location_details.php?id=12813,Trucker,ayerco,39.70517,-91.388844,US 61,304 HWY 61 S,HANNIBAL,MO,63401,573-221-4210 (TRAVEL CENTER),573-221-8403,10,2,0,0,0,0,CO RD MM,573-221-4210 (BIG MUDDY BBQ),,,,,,,,,,,,,
23,Missouri,AYERCO #25,location_details.php?id=12781,https://www.truckstopsandservices.com/location_details.php?id=12781,Trucker,ayerco,39.929936,-91.430848,US 24,8800 HWY 24,WEST QUINCY,MO,63471,573-393-2330 (TRAVEL CENTER),573-393-2052,12,3,0,0,0,0,,,,,,,,,,,,,,,
23,Missouri,AYERCO 32,location_details.php?id=45322,https://www.truckstopsandservices.com/location_details.php?id=45322,Trucker,ayerco,40.124125,-91.540056,US 61,1700 OAK ST,CANTON,MO,63435,573-288-0378 (TRAVEL CENTER),573-288-0276,75,4,2,0,0,0,US 61 BUS,573-288-0378 (STEAK 'N SHAKE),,,,,,,,,,,,,
23,Missouri,AYERCO 35,location_details.php?id=12811,https://www.truckstopsandservices.com/location_details.php?id=12811,Trucker,ayerco,39.331636,-91.179141,US 61,18048 MO 161,BOWLING GREEN,MO,63334,573-324-3006 (TRAVEL CENTER),573-324-2120,50,6,1,0,0,0,,573-324-3006 (CHESTER'S FRIED CHICKEN),,,,,,,,,,,,,
23,Missouri,AYERCO 44,location_details.php?id=12788,https://www.truckstopsandservices.com/location_details.php?id=12788,Trucker,ayerco,39.692454,-91.508579,US 24,7233 HWY MM,PALMYRA,MO,63461,573-248-0006 (TRAVEL CENTER),573-248-3645,70,3,1,0,0,0,US 36,573-248-0006 (JOE'S DINER),,,,,,,,,,,,,
23,Missouri,BETTY'S TRUCK STOP,location_details.php?id=335,https://www.truckstopsandservices.com/location_details.php?id=335,Trucker,shell_,38.972932,-93.271635,I-70,12260 YY CO RD,SWEET SPRINGS,MO,65351,660-335-4687 (TRAVEL CENTER),,75,2,0,0,0,0,74,,,,,,,,,,,,,,
23,Missouri,BI STATE SOUTHERN,location_details.php?id=12776,https://www.truckstopsandservices.com/location_details.php?id=12776,Trucker,mobil_oil__type,37.294719,-89.528272,MO 74,612 S SPRIGG ST,CAPE GIRARDEAU,MO,63703,573-651-3571 (TRAVEL CENTER),573-335-5529,0,2,0,0,0,0,SPRIGG,,,,,,,,,,,,,,
23,Missouri,BIG APPLE TRAVEL CENTER,location_details.php?id=52430,https://www.truckstopsandservices.com/location_details.php?id=52430,Trucker,bigapple,37.067031,-94.405114,I-44,2100 S PRIGMORE AVE,JOPLIN,MO,64801,417-768-3030 (TRAVEL CENTER),,150,7,4,0,0,0,13,417-768-3030 (THE INDIAN KITCHEN),417-768-3030 (AMERICAN KITCHEN),,,,,,,,,,,,
23,Missouri,BJ'S TRAVEL CENTER,location_details.php?id=371,https://www.truckstopsandservices.com/location_details.php?id=371,Trucker,mobil_oil__type,36.671337,-89.5355,I-55,500 STATE HWY P,NEW MADRID,MO,63869,573-748-9710 (TRAVEL CENTER),573-748-5099,25,5,2,0,0,0,52,,,,,,,,,,,,,,
23,Missouri,BREAK TIME,location_details.php?id=427,https://www.truckstopsandservices.com/location_details.php?id=427,Trucker,ind_dealer_1,36.893701,-89.529128,I-55,2823 E MALONE AVE,MINER,MO,63801,573-471-2630 (TRAVEL CENTER),,20,3,2,0,0,0,67,,,,,,,,,,,,,,
23,Missouri,BREAK TIME,location_details.php?id=12763,https://www.truckstopsandservices.com/location_details.php?id=12763,Trucker,cenex--300_0,38.3896,-93.795498,MO 7,2167 MO-7,CLINTON,MO,64735,660-885-5641 (TRAVEL CENTER),,0,4,0,0,0,0,,660-885-5641 (SMOKESTACK BAR.B.Q),,,,,,,,,,,,,
23,Missouri,Break Time,location_details.php?id=64525,https://www.truckstopsandservices.com/location_details.php?id=64525,Trucker,,38.54263,-92.07333,HWY 50,,Jefferson City,MO,65101,573-607-3366,,,,,,,,,,,,,,,,,,,,,,
23,Missouri,BREAK TIME # 3071,location_details.php?id=45338,https://www.truckstopsandservices.com/location_details.php?id=45338,Trucker,ind_dealer_1,39.444744,-92.420984,US 63,1210 US 24,MOBERLY,MO,65270,660-263-6726 (TRAVEL CENTER),,0,2,0,0,,,US 24,,,,,,,,,,,,,,
23,Missouri,BREAK TIME #3163,location_details.php?id=54001,https://www.truckstopsandservices.com/location_details.php?id=54001,Trucker,ind_dealer_1,39.394942,-92.410799,US 63,1751 E URBANDALE DR,MOBERLY,MO,65270,660-372-1880 (TRAVEL CENTER),,20,6,2,0,0,0,,660-372-1880 (SMOKESTACK BAR.B.Q),,,,,,,,,,,,,
23,Missouri,BREAK TIME #3165,location_details.php?id=48378,https://www.truckstopsandservices.com/location_details.php?id=48378,Trucker,ind_dealer_1,38.77914,-93.6844,US 50,1299 N MO 13,WARRENSBURG,MO,64093,660-429-0173 (TRAVEL CENTER),,75,7,2,0,0,0,MO 13,660-429-0173 (SMOKESTACK BAR.B.Q),,,,,,,,,,,,,
23,Missouri,BREAK TIME #3167,location_details.php?id=54000,https://www.truckstopsandservices.com/location_details.php?id=54000,Trucker,ind_dealer_1,38.736786,-93.226001,US 65,101 REBAR RD,SEDALIA,MO,65301,660-851-0839 (TRAVEL CENTER),660-851-0831,10,6,2,0,0,0,,660-851-0839 (SMOKESTACK BAR.B.Q),,,,,,,,,,,,,
23,Missouri,BROWNFIELD OIL,location_details.php?id=45379,https://www.truckstopsandservices.com/location_details.php?id=45379,Trucker,sinclair_oil_.svg,39.701037,-92.038674,US 36,604 N CENTER ST,SHELBINO,MO,63468,573-588-4600 (TRAVEL CENTER),,30,2,0,0,0,0,MO 15,,,,,,,,,,,,,,
23,Missouri,BRUSH CREEK GAS N GO,location_details.php?id=45381,https://www.truckstopsandservices.com/location_details.php?id=45381,Trucker,sinclair_oil_.svg,39.136205,-90.964162,US 61,3674 US 61,SILEX,MO,63377,573-384-5665 (TRAVEL CENTER),573-384-5707,15,4,0,0,0,0,CO RD E,,,,,,,,,,,,,,
23,Missouri,BUCKY'S TRAVEL PLAZA,location_details.php?id=48377,https://www.truckstopsandservices.com/location_details.php?id=48377,Trucker,shell_,39.725325,-94.791547,US 169,4215 US-169,ST. JOSEPH,MO,64503,816-279-9299 (TRAVEL CENTER),816-279-9336,75,5,0,0,0,0,,,,,,,,,,,,,,,
23,Missouri,C BARN TRAVEL CENTER,location_details.php?id=12826,https://www.truckstopsandservices.com/location_details.php?id=12826,Trucker,66gas,37.862279,-90.496031,US 67,154 PARKWAY DR,PARK HILLS,MO,63601,573-431-6767 (TRAVEL CENTER),573-437-6767,50,4,1,0,0,0,PARKWAY DR,,,,,,,,,,,,,,
23,Missouri,CAR-MAC'S MINI MART,location_details.php?id=45383,https://www.truckstopsandservices.com/location_details.php?id=45383,Trucker,shell_,36.019412,-89.877384,I-55,85 STATE HWY O,HOLLAND,MO,68353,573-720-5755 (TRAVEL CENTER),573-720-5724,15,6,0,0,0,0,1,573-720-5755 (ALICE'S CAFE),,,,,,,,,,,,,
23,Missouri,CASEY'S,location_details.php?id=12787,https://www.truckstopsandservices.com/location_details.php?id=12787,Trucker,caseys-general-store-,39.774908,-93.551044,US 36,610 W OLD HWY 36,CHILLICOTHE,MO,64601,660-646-3040 (TRAVEL CENTER),660-646-4010,25,4,2,0,0,0,US 65,660-646-3040 (CASEY'S KITCHEN),,,,,1,,,,,,,,
23,Missouri,CASEY'S #2907,location_details.php?id=54024,https://www.truckstopsandservices.com/location_details.php?id=54024,Trucker,caseys-general-store-,36.91977,-89.324898,I-57,211 S STORY ST,CHARLESTON,MO,63834,573-683-2589 (TRAVEL CENTER),573-683-2950,30,4,2,0,0,0,12,573-683-2589 (CASEY'S KITCHEN),,,,,,,,,,,,,
23,Missouri,CASEY'S GENERAL STORE,location_details.php?id=54019,https://www.truckstopsandservices.com/location_details.php?id=54019,Trucker,caseys-general-store-,40.345406,-94.853664,US 71,1719 E 1ST ST,MARYVILLE,MO,64468,660-562-2021 (TRAVEL CENTER),660-562-2009,8,5,0,0,0,0,MO 46,660-562-2021 (CASEY'S KITCHEN),,,,,,,,,,,,,
23,Missouri,Casey's General Store,location_details.php?id=64519,https://www.truckstopsandservices.com/location_details.php?id=64519,Trucker,,39.72556,-94.79083,I-29,,St. Joseph,MO,64503,816-441-7420,,,,,,,,,,,,,,,,,,,,,,
23,Missouri,CASEY'S GENERAL STORE,location_details.php?id=37797,https://www.truckstopsandservices.com/location_details.php?id=37797,Trucker,caseys-general-store-,40.266338,-94.011373,I-35,4107 MILLER ST,BETHANY,MO,64424,660-425-8810 (TRAVEL CENTER),660-425-8709,25,5,4,0,0,0,92,660-425-8810 (CASEY'S PIZZA),,,,,,,,,,,,,
23,Missouri,CASEY'S GENERAL STORES,location_details.php?id=65747,https://www.truckstopsandservices.com/location_details.php?id=65747,Trucker,caseys-general-store-,37.4914,-94.29751,I-49,,Lamar,MO,64759,417-202-8359,,,,,,,,77,,,,,,,,,,,,,,
23,Missouri,CHEROKEE PASS TRAVEL CENTER,location_details.php?id=45467,https://www.truckstopsandservices.com/location_details.php?id=45467,Trucker,mobil_oil__type,37.490558,-90.306006,US 67,6724 US-67 BUS,FREDERICKTOWN,MO,63645,573-783-3609 (TRAVEL CENTER),573-783-2233,50,5,2,0,0,0,,573-783-3609 (SUBWAY),,,,,,,,,,,,,
23,Missouri,CIRCLE K # 1620,location_details.php?id=2007,https://www.truckstopsandservices.com/location_details.php?id=2007,Trucker,circle_k__3774,38.504593,-90.677624,I-44,18181 OLD US 66,EUREKA,MO,63025,636-938-5358 (TRAVEL CENTER),,0,4,0,0,0,0,261,,,,,,,,,,,,,,
23,Missouri,CITY TRUCK STOP,location_details.php?id=540,https://www.truckstopsandservices.com/location_details.php?id=540,Trucker,66gas,38.717583,-90.226736,I-270,8430 HALL ST,ST. LOUIS,MO,63147,314-869-5169 (TRAVEL CENTER),314-868-8368,6,5,0,0,0,0,34-C,,,,,,,,,,,,,,
23,Missouri,CONOCO STATE LINE,location_details.php?id=647,https://www.truckstopsandservices.com/location_details.php?id=647,Trucker,conoco,40.575038,-93.94256,I-35,10022 W US HWY 69,EAGLEVILLE,MO,64442,660-878-3969 (TRAVEL CENTER),660-878-3287,15,3,1,0,0,0,114,,,,,,,,,,,,,,
23,Missouri,DEERFIELD TRAVEL PLAZA,location_details.php?id=728,https://www.truckstopsandservices.com/location_details.php?id=728,Trucker,shell_,36.09106,-89.800771,I-55,140 US 61,STEELE,MO,63877,573-695-2810 (TRAVEL CENTER),573-695-2819,100,8,4,0,0,0,8,,,,,,,,,,,,,,
23,Missouri,DELUXE TRUCK STOP,location_details.php?id=12780,https://www.truckstopsandservices.com/location_details.php?id=12780,Trucker,ind_dealer_1,39.727887,-94.867504,MO 759,4500 PACKERS AVE,ST. JOSEPH,MO,64504,816-232-0000 (TRAVEL CENTER),816-238-2595,0,4,4,0,0,0,LOWER LAKE,,,,,,3,,,,,,,,
23,Missouri,DIAMOND TRAVEL PLAZA,location_details.php?id=12824,https://www.truckstopsandservices.com/location_details.php?id=12824,Trucker,conoco,37.46004,-93.141956,US 65,13 STATE HWY 215,FAIR GROVE,MO,65648,417-759-7321 (TRAVEL CENTER),417-759-2002,30,3,1,0,0,0,MO 215,417-759-7321 (HERO'S DELI),,,,,,,,,,,,,
23,Missouri,DOGWOOD TRUCK STOP,location_details.php?id=773,https://www.truckstopsandservices.com/location_details.php?id=773,Trucker,conoco,38.93369,-92.846462,I-70,16851 HWY 135,BOONVILLE,MO,65233,660-882-7988 (TRAVEL CENTER),,50,2,0,3,0,0,98,,,,,,,,,,,,,,
23,Missouri,DOUBLE NICKLE TRAVEL CENTER,location_details.php?id=18682,https://www.truckstopsandservices.com/location_details.php?id=18682,Trucker,ind_dealer_1,36.229117,-89.727103,I-55,1651 HWY 84,HAYTI,MO,63851,573-359-2115 (TRAVEL CENTER),573-359-2021,108,6,4,0,0,0,19,,,,,,,,,,,,,,
23,Missouri,DOWNSTREAM Q STORE,location_details.php?id=45334,https://www.truckstopsandservices.com/location_details.php?id=45334,Trucker,ind_dealer_1,37.003007,-94.61474,I-44,4777 DOWNSTREAM BLVD,JOPLIN,MO,64804,417-626-6750 (TRAVEL CENTER),,8,4,0,0,0,0,1,,,,,,,,,,,,,,
23,Missouri,EAGLE MART,location_details.php?id=854,https://www.truckstopsandservices.com/location_details.php?id=854,Trucker,66gas,38.343481,-90.389032,I-55,7017 US HWY 61,BARNHART,MO,63012,636-467-6666 (TRAVEL CENTER),,15,4,0,0,0,0,185,,,,,,,,,,,,,,
23,Missouri,EAGLEVILLE TRAVEL EXPRESS,location_details.php?id=799,https://www.truckstopsandservices.com/location_details.php?id=799,Trucker,66gas,40.46536,-93.975189,I-35,25024 E STATE HWY,EAGLEVILLE,MO,64442,660-867-5224 (TRAVEL CENTER),660-867-5430,100,4,3,3,0,0,106,660-867-5224 (DINNER BELL),,,,,,,,,,,,,
23,Missouri,EMERY'S TRUCK STOP,location_details.php?id=12790,https://www.truckstopsandservices.com/location_details.php?id=12790,Trucker,conoco,37.840466,-94.501772,US 54,7490 E 54 HWY,DEERFIELD,MO,64741,417-966-7332 (TRAVEL CENTER),417-966-7233,20,2,1,0,0,0,,417-966-7332 (EMERY'S),,,,,,,,,,,,,
23,Missouri,ENERGY EXPRESS TRAVEL CENTER,location_details.php?id=45479,https://www.truckstopsandservices.com/location_details.php?id=45479,Trucker,66gas,38.673714,-90.202537,I-70,4500 N BROADWAY ST,ST. LOUIS,MO,63147,314-241-0527 (TRAVEL CENTER),,75,9,0,0,0,0,247,,,,,,,,,,,,,,
23,Missouri,EXPRESS MART TRUCK STOP,location_details.php?id=1394,https://www.truckstopsandservices.com/location_details.php?id=1394,Trucker,66gas,38.286791,-90.406023,I-55,1707 HWY Z,PEVELY,MO,63070,636-479-4436 (TRAVEL CENTER),636-479-5413,50,6,3,0,0,0,180,,,,,,,,,,,,,,
23,Missouri,FAST GAS,location_details.php?id=12785,https://www.truckstopsandservices.com/location_details.php?id=12785,Trucker,66gas,39.748834,-94.711775,US 36,2005 SE 85TH RD,EASTON,MO,64443,816-667-5474 (TRAVEL CENTER),,10,3,0,0,0,0,,,,,,,,,,,,,,,
23,Missouri,FAST LANE,location_details.php?id=12792,https://www.truckstopsandservices.com/location_details.php?id=12792,Trucker,66gas,38.872987,-91.963512,US 54,2213 CARDINAL DR,FULTON,MO,65251,573-642-3518 (TRAVEL CENTER),573-642-7461,2,3,1,0,0,0,HH HWY,573-642-3518 (CHESTER'S FRIED CHICKEN),,,,,,,,,,,,,
23,Missouri,FAST LANE,location_details.php?id=12793,https://www.truckstopsandservices.com/location_details.php?id=12793,Trucker,66gas,39.228032,-91.646185,US 54,7569 US 54,LADDONIA,MO,63352,573-373-5520 (TRAVEL CENTER),,4,2,0,0,0,0,,,,,,,,,,,,,,,
23,Missouri,FAST LANE,location_details.php?id=12808,https://www.truckstopsandservices.com/location_details.php?id=12808,Trucker,66gas,38.948187,-90.924544,US 61,240 COLLEGE CAMPUS DR,MOSCOW MILLS,MO,63362,636-356-9201 (TRAVEL CENTER),,0,4,0,0,0,0,HWY C,636-356-9201 (CHESTER'S FRIED CHICKEN),,,,,,,,,,,,,
23,Missouri,FAST LANE,location_details.php?id=12809,https://www.truckstopsandservices.com/location_details.php?id=12809,Trucker,66gas,39.231761,-91.017369,US 61,101 W OUTER RD,EOLIA,MO,63344,573-485-7500 (TRAVEL CENTER),573-485-2265,100,4,2,0,0,0,MO FF,573-485-7500 (CHESTER'S FRIED CHICKEN),,,,,,,,,,,,,
23,Missouri,FAST LANE,location_details.php?id=12812,https://www.truckstopsandservices.com/location_details.php?id=12812,Trucker,66gas,39.917393,-91.528214,US 61,6725 HWY 6,TAYLOR,MO,63471,573-769-2861 (TRAVEL CENTER),573-769-2657,50,6,2,0,0,0,MO 6,573-769-2861 (18 WHEELER),,,,,,,,,,,,,
