state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Exit,Street Address,City,State,Postal Code,Phone,Phone 2,Phone 3,Fax,Hours of Operation,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Unleaded,Diesel,Bulk Def,# of Men's Showers,Propane,Phone 4,Phone 5,Mile Marker,Road Name,Mailing Address,https,http
47,Virginia,TRAVEL CENTERS OF AMERICA #143,location_details.php?id=16631,https://www.truckstopsandservices.com/location_details.php?id=16631,Trucker,catscale3,36.9651,-81.0676,I-77,41,1025 PEPPERS FERRY RD,WYTHEVILLE,VA,24382,276-228-8676 (TRAVEL CENTER),276-228-8676 (COUNTRY PRIDE RESTAURANT),276-228-8676 (POPEYE'S),276-228-8504,,114,57,57,10,12,6,,,,,,276-228-8676 (TACO BELL EXPRESS),276-228-8676 (SUBWAY),,,,,
47,Virginia,TRAVEL CENTERS OF AMERICA #428,location_details.php?id=1687,https://www.truckstopsandservices.com/location_details.php?id=1687,Trucker,catscale3,37.831847,-79.378398,I-81/64,195,2516 N LEE HWY,LEXINGTON,VA,24450,540-463-3478 (TRAVEL CENTER),540-463-3478 (IHOP),540-463-3478 (CHAPPY'S CHICKEN),540-463-1543,,250,0,0,8,8,7,,,,,,,,,,,,
47,Virginia,US 1 GROCERY,location_details.php?id=12072,https://www.truckstopsandservices.com/location_details.php?id=12072,Trucker,ind_dealer_1,36.685227,-78.205145,US 1,US 58,9976 OLD US 1,SOUTH HILL,VA,23970,434-447-6202 (TRAVEL CENTER),,,,,5,,,2,0,0,,,,,,,,,,,,
47,Virginia,US GAS,location_details.php?id=3576,https://www.truckstopsandservices.com/location_details.php?id=3576,Trucker,exxon,37.079802,-77.355299,I-95,41,16729 S CRATER RD,PETERSBURG,VA,23805,804-732-0201 (TRAVEL CENTER),,,804-732-8345,,30,0,0,6,1,0,,,,,,,,,,,,
47,Virginia,VILLAGE TRUCK STOP,location_details.php?id=3616,https://www.truckstopsandservices.com/location_details.php?id=3616,Trucker,sunoco,36.885996,-81.372444,I-81,54,7297 LEE HWY,ATKINS,VA,24368,276-783-5775 (TRAVEL CENTER),,,,,45,0,0,4,1,0,,,,,,,,,,,,
47,Virginia,WOCO EXPRESS TRAVEL PLAZA,location_details.php?id=12129,https://www.truckstopsandservices.com/location_details.php?id=12129,Trucker,ind_dealer_1,36.913359,-76.90387,US 460,,35242 GENERAL MAHONE BLVD,IVOR,VA,23866,757-859-9030 (TRAVEL CENTER),,,,,20,0,0,4,4,0,,,,,,,,,,,,
47,Virginia,Zion Citgo,location_details.php?id=64860,https://www.truckstopsandservices.com/location_details.php?id=64860,Trucker,,37.972906,-78.215482,I-64,,,Zion Crossroads,VA,22942,434-589-2275,,,,,,,,,,,,,,,,,,,,,,
48,Vermont,BART ENERGY,location_details.php?id=11884,https://www.truckstopsandservices.com/location_details.php?id=11884,Trucker,ind_dealer_1,43.201017,-72.508429,VT 103,,4 TRANSPORT PARK,ROCKINGHAM,VT,05101,802-463-9944 (TRAVEL CENTER),,,,24 HOURS,10,,,3,2,0,,,,,,,,,,,,
48,Vermont,BRATTLEBORO CITGO,location_details.php?id=593,https://www.truckstopsandservices.com/location_details.php?id=593,Trucker,citgo,42.884442,-72.55734,I-91,3,1102 PUTNEY RD,BRATTLEBORO,VT,05301,802-257-5404 (TRAVEL CENTER),,,,,0,0,0,4,0,0,,,,,,,,,,,,
48,Vermont,CHAMPLAIN FARMS,location_details.php?id=510,https://www.truckstopsandservices.com/location_details.php?id=510,Trucker,shell_,44.922511,-73.10574,I-89,21,188 1ST ST,SWANTON,VT,05488,802-868-7790 (TRAVEL CENTER),,,,24 HOURS,50,0,0,4,2,0,,,,,,,,,,,,
48,Vermont,CHAMPLAIN FARMS,location_details.php?id=45296,https://www.truckstopsandservices.com/location_details.php?id=45296,Trucker,shell_,44.952417,-72.146422,I-91,28,3923 US 5,DERBY,VT,05855,802-766-8700,,,,"5AM TO 10PM MON THRU FRI, 7AM TO 10PM SAT, 7AM TO 9PM SUN",5,,,2,0,0,,,,,,,,,,,,
48,Vermont,CIRCLE K,location_details.php?id=558,https://www.truckstopsandservices.com/location_details.php?id=558,Trucker,circle_k__3774,43.264262,-72.437276,I-91,7,14 MISSING LINK RD,SPRINGFIELD,VT,05156,802-885-2266 (TRAVEL CENTER),,,802-885-6577,24 HOURS,20,0,0,3,2,0,,,,,,,,,,,,
48,Vermont,HOMETOWN SUNOCO,location_details.php?id=1343,https://www.truckstopsandservices.com/location_details.php?id=1343,Trucker,sunoco,44.921665,-73.110066,I-89,21,166 1ST ST,SWANTON,VT,05488,802-868-3909 (TRAVEL CENTER),,,,24 HOURS,5,0,0,2,0,0,,,,,,,,,,,,
48,Vermont,JIFFY MART #48,location_details.php?id=54449,https://www.truckstopsandservices.com/location_details.php?id=54449,Trucker,shell_,44.200796,-73.247164,US 7,,2822 US ROUTE 7,FERRISBURGH,VT,05456,802-870-7141 (TRAVEL CENTER),802-870-7141 (MCDONALD'S),,802-870-7141,24 HOURS,5,0,0,6,0,0,,,,,,,,,,,,
48,Vermont,JOLLY SHORT STOP,location_details.php?id=11888,https://www.truckstopsandservices.com/location_details.php?id=11888,Trucker,mobil_oil__type,44.421752,-73.2118,US 2,US 7,1830 SHELBURNE RD,SOUTH BURLINGTON,VT,05403,802-658-2965 (TRAVEL CENTER),,,,24 HOURS,0,0,0,1,0,0,,,,,,,,,,,,
48,Vermont,JOLLY TRUCK STOP,location_details.php?id=2921,https://www.truckstopsandservices.com/location_details.php?id=2921,Trucker,mobil_oil__type,44.951708,-72.157883,I-91,28,4486 US 5,DERBY,VT,05829,802-334-6835 (TRAVEL CENTER),,,802-334-2027,24 HOURS,0,0,0,2,0,0,,,,,,,,,,,,
48,Vermont,JOLLY TRUCK STOP,location_details.php?id=3279,https://www.truckstopsandservices.com/location_details.php?id=3279,Trucker,shell_,44.794751,-73.073754,I-89,19,711 FAIRFAX RD,ST. ALBANS,VT,05478,802-527-0104 (TRAVEL CENTER),802-527-0104 (SUBWAY),802-527-0104 (DUNKIN' DONUTS),802-524-2821,24 HOURS,30,0,0,4,2,0,,,,,,,,,,,,
48,Vermont,LIPTON MART,location_details.php?id=18578,https://www.truckstopsandservices.com/location_details.php?id=18578,Trucker,shell_,42.84052,-72.564727,I-91,1,429 CANAL ST,BRATTLEBORO,VT,05301,802-254-9727 (TRAVEL CENTER),,,,6AM TO 10PM DAILY,0,0,0,2,0,0,,,,,,,,,,,,
48,Vermont,MAC'S C-STORE,location_details.php?id=11879,https://www.truckstopsandservices.com/location_details.php?id=11879,Trucker,citgo,43.775012,-73.05374,US 7,,61 FRANKLIN ST,BRANDON,VT,05733,802-247-3440 (TRAVEL CENTER),,,,6AM TO 8PM DAILY,0,,,2,0,0,,,,,,,,,,,,
48,Vermont,MAC'S MARKET,location_details.php?id=11881,https://www.truckstopsandservices.com/location_details.php?id=11881,Trucker,citgo,44.578957,-72.596852,VT 15,,302 VT 5 W,MORRISVILLE,VT,05661,802-888-7618 (TRAVEL CENTER),,,,6AM TO 7PM DAILY,0,0,0,2,0,0,,,,,,,,,,,,
48,Vermont,MAC'S TRUCK STOP,location_details.php?id=11890,https://www.truckstopsandservices.com/location_details.php?id=11890,Trucker,citgo,43.604271,-73.276809,US 4,2,22 WASHINGTON ST,FAIR HAVEN,VT,05743,802-265-3500 (TRAVEL CENTER),,,,24 HOURS,15,0,15,3,1,0,,,,,,,,,,,,
48,Vermont,MAPLEFIELD'S,location_details.php?id=11880,https://www.truckstopsandservices.com/location_details.php?id=11880,Trucker,mobil_oil__type,44.634221,-72.676502,VT 15,VT 100 C,143 LOWER MAIN E,JOHNSON,VT,05656,802-635-7200 (TRAVEL CENTER),802-635-7200 (MY FRESH CAFE),,802-635-6616,5AM TO 12PM DAILY,3,0,0,4,0,0,,,,,,,,,,,,
48,Vermont,MAPLEFIELD'S,location_details.php?id=11882,https://www.truckstopsandservices.com/location_details.php?id=11882,Trucker,mobil_oil__type,43.899059,-73.308224,VT 22A,VT 74,2949 ROUTE 22A,SHOREHAM,VT,05770,802-897-8585 (TRAVEL CENTER),,,,5AM TO 11PM DAILY,10,,,2,0,0,,,,,,,,,,,,
48,Vermont,MAPLEFIELD'S,location_details.php?id=45297,https://www.truckstopsandservices.com/location_details.php?id=45297,Trucker,irving,44.073624,-73.174249,US 7,,1908 ETHAN ALLEN HWY,NEW HAVEN,VT,05472,802-388-9817 (TRAVEL CENTER),,,,24 HOURS,5,0,0,2,0,0,,,,,,,,,,,,
48,Vermont,MAPLEFIELD'S,location_details.php?id=45299,https://www.truckstopsandservices.com/location_details.php?id=45299,Trucker,mobil_oil__type,44.797578,-73.071076,I-89,19,555 FAIRFAX RD,ST. ALBANS,VT,05478,802-527-9932 (TRAVEL CENTER),,,,24 HOURS,5,0,0,2,2,0,,,,,,,,,,,,
48,Vermont,MAPLEFIELD'S MOBIL TRUCK STOP,location_details.php?id=11889,https://www.truckstopsandservices.com/location_details.php?id=11889,Trucker,mobil_oil__type,43.602914,-73.275183,US 4,2,699 ROUTE 22A,FAIR HAVEN,VT,05743,802-265-3009 (TRAVEL CENTER),802-265-3009 (SUBWAY),,802-265-8813,24 HOURS,20,0,0,8,2,0,,,,,,,,,,,,
48,Vermont,MAPLEFIELDS,location_details.php?id=1969,https://www.truckstopsandservices.com/location_details.php?id=1969,Trucker,mobil_oil__type,44.696447,-73.107456,I-89,18,1207 ETHAN ALLEN HWY,GEORGIA,VT,05454,802-527-0601 (TRAVEL CENTER),,,,24 HOURS,0,0,0,2,0,0,,,,,,,,,,,,
48,Vermont,MAPLEFIELDS CROSSROADS,location_details.php?id=11887,https://www.truckstopsandservices.com/location_details.php?id=11887,Trucker,exxon,44.960207,-73.277802,US 2,US 78,232 US 2 S,ALBURG,VT,05440,802-796-3044 (TRAVEL CENTER),,,,24 HOURS,0,0,0,2,0,0,,,,,,,,,,,,
48,Vermont,MAPLEWOOD LIMITED,location_details.php?id=1970,https://www.truckstopsandservices.com/location_details.php?id=1970,Trucker,irving,44.212164,-72.575452,I-89,7,213 PAINE N TPKE,BERLIN CORNERS,VT,05602,802-229-5291 (TRAVEL CENTER),,,,24 HOURS,0,0,0,3,0,0,,,,,,,,,,,,
48,Vermont,MIDWAY MOBILE MART,location_details.php?id=45298,https://www.truckstopsandservices.com/location_details.php?id=45298,Trucker,mobil_oil__type,43.600132,-72.970538,US 4,,118 S MAIN ST,RUTLAND,VT,05071,802-775-7628 (TRAVEL CENTER),,,,6AM TO 11PM DAILY,5,0,0,2,0,0,,,,,,,,,,,,
48,Vermont,P & H TRUCK STOP,location_details.php?id=2175,https://www.truckstopsandservices.com/location_details.php?id=2175,Trucker,mobil_oil__type,44.161804,-72.09081,I-91,17,2886 ROUTE 302,WELLS RIVER,VT,05081,802-429-2141 (TRAVEL CENTER),802-429-2141 (P & H RESTAURANT),,802-429-2002,"4:30AM TO 11PM MON THRU FRI, 5AM TO 11PM SAT-SUN",50,0,0,4,5,0,,,,,,,,,,,,
49,Wisconsin,ABBYLAND TRUCK STOP,location_details.php?id=12025,https://www.truckstopsandservices.com/location_details.php?id=12025,Trucker,shell_,44.946728,-90.432415,WI 29,127,219 PLAZA DR,CURTISS,WI,5442,715-223-6666 (TRAVEL CENTER),715-223-6666 (ABBYLAND RESTAURANT),,715-223-6790,24 HOURS,100,0,0,6,4,3,,,,,,,,,,,,
49,Wisconsin,ABRAMS SHELL,location_details.php?id=11960,https://www.truckstopsandservices.com/location_details.php?id=11960,Trucker,shell_,44.765791,-88.054244,US 41,185,2516 W FRONTIER RD,ABRAMS,WI,54101,920-826-6400 (TRAVEL CENTER),920-826-6371 (ARBY'S),920-826-6400 (LITTLE CAESARS EXPRESS),,5AM TO 11PM DAILY,5,,,3,0,0,,,,,,,,,,,,
49,Wisconsin,ADDISON STATION CENTRAL,location_details.php?id=11942,https://www.truckstopsandservices.com/location_details.php?id=11942,Trucker,mobil_oil__type,43.373782,-88.302471,US 41,68,5022 ADDISON RD,HARTFORD,WI,53027,262-644-7878 (TRAVEL CENTER),,,,"4AM TO 11PM M-F, 5AM TO 12PM SAT, 6AM TO 10PM SUN",23,,,3,0,0,,,,,,,,,,,,
49,Wisconsin,ALBANY MINI MART,location_details.php?id=12046,https://www.truckstopsandservices.com/location_details.php?id=12046,Trucker,mobil_oil__type,42.714597,-89.433093,WI 59,,700 N CINCINNATI,ALBANY,WI,53502,608-862-3303 (TRAVEL CENTER),608-862-3303 (CHARLEY BIGGS CHICKEN),608-862-3303 (PICCADILLY PIZZA),608-862-3496,24 HOURS,0,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,AMISH CHEESE HOUSE SHELL,location_details.php?id=53930,https://www.truckstopsandservices.com/location_details.php?id=53930,Trucker,shell_,43.92329,-90.819016,I-90,25,711 AVON RD,SPARTA,WI,54656,608-269-4669 (TRAVEL CENTER),,,,6AM TO 10PM DAILY,0,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,AMPRIDE C-STORE,location_details.php?id=53933,https://www.truckstopsandservices.com/location_details.php?id=53933,Trucker,cenex--300_0,42.80627,-89.632256,WI 69,,1401 HWY 69 S,NEW GLARUS,WI,53574,608-527-2112 (TRAVEL CENTER),,,,"5AM TO 10PM MON THRU SAT, 6AM TO 7PM SUN",0,0,0,3,0,0,,,,,,,,,,,,
49,Wisconsin,APPLETON TRAVEL PLAZA,location_details.php?id=11947,https://www.truckstopsandservices.com/location_details.php?id=11947,Trucker,citgo,44.273151,-88.449108,US 41,138,2775 W WISCONSIN AVE,APPLETON,WI,54914,920-993-8706 (TRAVEL CENTER),,,,"5AM TO 10PM MON THRU FRI, 6AM TO 9PM SAT - SUN",10,,,4,2,0,,,,,,,,,,,,
49,Wisconsin,AVENUE SHELL,location_details.php?id=53942,https://www.truckstopsandservices.com/location_details.php?id=53942,Trucker,shell_,44.90488,-89.586032,CO RD JJ,,3001 SCHOFIELD AVE,SCHOFIELD,WI,54476,715-355-1990 (TRAVEL CENTER),,,,24 HOURS,0,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,B&B EXPRESS,location_details.php?id=12017,https://www.truckstopsandservices.com/location_details.php?id=12017,Trucker,bp-,43.78374,-88.251492,WI 23,,N6714 CO RD W,MOUNT CALVARY,WI,53057,920-923-6655 (TRAVEL CENTER),,,,"5AM TO 10PM MON THRU FRI, 6AM TO 9P, SAT-SUN",10,,,3,0,0,,,,,,,,,,,,
49,Wisconsin,BARRON TRAVEL PLAZA,location_details.php?id=53952,https://www.truckstopsandservices.com/location_details.php?id=53952,Trucker,cenex--300_0,45.400764,-91.828201,US 8,,1710 E DIVISION AVE,BARRON,WI,54812,715-537-3658 (TRAVEL CENTER),715-537-3658 (A & W),715-537-3658 (HOT STUFF PIZZA),715-637-0270,"5AM TO 11PM MON THRU FRI, 6AM TO 11PM SAT-SUN",26,0,0,4,2,0,,,,,,,,,,,,
49,Wisconsin,BAYLAND SHELL,location_details.php?id=53953,https://www.truckstopsandservices.com/location_details.php?id=53953,Trucker,shell_,44.538937,-87.882941,57,,3987 ALGOMA RD,NEW FRANKEN,WI,54229,920-866-3500 (TRAVEL CENTER),920-866-3500 (ARBY'S),,,5AM TO 10PM DAILY,8,0,0,4,0,0,,,,,,,,,,,,
49,Wisconsin,BEAR CREEK CITGO,location_details.php?id=11967,https://www.truckstopsandservices.com/location_details.php?id=11967,Trucker,citgo,44.530221,-88.746891,US 45,,N8086 US 45,BEAR CREEK,WI,54922,715-752-3504 (TRAVEL CENTER),715-752-3504 (SUBWAY),,715-752-4590,5AM TO 10PM DAILY,10,,,3,0,0,,,,,,,,,,,,
49,Wisconsin,BELMONT TRAVEL CENTER,location_details.php?id=11996,https://www.truckstopsandservices.com/location_details.php?id=11996,Trucker,mobil_oil__type,42.746716,-90.341559,US 151,26,102 W MOUND VIEW AVE,BELMONT,WI,53510,608-762-6250 (TRAVEL CENTER),608-762-5437 (SUBWAY),,608-762-6240,,92,,,4,4,0,,,,,,,,,,,,
49,Wisconsin,BENSON CORNERS,location_details.php?id=54812,https://www.truckstopsandservices.com/location_details.php?id=54812,Trucker,shell_,42.56874,-88.051155,WI 50,,20000 75TH ST,BRISTOL,WI,53104,262-857-9123 (TRAVEL CENTER),,,,24 HOURS,,,,1,,,,,,,,,,,,,,
49,Wisconsin,BJ'S BP,location_details.php?id=369,https://www.truckstopsandservices.com/location_details.php?id=369,Trucker,bp-,42.849313,-88.321066,I-43,43,122 ARROWHEAD DR,MUKWONAGO,WI,53149,262-363-2371 (TRAVEL CENTER),262-264-6888 (ARBY'S),,,"4AM TO 10PM MON THRU FRI, 6AM TO 10PM SAT-SUN",5,,,4,0,0,,,,,,,,,,,,
49,Wisconsin,BLACK RIVER CROSSING OASIS,location_details.php?id=372,https://www.truckstopsandservices.com/location_details.php?id=372,Trucker,cenex--300_0,44.29815,-90.819028,I-94,116,400 OASIS RD,BLACK RIVER FALLS,WI,54615,715-284-4344 (TRAVEL CENTER),,,,"5:30 AM TO 10PM MON THRU FRI, 6AM TO 10PM SAT-SUN",10,0,0,4,0,0,,,,,,,,,,,,
49,Wisconsin,BLUEMKES FOOD MART,location_details.php?id=53982,https://www.truckstopsandservices.com/location_details.php?id=53982,Trucker,bp-,43.80742,-88.674531,WI 23,WI 26,102 E DIVISION ST,ROSENDALE,WI,54974,920-872-2191 (TRAVEL CENTER),,,920-872-2139,"5AM TO 9PM MON THRU FRI, 6AM TO 9PM SAT-SUN",0,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,BONDE'S QUIK MART,location_details.php?id=53987,https://www.truckstopsandservices.com/location_details.php?id=53987,Trucker,bp-,43.92108,-87.76236,I-43,137,1517 NORTH AVE,CLEVELAND,WI,53015,920-693-3145 (TRAVEL CENTER),,,920-693-8699,"5AM TO 10PM MON THRU SAT, 6AM TO 9PM SUN",3,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,BONDE'S QUIK MART,location_details.php?id=53988,https://www.truckstopsandservices.com/location_details.php?id=53988,Trucker,bp-,43.92143,-88.042526,WI 57,,N911 HWY 57,KIEL,WI,53042,920-894-2533 (TRAVEL CENTER),,,,"5AM TO 10PM MON THRU FRI, 6AM TO 10PM SAT-SUN",4,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,BP TRAVEL CENTER,location_details.php?id=11963,https://www.truckstopsandservices.com/location_details.php?id=11963,Trucker,bp-,45.16094,-89.148517,US 45,,2120 NEVA RD,ANTIGO,WI,54409,715-623-4972 (TRAVEL CENTER),,,,24 HOURS,20,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,BRANDY LAKE BP,location_details.php?id=53999,https://www.truckstopsandservices.com/location_details.php?id=53999,Trucker,bp-,45.903153,-89.698092,US 51,,211 US 51 N,WOODRUFF,WI,54568,715-356-9011 (TRAVEL CENTER),,,,5:30AM TO 11PM DAILY,2,0,0,4,0,0,,,,,,,,,,,,
49,Wisconsin,BRIDGE STOP,location_details.php?id=54002,https://www.truckstopsandservices.com/location_details.php?id=54002,Trucker,bp-,45.20447,-91.566993,US 53,118,330 W MAIN ST,NEW AUBURN,WI,54757,715-237-2585 (TRAVEL CENTER),,,,"5AM TO 10PM SAT THRU FRI, 6AM TO 9PM SUN",4,0,0,4,0,0,,,,,,,,,,,,
49,Wisconsin,BRIDGE STOP,location_details.php?id=11980,https://www.truckstopsandservices.com/location_details.php?id=11980,Trucker,exxon,44.851241,-91.471038,US 53,,3019 N HASTINGS WAY,EAU CLAIRE,WI,54703,715-834-5080 (TRAVEL CENTER),,,,6AM TO 10PM DAILY,0,,,1,0,0,,,,,,,,,,,,
49,Wisconsin,CAMP DOUGLAS BP,location_details.php?id=467,https://www.truckstopsandservices.com/location_details.php?id=467,Trucker,bp-,43.91964,-90.261507,I-94,55,215 US 12,CAMP DOUGLAS,WI,54618,608-427-3365 (TRAVEL CENTER),,,608-427-3284,"4AM TO 10PM MON THRU FRI, 6AM TO 10PM SAT-SUN",10,,,5,2,0,,,,,,,,,,,,
49,Wisconsin,CAMPBELL'S ONE STOP,location_details.php?id=54013,https://www.truckstopsandservices.com/location_details.php?id=54013,Trucker,mobil_oil__type,43.38818,-90.763672,US 61,,100 E SUNBEAM BLVD,SOLDIERS GROVE,WI,54655,608-624-5701 (TRAVEL CENTER),608-624-5701 (CAMPBELL'S DELI),,,6AM TO 9:30 DAILY,0,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,CARDINAL SERVICE,location_details.php?id=54016,https://www.truckstopsandservices.com/location_details.php?id=54016,Trucker,mobil_oil__type,43.09334,-88.361369,WI 83,,805 CARDINAL LANE,HARTLAND,WI,53029,262-367-4675 (TRAVEL CENTER),,,262-367-4682,24 HOURS,0,0,0,4,0,0,,,,,,,,,,,,
49,Wisconsin,CASEY'S  #3295,location_details.php?id=54029,https://www.truckstopsandservices.com/location_details.php?id=54029,Trucker,caseys-general-store-,43.06746,-91.136886,WI 35,,34487 HWY 35 N,PRAIRIE DU CHIEN,WI,53821,608-326-1920 (TRAVEL CENTER),608-326-1920 (CASEY'S KITCHEN),,,4AM TO 10PM DAILY,0,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,CASEY'S GENERAL STORE,location_details.php?id=54233,https://www.truckstopsandservices.com/location_details.php?id=54233,Trucker,caseys-general-store-,42.83311,-88.719023,,,650 E MILWAUKEE ST,WHITEWATER,WI,53190,262-473-8010 (TRAVEL CENTER),262-473-8010 (CASEY'S KITCHEN),,,4AM TO 12PM DAILY,0,0,0,4,0,0,,,,,,,,,,,,
49,Wisconsin,CASEY'S GENERAL STORE,location_details.php?id=54466,https://www.truckstopsandservices.com/location_details.php?id=54466,Trucker,caseys-general-store-,42.74978,-89.602074,WI 69,,101 HWY 69,MONTICELLO,WI,53570,608-938-2023 (TRAVEL CENTER),608-938-2023 (CASEY'S KITCHEN),,,24 HOURS,5,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,CATAWBA SUPPLY,location_details.php?id=54037,https://www.truckstopsandservices.com/location_details.php?id=54037,Trucker,ind_dealer_1,45.53626,-90.527115,US 8,,W 9149 US HWY 8,CATAWBA,WI,54515,715-474-3322 (TRAVEL CENTER),,,,"6AM TO 11PM SUN THRU THUR, 6AM TO 9PM FRI, 7AM TO 9PM SAT",5,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,CENEX PUMP 24,location_details.php?id=12002,https://www.truckstopsandservices.com/location_details.php?id=12002,Trucker,cenex--300_0,43.952276,-89.817723,WI 13,,451 S MAIN ST,ADAMS,WI,53910,608-339-3626 (TRAVEL CENTER),,,,"5AM TO 11PM SUN THRU THUR, 5AM TO 11PM FRI-SAT",20,0,0,6,0,0,,,,,,,,,,,,
49,Wisconsin,CENEX STATION #27,location_details.php?id=54060,https://www.truckstopsandservices.com/location_details.php?id=54060,Trucker,cenex--300_0,43.9379,-90.821022,I-90,25,918 S BLACK RIVER ST,SPARTA,WI,54656,608-269-1930 (TRAVEL CENTER),608-269-1930 (ARBY'S),,,24 HOURS,3,0,0,3,0,0,,,,,,,,,,,,
49,Wisconsin,CENTRAL EXPRESS,location_details.php?id=54062,https://www.truckstopsandservices.com/location_details.php?id=54062,Trucker,gulf-,43.65868,-90.855995,US 14,,411 N MAIN ST,WESTBY,WI,54667,608-634-2230 (TRAVEL CENTER),,,,5AM TO 8PM DAILY,20,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,CITGO,location_details.php?id=54133,https://www.truckstopsandservices.com/location_details.php?id=54133,Trucker,citgo,43.55806,-87.940697,WI 57,,N511 HWY 57,RANDOM LAKE,WI,53075,920-994-2222 (TRAVEL CENTER),,,,24 HOURS,0,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,CITGO AUTO/TRUCK PLAZA,location_details.php?id=584,https://www.truckstopsandservices.com/location_details.php?id=584,Trucker,citgo,42.727164,-87.955626,I-94,333,611 S SYLVANIA AVE,STURTEVANT,WI,53177,262-886-2738 (TRAVEL CENTER),,,262-886-8750,24 HOURS,30,,,10,4,0,,,,,,,,,,,,
49,Wisconsin,COLUMBUS WEST TRAVEL CENTER,location_details.php?id=11995,https://www.truckstopsandservices.com/location_details.php?id=11995,Trucker,bp-,43.350633,-89.037872,US 151,118,2200 W JAMES ST,COLUMBUS,WI,53925,920-623-9740 (TRAVEL CENTER),,,920-623-9681,"4:30AM TO 10PM MON THRU FRI, 5:30AM TO 10PM SAT-SUN",32,0,0,6,6,0,,,,,,,,,,,,
49,Wisconsin,COUNTRY EXPRESS AUTO/TRUCK STOP,location_details.php?id=664,https://www.truckstopsandservices.com/location_details.php?id=664,Trucker,ind_dealer_1,44.453848,-87.993971,I-43,180,2601 MONROE RD,DEPERE,WI,54115,920-336-6402 (TRAVEL CENTER),920-632-6117 (EGG YOLK CAFE),,920-336-9773,24 HOURS,50,0,0,4,4,0,,,,,,,,,,,,
49,Wisconsin,COUNTRYSIDE MARKET,location_details.php?id=11968,https://www.truckstopsandservices.com/location_details.php?id=11968,Trucker,ind_dealer_1,42.53859,-88.050221,US 45,,20015 93RD ST,BRISTOL,WI,53104,262-857-7022 (TRAVEL CENTER),262-857-7022 (SUBWAY),,262-857-2524,5AM TO 10 PM DAILY,0,0,0,3,0,0,,,,,,,,,,,,
49,Wisconsin,CR CONVENIENCE,location_details.php?id=11917,https://www.truckstopsandservices.com/location_details.php?id=11917,Trucker,bp-,45.397713,-92.55976,US 8,,1961 US 8,ST. CROIX FALLS,WI,54024,715-483-1816 (TRAVEL CENTER),715-483-3121 (WAYNES CAFE),,,6AM TO 11PM DAILY,10,,,2,2,0,,,,1,,,,,,,,
49,Wisconsin,DARLINGTON MINI MART,location_details.php?id=19224,https://www.truckstopsandservices.com/location_details.php?id=19224,Trucker,citgo,42.667102,-90.127434,WI 23,,11981 WI 23,DARLINGTON,WI,53530,608-776-2877 (TRAVEL CENTER),608-776-3430 (MCDONALD'S),,608-776-4795,5AM TO 10 PM DAILY,6,,,4,0,0,,,,,,,,,,,,
49,Wisconsin,DEPERE SUPERSTORE,location_details.php?id=24303,https://www.truckstopsandservices.com/location_details.php?id=24303,Trucker,bp-,44.452801,-88.092716,US 41,163-A NB / 163 SB,1501 W MAIN AVE,DEPERE,WI,54115,920-983-9235 (TRAVEL CENTER),,,920-983-9238,24 HOURS,4,,,4,0,0,,,,,,,,,,,,
49,Wisconsin,EAGLE EXPRESS TRUCK STOP,location_details.php?id=11945,https://www.truckstopsandservices.com/location_details.php?id=11945,Trucker,bp-,45.049604,-87.799348,US 41,,N 2536 KASAL LANE,PESHTIGO,WI,54157,715-582-0180 (TRAVEL CENTER),715-582-0406 (GEORGE WEBB RESTAURANT),,715-582-0129,24 HOURS,75,0,0,4,3,0,,,,,,,,,,,,
49,Wisconsin,EASTSIDE MOBIL,location_details.php?id=54232,https://www.truckstopsandservices.com/location_details.php?id=54232,Trucker,mobil_oil__type,44.35221,-89.057916,WI 54,,E 3372 ROYALTON ST,WAUPACA,WI,54981,715-258-6540 (TRAVEL CENTER),715-258-6540 (CHARLEY BIGGS),,,24 HOURS,0,0,0,2,0,0,,,,,,,,,,,,
49,Wisconsin,EAU CLAIRE TRAVEL CENTER,location_details.php?id=47760,https://www.truckstopsandservices.com/location_details.php?id=47760,Trucker,cenex--300_0,44.890908,-91.55001,WI 29,69,5924 33RD AVE,EAU CLAIRE,WI,54703,715-874-0290 (TRAVEL CENTER),715-874-2929 (29 PINES RESTAURANT),,,24 HOURS,12,0,0,4,2,0,,,,,,,,,,,,
