state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Street Address,City,State,Postal Code,Phone,# of Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,# of Reserved Parking Spots,# of Paid Parking Spots,Phone 2,Fax,Exit,Phone 3,# of Men's Showers,Unleaded,Diesel,Bulk Def,Propane,Phone 4,https,Mailing Address,Phone 5,http,Mile Marker,Road Name,Hours of Operation
2,Arkansas,FLYING J TRAVEL CENTER #607,location_details.php?id=16776,http://www.rvandtravelers.com/location_details.php?id=16776,RVer,flying-j-,,,I-40,3400 SERVICE LOOP RD,WEST MEMPHIS,AR,72301,870-735-8200 (TRAVEL CENTER),225,12,15,0,33,33,870-735-8200 (DENNY'S),870-735-3300,280,,,2.959,3.599,3.959,3.999,,www.pilotflyingj.com/stores/607/,,,,,,
2,Arkansas,FOREST TOWER FOOD MART I,location_details.php?id=54318,http://www.rvandtravelers.com/location_details.php?id=54318,RVer,ind_dealer_1,,,US 167,13487 HWY 167 N,HENSLEY,AR,72065,870-917-2222 (TRAVEL CENTER),40,2,1,0,0,0,,870-917-2058,,,,,,,,,,,,,,,
2,Arkansas,GAS MART,location_details.php?id=47502,http://www.rvandtravelers.com/location_details.php?id=47502,RVer,ind_dealer_1,,,US 79,2137 US 79,CAMDEN,AR,71701,870-574-2923 (TRAVEL CENTER),10,2,0,0,0,0,,,,,,,,,,,,,,,,,
2,Arkansas,GAS N GO,location_details.php?id=18473,http://www.rvandtravelers.com/location_details.php?id=18473,RVer,valero,,,US 62,330 E MAIN ST,GASSVILLE,AR,72635,870-435-2801 (TRAVEL CENTER),10,4,0,0,0,0,,,,,,,,,,,,,,,,,
2,Arkansas,GASOLINE ALLEY,location_details.php?id=19810,http://www.rvandtravelers.com/location_details.php?id=19810,RVer,citgo,,,US 65,114 AR-9 W,CLINTON,AR,72031,501-745-5877 (TRAVEL CENTER),6,3,0,0,0,0,501-745-5877 (KRISPY KRUNCHY CHICKEN),,,,,,,,,,,,,,,,
2,Arkansas,HARD HAT,location_details.php?id=2297,http://www.rvandtravelers.com/location_details.php?id=2297,RVer,exxon,,,I-55,4430 HWY 18 E,BLYTHEVILLE,AR,72315,870-762-8131 (TRAVEL CENTER),50,4,0,0,,,,,67,,,,,,,,,,,,,,
2,Arkansas,HAWG'S EXXON,location_details.php?id=47455,http://www.rvandtravelers.com/location_details.php?id=47455,RVer,exxon,,,US 167,1150 N ST LOUIS ST,BATESVILLE,AR,72501,870-612-8661 (TRAVEL CENTER),25,4,0,0,0,0,870-612-8661 (CHESTER'S FRIED CHICKEN),870-612-8669,,,,,,,,,,,,,,,
2,Arkansas,HILLBILLY U PUMP,location_details.php?id=47383,http://www.rvandtravelers.com/location_details.php?id=47383,RVer,ind_dealer_1,,,US 62,645 US 62,SALEM,AR,72576,870-895-3307 (TRAVEL CENTER),20,2,1,0,0,0,,,,,,,,,,,,,,,,,
2,Arkansas,HOB NOB SHELL,location_details.php?id=54396,http://www.rvandtravelers.com/location_details.php?id=54396,RVer,shell_,,,I-40,20 BRADLEY COVE RD,RUSSELLVILLE,AR,72801,479-968-4299 (TRAVEL CENTER),0,4,0,0,0,0,,,84,,,,,,,,,,,,,,
2,Arkansas,I-40 KWIK STOP,location_details.php?id=54431,http://www.rvandtravelers.com/location_details.php?id=54431,RVer,exxon,,,I-40,840 N MAIN ST,PALESTINE,AR,72372,870-581-2954 (TRAVEL CENTER),15,2,0,0,0,0,,,233,,,,,,,,,,,,,,
2,Arkansas,J & P FLASH MARKET 391,location_details.php?id=47119,http://www.rvandtravelers.com/location_details.php?id=47119,RVer,exxon,,,US 64,113 US-64,MCCRORY,AR,72101,870-697-2600 (TRAVEL CENTER),8,3,0,0,0,0,,,,,,,,,,,,,,,,,
2,Arkansas,JAM MART,location_details.php?id=47041,http://www.rvandtravelers.com/location_details.php?id=47041,RVer,valero,,,AR 27,209 AR 27,DANVILLE,AR,72833,479-495-5050 (TRAVEL CENTER),6,2,0,0,0,0,479-495-5050 (JAM MART DELI),,,,,,,,,,,,,,,,
2,Arkansas,JJ'S TRUCK STOP,location_details.php?id=1432,http://www.rvandtravelers.com/location_details.php?id=1432,RVer,ind_dealer_1,,,I-30,6106 MILITARY RD,MALVERN,AR,72104,501-778-2295 (TRAVEL CENTER),300,7,4,2,30,30,501-778-2295 (JJ'S RESTAURANT),501-778-4909,106,,,,,,,,,,,,,,
2,Arkansas,JUMP STOP,location_details.php?id=47315,http://www.rvandtravelers.com/location_details.php?id=47315,RVer,bp-,,,I-40,9499 US 70,MARION,AR,72364,870-735-5621 (TRAVEL CENTER),10,5,0,0,,,,,271,,,,,,,,,,,,,,
2,Arkansas,KINGS RIVER COUNTRY STORE,location_details.php?id=10267,http://www.rvandtravelers.com/location_details.php?id=10267,RVer,ind_dealer_1,,,US 412,22784 HWY 412,MARBLE,AR,72740,479-665-2323 (TRAVEL CENTER),25,3,0,0,0,0,479-665-2323 (CHESTER'S FRIED CHICKEN),479-665-2128,,,,,,,,,,,,,,,
2,Arkansas,KOUNTRY XPRESS TRUCK STOP,location_details.php?id=665,http://www.rvandtravelers.com/location_details.php?id=665,RVer,66gas,,,I-40,1107 GEORGIA RIDGE DR,MULBERRY,AR,72947,479-997-1917 (TRAVEL CENTER),20,5,2,0,0,0,479-997-1917 (KOUNTRY XPRESS RESTAURANT),479-997-2699,20,,,,,,,,,,,,,,
2,Arkansas,KUM & GO,location_details.php?id=43947,http://www.rvandtravelers.com/location_details.php?id=43947,RVer,kumngo-,,,US 63,3430 US HWY 63,BLACK ROCK,AR,72450,870-878-6107 (TRAVEL CENTER),8,2,0,0,0,0,,,,,,,,,,,,,,,,,
2,Arkansas,KUM & GO,location_details.php?id=43948,http://www.rvandtravelers.com/location_details.php?id=43948,RVer,kumngo-,,,I-49,1220 E ROBINSON AVE,SPRINGDALE,AR,72764,479-725-0060 (TRAVEL CENTER),0,4,0,0,0,0,,,73,,,,,,,,,,,,,,
2,Arkansas,KWIK SERVE #1,location_details.php?id=47306,http://www.rvandtravelers.com/location_details.php?id=47306,RVer,valero,,,US 63,2511 US 63,HARDY,AR,72542,870-856-5698 (TRAVEL CENTER),3,2,0,0,0,0,,,,,,,,,,,,,,,,,
2,Arkansas,LAZY EARL'S TRUCK STOP,location_details.php?id=19812,http://www.rvandtravelers.com/location_details.php?id=19812,RVer,ind_dealer_1,,,AR 109,3309 STERLIN HURLEY IND HWY,CLARKSVILLE,AR,72830,479-705-1410 (TRAVEL CENTER),55,4,4,2,0,55,479-705-1410 (LAZY EARL'S RESTAURANT),479-7050214,,,,,,,,,,,,,,,
2,Arkansas,LITTLEFIELD EXPRESS,location_details.php?id=47120,http://www.rvandtravelers.com/location_details.php?id=47120,RVer,ind_dealer_1,,,I-540,3401 CAVANAUGH RD,FORT SMITH,AR,72908,479-646-8186 (TRAVEL CENTER),55,6,2,0,0,0,479-646-8186 (CHESTER'S FRIED CHICKEN),479-648-3195,12,,,,,,,,,,,,,,
2,Arkansas,LITTLEFIELD EXPRESS,location_details.php?id=54914,http://www.rvandtravelers.com/location_details.php?id=54914,RVer,valero,,,AR 376,2708 ADAMS AVE,CAMDEN,AR,71701,870-231-6926 (TRAVEL CENTER),,2,,,,,,,,,,,,,,,,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #236,location_details.php?id=15482,http://www.rvandtravelers.com/location_details.php?id=15482,RVer,loves-travel-stops-country-stores_416x416,,,I-40,11801 E I-40,N LITTLE ROCK,AR,72117,501-945-5400 (TRAVEL CENTER),65,8,5,0,0,0,501-945-5400 (CHESTER'S FRIED CHICKEN),501-945-5427,161,501-945-5400 (PETRO'S CHILI AND CHIPS),,2.959,3.489,3.949,,501-945-5400 (GODFATHER'S PIZZA),www.loves.com/locations/236,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #267,location_details.php?id=22293,http://www.rvandtravelers.com/location_details.php?id=22293,RVer,loves-travel-stops-country-stores_416x416,,,I-40,1600 N HWY 95,MORRILTON,AR,72110,501-354-6701 (TRAVEL CENTER),17,4,3,0,0,0,501-354-6701 (SUBWAY),501-354-6818,107,501-354-6701 (GODFATHER'S PIZZA),,2.899,3.589,3.949,,,www.loves.com/locations/267,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #271,location_details.php?id=22295,http://www.rvandtravelers.com/location_details.php?id=22295,RVer,loves-travel-stops-country-stores_416x416,,,I-40,2223 N 3RD ST,OZARK,AR,72949,479-667-5891 (TRAVEL CENTER),11,4,3,0,0,0,479-667-5891 (SUBWAY),479-667-0773,37,,,2.839,3.549,3.949,,,www.loves.com/locations/271,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #275,location_details.php?id=22297,http://www.rvandtravelers.com/location_details.php?id=22297,RVer,loves-travel-stops-country-stores_416x416,,,I-40,1010 N MAIN ST,PALESTINE,AR,72372,870-581-5004 (TRAVEL CENTER),88,8,5,2,0,0,870-581-5004 (CHESTER'S FRIED CHICKEN),870-581-5089,233,870-581-5004 (SUBWAY),,2.999,3.589,3.949,,,www.loves.com/locations/275,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #277,location_details.php?id=10199,http://www.rvandtravelers.com/location_details.php?id=10199,RVer,loves-travel-stops-country-stores_416x416,,,I-30,116 RON HERROD RD,PRESCOTT,AR,71857,870-887-1744 (TRAVEL CENTER),150,7,7,2,0,0,870-887-1744 (HARDEE'S),870-887-8715,46,,,2.999,3.449,3.949,3.999,,www.loves.com/locations/277,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #450,location_details.php?id=15477,http://www.rvandtravelers.com/location_details.php?id=15477,RVer,loves-travel-stops-country-stores_416x416,,,I-40,800 MARTIN LUTHER KING DR,WEST MEMPHIS,AR,72301,870-732-1272 (TRAVEL CENTER),111,12,10,0,0,0,870-732-1272 (SUBWAY),870-732-1280,280,,,2.959,3.589,3.949,0.019,,www.loves.com/locations/450,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #457,location_details.php?id=24299,http://www.rvandtravelers.com/location_details.php?id=24299,RVer,loves-travel-stops-country-stores_416x416,,,I-30,11700 I-30 FRONTAGE RD,LITTLE ROCK,AR,72210,501-407-0227 (TRAVEL CENTER),76,7,5,2,0,0,501-407-0227 (HARDEE'S),501-407-0554,128,501-407-0227 (SUBWAY),,2.699,3.449,3.949,3.999,,www.loves.com/locations/457,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #557,location_details.php?id=47385,http://www.rvandtravelers.com/location_details.php?id=47385,RVer,loves-travel-stops-country-stores_416x416,,,US 67,2505 QUEENSWAY ST,SEARCY,AR,72143,501-278-5090 (TRAVEL CENTER),82,7,7,3,,,501-278-5090 (HARDEE'S),,44,501-278-5090 (SUBWAY),,3.099,3.689,3.949,3.999,,www.loves.com/locations/557,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #607,location_details.php?id=47313,http://www.rvandtravelers.com/location_details.php?id=47313,RVer,loves-travel-stops-country-stores_416x416,,,US 63,5101 E PARKER RD,JONESBORO,AR,72404,870-933-7010 (TRAVEL CENTER),85,5,7,0,0,0,870-933-7010 (SUBWAY),870-933-7090,40,,,3.259,3.489,3.949,3.999,,www.loves.com/locations/607,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #635,location_details.php?id=47558,http://www.rvandtravelers.com/location_details.php?id=47558,RVer,loves-travel-stops-country-stores_416x416,,,I-49,8060 HWY 282,ALMA,AR,72921,479-632-0587 (TRAVEL CENTER),54,7,3,4,5,0,479-632-0587 (SUBWAY),479-632-0676,24,479-632-0587 (CHESTER'S FRIED CHICKEN),,2.949,3.349,3.949,3.999,,www.loves.com/locations/635,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #671,location_details.php?id=47457,http://www.rvandtravelers.com/location_details.php?id=47457,RVer,loves-travel-stops-country-stores_416x416,,,I-55,3910 S DIVISION ST,BLYTHEVILLE,AR,72315,870-776-1126 (TRAVEL CENTER),94,9,7,2,0,0,870-776-1126 (GODFATHER'S PIZZA),870-776-1405,63,870-776-1126 (CHESTER'S FRIED CHICKEN),,,,,,,www.loves.com/locations/671,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #689,location_details.php?id=51574,http://www.rvandtravelers.com/location_details.php?id=51574,RVer,loves-travel-stops-country-stores_416x416,,,US 65,294 HWY 82,LAKE VILLAGE,AR,71653,870-265-9988 (TRAVEL CENTER),52,4,4,0,0,0,870-265-9988 (PETRO CHILI AND CHIPS),870-265-9993,HWY 82,870-265-9988 (CHESTER'S FRIED CHICKEN),,,,,,,,,,/www.loves.com,,,
2,Arkansas,LOVE'S TRAVEL STOP #759,location_details.php?id=51528,http://www.rvandtravelers.com/location_details.php?id=51528,RVer,loves-travel-stops-country-stores_416x416,,,I-40,3404 HWY 63 N,HAZEN,AR,72064,870-255-1395 (TRAVEL CENTER),111,10,7,2,0,0,870-255-1395 (GODFATHER'S PIZZA),870-255-2279,193,870-255-1395 (CHESTER'S FRIED CHICKEN),,,,,,870-255-1395 (SUBWAY),www.loves.com/en/location-and-fuel-price-search/locationsearchresults#?type=travel%20stop&state=ar,,,,,,
2,Arkansas,LOVE'S TRAVEL STOP #779,location_details.php?id=52047,http://www.rvandtravelers.com/location_details.php?id=52047,RVer,loves-travel-stops-country-stores_416x416,,,I-30,6716 AR 171,MALVERN,AR,72104,501-337-9545 (TRAVEL CENTER),80,9,9,3,0,0,501-337-9545 (ARBY'S),501-337-9574,97,,,,,,,,www.loves.com/locations/277,,,,,,
2,Arkansas,LOVES TRAVEL STOP,location_details.php?id=47336,http://www.rvandtravelers.com/location_details.php?id=47336,RVer,loves-travel-stops-country-stores_416x416,,,US 65,4800 US-65,PINE BLUFF,AR,71601,870-536-8274 (TRAVEL CENTER),85,5,5,0,0,0,870-536-8274 (SUBWAY),870-536-8399,,870-536-8274 (CHESTER'S FRIED CHICKEN),,,,,,,www.loves.com/locations/661,,,,,,
2,Arkansas,MAGNOLIA TRAVEL CENTER,location_details.php?id=10255,http://www.rvandtravelers.com/location_details.php?id=10255,RVer,valero,,,US 82/371,10 US-82,MAGNOLIA,AR,71753,870-234-7806 (TRAVEL CENTER),50,6,2,0,0,0,,870-234-0285,,,1,,,,,,,,,,,,
2,Arkansas,MAPCO EXPRESS,location_details.php?id=1963,http://www.rvandtravelers.com/location_details.php?id=1963,RVer,ind_dealer_1,,,I-40,1030 AR 78,WHEATLEY,AR,72392,870-457-2322 (TRAVEL CENTER),35,5,0,0,0,0,870-457-2322 (KRISPY KRUNCHY CHICKEN),870-457-2415,221,,,,,,,,,,,,,,
2,Arkansas,MARTY MART,location_details.php?id=47454,http://www.rvandtravelers.com/location_details.php?id=47454,RVer,citgo,,,US 67,3816 AR 367,BALD KNOB,AR,72010,501-724-2210 (TRAVEL CENTER),0,3,0,0,0,0,,,55,,,,,,,,,,,,,,
2,Arkansas,MISSILE MART,location_details.php?id=10261,http://www.rvandtravelers.com/location_details.php?id=10261,RVer,exxon,,,US 167,109 S LEE ST,HAMPTON,AR,71744,870-798-3800 (TRAVEL CENTER),15,3,0,0,0,0,,870-798-3800,,,,,,,,,,,,,,,
2,Arkansas,MISSILE MART,location_details.php?id=10264,http://www.rvandtravelers.com/location_details.php?id=10264,RVer,mobil_oil__type,,,US 82,3700 W HILLSBORO ST,EL DORADO,AR,71730,870-862-6007 (TRAVEL CENTER),25,2,0,0,0,0,,,,,,,,,,,,,,,,,
2,Arkansas,MISSILE MART #08,location_details.php?id=54715,http://www.rvandtravelers.com/location_details.php?id=54715,RVer,exxon,,,US 167,4050 N CALION HWY,EL DORADO,AR,71730,870-863-8013 (TRAVEL CENTER),30,4,1,0,0,0,,,,,,,,,,,,,,,,,
2,Arkansas,MOBIL EXPRESSWAY,location_details.php?id=10263,http://www.rvandtravelers.com/location_details.php?id=10263,RVer,mobil_oil__type,,,US 63/167,2400 E MAIN ST,EL DORADO,AR,71730,870-863-5891 (TRAVEL CENTER),20,6,0,0,0,0,,,,,,,,,,,,,,,,,
2,Arkansas,MORGAN SHELL TRUCK STOP,location_details.php?id=10206,http://www.rvandtravelers.com/location_details.php?id=10206,RVer,shell_,,,I-40,20515 HWY 365 N,N LITTLE ROCK,AR,72113,501-851-6815 (TRAVEL CENTER),35,4,0,0,0,0,,501-851-6494,142,,,,,,,,,,,,,,
2,Arkansas,MORGAN VALERO,location_details.php?id=10207,http://www.rvandtravelers.com/location_details.php?id=10207,RVer,valero,,,I-40,18823 MAC ARTHUR DR,N LITTLE ROCK,AR,72118,501-851-7100 (TRAVEL CENTER),10,6,0,0,0,0,,,142,,,,,,,,,,,,,,
2,Arkansas,NEWPORT TRUCK PLAZA,location_details.php?id=10234,http://www.rvandtravelers.com/location_details.php?id=10234,RVer,exxon,,,US 67,3600 AIR BASE RD,NEWPORT,AR,72112,870-523-4800 (TRAVEL CENTER),50,3,2,0,0,0,,870-523-4802,,,,,,,,,,,,,,,
2,Arkansas,NORTH POINT 66,location_details.php?id=47332,http://www.rvandtravelers.com/location_details.php?id=47332,RVer,66gas,,,US 49,1810 US 49,PARAGOULD,AR,72450,870-236-8400 (TRAVEL CENTER),3,2,0,0,,,,,,,,,,,,,,,,,,,
2,Arkansas,ON THE RUN,location_details.php?id=47121,http://www.rvandtravelers.com/location_details.php?id=47121,RVer,exxon,,,US 62,728 E MAIN ST,GASSVILLE,AR,72635,870-435-2100 (TRAVEL CENTER),15,4,0,0,,,,,,,,,,,,,,,,,,,
2,Arkansas,PARADISE QUICK STOP,location_details.php?id=10245,http://www.rvandtravelers.com/location_details.php?id=10245,RVer,ind_dealer_1,,,US 71,950 S CONSTITUTION AVE,ASHDOWN,AR,71822,870-898-6034 (TRAVEL CENTER),50,7,0,0,0,0,870-898-6034 (MASTER DONUTS),870-898-8865,,870-898-6034 (HUNT BROTHERS PIZZA),,,,,,,,,,,,,
2,Arkansas,PARAMOUNT TRAVEL CENTER,location_details.php?id=18468,http://www.rvandtravelers.com/location_details.php?id=18468,RVer,valero,,,I-30,520 HWY 19 N,PRESCOTT,AR,78157,870-887-0786 (TRAVEL CENTER),100,5,2,0,0,0,870-887-0786 (CHESTER'S FRIED CHICKEN),870-887-0787,46,,,,,,,,,,,,,,
2,Arkansas,PDQ - SOUTH,location_details.php?id=54767,http://www.rvandtravelers.com/location_details.php?id=54767,RVer,66gas,,,AR 7,2750 S ARKANSAS AVE,RUSSELLVILLE,AR,72801,479-890-5392 (TRAVEL CENTER),0,3,0,0,0,0,,,,,,,,,,,,,,,,,
2,Arkansas,PDQ 247,location_details.php?id=54768,http://www.rvandtravelers.com/location_details.php?id=54768,RVer,66gas,,,AR 247,154 AR 247,RUSSELLVILLE,AR,72802,479-880-2302 (TRAVEL CENTER),15,3,0,0,0,0,,,,,,,,,,,,,,,,,
2,Arkansas,PETRO STOPPING CENTER #311 - JERRY FRITTS JR.,location_details.php?id=2217,http://www.rvandtravelers.com/location_details.php?id=2217,RVer,petro,,,I-55,3900 PETRO RD,WEST MEMPHIS,AR,72301,870-702-5540 (TRAVEL CENTER),280,12,17,6,63,63,870-702-5500 (IRON SKILLET),870-702-5547,4,870-702-5500 (BREYERS ICECREAM),,,,,,,www.ta-petro.com/location/ar/petro-west-memphis-jerry-fritts-west-memphis-stopping-center,,,,,,
2,Arkansas,PETRO STOPPING CENTER #326 - IDELLA M. HANSEN,location_details.php?id=2215,http://www.rvandtravelers.com/location_details.php?id=2215,RVer,petro,,,I-40,3205 VALENTINE RD,N LITTLE ROCK,AR,72217,501-945-3206 (TRAVEL CENTER),250,10,14,,88,88,501-945-4789 (IRON SKILLET),501-955-4008,161,,,,,,,,www.ta-petro.com/location/ar/petro-north-little-rock,,,,,,
2,Arkansas,PHILLIPS 66,location_details.php?id=2289,http://www.rvandtravelers.com/location_details.php?id=2289,RVer,66gas,,,I-440,8824 FOURCHE DAM PIKE,LITTLE ROCK,AR,72206,501-490-0554 (TRAVEL CENTER),12,3,0,0,,,,501-490-4344,5,,,,,,,,,,,,,,
2,Arkansas,PILOT TRAVEL CENTER #118,location_details.php?id=16747,http://www.rvandtravelers.com/location_details.php?id=16747,RVer,pilot,,,I-30,7801 ALCOA RD,BENTON,AR,72015,501-794-5900 (TRAVEL CENTER),68,8,7,2,17,17,501-794-5922 (SUBWAY),501-794-5904,121,501-794-5900 (WINGFOOT TRUCK CARE CENTER),,2.699,3.459,3.959,,,www.pilotflyingj.com/stores/118/,,,,,,
2,Arkansas,PILOT TRAVEL CENTER #145,location_details.php?id=16752,http://www.rvandtravelers.com/location_details.php?id=16752,RVer,pilot,,,I-49,5660 W SUNSET AVE,SPRINGDALE,AR,72762,479-872-6100 (TRAVEL CENTER),75,4,4,0,15,15,479-872-6100 (BURGER KING),479-872-6103,72,,,2.789,3.599,3.959,,,www.pilotflyingj.com/stores/145/,,,,,,
2,Arkansas,PILOT TRAVEL CENTER #332,location_details.php?id=16755,http://www.rvandtravelers.com/location_details.php?id=16755,RVer,pilot,,,I-40,3300 HWY 391 N,N LITTLE ROCK,AR,72117,501-945-2226 (TRAVEL CENTER),100,11,7,0,24,24,501-945-9263 (SUBWAY),501-945-2282,161,501-945-2226 (PIZZA HUT),,2.959,3.499,3.959,,,www.pilotflyingj.com/stores/332/,,,,,,
2,Arkansas,PILOT TRAVEL CENTER #429,location_details.php?id=16760,http://www.rvandtravelers.com/location_details.php?id=16760,RVer,pilot,,,I-40,1100 MARTIN LUTHER KING JR DR,WEST MEMPHIS,AR,72301,870-732-1202 (TRAVEL CENTER),150,11,11,0,17,17,870-732-2148 (WENDY'S),870-732-1340,280,,,2.959,3.599,3.959,,,www.pilotflyingj.com/stores/429/,,,,,,
2,Arkansas,PILOT TRAVEL CENTER #430,location_details.php?id=16765,http://www.rvandtravelers.com/location_details.php?id=16765,RVer,pilot,,,I-40,215 AR 331 N,RUSSELLVILLE,AR,72802,479-967-7414 (TRAVEL CENTER),96,7,5,0,5,5,479-890-9161 (SUBWAY),479-964-0112,84,479-967-7414 (CINNABON),,2.859,3.599,3.959,,,,,,,,,
2,Arkansas,PILOT TRAVEL CENTER #492,location_details.php?id=2006,http://www.rvandtravelers.com/location_details.php?id=2006,RVer,pilot,,,I-30,170 VALLEY ST,CADDO VALLEY,AR,71923,870-245-3119 (TRAVEL CENTER),72,8,7,0,19,19,870-245-3119 (CINNABON),870-245-3084,78,870-245-3119 (DUNKIN' DONUTS EXPRESS),,2.899,3.459,3.959,,,www.pilotflyingj.com/stores/492/,,,,,,
2,Arkansas,PIT STOP,location_details.php?id=18469,http://www.rvandtravelers.com/location_details.php?id=18469,RVer,bp-,,,I-40,1073 AR 78,WHEATLEY,AR,72392,870-457-1070 (TRAVEL CENTER),30,4,2,0,0,0,870-457-1070 (PITT STOP DINER),870-457-1071,221,,,,,,,,,,,,,,
2,Arkansas,PONY EXPRESS TRAVEL CENTER,location_details.php?id=10055,http://www.rvandtravelers.com/location_details.php?id=10055,RVer,exxon,,,US 67/167,3950 HWY 5,CABOT,AR,72023,501-941-3020 (TRAVEL CENTER),25,6,2,0,0,0,,501-941-3064,16-B,,,,,,,,,,,,,,
2,Arkansas,POWELL'S ONE STOP,location_details.php?id=47283,http://www.rvandtravelers.com/location_details.php?id=47283,RVer,citgo,,,US 62,5452 US-62,GREEN FOREST,AR,72638,870-438-6898 (TRAVEL CENTER),15,4,0,0,,,,,,,,,,,,,,,,,,,
2,Arkansas,RED MULE MART,location_details.php?id=47311,http://www.rvandtravelers.com/location_details.php?id=47311,RVer,ind_dealer_1,,,US 62,1706 US 62,HIGHLAND,AR,72542,870-856-4900 (TRAVEL CENTER),15,2,0,0,0,0,870-856-4900 (RED MULE DELI),,,,,,,,,,,,,,,,
2,Arkansas,RED RIVER TRUCK STOP,location_details.php?id=2731,http://www.rvandtravelers.com/location_details.php?id=2731,RVer,ind_dealer_1,,,I-30,5479 HWY 67 W,FULTON,AR,71838,870-896-2218 (TRAVEL CENTER),25,4,0,4,0,25,,,18,,,,,,,,,,,,,,
2,Arkansas,RICK'S,location_details.php?id=47453,http://www.rvandtravelers.com/location_details.php?id=47453,RVer,exxon,,,I-30,490 CANEY RD,ARKADELPHIA,AR,71923,501-384-2759 (TRAVEL CENTER),30,5,2,0,0,0,,501-384-2394,83,,,,,,,,,,,,,,
2,Arkansas,ROADY'S BLYTHEVILLE TRAVEL CENTER,location_details.php?id=54871,http://www.rvandtravelers.com/location_details.php?id=54871,RVer,mobil_oil__type,,,AR 18,3901 E MAIN ST,BLYTHEVILLE,AR,72315,870-762-3030 (TRAVEL CENTER),50,6,3,0,0,0,,870-281-2143,,,,,,,,,,,,,,,
2,Arkansas,RON'S,location_details.php?id=10247,http://www.rvandtravelers.com/location_details.php?id=10247,RVer,66gas,,,US 71,5114 RYE HILL RD E,FORT SMITH,AR,72916,479-648-3800 (TRAVEL CENTER),15,4,0,0,0,0,,,,,,,,,,,,,,,,,
2,Arkansas,SCOTTS,location_details.php?id=18472,http://www.rvandtravelers.com/location_details.php?id=18472,RVer,ind_dealer_1,,,US 65,2881 HWY 65 S,EUDORA,AR,71640,870-355-2009 (TRAVEL CENTER),5,3,0,0,0,0,,,,,,,,,,,,,,,,,
2,Arkansas,SCOTTY'S,location_details.php?id=47040,http://www.rvandtravelers.com/location_details.php?id=47040,RVer,sunoco,,,US 59/71,5602 US 71,COVE,AR,71937,870-387-6031 (TRAVEL CENTER),6,1,0,0,0,0,870-387-6031 (SCOTTY'S DELI),,,,,,,,,,,,,,,,
2,Arkansas,SHELL TRUCK STOP,location_details.php?id=2903,http://www.rvandtravelers.com/location_details.php?id=2903,RVer,shell_,,,I-55,4610 W KEISER AVE,OSCEOLA,AR,72370,870-563-4928 (TRAVEL CENTER),12,8,1,0,0,0,,870-563-4929,48,,,,,,,,,,,,,,
2,Arkansas,SNAPPY MART,location_details.php?id=2787,http://www.rvandtravelers.com/location_details.php?id=2787,RVer,valero,,,I-55,14743 I-55,TURRELL,AR,72384,870-343-8558 (TRAVEL CENTER),10,4,2,0,,,,870-343-9905,21,,,,,,,,,,,,,,
2,Arkansas,SNAPPY MART,location_details.php?id=10218,http://www.rvandtravelers.com/location_details.php?id=10218,RVer,exxon,,,US 63,3109 COMMERCE DR,JONESBORO,AR,72401,870-934-8462 (TRAVEL CENTER),30,4,1,0,0,0,870-934-8462 (BURRITO BAR),870-934-8464,,,,,,,,,,,,,,,
2,Arkansas,SNAPPY MART,location_details.php?id=10237,http://www.rvandtravelers.com/location_details.php?id=10237,RVer,exxon,,,US 67/167,115 US-167 N,BALD KNOB,AR,72010,501-724-6734 (TRAVEL CENTER),80,5,2,0,,,,501-724-6945,,,,,,,,,,,,,,,
2,Arkansas,SOUTH FORK TRUCK STOP,location_details.php?id=2954,http://www.rvandtravelers.com/location_details.php?id=2954,RVer,citgo,,,I-30,2066 HWY 53 N,GURDON,AR,71743,870-353-4363 (TRAVEL CENTER),300,4,3,2,0,0,870-353-4363 (SOUTH FORK),870-353-2066,63,,,,,,,,,,,,,,
2,Arkansas,SUMAC MART,location_details.php?id=10195,http://www.rvandtravelers.com/location_details.php?id=10195,RVer,valero,,,AR 7,4374 SMACKOVER HWY,SMACKOVER,AR,71762,870-725-3633 (TRAVEL CENTER),10,2,0,0,,,,,,,,,,,,,,,,,,,
2,Arkansas,SUPER STOP,location_details.php?id=55142,http://www.rvandtravelers.com/location_details.php?id=55142,RVer,shell_,,,I-30,2605 N HAZEL ST,HOPE,AR,71801,870-777-5881 (TRAVEL CENTER),4,2,0,0,0,0,,,31,,,,,,,,,,,,,,
